policy_id,rank,family,tradeoff_score
142,2,silver,2.570423144019555
142,3,near_golden,2.381851968294614
143,1,golden,2.9517755133558428
143,2,silver,2.570423144019555
143,3,near_golden,2.3443781737453477
144,1,silver,2.2037564773528877
144,2,bronze,2.1835232056003844
144,3,near_golden,2.122275032828539
145,1,near_golden,2.042703753087207
145,2,random,1.9552283359013216
145,3,silver,1.864935148910656
146,1,golden,2.585122920518169
146,2,bronze,2.2216898582589955
146,3,near_golden,2.184020237486875
147,1,silver,2.5825886576825856
147,2,golden,2.49706112276536
147,3,near_golden,2.3384289658708934
148,1,golden,2.585117798543473
148,2,random,2.291309791502488
148,3,silver,2.23158256430941
149,1,golden,2.585117798543473
149,2,silver,2.23158256430941
149,3,bronze,2.2216706769234444
150,1,silver,2.9492360730813396
150,2,golden,2.4970560007906637
150,3,near_golden,2.3309975807027277
151,1,golden,2.9517755133558428
151,2,silver,2.570423144019555
151,3,near_golden,2.381851968294614
152,1,golden,2.9517755133558428
152,2,silver,2.570423144019555
152,3,near_golden,2.374933729300903
153,1,silver,2.5547433194581513
153,2,golden,2.468997735578065
153,3,near_golden,2.275052810606317
154,1,near_golden,2.042703753087207
154,2,random,1.9552283359013216
154,3,silver,1.864935148910656
155,1,golden,2.585122920518169
155,2,bronze,2.2216898582589955
155,3,near_golden,2.184020237486875
156,1,silver,2.5825886576825856
156,2,golden,2.49706112276536
156,3,near_golden,2.3721401329573752
157,1,golden,2.585117798543473
157,2,random,2.291309791502488
157,3,silver,2.23158256430941
158,1,golden,2.585117798543473
158,2,silver,2.23158256430941
158,3,bronze,2.2216706769234444
159,1,silver,2.9492360730813396
159,2,golden,2.4970560007906637
159,3,near_golden,2.3647087477892095
160,1,golden,2.9517755133558428
160,2,silver,2.570423144019555
160,3,near_golden,2.381851968294614
161,1,golden,2.9517755133558428
161,2,silver,2.570423144019555
161,3,near_golden,2.374933729300903
162,1,silver,2.5547433194581513
162,2,golden,2.468997735578065
162,3,near_golden,2.3087639776927995
163,1,random,1.8821865518679906
163,2,silver,1.865192870445884
163,3,near_golden,1.8595161012955392
164,1,near_golden,1.9206272124066506
164,2,silver,1.865192870445884
164,3,bronze,1.8551233379844823
165,1,near_golden,2.0599641299693747
165,2,silver,1.865192870445884
165,3,rational_approx,1.8649052686085987
166,1,golden,2.585241755766291
166,2,random,2.3117118637158325
166,3,silver,2.2318314554897616
167,1,golden,2.585241755766291
167,2,silver,2.2318314554897616
167,3,random,2.0079902827434646
168,1,golden,2.361259855313802
168,2,silver,2.2318314554897616
168,3,near_golden,2.1339081829063797
169,1,golden,2.95189438781938
169,2,near_golden,2.328534592008944
169,3,random,2.225063941566394
170,1,golden,2.95189438781938
170,2,near_golden,2.2910607974596777
170,3,random,2.225063941566394
171,1,golden,2.218561054486047
171,2,bronze,2.1903905328936006
171,3,near_golden,2.13006876765398
172,1,random,1.8821865518679906
172,2,silver,1.865192870445884
172,3,near_golden,1.8595161012955392
173,1,near_golden,1.9817383235177612
173,2,random,1.8821865518679906
173,3,silver,1.865192870445884
174,1,near_golden,2.182186352191597
174,2,golden,2.1024962526990922
174,3,random,1.8821865518679906
175,1,golden,2.585241755766291
175,2,random,2.3117118637158325
175,3,silver,2.2318314554897616
176,1,golden,2.585241755766291
176,2,silver,2.2318314554897616
176,3,random,2.0813236160767974
177,1,golden,2.514314153956336
177,2,near_golden,2.24760810732059
177,3,silver,2.2318314554897616
178,1,golden,2.95189438781938
178,2,near_golden,2.328534592008944
178,3,random,2.225063941566394
179,1,golden,2.95189438781938
179,2,near_golden,2.321616353015233
179,3,random,2.225063941566394
180,1,golden,2.469116610041602
180,2,near_golden,2.2217354343206472
180,3,bronze,2.1903905328936006
181,1,random,1.8821865518679906
181,2,silver,1.865192870445884
181,3,near_golden,1.8595161012955392
182,1,near_golden,1.9817383235177612
182,2,random,1.8821865518679906
182,3,silver,1.865192870445884
183,1,near_golden,2.2158975192780783
183,2,golden,2.1024962526990922
183,3,random,1.9950070646885032
184,1,golden,2.585241755766291
184,2,random,2.3117118637158325
184,3,silver,2.2318314554897616
185,1,golden,2.585241755766291
185,2,silver,2.2318314554897616
185,3,random,2.0813236160767974
186,1,golden,2.514314153956336
186,2,near_golden,2.281319274407072
186,3,silver,2.2318314554897616
187,1,golden,2.95189438781938
187,2,near_golden,2.328534592008944
187,3,random,2.225063941566394
188,1,golden,2.95189438781938
188,2,near_golden,2.321616353015233
188,3,random,2.225063941566394
189,1,golden,2.469116610041602
189,2,near_golden,2.2554466014071286
189,3,bronze,2.1903905328936006
190,1,near_golden,1.981702241922852
190,2,random,1.8821098529275706
190,3,silver,1.8650086512659316
191,1,bronze,2.2217488470170585
191,2,near_golden,2.042813353033963
191,3,silver,1.8650086512659316
192,1,silver,2.231675317932598
192,2,bronze,2.2217488470170585
192,3,near_golden,2.1361109703068712
193,1,golden,2.5852081611158737
193,2,random,2.3116361500918625
193,3,silver,2.231647236309809
194,1,golden,2.4018748277825406
194,2,silver,2.231647236309809
194,3,bronze,2.221712862206378
195,1,silver,2.5983139029764755
195,2,golden,2.2898838775562957
195,3,bronze,2.221712862206378
196,1,golden,2.951860793168963
196,2,silver,2.57798976806627
196,3,near_golden,2.3283424008615494
197,1,golden,2.951860793168963
197,2,silver,2.57798976806627
197,3,near_golden,2.290868606312283
198,1,golden,2.21852745983563
198,2,silver,2.211323101399603
198,3,bronze,2.1903617088116243
199,1,near_golden,1.981702241922852
199,2,random,1.8821098529275706
199,3,silver,1.8650086512659316
200,1,bronze,2.2217488470170585
200,2,golden,2.218565508520218
200,3,near_golden,2.123018726322519
201,1,silver,2.5826621600378616
201,2,near_golden,2.277427454706538
201,3,bronze,2.2217488470170585
202,1,golden,2.5852081611158737
202,2,random,2.3116361500918625
202,3,silver,2.231647236309809
203,1,golden,2.5852081611158737
203,2,silver,2.231647236309809
203,3,bronze,2.221712862206378
204,1,silver,2.949300745081739
204,2,golden,2.5142805593059188
204,3,near_golden,2.2707961122954603
205,1,golden,2.951860793168963
205,2,silver,2.57798976806627
205,3,near_golden,2.3283424008615494
206,1,golden,2.951860793168963
206,2,silver,2.57798976806627
206,3,near_golden,2.3214241618678386
207,1,silver,2.5623099435048666
207,2,golden,2.469083015391185
207,3,near_golden,2.2215432431732527
208,1,near_golden,1.981702241922852
208,2,random,1.8821098529275706
208,3,silver,1.8650086512659316
209,1,bronze,2.2217488470170585
209,2,golden,2.218565508520218
209,3,near_golden,2.123018726322519
210,1,silver,2.5826621600378616
210,2,near_golden,2.31113862179302
210,3,bronze,2.2217488470170585
211,1,golden,2.5852081611158737
211,2,random,2.3116361500918625
211,3,silver,2.231647236309809
212,1,golden,2.5852081611158737
212,2,silver,2.231647236309809
212,3,bronze,2.221712862206378
213,1,silver,2.949300745081739
213,2,golden,2.5142805593059188
213,3,near_golden,2.304507279381942
214,1,golden,2.951860793168963
214,2,silver,2.57798976806627
214,3,near_golden,2.3283424008615494
215,1,golden,2.951860793168963
215,2,silver,2.57798976806627
215,3,near_golden,2.3214241618678386
216,1,silver,2.5623099435048666
216,2,golden,2.469083015391185
216,3,near_golden,2.255254410259735
217,1,near_golden,2.042779504678933
217,2,random,1.9553891554922236
217,3,silver,1.8650086512659316
218,1,bronze,2.2216898582589955
218,2,near_golden,2.042779504678933
218,3,silver,1.8650086512659316
219,1,silver,2.231675317932598
219,2,bronze,2.2216898582589955
219,3,near_golden,2.136077121951841
220,1,golden,2.5851010548672524
220,2,random,2.3115829230960685
220,3,silver,2.231647236309809
221,1,silver,2.231647236309809
221,2,bronze,2.2216597447389494
221,3,golden,2.2178086771653187
222,1,silver,2.5983139029764755
222,2,bronze,2.2216597447389494
222,3,near_golden,2.129447213704109
223,1,golden,2.9517587696796226
223,2,silver,2.57798976806627
223,3,near_golden,2.3887106399063653
224,1,golden,2.9517587696796226
224,2,silver,2.57798976806627
224,3,near_golden,2.351236845357099
225,1,silver,2.211323101399603
225,2,bronze,2.1903085913441953
225,3,near_golden,2.1291337044402905
226,1,near_golden,2.042779504678933
226,2,random,1.9553891554922236
226,3,silver,1.8650086512659316
227,1,golden,2.585122920518169
227,2,bronze,2.2216898582589955
227,3,near_golden,2.1840959890786
228,1,silver,2.5826621600378616
228,2,golden,2.49706112276536
228,3,near_golden,2.3385047174626195
229,1,golden,2.5851010548672524
229,2,random,2.3115829230960685
229,3,silver,2.231647236309809
230,1,golden,2.5851010548672524
230,2,silver,2.231647236309809
230,3,bronze,2.2216597447389494
231,1,silver,2.949300745081739
231,2,golden,2.514173453057298
231,3,near_golden,2.3318748092148867
232,1,golden,2.9517587696796226
232,2,silver,2.57798976806627
232,3,near_golden,2.3887106399063653
233,1,golden,2.9517587696796226
233,2,silver,2.57798976806627
233,3,near_golden,2.3817924009126545
234,1,silver,2.5623099435048666
234,2,golden,2.468980991901845
234,3,near_golden,2.2819114822180686
235,1,near_golden,2.042779504678933
235,2,random,1.9553891554922236
235,3,silver,1.8650086512659316
236,1,golden,2.585122920518169
236,2,bronze,2.2216898582589955
236,3,near_golden,2.1840959890786
237,1,silver,2.5826621600378616
237,2,golden,2.49706112276536
237,3,near_golden,2.3722158845491013
238,1,golden,2.5851010548672524
238,2,random,2.3115829230960685
238,3,silver,2.231647236309809
239,1,golden,2.5851010548672524
239,2,silver,2.231647236309809
239,3,bronze,2.2216597447389494
240,1,silver,2.949300745081739
240,2,golden,2.514173453057298
240,3,random,2.377348521610881
241,1,golden,2.9517587696796226
241,2,silver,2.57798976806627
241,3,near_golden,2.3887106399063653
242,1,golden,2.9517587696796226
242,2,silver,2.57798976806627
242,3,near_golden,2.3817924009126545
243,1,silver,2.5623099435048666
243,2,golden,2.468980991901845
243,3,near_golden,2.3156226493045504
