anchor,offset,mean_composite_score,mean_phase_lock_resistance,mean_delayed_retention,mean_pollution,mean_rigidity_after_zipping
golden,0.05999999999999997,0.7731818200252616,0.5310271799799189,0.8355877373146803,0.10031480302944501,0.96051025390625
silver,-0.06,0.8210852461306103,0.7319381798312699,0.7771309511346501,0.07515979215980645,0.961669921875
silver,-0.054,0.796165916102743,0.663811772832817,0.751821791613652,0.07405730920111114,0.9617919921875
silver,-0.048,0.8076334313566075,0.7094783382913394,0.7376716520230675,0.06720058909626886,0.96417236328125
silver,-0.042,0.8056183684494753,0.733116470441957,0.6988659993328468,0.05940797416452977,0.95941162109375
silver,-0.036000000000000004,0.779035044731621,0.755070321664659,0.6236803344225739,0.1356081826670062,0.9627685546875
silver,-0.030000000000000006,0.7896110754375298,0.7326600181041774,0.6437566956720724,0.07743498374593649,0.96478271484375
silver,-0.024000000000000007,0.7645889484589445,0.6309852108077267,0.6279889839443691,0.037629732006837766,0.9619140625
silver,-0.01800000000000001,0.7606499356706868,0.6428454725578066,0.5834912262920335,0.020421989934185057,0.96112060546875
silver,-0.01200000000000001,0.7450535208703898,0.5899435906489541,0.571105567951689,0.01292102206736353,0.95904541015625
silver,-0.006000000000000012,0.7714421165505467,0.6455467720539383,0.6108587555889708,0.0024857954545454545,0.9609375
silver,-1.3877787807814457e-17,0.8100520951226453,0.7365616954051692,0.6740896353652757,0.01629830414234084,0.964599609375
silver,0.0059999999999999845,0.7706952188867964,0.6796525505863531,0.661668714968827,0.11716200466200466,0.963134765625
silver,0.011999999999999983,0.7867353847813385,0.6719178230450211,0.7036028410365958,0.07768641806900214,0.96368408203125
silver,0.01799999999999998,0.7856930335653379,0.6944927980810133,0.7259812869768603,0.1397703602652115,0.96270751953125
silver,0.02399999999999998,0.7965731295137548,0.7210044164881462,0.7350800305326186,0.13186655262252303,0.96136474609375
silver,0.029999999999999978,0.8111885247156585,0.7544378499784107,0.7372988616275624,0.109980172219558,0.961669921875
silver,0.035999999999999976,0.798841420892786,0.752013505651205,0.7642052754268974,0.1990590128662838,0.96099853515625
silver,0.041999999999999975,0.8086831056719352,0.7092901535443163,0.8187462260929809,0.15870969307019378,0.96539306640625
silver,0.04799999999999997,0.8294070448874306,0.7499761264870746,0.830624902070227,0.1238511570040243,0.962890625
silver,0.05399999999999997,0.8139195482330419,0.669792393590078,0.8556836205563187,0.12187287249723286,0.96331787109375
silver,0.05999999999999997,0.804519413097888,0.6065445503572375,0.8996946241182766,0.12625500629637443,0.95928955078125
bronze,-0.06,0.7621268459032575,0.6331844413356983,0.6300923680452539,0.05597047453924517,0.96197509765625
bronze,-0.054,0.736937416403938,0.5797615943713599,0.6294720481214163,0.10909121331466343,0.96295166015625
bronze,-0.048,0.7576066609891168,0.5858280156758167,0.7059763790410378,0.10407784528730472,0.961669921875
bronze,-0.042,0.7859519232992891,0.6111972445823991,0.7877944329043434,0.09559845868537531,0.96099853515625
bronze,-0.036000000000000004,0.8095813016697293,0.7352138856493968,0.7373031037331059,0.0903143708839859,0.96173095703125
bronze,-0.030000000000000006,0.8193373277348859,0.7505003576912443,0.7692063769424725,0.10131688551802986,0.96197509765625
bronze,-0.024000000000000007,0.8012503102132865,0.6843798231463498,0.7877110362361295,0.11998500732181278,0.9600830078125
bronze,-0.01800000000000001,0.8145385388167112,0.7361816233452217,0.7552529927107863,0.08887454485269779,0.9622802734375
bronze,-0.01200000000000001,0.8053528819101566,0.6770961528543991,0.7675643340733085,0.06556283502084574,0.961181640625
bronze,-0.006000000000000012,0.8238635644420582,0.7275256393065788,0.8274569630808108,0.11576261992214194,0.96173095703125
bronze,-1.3877787807814457e-17,0.8285804973272126,0.7481287240262517,0.8174851244275099,0.1126083138137016,0.964599609375
bronze,0.0059999999999999845,0.8137817460698267,0.6949498946123039,0.8053277170501443,0.09479182397451527,0.96319580078125
bronze,0.011999999999999983,0.8265489201056418,0.6771637596269175,0.8669383976781757,0.07901161906953591,0.96063232421875
bronze,0.01799999999999998,0.8129365938993456,0.658418764697047,0.8450180516614549,0.09612496307288397,0.9617919921875
bronze,0.02399999999999998,0.785593523956797,0.6351278592634888,0.8100702906455015,0.15628157180325095,0.96124267578125
bronze,0.029999999999999978,0.7761252601619002,0.5584594483901117,0.8257447895989858,0.11579231508043826,0.9619140625
bronze,0.035999999999999976,0.7793960400821656,0.5966204637559215,0.7910629742628978,0.11008599061918974,0.95989990234375
bronze,0.041999999999999975,0.7913961726674998,0.6161316161752775,0.8021966945018508,0.09405730380386022,0.96160888671875
bronze,0.04799999999999997,0.7954018065506328,0.6203819294610242,0.8066911633159114,0.08540955665886385,0.9644775390625
bronze,0.05399999999999997,0.8094106994865913,0.7159614159080292,0.7479322518070375,0.08064321825672996,0.964599609375
bronze,0.05999999999999997,0.807297615336654,0.7164883292876139,0.75687431375558,0.10091897957608553,0.9619140625
bounded_probe,-0.06,0.8090282442288818,0.6727259885677174,0.8039691743838622,0.08192157054853066,0.9600830078125
bounded_probe,-0.054,0.832403880197301,0.716679240899249,0.8419502636760205,0.07560984096491816,0.96209716796875
bounded_probe,-0.048,0.8039680588056481,0.6082905322298233,0.8668739642770191,0.0963804426009354,0.9617919921875
bounded_probe,-0.042,0.7717989654674104,0.55318910969855,0.8211897427367147,0.12186929721247575,0.9599609375
bounded_probe,-0.036000000000000004,0.7785379449251897,0.5722218777163832,0.8235752153170421,0.12207737349493866,0.962646484375
bounded_probe,-0.030000000000000006,0.7708009346791072,0.5305721786851931,0.8164504325926861,0.09527029431245781,0.9632568359375
bounded_probe,-0.024000000000000007,0.7696948814339639,0.5679572741004872,0.7812594818308235,0.10860342429910072,0.96148681640625
bounded_probe,-0.01800000000000001,0.7932032866318579,0.6203573895586484,0.8194971671057873,0.10976967290601303,0.96258544921875
bounded_probe,-0.01200000000000001,0.8169089758193335,0.7187876725131269,0.7765858685361776,0.07839234997762323,0.9630126953125
bounded_probe,-0.006000000000000012,0.7895621780452028,0.6357188014850037,0.7493696280104829,0.06485207140307082,0.9613037109375
bounded_probe,-1.3877787807814457e-17,0.8094660248629901,0.719738331622362,0.7544285460665283,0.08842052961118974,0.960205078125
bounded_probe,0.0059999999999999845,0.7907125659395675,0.7168456002939327,0.7005767230227395,0.11526141818470582,0.96209716796875
bounded_probe,0.011999999999999983,0.7747474994587769,0.7178145533928657,0.607940501049932,0.08421780684104628,0.962158203125
bounded_probe,0.01799999999999998,0.7521400251932411,0.6749153172637216,0.5996412906016115,0.12204920676868847,0.96038818359375
bounded_probe,0.02399999999999998,0.7883569522229004,0.6626083829344354,0.682507812466947,0.026470588235294117,0.96185302734375
bounded_probe,0.029999999999999978,0.756584344852856,0.6764680155051748,0.5654416339737454,0.06578357539896001,0.9610595703125
bounded_probe,0.035999999999999976,0.7264391792360991,0.5769515569859093,0.5723769518856533,0.08408052039381153,0.96075439453125
bounded_probe,0.041999999999999975,0.7693709789466195,0.6624255382070194,0.6077812401529185,0.036880300065231575,0.9635009765625
bounded_probe,0.04799999999999997,0.796010050481431,0.7416449382655629,0.6408317477558219,0.0492478287841191,0.9599609375
bounded_probe,0.05399999999999997,0.7646645668634635,0.6715366957706321,0.6556167226944121,0.12482104840111227,0.95941162109375
bounded_probe,0.05999999999999997,0.7892697796190803,0.677421098087936,0.721457686674994,0.08997003901895206,0.96124267578125
random_bad_cf,-0.06,0.754840571856718,0.6556118103155351,0.5905398687889271,0.0771916544236213,0.96185302734375
random_bad_cf,-0.054,0.7994802639347169,0.7282382554990464,0.644327159606349,0.018213013146448808,0.96051025390625
random_bad_cf,-0.048,0.7894762999259566,0.7069649320154265,0.6397297388611495,0.03276237698144392,0.96087646484375
random_bad_cf,-0.042,0.786961035089426,0.7125672514041236,0.6413481285819963,0.057772941754538384,0.9630126953125
random_bad_cf,-0.036000000000000004,0.7938835560320745,0.7017711228764718,0.6844286007696969,0.05943714794657437,0.96185302734375
random_bad_cf,-0.030000000000000006,0.7794692519665374,0.6609481192789829,0.6739488866953193,0.06279398994227281,0.963134765625
random_bad_cf,-0.024000000000000007,0.7575408539481379,0.6074058817996522,0.6556762771014586,0.07449991136307442,0.9619140625
random_bad_cf,-0.01800000000000001,0.7279762535575043,0.5300901502028705,0.6359027105636014,0.09053571470406926,0.96295166015625
random_bad_cf,-0.01200000000000001,0.7733461010919813,0.6118308401852877,0.730641590822262,0.09170023603621043,0.9619140625
random_bad_cf,-0.006000000000000012,0.7836526753348323,0.6116547763645512,0.767840786644138,0.08626889483417652,0.963134765625
random_bad_cf,-1.3877787807814457e-17,0.803777812982954,0.7048347607940717,0.7418805253202182,0.08370996104994194,0.96282958984375
random_bad_cf,0.0059999999999999845,0.808883355338289,0.7160775732799145,0.7694900251564611,0.10540563733818939,0.9617919921875
random_bad_cf,0.011999999999999983,0.7890305790423143,0.6979291658191509,0.779646723014886,0.19179158267810303,0.959716796875
random_bad_cf,0.01799999999999998,0.8040281603161692,0.6793766612676245,0.7732581766814057,0.08376205886776505,0.96221923828125
random_bad_cf,0.02399999999999998,0.799605336894661,0.676563379390613,0.7621553266315718,0.08822353628768963,0.96185302734375
random_bad_cf,0.029999999999999978,0.7940423599710629,0.7112359006337524,0.8203848954775157,0.23568834341745826,0.963623046875
random_bad_cf,0.035999999999999976,0.8191005491034381,0.7324686589317171,0.8224097948026924,0.13947696668794463,0.9609375
random_bad_cf,0.041999999999999975,0.8391646258348282,0.7526537904253336,0.8257002283077963,0.07141311545318182,0.9609375
random_bad_cf,0.04799999999999997,0.8165521528621509,0.6359351604791397,0.8613133043781471,0.0647328240513173,0.9613037109375
random_bad_cf,0.05399999999999997,0.7720657752826248,0.5298421052545743,0.8275114435929416,0.09936614700481064,0.9608154296875
random_bad_cf,0.05999999999999997,0.7930074635777811,0.6221125755334815,0.8125147399205308,0.10519334685635542,0.96221923828125
