anchor,family,alpha,offset,window_width,beta,length,max_alignment_age,alignment_factor,write_count,witness_expired,release_count,delayed_retention,witness_conversion,pollution,mean_alignment_latency,return_interval_diversity,phase_lock_resistance,composite_score
golden,phi,0.6360339887498948,0.017999999999999988,0.18,0.0,4096,4,0.2,0.0,36.0,4060.0,0.0,0.0,0.0,4.0,0.0,0.7188476483007302,0.44440820042224827
golden,phi,0.6420339887498948,0.023999999999999987,0.18,0.0,4096,4,0.2,0.0,31.0,4065.0,0.0,0.0,0.0,4.0,0.0,0.6087787512629228,0.4069847754293938
golden,phi,0.6480339887498948,0.029999999999999985,0.18,0.0,4096,4,0.2,0.0,33.0,4063.0,0.0,0.0,0.0,4.0,0.0,0.673906614564884,0.4291282489520606
golden,phi,0.6540339887498948,0.03599999999999998,0.18,0.0,4096,4,0.2,0.0,31.0,4065.0,0.0,0.0,0.0,4.0,0.0,0.6310901696441502,0.41457065767901113
golden,phi,0.5820339887498948,-0.036,0.18,0.0,4096,8,0.1,0.0,62.0,4034.0,0.0,0.0,0.0,8.0,0.0,0.701666291883235,0.4385665392403
golden,phi,0.5880339887498948,-0.03,0.18,0.0,4096,8,0.1,0.0,59.0,4037.0,0.0,0.0,0.0,8.0,0.0,0.671502401414052,0.42831081648077773
golden,phi,0.5940339887498948,-0.024,0.18,0.0,4096,8,0.1,0.0,61.0,4035.0,0.0,0.0,0.0,8.0,0.0,0.5566799135465188,0.3892711706058164
golden,phi,0.6000339887498948,-0.018000000000000002,0.18,0.0,4096,8,0.1,0.0,64.0,4032.0,0.0,0.0,0.0,8.0,0.0,0.6276611931999854,0.4134048056879951
golden,phi,0.6060339887498948,-0.012000000000000004,0.18,0.0,4096,8,0.1,0.0,61.0,4035.0,0.0,0.0,0.0,8.0,0.0,0.7293448460422682,0.4479772476543712
golden,phi,0.6120339887498948,-0.006000000000000005,0.18,0.0,4096,8,0.1,0.0,60.0,4035.0,0.0,0.0,0.0,8.0,0.0,0.7280384720988989,0.44753308051362567
golden,phi,0.6180339887498948,-6.938893903907228e-18,0.18,0.0,4096,8,0.1,0.0,17.0,4079.0,0.0,0.0,0.0,8.0,0.0,0.6485501567974425,0.4205070533111305
golden,phi,0.6240339887498948,0.0059999999999999915,0.18,0.0,4096,8,0.1,0.0,53.0,4042.0,0.0,0.0,0.0,8.0,0.0,0.3930210185097772,0.33362714629332424
golden,phi,0.6300339887498948,0.01199999999999999,0.18,0.0,4096,8,0.1,0.0,59.0,4037.0,0.0,0.0,0.0,8.0,0.0,0.6687226512818627,0.42736570143583336
golden,phi,0.6360339887498948,0.017999999999999988,0.18,0.0,4096,8,0.1,0.0,61.0,4035.0,0.0,0.0,0.0,8.0,0.0,0.731325988263203,0.4486508360094891
golden,phi,0.6420339887498948,0.023999999999999987,0.18,0.0,4096,8,0.1,0.0,61.0,4035.0,0.0,0.0,0.0,8.0,0.0,0.6161738031091846,0.4094990930571228
golden,phi,0.6480339887498948,0.029999999999999985,0.18,0.0,4096,8,0.1,0.0,60.0,4036.0,0.0,0.0,0.0,8.0,0.0,0.67922931771905,0.43093796802447704
golden,phi,0.6540339887498948,0.03599999999999998,0.18,0.0,4096,8,0.1,0.0,59.0,4037.0,0.0,0.0,0.0,8.0,0.0,0.6363924746003626,0.41637344136412335
golden,phi,0.5820339887498948,-0.036,0.18,0.0,4096,8,0.2,0.0,33.0,4063.0,0.0,0.0,0.0,8.0,0.0,0.686435406015248,0.43338803804518433
golden,phi,0.5880339887498948,-0.03,0.18,0.0,4096,8,0.2,0.0,48.0,4048.0,0.0,0.0,0.0,8.0,0.0,0.6819374250424112,0.43185872451441987
golden,phi,0.5940339887498948,-0.024,0.18,0.0,4096,8,0.2,0.0,36.0,4060.0,0.0,0.0,0.0,8.0,0.0,0.5326843039680578,0.3811126633491397
golden,phi,0.6000339887498948,-0.018000000000000002,0.18,0.0,4096,8,0.2,0.0,39.0,4057.0,0.0,0.0,0.0,8.0,0.0,0.6124261500252368,0.4082248910085805
golden,phi,0.6060339887498948,-0.012000000000000004,0.18,0.0,4096,8,0.2,0.0,33.0,4063.0,0.0,0.0,0.0,8.0,0.0,0.7196547810366118,0.4446826255524481
golden,phi,0.6120339887498948,-0.006000000000000005,0.18,0.0,4096,8,0.2,0.0,32.0,4063.0,0.0,0.0,0.0,8.0,0.0,0.7067495158516779,0.4402948353895705
golden,phi,0.6180339887498948,-6.938893903907228e-18,0.18,0.0,4096,8,0.2,0.0,0.0,4096.0,0.0,0.0,0.0,8.0,0.0,0.6511209733389376,0.42138113093523877
golden,phi,0.6240339887498948,0.0059999999999999915,0.18,0.0,4096,8,0.2,0.0,28.0,4067.0,0.0,0.0,0.0,8.0,0.0,0.3814766189417156,0.3297020504401833
golden,phi,0.6300339887498948,0.01199999999999999,0.18,0.0,4096,8,0.2,0.0,35.0,4061.0,0.0,0.0,0.0,8.0,0.0,0.6553973026080842,0.42283508288674865
golden,phi,0.6360339887498948,0.017999999999999988,0.18,0.0,4096,8,0.2,0.0,36.0,4060.0,0.0,0.0,0.0,8.0,0.0,0.7188476483007302,0.44440820042224827
golden,phi,0.6420339887498948,0.023999999999999987,0.18,0.0,4096,8,0.2,0.0,31.0,4065.0,0.0,0.0,0.0,8.0,0.0,0.6087787512629228,0.4069847754293938
golden,phi,0.6480339887498948,0.029999999999999985,0.18,0.0,4096,8,0.2,0.0,33.0,4063.0,0.0,0.0,0.0,8.0,0.0,0.673906614564884,0.4291282489520606
golden,phi,0.6540339887498948,0.03599999999999998,0.18,0.0,4096,8,0.2,0.0,31.0,4065.0,0.0,0.0,0.0,8.0,0.0,0.6310901696441502,0.41457065767901113
golden,phi,0.5820339887498948,-0.036,0.18,0.0,4096,13,0.1,0.0,62.0,4034.0,0.0,0.0,0.0,13.0,0.0,0.701666291883235,0.4385665392403
golden,phi,0.5880339887498948,-0.03,0.18,0.0,4096,13,0.1,0.0,59.0,4037.0,0.0,0.0,0.0,13.0,0.0,0.671502401414052,0.42831081648077773
golden,phi,0.5940339887498948,-0.024,0.18,0.0,4096,13,0.1,0.0,61.0,4035.0,0.0,0.0,0.0,13.0,0.0,0.5566799135465188,0.3892711706058164
golden,phi,0.6000339887498948,-0.018000000000000002,0.18,0.0,4096,13,0.1,0.0,64.0,4032.0,0.0,0.0,0.0,13.0,0.0,0.6276611931999854,0.4134048056879951
golden,phi,0.6060339887498948,-0.012000000000000004,0.18,0.0,4096,13,0.1,0.0,61.0,4035.0,0.0,0.0,0.0,13.0,0.0,0.7293448460422682,0.4479772476543712
golden,phi,0.6120339887498948,-0.006000000000000005,0.18,0.0,4096,13,0.1,0.0,60.0,4035.0,0.0,0.0,0.0,13.0,0.0,0.7280384720988989,0.44753308051362567
golden,phi,0.6180339887498948,-6.938893903907228e-18,0.18,0.0,4096,13,0.1,0.0,17.0,4079.0,0.0,0.0,0.0,13.0,0.0,0.6485501567974425,0.4205070533111305
golden,phi,0.6240339887498948,0.0059999999999999915,0.18,0.0,4096,13,0.1,0.0,53.0,4042.0,0.0,0.0,0.0,13.0,0.0,0.3930210185097772,0.33362714629332424
golden,phi,0.6300339887498948,0.01199999999999999,0.18,0.0,4096,13,0.1,0.0,59.0,4037.0,0.0,0.0,0.0,13.0,0.0,0.6687226512818627,0.42736570143583336
golden,phi,0.6360339887498948,0.017999999999999988,0.18,0.0,4096,13,0.1,0.0,61.0,4035.0,0.0,0.0,0.0,13.0,0.0,0.731325988263203,0.4486508360094891
golden,phi,0.6420339887498948,0.023999999999999987,0.18,0.0,4096,13,0.1,0.0,61.0,4035.0,0.0,0.0,0.0,13.0,0.0,0.6161738031091846,0.4094990930571228
golden,phi,0.6480339887498948,0.029999999999999985,0.18,0.0,4096,13,0.1,0.0,60.0,4036.0,0.0,0.0,0.0,13.0,0.0,0.67922931771905,0.43093796802447704
golden,phi,0.6540339887498948,0.03599999999999998,0.18,0.0,4096,13,0.1,0.0,59.0,4037.0,0.0,0.0,0.0,13.0,0.0,0.6363924746003626,0.41637344136412335
golden,phi,0.5820339887498948,-0.036,0.18,0.0,4096,13,0.2,0.0,33.0,4063.0,0.0,0.0,0.0,13.0,0.0,0.686435406015248,0.43338803804518433
golden,phi,0.5880339887498948,-0.03,0.18,0.0,4096,13,0.2,0.0,48.0,4048.0,0.0,0.0,0.0,13.0,0.0,0.6819374250424112,0.43185872451441987
golden,phi,0.5940339887498948,-0.024,0.18,0.0,4096,13,0.2,0.0,36.0,4060.0,0.0,0.0,0.0,13.0,0.0,0.5326843039680578,0.3811126633491397
golden,phi,0.6000339887498948,-0.018000000000000002,0.18,0.0,4096,13,0.2,0.0,39.0,4057.0,0.0,0.0,0.0,13.0,0.0,0.6124261500252368,0.4082248910085805
golden,phi,0.6060339887498948,-0.012000000000000004,0.18,0.0,4096,13,0.2,0.0,33.0,4063.0,0.0,0.0,0.0,13.0,0.0,0.7196547810366118,0.4446826255524481
golden,phi,0.6120339887498948,-0.006000000000000005,0.18,0.0,4096,13,0.2,0.0,32.0,4063.0,0.0,0.0,0.0,13.0,0.0,0.7067495158516779,0.4402948353895705
golden,phi,0.6180339887498948,-6.938893903907228e-18,0.18,0.0,4096,13,0.2,0.0,0.0,4096.0,0.0,0.0,0.0,13.0,0.0,0.6511209733389376,0.42138113093523877
golden,phi,0.6240339887498948,0.0059999999999999915,0.18,0.0,4096,13,0.2,0.0,28.0,4067.0,0.0,0.0,0.0,13.0,0.0,0.3814766189417156,0.3297020504401833
golden,phi,0.6300339887498948,0.01199999999999999,0.18,0.0,4096,13,0.2,0.0,35.0,4061.0,0.0,0.0,0.0,13.0,0.0,0.6553973026080842,0.42283508288674865
golden,phi,0.6360339887498948,0.017999999999999988,0.18,0.0,4096,13,0.2,0.0,36.0,4060.0,0.0,0.0,0.0,13.0,0.0,0.7188476483007302,0.44440820042224827
golden,phi,0.6420339887498948,0.023999999999999987,0.18,0.0,4096,13,0.2,0.0,31.0,4065.0,0.0,0.0,0.0,13.0,0.0,0.6087787512629228,0.4069847754293938
golden,phi,0.6480339887498948,0.029999999999999985,0.18,0.0,4096,13,0.2,0.0,33.0,4063.0,0.0,0.0,0.0,13.0,0.0,0.673906614564884,0.4291282489520606
golden,phi,0.6540339887498948,0.03599999999999998,0.18,0.0,4096,13,0.2,0.0,31.0,4065.0,0.0,0.0,0.0,13.0,0.0,0.6310901696441502,0.41457065767901113
golden,phi,0.5820339887498948,-0.036,0.18,0.0,4096,21,0.1,12.0,43.0,4029.0,0.21818181818181817,0.13186813186813187,1.0,17.0,0.0,0.701666291883235,0.3233937120674728
golden,phi,0.5880339887498948,-0.03,0.18,0.0,4096,21,0.1,29.0,26.0,4012.0,0.5272727272727272,0.30526315789473685,1.0,17.0,0.0,0.671502401414052,0.430894548538194
golden,phi,0.5940339887498948,-0.024,0.18,0.0,4096,21,0.1,4.0,49.0,4039.0,0.07547169811320754,0.043478260869565216,1.0,16.0,0.06249999999609375,0.5566799135465188,0.22322933303372378
golden,phi,0.6000339887498948,-0.018000000000000002,0.18,0.0,4096,21,0.1,6.0,34.0,4049.0,0.15,0.06382978723404255,1.0,15.0,0.0,0.6276611931999854,0.2668941673901227
golden,phi,0.6060339887498948,-0.012000000000000004,0.18,0.0,4096,21,0.1,2.0,40.0,4052.0,0.047619047619047616,0.021505376344086023,1.0,15.0,0.0,0.7293448460422682,0.26518154872964
golden,phi,0.6120339887498948,-0.006000000000000005,0.18,0.0,4096,21,0.1,1.0,52.0,4041.0,0.018867924528301886,0.01098901098901099,1.0,15.0,0.0,0.7280384720988989,0.2547941213595722
golden,phi,0.6180339887498948,-6.938893903907228e-18,0.18,0.0,4096,21,0.1,15.0,2.0,4064.0,0.8823529411764706,0.19230769230769232,1.0,16.0,0.0,0.6485501567974425,0.5021812614559269
golden,phi,0.6240339887498948,0.0059999999999999915,0.18,0.0,4096,21,0.1,3.0,27.0,4062.0,0.1,0.0379746835443038,1.0,16.0,0.0,0.3930210185097772,0.16846258933129893
golden,phi,0.6300339887498948,0.01199999999999999,0.18,0.0,4096,21,0.1,3.0,35.0,4055.0,0.07894736842105263,0.033707865168539325,1.0,16.0,0.0,0.6687226512818627,0.2555383803240652
golden,phi,0.6360339887498948,0.017999999999999988,0.18,0.0,4096,21,0.1,4.0,56.0,4032.0,0.06666666666666667,0.044444444444444446,1.0,16.75,0.025851504589036883,0.731325988263203,0.2773856230432787
golden,phi,0.6420339887498948,0.023999999999999987,0.18,0.0,4096,21,0.1,14.0,40.0,4028.0,0.25925925925925924,0.16091954022988506,1.0,17.0,0.0,0.6161738031091846,0.3110572028910947
golden,phi,0.6480339887498948,0.029999999999999985,0.18,0.0,4096,21,0.1,16.0,35.0,4029.0,0.3137254901960784,0.18181818181818182,1.0,17.0,0.0,0.67922931771905,0.3515083780066517
golden,phi,0.6540339887498948,0.03599999999999998,0.18,0.0,4096,21,0.1,2.0,53.0,4038.0,0.03636363636363636,0.023255813953488372,1.0,17.0,0.0,0.6363924746003626,0.2307413060575694
golden,phi,0.5820339887498948,-0.036,0.18,0.0,4096,21,0.2,10.0,23.0,4053.0,0.30303030303030304,0.10989010989010989,1.0,17.0,0.0,0.686435406015248,0.338016742673889
golden,phi,0.5880339887498948,-0.03,0.18,0.0,4096,21,0.2,28.0,20.0,4020.0,0.5833333333333334,0.29473684210526313,1.0,17.0,0.0,0.6819374250424112,0.44824468942670054
golden,phi,0.5940339887498948,-0.024,0.18,0.0,4096,21,0.2,11.0,24.0,4050.0,0.3142857142857143,0.11956521739130435,1.0,16.09090909090909,0.06188955451651151,0.5326843039680578,0.2955855668408954
golden,phi,0.6000339887498948,-0.018000000000000002,0.18,0.0,4096,21,0.2,17.0,19.0,4042.0,0.4722222222222222,0.18085106382978725,1.0,15.0,0.0,0.6124261500252368,0.3730003047201645
golden,phi,0.6060339887498948,-0.012000000000000004,0.18,0.0,4096,21,0.2,8.0,21.0,4059.0,0.27586206896551724,0.08602150537634409,1.0,15.0,0.0,0.7196547810366118,0.33740787583053483
golden,phi,0.6120339887498948,-0.006000000000000005,0.18,0.0,4096,21,0.2,2.0,26.0,4065.0,0.07142857142857142,0.02197802197802198,1.0,15.0,0.0,0.7067495158516779,0.2642508793456144
golden,phi,0.6180339887498948,-6.938893903907228e-18,0.18,0.0,4096,21,0.2,0.0,0.0,4096.0,0.0,0.0,0.0,21.0,0.0,0.6511209733389376,0.42138113093523877
golden,phi,0.6240339887498948,0.0059999999999999915,0.18,0.0,4096,21,0.2,1.0,14.0,4079.0,0.06666666666666667,0.012658227848101266,1.0,16.0,0.0,0.3814766189417156,0.15064719811950822
golden,phi,0.6300339887498948,0.01199999999999999,0.18,0.0,4096,21,0.2,6.0,24.0,4060.0,0.2,0.06741573033707865,1.0,16.0,0.0,0.6553973026080842,0.2909699143474228
golden,phi,0.6360339887498948,0.017999999999999988,0.18,0.0,4096,21,0.2,2.0,34.0,4058.0,0.05555555555555555,0.022222222222222223,1.0,17.0,0.0,0.7188476483007302,0.26396375597780386
golden,phi,0.6420339887498948,0.023999999999999987,0.18,0.0,4096,21,0.2,12.0,19.0,4053.0,0.3870967741935484,0.13793103448275862,1.0,17.0,0.0,0.6087787512629228,0.3401994584104839
golden,phi,0.6480339887498948,0.029999999999999985,0.18,0.0,4096,21,0.2,15.0,18.0,4048.0,0.45454545454545453,0.17045454545454544,1.0,17.0,0.0,0.673906614564884,0.38708279440660603
golden,phi,0.6540339887498948,0.03599999999999998,0.18,0.0,4096,21,0.2,2.0,28.0,4063.0,0.06666666666666667,0.023255813953488372,1.0,17.0,0.0,0.6310901696441502,0.23742337085730567
golden,phi,0.5820339887498948,-0.036,0.18,0.011,4096,4,0.1,0.0,57.0,4039.0,0.0,0.0,0.0,4.0,0.0,0.38482597993789935,0.3308408331788858
golden,phi,0.5880339887498948,-0.03,0.18,0.011,4096,4,0.1,0.0,62.0,4034.0,0.0,0.0,0.0,4.0,0.0,0.7683569685744189,0.46124136931530246
golden,phi,0.5940339887498948,-0.024,0.18,0.011,4096,4,0.1,0.0,67.0,4029.0,0.0,0.0,0.0,4.0,0.0,0.7101532279232097,0.4414520974938913
golden,phi,0.6000339887498948,-0.018000000000000002,0.18,0.011,4096,4,0.1,0.0,62.0,4034.0,0.0,0.0,0.0,4.0,0.0,0.750734374837621,0.45524968744479116
golden,phi,0.6060339887498948,-0.012000000000000004,0.18,0.011,4096,4,0.1,0.0,59.0,4037.0,0.0,0.0,0.0,4.0,0.0,0.8043880850197558,0.473491948906717
golden,phi,0.6120339887498948,-0.006000000000000005,0.18,0.011,4096,4,0.1,0.0,57.0,4039.0,0.0,0.0,0.0,4.0,0.0,0.6678492771131419,0.42706875421846824
golden,phi,0.6180339887498948,-6.938893903907228e-18,0.18,0.011,4096,4,0.1,0.0,62.0,4034.0,0.0,0.0,0.0,4.0,0.0,0.762094020379972,0.4591119669291905
golden,phi,0.6240339887498948,0.0059999999999999915,0.18,0.011,4096,4,0.1,0.0,59.0,4037.0,0.0,0.0,0.0,4.0,0.0,0.7192893672956692,0.44455838488052757
golden,phi,0.6300339887498948,0.01199999999999999,0.18,0.011,4096,4,0.1,0.0,60.0,4036.0,0.0,0.0,0.0,4.0,0.0,0.6514256872160682,0.4214847336534632
golden,phi,0.6360339887498948,0.017999999999999988,0.18,0.011,4096,4,0.1,0.0,59.0,4037.0,0.0,0.0,0.0,4.0,0.0,0.6371433073575266,0.4166287245015591
golden,phi,0.6420339887498948,0.023999999999999987,0.18,0.011,4096,4,0.1,0.0,58.0,4038.0,0.0,0.0,0.0,4.0,0.0,0.7688121982092196,0.4613961473911347
golden,phi,0.6480339887498948,0.029999999999999985,0.18,0.011,4096,4,0.1,0.0,55.0,4041.0,0.0,0.0,0.0,4.0,0.0,0.6272782815955968,0.41327461574250296
golden,phi,0.6540339887498948,0.03599999999999998,0.18,0.011,4096,4,0.1,0.0,62.0,4034.0,0.0,0.0,0.0,4.0,0.0,0.39649070960000066,0.33480684126400023
golden,phi,0.5820339887498948,-0.036,0.18,0.011,4096,4,0.2,0.0,31.0,4065.0,0.0,0.0,0.0,4.0,0.0,0.36764624656348477,0.3249997238315848
golden,phi,0.5880339887498948,-0.03,0.18,0.011,4096,4,0.2,0.0,35.0,4061.0,0.0,0.0,0.0,4.0,0.0,0.7455588363573461,0.4534900043614977
golden,phi,0.5940339887498948,-0.024,0.18,0.011,4096,4,0.2,0.0,42.0,4054.0,0.0,0.0,0.0,4.0,0.0,0.7073005060212975,0.44048217204724116
golden,phi,0.6000339887498948,-0.018000000000000002,0.18,0.011,4096,4,0.2,0.0,33.0,4063.0,0.0,0.0,0.0,4.0,0.0,0.7431418951454339,0.4526682443494476
golden,phi,0.6060339887498948,-0.012000000000000004,0.18,0.011,4096,4,0.2,0.0,31.0,4065.0,0.0,0.0,0.0,4.0,0.0,0.7873431032092953,0.46769665509116043
golden,phi,0.6120339887498948,-0.006000000000000005,0.18,0.011,4096,4,0.2,0.0,29.0,4067.0,0.0,0.0,0.0,4.0,0.0,0.6586634760476908,0.4239455818562149
golden,phi,0.6180339887498948,-6.938893903907228e-18,0.18,0.011,4096,4,0.2,0.0,33.0,4063.0,0.0,0.0,0.0,4.0,0.0,0.7531456799860013,0.45606953119524046
golden,phi,0.6240339887498948,0.0059999999999999915,0.18,0.011,4096,4,0.2,0.0,39.0,4057.0,0.0,0.0,0.0,4.0,0.0,0.6975017288409981,0.4371505878059394
golden,phi,0.6300339887498948,0.01199999999999999,0.18,0.011,4096,4,0.2,0.0,33.0,4063.0,0.0,0.0,0.0,4.0,0.0,0.6501492477980941,0.421050744251352
golden,phi,0.6360339887498948,0.017999999999999988,0.18,0.011,4096,4,0.2,0.0,35.0,4061.0,0.0,0.0,0.0,4.0,0.0,0.6253876218801295,0.41263179143924406
golden,phi,0.6420339887498948,0.023999999999999987,0.18,0.011,4096,4,0.2,0.0,30.0,4066.0,0.0,0.0,0.0,4.0,0.0,0.7467300650728677,0.45388822212477503
golden,phi,0.6480339887498948,0.029999999999999985,0.18,0.011,4096,4,0.2,0.0,30.0,4066.0,0.0,0.0,0.0,4.0,0.0,0.6248880867547244,0.4124619494966063
golden,phi,0.6540339887498948,0.03599999999999998,0.18,0.011,4096,4,0.2,0.0,34.0,4062.0,0.0,0.0,0.0,4.0,0.0,0.37671900844207273,0.32808446287030474
golden,phi,0.5820339887498948,-0.036,0.18,0.011,4096,8,0.1,0.0,57.0,4039.0,0.0,0.0,0.0,8.0,0.0,0.38482597993789935,0.3308408331788858
golden,phi,0.5880339887498948,-0.03,0.18,0.011,4096,8,0.1,0.0,62.0,4034.0,0.0,0.0,0.0,8.0,0.0,0.7683569685744189,0.46124136931530246
golden,phi,0.5940339887498948,-0.024,0.18,0.011,4096,8,0.1,0.0,67.0,4029.0,0.0,0.0,0.0,8.0,0.0,0.7101532279232097,0.4414520974938913
golden,phi,0.6000339887498948,-0.018000000000000002,0.18,0.011,4096,8,0.1,0.0,62.0,4034.0,0.0,0.0,0.0,8.0,0.0,0.750734374837621,0.45524968744479116
golden,phi,0.6060339887498948,-0.012000000000000004,0.18,0.011,4096,8,0.1,0.0,59.0,4037.0,0.0,0.0,0.0,8.0,0.0,0.8043880850197558,0.473491948906717
golden,phi,0.6120339887498948,-0.006000000000000005,0.18,0.011,4096,8,0.1,0.0,57.0,4039.0,0.0,0.0,0.0,8.0,0.0,0.6678492771131419,0.42706875421846824
golden,phi,0.6180339887498948,-6.938893903907228e-18,0.18,0.011,4096,8,0.1,0.0,62.0,4034.0,0.0,0.0,0.0,8.0,0.0,0.762094020379972,0.4591119669291905
golden,phi,0.6240339887498948,0.0059999999999999915,0.18,0.011,4096,8,0.1,0.0,59.0,4037.0,0.0,0.0,0.0,8.0,0.0,0.7192893672956692,0.44455838488052757
golden,phi,0.6300339887498948,0.01199999999999999,0.18,0.011,4096,8,0.1,0.0,60.0,4036.0,0.0,0.0,0.0,8.0,0.0,0.6514256872160682,0.4214847336534632
golden,phi,0.6360339887498948,0.017999999999999988,0.18,0.011,4096,8,0.1,0.0,59.0,4037.0,0.0,0.0,0.0,8.0,0.0,0.6371433073575266,0.4166287245015591
golden,phi,0.6420339887498948,0.023999999999999987,0.18,0.011,4096,8,0.1,0.0,58.0,4038.0,0.0,0.0,0.0,8.0,0.0,0.7688121982092196,0.4613961473911347
golden,phi,0.6480339887498948,0.029999999999999985,0.18,0.011,4096,8,0.1,0.0,55.0,4041.0,0.0,0.0,0.0,8.0,0.0,0.6272782815955968,0.41327461574250296
golden,phi,0.6540339887498948,0.03599999999999998,0.18,0.011,4096,8,0.1,0.0,62.0,4034.0,0.0,0.0,0.0,8.0,0.0,0.39649070960000066,0.33480684126400023
golden,phi,0.5820339887498948,-0.036,0.18,0.011,4096,8,0.2,0.0,31.0,4065.0,0.0,0.0,0.0,8.0,0.0,0.36764624656348477,0.3249997238315848
golden,phi,0.5880339887498948,-0.03,0.18,0.011,4096,8,0.2,0.0,35.0,4061.0,0.0,0.0,0.0,8.0,0.0,0.7455588363573461,0.4534900043614977
golden,phi,0.5940339887498948,-0.024,0.18,0.011,4096,8,0.2,0.0,42.0,4054.0,0.0,0.0,0.0,8.0,0.0,0.7073005060212975,0.44048217204724116
golden,phi,0.6000339887498948,-0.018000000000000002,0.18,0.011,4096,8,0.2,0.0,33.0,4063.0,0.0,0.0,0.0,8.0,0.0,0.7431418951454339,0.4526682443494476
golden,phi,0.6060339887498948,-0.012000000000000004,0.18,0.011,4096,8,0.2,0.0,31.0,4065.0,0.0,0.0,0.0,8.0,0.0,0.7873431032092953,0.46769665509116043
