pack,scenario,accuracy
damage_rank_only,permute_mix_0.30,0.7609649122807017
damage_rank_only,permute_mix_0.45,0.7486258702821547
damage_rank_only,permute_mix_0.60,0.7384117858426159
damage_rank_only,uniform_mix_0.00,0.759915014164306
damage_rank_only,uniform_mix_0.15,0.737281976744186
damage_rank_only,uniform_mix_0.30,0.7398141529664046
damage_rank_only,uniform_mix_0.45,0.7526881720430108
damage_rank_only,uniform_mix_0.60,0.7458348103509393
rank_shape_only,cross_family_0.00,0.749820014398848
rank_shape_only,cross_family_0.15,0.7653670530382859
rank_shape_only,cross_family_0.30,0.7451657458563536
rank_shape_only,cross_family_0.45,0.7501818181818182
rank_shape_only,cross_family_0.60,0.7490082942661378
rank_shape_only,current,0.7400290065264684
rank_shape_only,delayed_uniform_0.00,0.7484008528784648
rank_shape_only,delayed_uniform_0.15,0.7569862044570216
rank_shape_only,delayed_uniform_0.30,0.7509967379485321
rank_shape_only,delayed_uniform_0.45,0.7472647702407003
rank_shape_only,delayed_uniform_0.60,0.7525809896760413
rank_shape_only,gaussian_mix_0.00,0.7479760647659275
rank_shape_only,gaussian_mix_0.15,0.7500889996440014
rank_shape_only,gaussian_mix_0.30,0.7431192660550459
rank_shape_only,gaussian_mix_0.45,0.7519628836545325
rank_shape_only,gaussian_mix_0.60,0.7386201991465149
rank_shape_only,permute_mix_0.00,0.7419471588852696
rank_shape_only,permute_mix_0.15,0.746413199426112
rank_shape_only,permute_mix_0.30,0.7609649122807017
rank_shape_only,permute_mix_0.45,0.7486258702821547
rank_shape_only,permute_mix_0.60,0.7384117858426159
rank_shape_only,uniform_mix_0.00,0.759915014164306
rank_shape_only,uniform_mix_0.15,0.737281976744186
rank_shape_only,uniform_mix_0.30,0.7398141529664046
rank_shape_only,uniform_mix_0.45,0.7526881720430108
rank_shape_only,uniform_mix_0.60,0.7458348103509393
six_plus_rank_shape,cross_family_0.00,0.755939524838013
six_plus_rank_shape,cross_family_0.15,0.7653670530382859
six_plus_rank_shape,cross_family_0.30,0.7410220994475138
six_plus_rank_shape,cross_family_0.45,0.62
six_plus_rank_shape,cross_family_0.60,0.5488640461593941
six_plus_rank_shape,current,0.7483683828861494
six_plus_rank_shape,delayed_uniform_0.00,0.750177683013504
six_plus_rank_shape,delayed_uniform_0.15,0.7428369296073576
six_plus_rank_shape,delayed_uniform_0.30,0.7227256252265314
six_plus_rank_shape,delayed_uniform_0.45,0.7038657913931436
six_plus_rank_shape,delayed_uniform_0.60,0.7105731577073692
six_plus_rank_shape,gaussian_mix_0.00,0.7518479408658922
six_plus_rank_shape,gaussian_mix_0.15,0.7604129583481666
six_plus_rank_shape,gaussian_mix_0.30,0.7508821453775583
six_plus_rank_shape,gaussian_mix_0.45,0.69593147751606
six_plus_rank_shape,gaussian_mix_0.60,0.5465860597439545
six_plus_rank_shape,permute_mix_0.00,0.7466521896489323
six_plus_rank_shape,permute_mix_0.15,0.7514347202295553
six_plus_rank_shape,permute_mix_0.30,0.6845760233918129
six_plus_rank_shape,permute_mix_0.45,0.5280322462440454
six_plus_rank_shape,permute_mix_0.60,0.5454545454545454
six_plus_rank_shape,uniform_mix_0.00,0.7641643059490085
six_plus_rank_shape,uniform_mix_0.15,0.7318313953488372
six_plus_rank_shape,uniform_mix_0.30,0.7498213009292352
six_plus_rank_shape,uniform_mix_0.45,0.7659498207885305
six_plus_rank_shape,uniform_mix_0.60,0.7642679900744417
six_plus_scramble_signature,cross_family_0.00,0.7512598992080634
six_plus_scramble_signature,cross_family_0.15,0.7657182999648753
six_plus_scramble_signature,cross_family_0.30,0.7451657458563536
six_plus_scramble_signature,cross_family_0.45,0.7501818181818182
six_plus_scramble_signature,cross_family_0.60,0.7490082942661378
six_plus_scramble_signature,current,0.7411167512690355
six_plus_scramble_signature,delayed_uniform_0.00,0.7487562189054726
six_plus_scramble_signature,delayed_uniform_0.15,0.7180756986204457
six_plus_scramble_signature,delayed_uniform_0.30,0.7082276187024285
six_plus_scramble_signature,delayed_uniform_0.45,0.7045951859956237
six_plus_scramble_signature,delayed_uniform_0.60,0.7055891776432894
six_plus_scramble_signature,gaussian_mix_0.00,0.7493840197113693
six_plus_scramble_signature,gaussian_mix_0.15,0.7508009967960129
six_plus_scramble_signature,gaussian_mix_0.30,0.7360621030345801
six_plus_scramble_signature,gaussian_mix_0.45,0.6181299072091363
six_plus_scramble_signature,gaussian_mix_0.60,0.5259601706970128
six_plus_scramble_signature,permute_mix_0.00,0.7423090843286283
six_plus_scramble_signature,permute_mix_0.15,0.7471305595408895
six_plus_scramble_signature,permute_mix_0.30,0.6476608187134503
six_plus_scramble_signature,permute_mix_0.45,0.519970685232686
six_plus_scramble_signature,permute_mix_0.60,0.5062881782249371
six_plus_scramble_signature,uniform_mix_0.00,0.7606232294617564
six_plus_scramble_signature,uniform_mix_0.15,0.7278343023255814
six_plus_scramble_signature,uniform_mix_0.30,0.7383845604002859
six_plus_scramble_signature,uniform_mix_0.45,0.7430107526881721
six_plus_scramble_signature,uniform_mix_0.60,0.7227933356965615
