regime,policy,split,f1,accuracy,false_write_rate,missed_write_rate,auc_like,leakage
stable,shuffled_label_control,test,0.12262935002761922,0.5668181818181818,0.44670479047529765,0.0,0.9755355355355355,0.0
noisy,raw_external,train,0.22554517133956384,0.661,0.315912557193696,0.5339055793991416,0.5933027777777777,0.0
noisy,raw_external,test,0.20313161235717309,0.6576363636363637,0.3207281504576084,0.5458845789971618,0.6131944444444445,0.0
noisy,depth_1,train,0.34765291607396875,0.7915454545454546,0.1768174885612608,0.4755364806866953,0.7606555555555555,0.0
noisy,depth_1,test,0.3334304867385602,0.7920909090909091,0.1812330282610882,0.4588457899716178,0.750075,0.0
noisy,depth_2,train,0.46465364120781527,0.863,0.1012709710218607,0.4386266094420601,0.8495861111111112,0.0
noisy,depth_2,test,0.43824701195219123,0.859,0.11053002112038621,0.42762535477767266,0.8463416666666667,0.0
noisy,depth_3,train,0.6078799249530957,0.905,0.07015760040671072,0.30472103004291845,0.9256777777777778,0.0
noisy,depth_3,test,0.5839243498817966,0.904,0.07442421804284421,0.2989593188268685,0.9251583333333333,0.0
noisy,depth_4,train,0.694291754756871,0.9342727272727273,0.038535841382816474,0.2952789699570815,0.9543416666666666,0.0
noisy,depth_4,test,0.6732584269662921,0.9339090909090909,0.042140199135069896,0.2913907284768212,0.9557027777777778,0.0
noisy,depth_5,train,0.6939958592132505,0.9328181818181818,0.04189120488052872,0.28068669527896994,0.9571833333333334,0.0
noisy,depth_5,test,0.6837909654561558,0.9350909090909091,0.04314593181132455,0.2696310312204352,0.9567055555555556,0.0
noisy,depth_6,train,0.6868250539956804,0.9340909090909091,0.03609557702084393,0.31759656652360513,0.9557861111111111,0.0
noisy,depth_6,test,0.6732487070992007,0.9368181818181818,0.03560293673941466,0.3226111636707663,0.9541166666666666,0.0
noisy,depth_7,train,0.6883720930232557,0.933,0.03924758515505847,0.3012875536480687,0.95555,0.0
noisy,depth_7,test,0.674567000911577,0.9350909090909091,0.039927587247309666,0.29990539262062443,0.9540277777777778,0.0
noisy,overdeep_7,train,0.6883720930232557,0.933,0.03924758515505847,0.3012875536480687,0.95555,0.0
noisy,overdeep_7,test,0.674567000911577,0.9350909090909091,0.039927587247309666,0.29990539262062443,0.9540277777777778,0.0
noisy,leaky_mid,train,0.694291754756871,0.9342727272727273,0.038535841382816474,0.2952789699570815,0.9542472222222222,1.0
noisy,leaky_mid,test,0.6711529834006281,0.9333636363636364,0.042643065473197225,0.2923368022705771,0.9556861111111111,1.0
noisy,source_oracle,train,0.2902829028290283,0.7377272727272727,0.23487544483985764,0.49356223175965663,0.7097222222222223,1.0
noisy,source_oracle,test,0.2617774382480265,0.7364545454545455,0.2369506185255959,0.5137180700094608,0.6801638888888889,1.0
noisy,shuffled_label_control,train,0.03828246249353336,0.155,0.8454499237417387,0.8412017167381974,0.07805,0.0
noisy,shuffled_label_control,test,0.03243695720414356,0.15936363636363637,0.8392839183345067,0.8533585619678334,0.08049444444444444,0.0
drifty,raw_external,train,0.1791713325867861,0.7334545454545455,0.24980635166537568,0.5238095238095238,0.6508944444444444,0.0
drifty,raw_external,test,0.16063799487325547,0.7320909090909091,0.2512044709963384,0.5466237942122186,0.6601972222222222,0.0
drifty,depth_1,train,0.30579531442663377,0.8976363636363637,0.06797056545313711,0.6309523809523809,0.8030833333333334,0.0
drifty,depth_1,test,0.26114649681528657,0.8945454545454545,0.07159375602235499,0.6704180064308681,0.7634527777777778,0.0
drifty,depth_2,train,0.4040632054176072,0.904,0.07184353214562354,0.46726190476190477,0.8826361111111111,0.0
drifty,depth_2,test,0.36267605633802813,0.9012727272727272,0.07448448641356716,0.5032154340836013,0.8529527777777778,0.0
drifty,depth_3,train,0.5597579425113465,0.9470909090909091,0.027110766847405113,0.4494047619047619,0.948225,0.0
drifty,depth_3,test,0.5299837925445705,0.9472727272727273,0.027461938716515706,0.4742765273311897,0.9321444444444444,0.0
drifty,depth_4,train,0.6656580937972768,0.9598181818181818,0.020333075135553835,0.34523809523809523,0.9751138888888888,0.0
drifty,depth_4,test,0.6383647798742138,0.9581818181818181,0.023511273848525728,0.34726688102893893,0.9621583333333333,0.0
drifty,depth_5,train,0.673469387755102,0.9592727272727273,0.023044151820294345,0.3125,0.9758916666666667,0.0
drifty,depth_5,test,0.6425269645608629,0.9578181818181818,0.02495663904413182,0.3295819935691318,0.9650638888888889,0.0
drifty,depth_6,train,0.6652601969057665,0.9567272727272728,0.026820294345468627,0.2961309523809524,0.9741472222222223,0.0
drifty,depth_6,test,0.6332103321033209,0.9548181818181818,0.029292734630950088,0.3102893890675241,0.9657027777777778,0.0
drifty,depth_7,train,0.6618075801749271,0.9578181818181818,0.023818745158791635,0.3244047619047619,0.9739333333333333,0.0
drifty,depth_7,test,0.6345565749235473,0.9565454545454546,0.02611293120061669,0.3327974276527331,0.966175,0.0
drifty,overdeep_7,train,0.6618075801749271,0.9578181818181818,0.023818745158791635,0.3244047619047619,0.9739333333333333,0.0
drifty,overdeep_7,test,0.6345565749235473,0.9565454545454546,0.02611293120061669,0.3327974276527331,0.966175,0.0
drifty,leaky_mid,train,0.6641452344931922,0.9596363636363636,0.020429899302865994,0.34672619047619047,0.9752277777777778,1.0
drifty,leaky_mid,test,0.6392405063291138,0.9585454545454546,0.022933127770283293,0.3504823151125402,0.9622583333333333,1.0
drifty,source_oracle,train,0.23204419889502761,0.8483636363636363,0.12083656080557707,0.625,0.7208722222222222,1.0
drifty,source_oracle,test,0.20337349397590362,0.8497272727272728,0.11967623819618424,0.6607717041800643,0.7176888888888889,1.0
drifty,shuffled_label_control,train,0.16753926701570682,0.39290909090909093,0.6465917893106119,0.0,0.96525,0.0
drifty,shuffled_label_control,test,0.15363714956156604,0.377,0.6603391790325689,0.0,0.9486888888888889,0.0
bursty,raw_external,train,0.12060778727445395,0.8316363636363636,0.1484802718519917,0.687192118226601,0.6802586206896551,0.0
bursty,raw_external,test,0.116991643454039,0.8270909090909091,0.14860504839628014,0.7272727272727273,0.6435714285714286,0.0
bursty,depth_1,train,0.2508650519031142,0.9212727272727272,0.057107796866150654,0.6428571428571429,0.8162110016420361,0.0
bursty,depth_1,test,0.2707993474714519,0.9187272727272727,0.05674701081799203,0.6406926406926406,0.8008152958152959,0.0
bursty,depth_2,train,0.3598409542743539,0.9414545454545454,0.0395506890692845,0.5541871921182266,0.8878489326765189,0.0
bursty,depth_2,test,0.3656716417910447,0.9381818181818182,0.039286392104763715,0.5757575757575758,0.8801551226551226,0.0
bursty,depth_3,train,0.5210918114143921,0.9649090909090909,0.017934680007551444,0.4827586206896552,0.9486206896551724,0.0
bursty,depth_3,test,0.5308370044052864,0.9612727272727273,0.01945340671854242,0.47835497835497837,0.9482575757575757,0.0
bursty,depth_4,train,0.6261682242990654,0.9709090909090909,0.017179535586180857,0.3399014778325123,0.9730131362889983,0.0
bursty,depth_4,test,0.6371308016877636,0.9687272727272728,0.017460618713228317,0.3463203463203463,0.9744444444444444,0.0
bursty,depth_5,train,0.6277915632754343,0.9727272727272728,0.013875778742684539,0.3768472906403941,0.9725862068965517,0.0
bursty,depth_5,test,0.6230936819172113,0.9685454545454546,0.016132093376352248,0.38095238095238093,0.9751659451659451,0.0
bursty,depth_6,train,0.640198511166253,0.9736363636363636,0.013403813479327922,0.3645320197044335,0.9708661740558292,0.0
bursty,depth_6,test,0.604284103720406,0.9680909090909091,0.014898462706395901,0.4199134199134199,0.9740295815295815,0.0
bursty,depth_7,train,0.6277915632754343,0.9727272727272728,0.013875778742684539,0.3768472906403941,0.971243842364532,0.0
bursty,depth_7,test,0.6175115207373272,0.9698181818181818,0.013095464034921237,0.4199134199134199,0.9747582972582972,0.0
bursty,overdeep_7,train,0.6277915632754343,0.9727272727272728,0.013875778742684539,0.3768472906403941,0.971243842364532,0.0
bursty,overdeep_7,test,0.6175115207373272,0.9698181818181818,0.013095464034921237,0.4199134199134199,0.9747582972582972,0.0
bursty,leaky_mid,train,0.6228287841191067,0.9723636363636363,0.014064564848027185,0.3817733990147783,0.9727791461412151,1.0
bursty,leaky_mid,test,0.6390134529147982,0.9707272727272728,0.013759726703359272,0.38311688311688313,0.974556277056277,1.0
bursty,source_oracle,train,0.19891500904159135,0.9194545454545454,0.0556919010760808,0.729064039408867,0.7688628899835797,1.0
bursty,source_oracle,test,0.2018659881255301,0.9144545454545454,0.05674701081799203,0.7424242424242424,0.7508982683982685,1.0
bursty,shuffled_label_control,train,0.0,0.8267272727272728,0.14158957900698507,1.0,0.09257389162561576,0.0
bursty,shuffled_label_control,test,0.0,0.8231818181818182,0.14072879104194344,1.0,0.09868686868686868,0.0
sparse,raw_external,train,0.03707995365005793,0.7733636363636364,0.22472733938227477,0.4606741573033708,0.6866479400749064,0.0
sparse,raw_external,test,0.0481203007518797,0.7698181818181818,0.2291322693083838,0.3469387755102041,0.7641666666666667,0.0
sparse,depth_1,train,0.1314878892733564,0.9771818181818182,0.016588763633030888,0.7865168539325843,0.8259737827715355,0.0
sparse,depth_1,test,0.11149825783972125,0.9768181818181818,0.01586864795450376,0.8367346938775511,0.8588775510204082,0.0
sparse,depth_2,train,0.27338129496402874,0.9908181818181818,0.0028411694620108147,0.7865168539325843,0.9168164794007491,0.0
sparse,depth_2,test,0.189873417721519,0.9883636363636363,0.004127682993946065,0.8469387755102041,0.9375510204081633,0.0
sparse,depth_3,train,0.47619047619047616,0.991,0.005040784529374026,0.4943820224719101,0.9668164794007491,0.0
sparse,depth_3,test,0.4125560538116592,0.9880909090909091,0.007246376811594203,0.5306122448979592,0.9810204081632653,0.0
sparse,depth_4,train,0.582010582010582,0.9928181818181818,0.0041242782513060215,0.38202247191011235,0.9865543071161049,0.0
sparse,depth_4,test,0.5229357798165137,0.9905454545454545,0.005778756191524491,0.41836734693877553,0.9901700680272109,0.0
sparse,depth_5,train,0.5467625899280575,0.9942727272727273,0.0010998075336816058,0.5730337078651685,0.9854868913857678,0.0
sparse,depth_5,test,0.5030674846625768,0.9926363636363637,0.002201430930104568,0.5816326530612245,0.9903741496598639,0.0
sparse,depth_6,train,0.5323741007194244,0.9940909090909091,0.0011914581614884063,0.5842696629213483,0.9852621722846442,0.0
sparse,depth_6,test,0.45751633986928103,0.9924545454545455,0.00183452577508714,0.6428571428571429,0.9903741496598639,0.0
sparse,depth_7,train,0.5179856115107915,0.993909090909091,0.0012831087892952067,0.5955056179775281,0.9859550561797753,0.0
sparse,depth_7,test,0.4705882352941177,0.9926363636363637,0.001742799486332783,0.6326530612244898,0.9901700680272109,0.0
sparse,overdeep_7,train,0.5179856115107915,0.993909090909091,0.0012831087892952067,0.5955056179775281,0.9859550561797753,0.0
sparse,overdeep_7,test,0.4705882352941177,0.9926363636363637,0.001742799486332783,0.6326530612244898,0.9901700680272109,0.0
sparse,leaky_mid,train,0.5714285714285714,0.9926363636363637,0.004215928879112822,0.39325842696629215,0.9865730337078652,1.0
sparse,leaky_mid,test,0.5272727272727273,0.9905454545454545,0.005870482480278848,0.40816326530612246,0.9900680272108844,1.0
sparse,source_oracle,train,0.05899705014749263,0.971,0.021996150673632114,0.8876404494382022,0.7569288389513109,1.0
sparse,source_oracle,test,0.11869436201780414,0.973,0.020088057237204183,0.7959183673469388,0.811139455782313,1.0
sparse,shuffled_label_control,train,0.39330543933054396,0.9868181818181818,0.009440014664100448,0.47191011235955055,0.9626404494382023,0.0
sparse,shuffled_label_control,test,0.39846743295019155,0.9857272727272727,0.010181618051733628,0.46938775510204084,0.9773639455782313,0.0
dense,raw_external,train,0.26541705716963443,0.6437272727272727,0.347363031233999,0.42672064777327934,0.6177861111111111,0.0
dense,raw_external,test,0.2738181818181818,0.6369090909090909,0.3577444535743632,0.40427215189873417,0.6419166666666667,0.0
dense,depth_1,train,0.3558343789209536,0.7666363636363637,0.20901177675371224,0.42591093117408907,0.7430527777777778,0.0
dense,depth_1,test,0.379293180686909,0.7732727272727272,0.20460147904683648,0.3971518987341772,0.766225,0.0
dense,depth_2,train,0.4630849220103987,0.8591818181818182,0.10056323604710701,0.4591093117408907,0.8289472222222222,0.0
dense,depth_2,test,0.4866508955728287,0.861909090909091,0.10014379622021365,0.43037974683544306,0.8419138888888889,0.0
dense,depth_3,train,0.6110056925996205,0.9068181818181819,0.06093189964157706,0.3481781376518219,0.91565,0.0
dense,depth_3,test,0.6238938053097345,0.9072727272727272,0.06183237469186524,0.33069620253164556,0.9253527777777778,0.0
dense,depth_4,train,0.705123339658444,0.9293636363636364,0.048233486943164365,0.24777327935222673,0.957575,0.0
dense,depth_4,test,0.7215189873417722,0.932,0.04652834839769926,0.23338607594936708,0.9620277777777778,0.0
dense,depth_5,train,0.7025145067698259,0.9300909090909091,0.045263696876600104,0.2647773279352227,0.958875,0.0
dense,depth_5,test,0.7217423957942171,0.9326363636363636,0.04498767460969597,0.23971518987341772,0.9616555555555556,0.0
dense,depth_6,train,0.6994197292069633,0.9293636363636364,0.04567332309267793,0.2680161943319838,0.9588388888888889,0.0
dense,depth_6,test,0.7089184060721064,0.9302727272727273,0.044884963023829084,0.2610759493670886,0.9575972222222222,0.0
dense,depth_7,train,0.6950690335305719,0.9297272727272727,0.042908346134152585,0.28663967611336033,0.9580194444444444,0.0
dense,depth_7,test,0.7010869565217391,0.93,0.04200903861955629,0.28560126582278483,0.95565,0.0
dense,overdeep_7,train,0.6950690335305719,0.9297272727272727,0.042908346134152585,0.28663967611336033,0.9580194444444444,0.0
dense,overdeep_7,test,0.7010869565217391,0.93,0.04200903861955629,0.28560126582278483,0.95565,0.0
dense,leaky_mid,train,0.7058823529411764,0.9295454545454546,0.048131080389144903,0.24696356275303644,0.9576305555555555,1.0
dense,leaky_mid,test,0.722470238095238,0.9321818181818182,0.04652834839769926,0.23180379746835442,0.962275,1.0
dense,source_oracle,train,0.29961389961389967,0.7526363636363637,0.2117767537122376,0.5287449392712551,0.6795166666666667,1.0
dense,source_oracle,test,0.31414141414141417,0.7530909090909091,0.2130238290879211,0.5079113924050633,0.688175,1.0
dense,shuffled_label_control,train,0.17855652899457658,0.105,0.9912954429083461,0.13360323886639677,0.1320638888888889,0.0
dense,shuffled_label_control,test,0.1821963394342762,0.10636363636363637,0.9922966310599836,0.1337025316455696,0.14185,0.0
volatile,raw_external,train,0.24843587069864442,0.4758181818181818,0.5553593685085169,0.3053935860058309,0.5778388888888889,0.0
volatile,raw_external,test,0.23315310563101674,0.4713636363636364,0.5575558070157391,0.308835027365129,0.5766388888888889,0.0
volatile,depth_1,train,0.3652537938252224,0.7794545454545454,0.18196925633568758,0.4912536443148688,0.7420277777777777,0.0
volatile,depth_1,test,0.34109772423025436,0.7762727272727272,0.18712066659808663,0.5019546520719312,0.7412305555555555,0.0
volatile,depth_2,train,0.4618239660657476,0.8154545454545454,0.15880764437058578,0.3651603498542274,0.8411805555555556,0.0
volatile,depth_2,test,0.44390507011866237,0.8125454545454546,0.16520934060281864,0.3565285379202502,0.8256555555555556,0.0
volatile,depth_3,train,0.6201322556943424,0.906,0.05255504777731616,0.3848396501457726,0.9323805555555555,0.0
volatile,depth_3,test,0.5961389961389961,0.9049090909090909,0.055446970476288444,0.3964034401876466,0.9151666666666667,0.0
volatile,depth_4,train,0.7037562012756909,0.924,0.04746572496884088,0.2762390670553936,0.9592722222222222,0.0
volatile,depth_4,test,0.6843462246777164,0.9220909090909091,0.0521551280732435,0.2736512900703675,0.9570638888888889,0.0
volatile,depth_5,train,0.6987951807228916,0.9227272727272727,0.04819277108433735,0.2813411078717201,0.9583777777777778,0.0
volatile,depth_5,test,0.6834061135371179,0.9209090909090909,0.05452113980043206,0.2658326817826427,0.9570944444444445,0.0
volatile,depth_6,train,0.6938341601700923,0.9214545454545454,0.04891981719983382,0.28644314868804666,0.9562388888888889,0.0
volatile,depth_6,test,0.6732168850072779,0.9183636363636364,0.055961320851764224,0.2767787333854574,0.9539833333333333,0.0
volatile,depth_7,train,0.6899383983572895,0.9176363636363636,0.05629414208558371,0.2653061224489796,0.9550361111111111,0.0
volatile,depth_7,test,0.6785332858668565,0.9179090909090909,0.05935603332990433,0.254886630179828,0.9543777777777778,0.0
volatile,overdeep_7,train,0.6899383983572895,0.9176363636363636,0.05629414208558371,0.2653061224489796,0.9550361111111111,0.0
volatile,overdeep_7,test,0.6785332858668565,0.9179090909090909,0.05935603332990433,0.254886630179828,0.9543777777777778,0.0
volatile,leaky_mid,train,0.703894195444526,0.9267272727272727,0.04071458246780224,0.30174927113702626,0.9592777777777778,1.0
volatile,leaky_mid,test,0.6773577701412753,0.9231818181818182,0.04660014401810513,0.3064894448788116,0.957025,1.0
volatile,source_oracle,train,0.32358581016299137,0.7434545454545455,0.22071042791857085,0.5080174927113703,0.6973111111111111,1.0
volatile,source_oracle,test,0.2923947821806547,0.7386363636363636,0.22528546445838907,0.5355746677091477,0.666025,1.0
volatile,shuffled_label_control,train,0.1872100728959576,0.108,0.9939759036144579,0.17638483965014579,0.11525555555555556,0.0
volatile,shuffled_label_control,test,0.17932067932067933,0.10381818181818182,0.9933134451188149,0.15793588741204065,0.1257638888888889,0.0
smooth,raw_external,train,0.11663991439272339,0.849909090909091,0.13894324853228962,0.5947955390334573,0.7291140024783147,0.0
smooth,raw_external,test,0.12121212121212122,0.8470909090909091,0.142004662004662,0.5781818181818181,0.741139393939394,0.0
smooth,depth_1,train,0.21465428276573786,0.9308181818181818,0.05554002422886963,0.6133828996282528,0.8419516728624535,0.0
smooth,depth_1,test,0.23343224530168147,0.9295454545454546,0.057622377622377624,0.5709090909090909,0.8196545454545454,0.0
smooth,depth_2,train,0.3168908819133034,0.9584545454545454,0.0273972602739726,0.6059479553903345,0.9116666666666666,0.0
smooth,depth_2,test,0.3507779349363508,0.9582727272727273,0.028717948717948718,0.5490909090909091,0.9005636363636363,0.0
smooth,depth_3,train,0.535645472061657,0.9780909090909091,0.01034386357282639,0.483271375464684,0.9700805452292441,0.0
smooth,depth_3,test,0.5217391304347827,0.977,0.010815850815850816,0.49818181818181817,0.9622727272727273,0.0
smooth,depth_4,train,0.6551059730250481,0.9837272727272727,0.007455036809244245,0.3680297397769517,0.9862329615861214,0.0
smooth,depth_4,test,0.6333333333333334,0.982,0.008764568764568765,0.3781818181818182,0.9797333333333333,0.0
smooth,depth_5,train,0.6358381502890174,0.9828181818181818,0.00792097660982201,0.38661710037174724,0.9871871127633209,0.0
smooth,depth_5,test,0.6174242424242425,0.9816363636363636,0.008391608391608392,0.4072727272727273,0.9798969696969697,0.0
smooth,depth_6,train,0.6221441124780316,0.9804545454545455,0.011462119094213028,0.3420074349442379,0.9881040892193309,0.0
smooth,depth_6,test,0.6373239436619718,0.9812727272727273,0.010442890442890443,0.3418181818181818,0.9804969696969696,0.0
smooth,depth_7,train,0.6291739894551845,0.9808181818181818,0.011275743173981922,0.3345724907063197,0.9893184634448575,0.0
smooth,depth_7,test,0.6443661971830986,0.9816363636363636,0.010256410256410256,0.33454545454545453,0.981830303030303,0.0
smooth,overdeep_7,train,0.6291739894551845,0.9808181818181818,0.011275743173981922,0.3345724907063197,0.9893184634448575,0.0
smooth,overdeep_7,test,0.6443661971830986,0.9816363636363636,0.010256410256410256,0.33454545454545453,0.981830303030303,0.0
smooth,leaky_mid,train,0.6551059730250481,0.9837272727272727,0.007455036809244245,0.3680297397769517,0.9862949194547708,1.0
smooth,leaky_mid,test,0.6226415094339622,0.9818181818181818,0.008391608391608392,0.4,0.9797212121212121,1.0
smooth,source_oracle,train,0.14101592115238815,0.897,0.08918087783058429,0.654275092936803,0.7653717472118959,1.0
smooth,source_oracle,test,0.16926503340757237,0.8982727272727272,0.08932400932400933,0.5854545454545454,0.7585515151515152,1.0
smooth,shuffled_label_control,train,0.050538635456842666,0.351,0.6579069984158047,0.2936802973977695,0.526827757125155,0.0
smooth,shuffled_label_control,test,0.053566621803499324,0.36072727272727273,0.6485780885780886,0.27636363636363637,0.5433030303030303,0.0
