flow,family,alpha,offset,window_width,beta,fit_budget,importance_weight,retouch_gain,nest_decay,write_threshold,rupture_threshold,write_count,hold_count,fade_count,rupture_count,collapse_success,hold_to_write,retouch_survival,fade_rate,rupture_rate,rewrite_drift,mean_fit_error,pollution,phase_lock_resistance,composite_score
golden,phi,0.6300339887498948,0.012000000000000004,0.16,0.0,0.34,0.18,0.18,0.98,0.82,0.85,0.0,0.0,1201.0,1521.0,0.010541621228644129,0.0,0.0,0.44121969140337985,0.5587803085966201,0.0,0.7845712878305343,0.0,0.3578805710708691,0.22471872359283424
golden,phi,0.6420339887498948,0.024000000000000004,0.16,0.0,0.34,0.18,0.18,0.98,0.82,0.85,0.0,0.0,1244.0,1491.0,0.0003654970760233918,0.0,0.0,0.45484460694698353,0.5451553930530164,0.0,0.7663938019686158,0.0,0.5326729706216966,0.2550291964414883
golden,phi,0.6540339887498948,0.036000000000000004,0.16,0.0,0.34,0.18,0.18,0.98,0.82,0.85,0.0,0.0,1282.0,1446.0,0.0,0.0,0.0,0.46994134897360706,0.5300586510263929,0.0,0.7465868954632677,0.0,0.47266042599728086,0.2444777036589827
golden,phi,0.5820339887498948,-0.036,0.16,0.0,0.34,0.18,0.28,0.9,0.64,1.05,0.0,41.0,1274.0,1294.0,0.05968509703405346,0.0,0.0,0.4883096972019931,0.495975469528555,0.0,0.8400676743650871,0.0,0.4709982632224522,0.2541589815704049
golden,phi,0.5940339887498948,-0.023999999999999997,0.16,0.0,0.34,0.18,0.28,0.9,0.64,1.05,0.0,25.0,1354.0,1260.0,0.046681254558716266,0.0,0.0,0.513073133762789,0.47745358090185674,0.0,0.828506666002918,0.0,0.48650919195474496,0.25512635569215847
golden,phi,0.6060339887498948,-0.011999999999999997,0.16,0.0,0.34,0.18,0.28,0.9,0.64,1.05,0.0,5.0,1456.0,1213.0,0.031567489114658925,0.0,0.0,0.5445026178010471,0.45362752430815256,0.0,0.8138834499026868,0.0,0.5314525263863719,0.26112054421288416
golden,phi,0.6180339887498948,3.469446951953614e-18,0.16,0.0,0.34,0.18,0.28,0.9,0.64,1.05,0.0,0.0,1237.0,1535.0,0.0,0.0,0.0,0.4462481962481962,0.5537518037518038,0.0,0.929449103099823,0.0,0.37406011647512694,0.22625578489048676
golden,phi,0.6300339887498948,0.012000000000000004,0.16,0.0,0.34,0.18,0.28,0.9,0.64,1.05,0.0,0.0,1639.0,1083.0,0.010541621228644129,0.0,0.0,0.6021307861866275,0.39786921381337254,0.0,0.7845712878305343,0.0,0.4070265178666692,0.23678321591174317
golden,phi,0.6420339887498948,0.024000000000000004,0.16,0.0,0.34,0.18,0.28,0.9,0.64,1.05,0.0,0.0,1718.0,1017.0,0.0003654970760233918,0.0,0.0,0.6281535648994515,0.37184643510054843,0.0,0.7663938019686158,0.0,0.5499474344993145,0.26160477909850893
golden,phi,0.6540339887498948,0.036000000000000004,0.16,0.0,0.34,0.18,0.28,0.9,0.64,1.05,0.0,0.0,1773.0,955.0,0.0,0.0,0.0,0.6499266862170088,0.3500733137829912,0.0,0.7465868954632677,0.0,0.5066250643983361,0.2541910453160407
golden,phi,0.5820339887498948,-0.036,0.16,0.0,0.34,0.18,0.28,0.98,0.82,1.25,0.0,52.0,1588.0,820.0,0.06339945546479969,0.0,0.0,0.6455284552845528,0.3333333333333333,0.0,0.8400676743650871,0.0,0.5942383773781224,0.2804404577093942
golden,phi,0.5940339887498948,-0.023999999999999997,0.16,0.0,0.34,0.18,0.28,0.98,0.82,1.25,0.0,37.0,1628.0,788.0,0.050314465408805034,0.0,0.0,0.6636771300448431,0.32123929881777413,0.0,0.828506666002918,0.0,0.6226331973617325,0.28359822897423204
golden,phi,0.6060339887498948,-0.011999999999999997,0.16,0.0,0.34,0.18,0.28,0.98,0.82,1.25,0.0,25.0,1712.0,750.0,0.03413103177716752,0.0,0.0,0.6883795737836751,0.30156815440289503,0.0,0.8138834499026868,0.0,0.5868842286441063,0.27498927882549046
golden,phi,0.6180339887498948,3.469446951953614e-18,0.16,0.0,0.34,0.18,0.28,0.98,0.82,1.25,0.0,0.0,1544.0,1228.0,0.0,0.0,0.0,0.556998556998557,0.443001443001443,0.0,0.929449103099823,0.0,0.37805465876447386,0.2291898097175764
golden,phi,0.6300339887498948,0.012000000000000004,0.16,0.0,0.34,0.18,0.28,0.98,0.82,1.25,0.0,0.0,2032.0,690.0,0.010541621228644129,0.0,0.0,0.7465099191770757,0.25349008082292435,0.0,0.7845712878305343,0.0,0.452789514529525,0.24790813797086617
golden,phi,0.6420339887498948,0.024000000000000004,0.16,0.0,0.34,0.18,0.28,0.98,0.82,1.25,0.0,0.0,2098.0,637.0,0.0003654970760233918,0.0,0.0,0.7670932358318099,0.23290676416819012,0.0,0.7663938019686158,0.0,0.5810921757927521,0.26998962594997483
golden,phi,0.6540339887498948,0.036000000000000004,0.16,0.0,0.34,0.18,0.28,0.98,0.82,1.25,0.0,0.0,2139.0,589.0,0.0,0.0,0.0,0.7840909090909091,0.2159090909090909,0.0,0.7465868954632677,0.0,0.5274332873208825,0.260619809899577
golden,phi,0.5820339887498948,-0.036,0.16,0.0,0.34,0.3,0.1,0.98,0.64,1.25,0.0,119.0,1351.0,820.0,0.08896349139739823,0.0,0.0,0.5899563318777292,0.35807860262008734,0.0,0.8400676743650871,0.0,0.6237175934126478,0.29068038748764163
golden,phi,0.5940339887498948,-0.023999999999999997,0.16,0.0,0.34,0.3,0.1,0.98,0.64,1.25,0.0,89.0,1470.0,788.0,0.07383100902378999,0.0,0.0,0.6263314870046869,0.33574776310183213,0.0,0.828506666002918,0.0,0.6205821130784845,0.28760141134903
golden,phi,0.6060339887498948,-0.011999999999999997,0.16,0.0,0.34,0.3,0.1,0.98,0.64,1.25,0.0,68.0,1471.0,750.0,0.0548936170212766,0.0,0.0,0.6426387068588904,0.32765399737876805,0.0,0.8138834499026868,0.0,0.5945618378158881,0.27993559498800374
golden,phi,0.6180339887498948,3.469446951953614e-18,0.16,0.0,0.34,0.3,0.1,0.98,0.64,1.25,0.0,0.0,1544.0,1228.0,0.0,0.0,0.0,0.556998556998557,0.443001443001443,0.0,0.929449103099823,0.0,0.37805465876447386,0.2291898097175764
golden,phi,0.6300339887498948,0.012000000000000004,0.16,0.0,0.34,0.3,0.1,0.98,0.64,1.25,0.0,0.0,1809.0,690.0,0.025730994152046785,0.0,0.0,0.723889555822329,0.27611044417767105,0.0,0.7845712878305343,0.0,0.49581450983888475,0.2573267420687324
golden,phi,0.6420339887498948,0.024000000000000004,0.16,0.0,0.34,0.3,0.1,0.98,0.64,1.25,0.0,0.0,2098.0,637.0,0.00797968806673921,0.0,0.0,0.7670932358318099,0.23290676416819012,0.0,0.7663938019686158,0.0,0.5824159232505901,0.2712938872310859
golden,phi,0.6540339887498948,0.036000000000000004,0.16,0.0,0.34,0.3,0.1,0.98,0.64,1.25,0.0,0.0,2139.0,589.0,0.0,0.0,0.0,0.7840909090909091,0.2159090909090909,0.0,0.7465868954632677,0.0,0.5274332873208825,0.260619809899577
golden,phi,0.5820339887498948,-0.036,0.16,0.0,0.34,0.3,0.18,0.9,0.64,0.85,0.0,105.0,852.0,1644.0,0.07828655834564253,0.0,0.0,0.3275663206459054,0.6320645905420992,0.0,0.8400676743650871,0.0,0.4532234516764416,0.2523211929880272
golden,phi,0.5940339887498948,-0.023999999999999997,0.16,0.0,0.34,0.3,0.18,0.9,0.64,0.85,0.0,72.0,963.0,1614.0,0.06528835690968444,0.0,0.0,0.3635334088335221,0.609286523216308,0.0,0.828506666002918,0.0,0.4866159006746159,0.2561763057014707
golden,phi,0.6060339887498948,-0.011999999999999997,0.16,0.0,0.34,0.3,0.18,0.9,0.64,0.85,0.0,52.0,1029.0,1600.0,0.046773023930384336,0.0,0.0,0.3838120104438642,0.5967922417008579,0.0,0.8138834499026868,0.0,0.5258988161102167,0.2604379102873923
golden,phi,0.6180339887498948,3.469446951953614e-18,0.16,0.0,0.34,0.3,0.18,0.9,0.64,0.85,0.0,0.0,972.0,1800.0,0.0,0.0,0.0,0.35064935064935066,0.6493506493506493,0.0,0.929449103099823,0.0,0.38963558387837416,0.22714739211109436
golden,phi,0.6300339887498948,0.012000000000000004,0.16,0.0,0.34,0.3,0.18,0.9,0.64,0.85,0.0,0.0,1177.0,1521.0,0.023878437047756874,0.0,0.0,0.4362490733876946,0.5637509266123054,0.0,0.7845712878305343,0.0,0.3616742092002969,0.22716932031049328
golden,phi,0.6420339887498948,0.024000000000000004,0.16,0.0,0.34,0.3,0.18,0.9,0.64,0.85,0.0,0.0,1244.0,1491.0,0.00797968806673921,0.0,0.0,0.45484460694698353,0.5451553930530164,0.0,0.7663938019686158,0.0,0.53332018820535,0.25621168234524616
golden,phi,0.6540339887498948,0.036000000000000004,0.16,0.0,0.34,0.3,0.18,0.9,0.64,0.85,0.0,0.0,1282.0,1446.0,0.0,0.0,0.0,0.46994134897360706,0.5300586510263929,0.0,0.7465868954632677,0.0,0.47266042599728086,0.2444777036589827
golden,phi,0.5820339887498948,-0.036,0.16,0.0,0.34,0.3,0.18,0.95,0.48,0.85,0.0,105.0,846.0,1644.0,0.07846039970392302,0.0,0.0,0.3260115606936416,0.6335260115606937,0.0,0.8400676743650871,0.0,0.45359243161203366,0.2523883190822413
golden,phi,0.5940339887498948,-0.023999999999999997,0.16,0.0,0.34,0.3,0.18,0.95,0.48,0.85,0.0,72.0,957.0,1614.0,0.06543075245365322,0.0,0.0,0.3620885357548241,0.6106696935300795,0.0,0.828506666002918,0.0,0.4872862317880582,0.2562929394376661
golden,phi,0.6060339887498948,-0.011999999999999997,0.16,0.0,0.34,0.3,0.18,0.95,0.48,0.85,0.0,52.0,1027.0,1600.0,0.04680696661828737,0.0,0.0,0.3833519970138111,0.597237775289287,0.0,0.8138834499026868,0.0,0.5258608101656017,0.2604277793123969
golden,phi,0.6180339887498948,3.469446951953614e-18,0.16,0.0,0.34,0.3,0.18,0.95,0.48,0.85,0.0,0.0,972.0,1800.0,0.0,0.0,0.0,0.35064935064935066,0.6493506493506493,0.0,0.929449103099823,0.0,0.38963558387837416,0.22714739211109436
golden,phi,0.6300339887498948,0.012000000000000004,0.16,0.0,0.34,0.3,0.18,0.95,0.48,0.85,0.0,0.0,1177.0,1521.0,0.023878437047756874,0.0,0.0,0.4362490733876946,0.5637509266123054,0.0,0.7845712878305343,0.0,0.3616742092002969,0.22716932031049328
golden,phi,0.6420339887498948,0.024000000000000004,0.16,0.0,0.34,0.3,0.18,0.95,0.48,0.85,0.0,0.0,1244.0,1491.0,0.00797968806673921,0.0,0.0,0.45484460694698353,0.5451553930530164,0.0,0.7663938019686158,0.0,0.53332018820535,0.25621168234524616
golden,phi,0.6540339887498948,0.036000000000000004,0.16,0.0,0.34,0.3,0.18,0.95,0.48,0.85,0.0,0.0,1282.0,1446.0,0.0,0.0,0.0,0.46994134897360706,0.5300586510263929,0.0,0.7465868954632677,0.0,0.47266042599728086,0.2444777036589827
golden,phi,0.5820339887498948,-0.036,0.16,0.0,0.34,0.3,0.18,0.95,0.82,1.05,0.0,105.0,1148.0,1294.0,0.07987942727957799,0.0,0.0,0.4507263447192776,0.5080486847271299,0.0,0.8400676743650871,0.0,0.4899229942091349,0.26168178331545816
golden,phi,0.5940339887498948,-0.023999999999999997,0.16,0.0,0.34,0.3,0.18,0.95,0.82,1.05,0.0,72.0,1276.0,1260.0,0.0662739322533137,0.0,0.0,0.4892638036809816,0.4831288343558282,0.0,0.828506666002918,0.0,0.5055768787251724,0.2622760537166698
golden,phi,0.6060339887498948,-0.011999999999999997,0.16,0.0,0.34,0.3,0.18,0.95,0.82,1.05,0.0,52.0,1360.0,1213.0,0.04774241302738712,0.0,0.0,0.518095238095238,0.4620952380952381,0.0,0.8138834499026868,0.0,0.5486982947411683,0.26739629754391114
golden,phi,0.6180339887498948,3.469446951953614e-18,0.16,0.0,0.34,0.3,0.18,0.95,0.82,1.05,0.0,0.0,1237.0,1535.0,0.0,0.0,0.0,0.4462481962481962,0.5537518037518038,0.0,0.929449103099823,0.0,0.37406011647512694,0.22625578489048676
golden,phi,0.6300339887498948,0.012000000000000004,0.16,0.0,0.34,0.3,0.18,0.95,0.82,1.05,0.0,0.0,1568.0,1083.0,0.024291497975708502,0.0,0.0,0.5914749151263674,0.4085250848736326,0.0,0.7845712878305343,0.0,0.4263102079110387,0.24196614544311346
golden,phi,0.6420339887498948,0.024000000000000004,0.16,0.0,0.34,0.3,0.18,0.95,0.82,1.05,0.0,0.0,1718.0,1017.0,0.00797968806673921,0.0,0.0,0.6281535648994515,0.37184643510054843,0.0,0.7663938019686158,0.0,0.5510763755767571,0.2628739752311488
golden,phi,0.6540339887498948,0.036000000000000004,0.16,0.0,0.34,0.3,0.18,0.95,0.82,1.05,0.0,0.0,1773.0,955.0,0.0,0.0,0.0,0.6499266862170088,0.3500733137829912,0.0,0.7465868954632677,0.0,0.5066250643983361,0.2541910453160407
golden,phi,0.5820339887498948,-0.036,0.16,0.0,0.34,0.3,0.28,0.9,0.64,0.85,0.0,105.0,852.0,1644.0,0.07828655834564253,0.0,0.0,0.3275663206459054,0.6320645905420992,0.0,0.8400676743650871,0.0,0.4532234516764416,0.2523211929880272
golden,phi,0.5940339887498948,-0.023999999999999997,0.16,0.0,0.34,0.3,0.28,0.9,0.64,0.85,0.0,72.0,963.0,1614.0,0.06528835690968444,0.0,0.0,0.3635334088335221,0.609286523216308,0.0,0.828506666002918,0.0,0.4866159006746159,0.2561763057014707
golden,phi,0.6060339887498948,-0.011999999999999997,0.16,0.0,0.34,0.3,0.28,0.9,0.64,0.85,0.0,52.0,1029.0,1600.0,0.046773023930384336,0.0,0.0,0.3838120104438642,0.5967922417008579,0.0,0.8138834499026868,0.0,0.5258988161102167,0.2604379102873923
golden,phi,0.6180339887498948,3.469446951953614e-18,0.16,0.0,0.34,0.3,0.28,0.9,0.64,0.85,0.0,0.0,972.0,1800.0,0.0,0.0,0.0,0.35064935064935066,0.6493506493506493,0.0,0.929449103099823,0.0,0.38963558387837416,0.22714739211109436
golden,phi,0.6300339887498948,0.012000000000000004,0.16,0.0,0.34,0.3,0.28,0.9,0.64,0.85,0.0,0.0,1177.0,1521.0,0.023878437047756874,0.0,0.0,0.4362490733876946,0.5637509266123054,0.0,0.7845712878305343,0.0,0.3616742092002969,0.22716932031049328
golden,phi,0.6420339887498948,0.024000000000000004,0.16,0.0,0.34,0.3,0.28,0.9,0.64,0.85,0.0,0.0,1244.0,1491.0,0.00797968806673921,0.0,0.0,0.45484460694698353,0.5451553930530164,0.0,0.7663938019686158,0.0,0.53332018820535,0.25621168234524616
golden,phi,0.6540339887498948,0.036000000000000004,0.16,0.0,0.34,0.3,0.28,0.9,0.64,0.85,0.0,0.0,1282.0,1446.0,0.0,0.0,0.0,0.46994134897360706,0.5300586510263929,0.0,0.7465868954632677,0.0,0.47266042599728086,0.2444777036589827
golden,phi,0.5820339887498948,-0.036,0.16,0.0,0.34,0.44,0.1,0.95,0.64,1.05,0.0,194.0,1069.0,1294.0,0.09254992319508448,0.0,0.0,0.41806804849432927,0.5060617911615174,0.0,0.8400676743650871,0.0,0.5061560318710225,0.26849604878151473
golden,phi,0.5940339887498948,-0.023999999999999997,0.16,0.0,0.34,0.44,0.1,0.95,0.64,1.05,0.0,144.0,1156.0,1260.0,0.09001883239171375,0.0,0.0,0.4515625,0.4921875,0.0,0.828506666002918,0.0,0.515563204265709,0.26893526330266754
golden,phi,0.6060339887498948,-0.011999999999999997,0.16,0.0,0.34,0.44,0.1,0.95,0.64,1.05,0.0,115.0,1277.0,1213.0,0.08016254155892132,0.0,0.0,0.49021113243761993,0.46564299424184263,0.0,0.8138834499026868,0.0,0.560702357967106,0.27548507276672346
golden,phi,0.6180339887498948,3.469446951953614e-18,0.16,0.0,0.34,0.44,0.1,0.95,0.64,1.05,0.0,0.0,1237.0,1535.0,0.03076923076923077,0.0,0.0,0.4462481962481962,0.5537518037518038,0.0,0.929449103099823,0.0,0.3735180970249816,0.2304659136971529
golden,phi,0.6300339887498948,0.012000000000000004,0.16,0.0,0.34,0.44,0.1,0.95,0.64,1.05,0.0,64.0,1362.0,1083.0,0.051222351571594875,0.0,0.0,0.5428457552809884,0.4316460741331208,0.0,0.7845712878305343,0.0,0.4602868482497663,0.25292033065747227
golden,phi,0.6420339887498948,0.024000000000000004,0.16,0.0,0.34,0.44,0.1,0.95,0.64,1.05,0.0,13.0,1567.0,1017.0,0.03582089552238806,0.0,0.0,0.6033885252214093,0.3916056988833269,0.0,0.7663938019686158,0.0,0.5126752375522903,0.25976470070859586
golden,phi,0.6540339887498948,0.036000000000000004,0.16,0.0,0.34,0.44,0.1,0.95,0.64,1.05,0.0,0.0,1756.0,955.0,0.021652832912306026,0.0,0.0,0.6477314644042789,0.35226853559572113,0.0,0.7465868954632677,0.0,0.5121110593799059,0.25816601658419147
golden,phi,0.5820339887498948,-0.036,0.16,0.0,0.34,0.44,0.18,0.9,0.64,0.85,0.0,194.0,781.0,1644.0,0.09039759939984997,0.0,0.0,0.29820542191676214,0.6277205040091638,0.0,0.8400676743650871,0.0,0.46777152578025005,0.2587445729206852
golden,phi,0.5940339887498948,-0.023999999999999997,0.16,0.0,0.34,0.44,0.18,0.9,0.64,0.85,0.0,144.0,852.0,1614.0,0.08835489833641405,0.0,0.0,0.3264367816091954,0.6183908045977011,0.0,0.828506666002918,0.0,0.49952756434495493,0.26322717608482205
golden,phi,0.6060339887498948,-0.011999999999999997,0.16,0.0,0.34,0.44,0.18,0.9,0.64,0.85,0.0,115.0,957.0,1600.0,0.07822638788752703,0.0,0.0,0.35815868263473055,0.5988023952095808,0.0,0.8138834499026868,0.0,0.5392597101406393,0.26862472955471856
golden,phi,0.6180339887498948,3.469446951953614e-18,0.16,0.0,0.34,0.44,0.18,0.9,0.64,0.85,0.0,0.0,972.0,1800.0,0.03076923076923077,0.0,0.0,0.35064935064935066,0.6493506493506493,0.0,0.929449103099823,0.0,0.3886441512771507,0.2312766265505664
golden,phi,0.6300339887498948,0.012000000000000004,0.16,0.0,0.34,0.44,0.18,0.9,0.64,0.85,0.0,60.0,1109.0,1521.0,0.04779145546705286,0.0,0.0,0.41226765799256504,0.5654275092936804,0.0,0.7845712878305343,0.0,0.3739948243851736,0.2340396119316703
golden,phi,0.6420339887498948,0.024000000000000004,0.16,0.0,0.34,0.44,0.18,0.9,0.64,0.85,0.0,13.0,1188.0,1491.0,0.034594594594594595,0.0,0.0,0.4413075780089153,0.5538632986627043,0.0,0.7663938019686158,0.0,0.44089361459265464,0.2434165752963698
golden,phi,0.6540339887498948,0.036000000000000004,0.16,0.0,0.34,0.44,0.18,0.9,0.64,0.85,0.0,0.0,1273.0,1446.0,0.021590500179920834,0.0,0.0,0.46818683339463035,0.5318131666053696,0.0,0.7465868954632677,0.0,0.47570439322862257,0.2480131974742336
golden,phi,0.5820339887498948,-0.036,0.16,0.0,0.48,0.18,0.28,0.95,0.48,1.25,0.0,132.0,1468.0,573.0,0.1052170100832968,0.0,0.0,0.6755637367694431,0.26369075011504833,0.0,0.7205938333415437,0.0,0.6776611545491489,0.3050803050151379
golden,phi,0.5940339887498948,-0.023999999999999997,0.16,0.0,0.48,0.18,0.28,0.95,0.48,1.25,0.0,112.0,1426.0,547.0,0.09949794614331356,0.0,0.0,0.6839328537170264,0.26235011990407675,0.0,0.7092586321647798,0.0,0.6622197475836913,0.30110528620978055
golden,phi,0.6060339887498948,-0.011999999999999997,0.16,0.0,0.48,0.18,0.28,0.95,0.48,1.25,0.0,96.0,1494.0,512.0,0.08610478359908884,0.0,0.0,0.7107516650808754,0.24357754519505234,0.0,0.6950055896827578,0.0,0.6179685582373615,0.29115770666614077
golden,phi,0.6180339887498948,3.469446951953614e-18,0.16,0.0,0.48,0.18,0.28,0.95,0.48,1.25,0.0,0.0,1783.0,965.0,0.02794481782808631,0.0,0.0,0.6488355167394468,0.3511644832605531,0.0,0.8081948488142681,0.0,0.40459794849333863,0.23971661555952195
golden,phi,0.6300339887498948,0.012000000000000004,0.16,0.0,0.48,0.18,0.28,0.95,0.48,1.25,0.0,36.0,1697.0,455.0,0.05030891438658429,0.0,0.0,0.7755941499085923,0.20795246800731262,0.0,0.6661975861319434,0.0,0.5530735253361552,0.27342463613952916
golden,phi,0.6420339887498948,0.024000000000000004,0.16,0.0,0.48,0.18,0.28,0.95,0.48,1.25,0.0,3.0,2138.0,411.0,0.033004552352048556,0.0,0.0,0.8377742946708464,0.1610501567398119,0.0,0.6484983652243308,0.0,0.5759081133906541,0.2751336275201688
golden,phi,0.6540339887498948,0.036000000000000004,0.16,0.0,0.48,0.18,0.28,0.95,0.48,1.25,0.0,5.0,2290.0,373.0,0.015890613451589063,0.0,0.0,0.8583208395802099,0.13980509745127437,0.0,0.6291504978265856,0.0,0.5731506649929072,0.2727081474110313
golden,phi,0.5820339887498948,-0.036,0.16,0.0,0.48,0.3,0.18,0.9,0.64,0.85,0.0,186.0,947.0,1407.0,0.10084033613445378,0.0,0.0,0.37283464566929136,0.5539370078740158,0.0,0.7205938333415437,0.0,0.4855682587026394,0.2648348942552199
golden,phi,0.5940339887498948,-0.023999999999999997,0.16,0.0,0.48,0.3,0.18,0.9,0.64,0.85,0.0,175.0,1049.0,1380.0,0.09736157562244518,0.0,0.0,0.40284178187403996,0.5299539170506913,0.0,0.7092586321647798,0.0,0.5088637645012599,0.2686592779208714
golden,phi,0.6060339887498948,-0.011999999999999997,0.16,0.0,0.48,0.3,0.18,0.9,0.64,0.85,0.0,152.0,1106.0,1341.0,0.08728086534875047,0.0,0.0,0.42554828780300114,0.5159676798768758,0.0,0.6950055896827578,0.0,0.5630816041628579,0.27676369823980934
golden,phi,0.6180339887498948,3.469446951953614e-18,0.16,0.0,0.48,0.3,0.18,0.9,0.64,0.85,0.0,28.0,1027.0,1619.0,0.057356608478802994,0.0,0.0,0.38406881077038146,0.6054599850411369,0.0,0.8081948488142681,0.0,0.3893004040181789,0.23662307046079079
golden,phi,0.6300339887498948,0.012000000000000004,0.16,0.0,0.48,0.3,0.18,0.9,0.64,0.85,0.0,90.0,1306.0,1252.0,0.06778425655976676,0.0,0.0,0.493202416918429,0.472809667673716,0.0,0.6661975861319434,0.0,0.40986102507656996,0.24584786200314693
golden,phi,0.6420339887498948,0.024000000000000004,0.16,0.0,0.48,0.3,0.18,0.9,0.64,0.85,0.0,63.0,1438.0,1194.0,0.050162396246842295,0.0,0.0,0.5335807050092765,0.44304267161410016,0.0,0.6484983652243308,0.0,0.4901179855504628,0.2577857168439566
golden,phi,0.6540339887498948,0.036000000000000004,0.16,0.0,0.48,0.3,0.18,0.9,0.64,0.85,0.0,39.0,1538.0,1097.0,0.03972303206997085,0.0,0.0,0.575168287210172,0.4102468212415856,0.0,0.6291504978265856,0.0,0.520960825126666,0.2620043300806586
golden,phi,0.5820339887498948,-0.036,0.16,0.0,0.48,0.3,0.28,0.98,0.48,1.25,0.0,207.0,1232.0,573.0,0.12759787336877718,0.0,0.0,0.6123260437375746,0.28479125248508946,0.0,0.7205938333415437,0.0,0.6823281154200984,0.3111599002241849
golden,phi,0.5940339887498948,-0.023999999999999997,0.16,0.0,0.48,0.3,0.28,0.98,0.48,1.25,0.0,211.0,1245.0,547.0,0.12755598831548198,0.0,0.0,0.6215676485272091,0.27309036445332,0.0,0.7092586321647798,0.0,0.6484291156617579,0.3054337911153857
golden,phi,0.6060339887498948,-0.011999999999999997,0.16,0.0,0.48,0.3,0.28,0.98,0.48,1.25,1.0,178.0,1133.0,512.0,0.12453432676955828,0.00558659217877095,0.0,0.6211622807017544,0.2807017543859649,0.0,0.6950055896827578,0.00032562683165092806,0.5952262087649758,0.2957993668028424
golden,phi,0.6180339887498948,3.469446951953614e-18,0.16,0.0,0.48,0.3,0.28,0.98,0.48,1.25,0.0,28.0,1674.0,965.0,0.0575,0.0,0.0,0.6276715410573678,0.3618297712785902,0.0,0.8081948488142681,0.0,0.41290688015451726,0.24576656426208382
golden,phi,0.6300339887498948,0.012000000000000004,0.16,0.0,0.48,0.3,0.28,0.98,0.48,1.25,0.0,129.0,1137.0,455.0,0.1046119235095613,0.0,0.0,0.6606624055781523,0.2643811737361999,0.0,0.6661975861319434,0.0,0.5222281447077324,0.27785649710514526
