flow,family,alpha,best_delay,best_slot_count,context_pressure,similarity_threshold,recall_window,recall_gain,layer_window,recency_decay,resonance_gain,interference_radius,interference_gain,competition_gain,basin_radius,split_threshold,witness_conversion,delayed_retention,release_rate,rupture_rate,recall_survival_rate,same_slot_recall_rate,same_region_recall_rate,split_rate,context_distortion_rate,blocked_context_rate,interference_coherence_rate,pollution,phase_lock_resistance,score
golden,phi,0.6180339887498948,13,13,0.04,0.68,21,0.14,8,0.72,0.14,4,0.08,0.04,2,0.24,0.9475862068965517,0.48654390934844194,0.003952569169960474,0.19875776397515527,0.41700404858299595,0.18218623481781376,0.41700404858299595,0.18102949681897051,0.0,0.582995951417004,1.0,0.10094431781178768,0.45370648531801405,0.7647186246441339
golden,phi,0.6180339887498948,13,13,0.04,0.78,13,0.08,13,0.55,0.14,6,0.12,0.08,2,0.36,0.9576059850374065,0.489171974522293,0.003952569169960474,0.10954263128176171,0.33574007220216606,0.1269554753309266,0.33574007220216606,0.09927797833935018,0.0,0.6642599277978339,1.0,0.10387495929664604,0.48233179985275443,0.7488522210064504
golden,phi,0.6180339887498948,13,13,0.04,0.78,13,0.14,13,0.55,0.14,4,0.08,0.08,2,0.36,0.9528535980148883,0.48792884371029227,0.003952569169960474,0.10728402032749859,0.3395770392749245,0.1268882175226586,0.3395770392749245,0.09607250755287008,0.0,0.6604229607250756,1.0,0.10192119830674047,0.47911354332773204,0.7507613276423416
golden,phi,0.6180339887498948,13,13,0.04,0.78,13,0.2,13,0.72,0.14,4,0.08,0.08,2,0.36,0.9402035623409669,0.4845901639344262,0.003952569169960474,0.13495200451722192,0.35405240706886043,0.12126751980499695,0.35405240706886043,0.11395490554539915,0.0,0.6459475929311396,1.0,0.10257245197004233,0.4782892000657003,0.7493748856076672
golden,phi,0.6180339887498948,13,13,0.04,0.78,21,0.08,8,0.55,0.08,6,0.04,0.08,2,0.24,0.8938826466916354,0.47198417930125247,0.005081874647092038,0.1383399209486166,0.34745277618775045,0.15283342873497424,0.34745277618775045,0.13623354321694334,0.0,0.6525472238122496,1.0,0.0986649299902312,0.4717214868242968,0.7333765919104978
golden,phi,0.6180339887498948,13,13,0.04,0.78,21,0.08,8,0.55,0.08,6,0.08,0.04,2,0.24,0.9200507614213198,0.47918043621943157,0.003952569169960474,0.1417278373800113,0.34974241556954777,0.15855752718946767,0.34974241556954777,0.14081282198053807,0.0,0.6502575844304522,1.0,0.10094431781178768,0.4732535893804891,0.7382664724094161
golden,phi,0.6180339887498948,13,13,0.04,0.78,21,0.14,8,0.55,0.08,4,0.04,0.08,2,0.36,0.9405204460966543,0.4846743295019157,0.003952569169960474,0.11180124223602485,0.351968054763263,0.16828294352538506,0.351968054763263,0.09070165430690245,0.0,0.648031945236737,1.0,0.10420058612829697,0.47882998626292983,0.7617312227045643
golden,phi,0.6180339887498948,13,13,0.04,0.78,21,0.14,8,0.55,0.08,6,0.12,0.04,2,0.36,0.949238578680203,0.4869791666666667,0.003952569169960474,0.1287408243929983,0.35048599199542596,0.17152658662092624,0.35048599199542596,0.1069182389937107,0.0,0.649514008004574,1.0,0.10354933246499512,0.47874881443361195,0.757182738004641
golden,phi,0.6180339887498948,13,13,0.04,0.78,21,0.14,8,0.72,0.14,6,0.12,0.08,2,0.36,0.9212903225806451,0.4795164539959704,0.003952569169960474,0.15527950310559005,0.3488238668961561,0.16351118760757316,0.3488238668961561,0.1153184165232358,0.0,0.6511761331038439,1.0,0.09931618365353305,0.47748205183486636,0.7475207373231525
golden,phi,0.6180339887498948,13,13,0.04,0.78,21,0.2,13,0.72,0.14,4,0.04,0.04,2,0.36,0.921875,0.4796747967479675,0.003952569169960474,0.16261998870694522,0.3547646383467279,0.16819747416762343,0.3547646383467279,0.12342135476463835,0.0,0.6452353616532721,1.0,0.09996743731683491,0.47486157852213295,0.7481746504139994
golden,phi,0.6180339887498948,13,13,0.08,0.58,13,0.08,13,0.72,0.14,4,0.04,0.08,2,0.24,0.9106666666666666,0.47662247034194,0.005081874647092038,0.1857707509881423,0.5215462610899874,0.21609632446134347,0.5215462610899874,0.19898605830164764,0.13624841571609633,0.4784537389100127,1.0,0.09931618365353305,0.4757486283052057,0.750027872535653
golden,phi,0.6180339887498948,13,13,0.08,0.58,13,0.08,13,0.72,0.14,6,0.08,0.04,2,0.24,0.9488243430152143,0.4868701206529453,0.003952569169960474,0.20045172219085264,0.5205566097406704,0.19924098671726756,0.5205566097406704,0.22074636306135356,0.12966476913345984,0.4794433902593295,1.0,0.10420058612829697,0.4781456292432035,0.7486716087331118
golden,phi,0.6180339887498948,13,13,0.08,0.58,13,0.14,8,0.55,0.08,6,0.04,0.08,2,0.24,0.9079837618403248,0.47588652482269506,0.004517221908526256,0.19932241671372106,0.5056532663316583,0.19095477386934673,0.5056532663316583,0.217964824120603,0.13190954773869346,0.4943467336683417,1.0,0.09703679583197655,0.44753667981142276,0.7371844739947095
golden,phi,0.6180339887498948,13,13,0.08,0.58,13,0.14,13,0.72,0.14,6,0.04,0.08,2,0.24,0.9490084985835694,0.48691860465116277,0.003952569169960474,0.21908526256352343,0.5255102040816326,0.21237244897959184,0.5255102040816326,0.23405612244897958,0.1371173469387755,0.4744897959183674,1.0,0.10159557147508955,0.44840730475587864,0.7399522247477436
golden,phi,0.6180339887498948,13,13,0.08,0.58,13,0.14,13,0.72,0.14,6,0.12,0.08,2,0.36,0.9369127516778524,0.4837144837144837,0.003952569169960474,0.18125352907961603,0.5229127432517263,0.21720025109855617,0.5229127432517263,0.16635279347143753,0.13308223477715003,0.4770872567482737,1.0,0.10322370563334418,0.4549850050810179,0.7631478696978196
golden,phi,0.6180339887498948,13,13,0.08,0.58,13,0.2,8,0.55,0.14,4,0.04,0.08,2,0.36,0.9393530997304582,0.48436414176511466,0.003952569169960474,0.18351214003387917,0.4943181818181818,0.20012626262626262,0.4943181818181818,0.1717171717171717,0.1275252525252525,0.5056818181818182,1.0,0.10485183979159883,0.4543834370034294,0.7596669910121023
golden,phi,0.6180339887498948,13,13,0.08,0.58,13,0.2,13,0.72,0.08,6,0.04,0.08,2,0.36,0.9311740890688259,0.48218029350104824,0.003952569169960474,0.1880293619424054,0.557632398753894,0.2205607476635514,0.557632398753894,0.18130841121495328,0.1308411214953271,0.4423676012461059,1.0,0.09801367632692934,0.45406253442062305,0.7578933074753379
golden,phi,0.6180339887498948,13,13,0.08,0.58,21,0.08,13,0.55,0.08,4,0.04,0.04,2,0.36,0.9629156010230179,0.4905537459283388,0.003952569169960474,0.1293054771315641,0.508280982295831,0.2826956025128498,0.508280982295831,0.11193603655054254,0.14106225014277557,0.49171901770416904,1.0,0.10224682513839141,0.4568583893649757,0.7922918168709954
golden,phi,0.6180339887498948,13,13,0.08,0.58,21,0.2,13,0.72,0.14,6,0.08,0.08,2,0.36,0.8368495077355836,0.4555895865237366,0.003952569169960474,0.2586109542631282,0.5102639296187683,0.256891495601173,0.5102639296187683,0.17419354838709677,0.130791788856305,0.4897360703812317,1.0,0.08433734939759036,0.45390743419633084,0.7479716016546466
golden,phi,0.6180339887498948,13,13,0.08,0.68,13,0.08,8,0.55,0.14,6,0.04,0.08,2,0.24,0.9159235668789809,0.47805851063829785,0.004517221908526256,0.14624505928853754,0.4019429265330905,0.13600485731633272,0.4019429265330905,0.15300546448087432,0.0,0.5980570734669095,1.0,0.09801367632692934,0.4813642018531691,0.7598947029189235
golden,phi,0.6180339887498948,13,13,0.08,0.68,13,0.08,8,0.72,0.14,6,0.08,0.08,2,0.24,0.9501312335958005,0.48721399730820997,0.003952569169960474,0.15697346132128742,0.41442542787286063,0.14425427872860636,0.41442542787286063,0.16381418092909536,0.0,0.5855745721271394,1.0,0.10289807880169326,0.4824989667724747,0.7695992835535798
golden,phi,0.6180339887498948,13,13,0.08,0.68,13,0.08,13,0.55,0.14,4,0.08,0.04,2,0.24,0.9118773946360154,0.47695390781563124,0.004517221908526256,0.15019762845849802,0.40218049666868566,0.13506965475469412,0.40218049666868566,0.15687462144155057,0.0,0.5978195033313144,1.0,0.09996743731683491,0.47839420462168447,0.7574730204013017
golden,phi,0.6180339887498948,13,13,0.08,0.68,13,0.14,13,0.55,0.14,4,0.08,0.04,2,0.36,0.950507614213198,0.48731294729993496,0.003952569169960474,0.1281761716544325,0.3987878787878788,0.1406060606060606,0.3987878787878788,0.11757575757575757,0.0,0.6012121212121212,1.0,0.10224682513839141,0.48017108346585624,0.7762862960013464
golden,phi,0.6180339887498948,13,13,0.08,0.68,13,0.2,13,0.72,0.14,6,0.12,0.04,2,0.24,0.9637377963737797,0.49076704545454547,0.003952569169960474,0.2010163749294184,0.4217473287240729,0.1596480201131364,0.4217473287240729,0.20678818353236958,0.0,0.578252671275927,1.0,0.10159557147508955,0.45303436033752253,0.7580642462679466
golden,phi,0.6180339887498948,13,13,0.08,0.68,21,0.08,8,0.55,0.08,6,0.04,0.08,2,0.36,0.9456118665018541,0.48602287166454894,0.003952569169960474,0.10728402032749859,0.41385231825987406,0.20721236405266172,0.41385231825987406,0.09387521465369204,0.0,0.5861476817401259,1.0,0.10094431781178768,0.4790634504064256,0.7990854593741801
golden,phi,0.6180339887498948,13,13,0.08,0.68,21,0.08,8,0.55,0.14,6,0.08,0.04,2,0.36,0.9354430379746835,0.4833224329627207,0.003952569169960474,0.13269339356295878,0.4013722126929674,0.19611206403659234,0.4013722126929674,0.09948542024013722,0.0,0.5986277873070326,1.0,0.10094431781178768,0.48380140636927205,0.7880062690653498
golden,phi,0.6180339887498948,13,13,0.08,0.68,21,0.14,8,0.55,0.14,4,0.08,0.08,2,0.36,0.9268929503916449,0.481029810298103,0.003952569169960474,0.16261998870694522,0.4019551466359977,0.18343875790684303,0.4019551466359977,0.12248418631397355,0.0,0.5980448533640023,1.0,0.09996743731683491,0.4793737716016938,0.7768668934249154
golden,phi,0.6180339887498948,13,13,0.08,0.68,21,0.2,8,0.72,0.08,4,0.04,0.04,2,0.24,0.9713467048710601,0.49273255813953487,0.003952569169960474,0.21908526256352343,0.4426512968299712,0.19020172910662825,0.4426512968299712,0.21729106628242076,0.0,0.5573487031700288,1.0,0.10289807880169326,0.4511300028022688,0.763037405882417
golden,phi,0.6180339887498948,13,13,0.08,0.68,21,0.2,8,0.72,0.14,6,0.04,0.04,2,0.24,0.9180790960451978,0.4786450662739323,0.003952569169960474,0.22924901185770752,0.4169570267131243,0.17363530778164923,0.4169570267131243,0.19686411149825783,0.0,0.5830429732868757,1.0,0.0941061543471182,0.4609686982373935,0.7542973917542004
golden,phi,0.6180339887498948,13,13,0.08,0.78,13,0.08,8,0.72,0.14,4,0.12,0.04,2,0.36,0.9386503067484663,0.48417721518987344,0.003952569169960474,0.1038961038961039,0.3508454106280193,0.1280193236714976,0.3508454106280193,0.08997584541062802,0.0,0.6491545893719807,1.0,0.10224682513839141,0.48137808569222174,0.7569166508832442
golden,phi,0.6180339887498948,13,13,0.08,0.78,13,0.08,13,0.55,0.08,6,0.12,0.08,2,0.36,0.9519112207151664,0.48768161718256475,0.003952569169960474,0.10220214568040654,0.3476161738080869,0.13337356668678335,0.3476161738080869,0.09837054918527459,0.0,0.652383826191913,1.0,0.10387495929664604,0.47991205066311415,0.7550104516329658
golden,phi,0.6180339887498948,13,13,0.08,0.78,13,0.14,13,0.72,0.08,6,0.08,0.08,2,0.24,0.9528178243774574,0.4879194630872483,0.003952569169960474,0.1547148503670243,0.37824474660074164,0.13967861557478367,0.37824474660074164,0.16440049443757726,0.0,0.6217552533992583,1.0,0.10192119830674047,0.4808260764411232,0.7498293689958622
golden,phi,0.6180339887498948,13,13,0.08,0.78,21,0.08,13,0.55,0.14,6,0.04,0.04,2,0.24,0.9417852522639069,0.48500999333777484,0.004517221908526256,0.14793901750423488,0.3379231210556512,0.16408491107286288,0.3379231210556512,0.13195639701663797,0.0,0.6620768789443489,1.0,0.10420058612829697,0.477403594802288,0.739658802042991
golden,phi,0.6180339887498948,13,13,0.08,0.78,21,0.08,13,0.55,0.14,6,0.12,0.04,2,0.24,0.9490861618798956,0.4869390488948426,0.003952569169960474,0.15302089215132694,0.33791523482245134,0.1609392898052692,0.33791523482245134,0.13802978235967928,0.0,0.6620847651775487,1.0,0.10126994464343862,0.4758668391135388,0.738249009471396
golden,phi,0.6180339887498948,13,13,0.08,0.78,21,0.14,8,0.72,0.08,6,0.04,0.08,2,0.24,0.9499341238471674,0.4871621621621622,0.003952569169960474,0.1603613777526821,0.3624856156501726,0.16052934407364788,0.3624856156501726,0.15765247410817032,0.0,0.6375143843498274,1.0,0.10354933246499512,0.476782096633518,0.7449384277099782
silver,metallic,0.43821356237309517,21,13,0.04,0.58,13,0.14,8,0.55,0.14,4,0.04,0.04,2,0.36,0.7160194174757282,0.41725601131541723,0.06524064171122995,0.1786096256684492,0.7123893805309734,0.1836283185840708,0.7123893805309734,0.11504424778761062,0.0,0.28761061946902655,0.999731182795699,0.042005861282969716,0.5985300703989656,0.7754990631443416
silver,metallic,0.43821356237309517,21,13,0.04,0.58,13,0.14,8,0.72,0.08,4,0.08,0.08,2,0.36,0.7594339622641509,0.4316353887399464,0.058823529411764705,0.14331550802139037,0.7855711422845691,0.18236472945891782,0.7855711422845691,0.12224448897795591,0.0,0.21442885771543085,1.0,0.03907521979811136,0.5967209717975615,0.7680540754897377
silver,metallic,0.43821356237309517,21,13,0.04,0.58,13,0.14,8,0.72,0.08,6,0.08,0.08,2,0.36,0.7677725118483413,0.4343163538873995,0.057754010695187166,0.1443850267379679,0.7626774847870182,0.2028397565922921,0.7626774847870182,0.1359026369168357,0.0,0.23732251521298176,1.0,0.04168023445131879,0.5957027230956895,0.7710221829152203
silver,metallic,0.43821356237309517,21,13,0.04,0.58,13,0.2,8,0.55,0.08,6,0.12,0.08,2,0.24,0.7682619647355163,0.43447293447293445,0.052406417112299465,0.19679144385026737,0.7588357588357588,0.17463617463617465,0.7588357588357588,0.24740124740124741,0.0,0.24116424116424118,1.0,0.036795831976554866,0.6041014069950552,0.732076071565084
silver,metallic,0.43821356237309517,21,13,0.04,0.58,13,0.2,8,0.72,0.14,4,0.04,0.08,2,0.36,0.7082294264339152,0.4145985401459854,0.06310160427807486,0.20427807486631017,0.7164179104477612,0.17484008528784648,0.7164179104477612,0.12153518123667377,0.0,0.2835820895522388,0.999731182795699,0.03744708563985672,0.5977981555914809,0.7699705333417673
silver,metallic,0.43821356237309517,21,13,0.04,0.58,21,0.08,8,0.72,0.08,4,0.08,0.04,2,0.36,0.7400990099009901,0.42532005689900426,0.06631016042780749,0.18181818181818182,0.7444933920704846,0.23788546255506607,0.7444933920704846,0.1130690161527166,0.0,0.2555066079295154,1.0,0.03874959296646044,0.6008888958366845,0.7813630054886331
silver,metallic,0.43821356237309517,21,13,0.04,0.58,21,0.08,13,0.55,0.08,6,0.04,0.04,2,0.24,0.7360406091370558,0.4239766081871345,0.07165775401069518,0.19679144385026737,0.7134328358208956,0.20746268656716418,0.7134328358208956,0.1791044776119403,0.0,0.2865671641791045,1.0,0.03647020514490394,0.6015534051868572,0.7604625346923187
silver,metallic,0.43821356237309517,21,13,0.04,0.58,21,0.14,13,0.55,0.14,6,0.04,0.08,2,0.24,0.6551724137931034,0.3958333333333333,0.06203208556149733,0.27058823529411763,0.6644067796610169,0.18305084745762712,0.6644067796610169,0.17288135593220338,0.0,0.33559322033898303,1.0,0.03321393682839466,0.6007311300548692,0.7531950523028824
silver,metallic,0.43821356237309517,21,13,0.04,0.58,21,0.14,13,0.72,0.08,4,0.04,0.08,2,0.24,0.6780104712041884,0.4040561622464899,0.07165775401069518,0.2427807486631016,0.7431781701444623,0.21508828250401285,0.7431781701444623,0.22953451043338685,0.0,0.2568218298555377,1.0,0.032888309996743734,0.603721326157493,0.7291879911951553
silver,metallic,0.43821356237309517,21,13,0.04,0.58,21,0.2,8,0.72,0.14,4,0.12,0.08,2,0.36,0.6354166666666666,0.3885350318471338,0.045989304812834225,0.2823529411764706,0.6923076923076923,0.2,0.6923076923076923,0.11965811965811966,0.0,0.3076923076923077,1.0,0.032888309996743734,0.5962489296612967,0.7638526298772519
silver,metallic,0.43821356237309517,21,13,0.04,0.58,21,0.2,13,0.72,0.08,4,0.12,0.08,2,0.24,0.6989247311827957,0.41139240506329117,0.06203208556149733,0.2620320855614973,0.7288961038961039,0.19805194805194806,0.7288961038961039,0.2435064935064935,0.0,0.2711038961038961,1.0,0.03386519049169651,0.6044808569017137,0.7285976808754022
silver,metallic,0.43821356237309517,21,13,0.04,0.68,13,0.14,8,0.72,0.14,6,0.04,0.08,2,0.36,0.7836538461538461,0.4393530997304582,0.059893048128342244,0.146524064171123,0.5694164989939637,0.14688128772635814,0.5694164989939637,0.09054325955734406,0.0,0.4305835010060362,0.9998655913978495,0.04493650276782807,0.5958024167607985,0.8017499274756043
silver,metallic,0.43821356237309517,21,13,0.04,0.68,13,0.14,13,0.55,0.08,4,0.12,0.04,2,0.36,0.7919621749408984,0.4419525065963061,0.057754010695187166,0.13155080213903744,0.627906976744186,0.15503875968992248,0.627906976744186,0.1182170542635659,0.0,0.37209302325581395,1.0,0.04265711494627157,0.5970820713469824,0.7952323966076931
silver,metallic,0.43821356237309517,21,13,0.04,0.68,13,0.2,8,0.55,0.08,6,0.04,0.08,2,0.36,0.7605633802816901,0.432,0.058823529411764705,0.13903743315508021,0.6390532544378699,0.15384615384615385,0.6390532544378699,0.1282051282051282,0.0,0.3609467455621302,1.0,0.03842396613480951,0.5990900922420639,0.7866242470078018
silver,metallic,0.43821356237309517,21,13,0.04,0.68,13,0.2,8,0.55,0.08,6,0.12,0.08,2,0.36,0.7730496453900709,0.436,0.0427807486631016,0.15508021390374332,0.6447876447876448,0.17567567567567569,0.6447876447876448,0.1274131274131274,0.0,0.3552123552123552,1.0,0.03777271247150765,0.597650415264461,0.7911756568340595
silver,metallic,0.43821356237309517,21,13,0.04,0.68,13,0.2,8,0.72,0.08,6,0.12,0.08,2,0.36,0.7570093457943925,0.4308510638297872,0.04385026737967915,0.1518716577540107,0.634,0.16,0.634,0.14,0.0,0.366,1.0,0.03809833930315858,0.5973083529000014,0.7824089318486699
silver,metallic,0.43821356237309517,21,13,0.04,0.68,21,0.08,8,0.72,0.14,6,0.04,0.08,2,0.36,0.6934306569343066,0.40948275862068967,0.06096256684491978,0.1946524064171123,0.5171339563862928,0.1526479750778816,0.5171339563862928,0.07165109034267912,0.0,0.48286604361370716,1.0,0.03874959296646044,0.6005781925373008,0.793337280879409
silver,metallic,0.43821356237309517,21,13,0.04,0.68,21,0.14,8,0.55,0.08,4,0.08,0.08,2,0.36,0.7402912621359223,0.42538354253835425,0.05668449197860963,0.17647058823529413,0.5676855895196506,0.18340611353711792,0.5676855895196506,0.0975254730713246,0.0,0.43231441048034935,1.0,0.03972647346141322,0.5987933097267131,0.7963004313638189
silver,metallic,0.43821356237309517,21,13,0.04,0.68,21,0.14,8,0.55,0.14,6,0.04,0.04,2,0.36,0.7178841309823678,0.4178885630498534,0.051336898395721926,0.2192513368983957,0.5135135135135135,0.15615615615615616,0.5135135135135135,0.08708708708708708,0.0,0.4864864864864865,0.9998655913978495,0.03744708563985672,0.5950716213806659,0.7918530662278164
silver,metallic,0.43821356237309517,21,13,0.04,0.68,21,0.14,8,0.72,0.14,4,0.08,0.04,2,0.24,0.7073791348600509,0.4143070044709389,0.05668449197860963,0.22566844919786097,0.521669341894061,0.13643659711075443,0.521669341894061,0.15890850722311398,0.0,0.478330658105939,1.0,0.0348420709866493,0.6028212521367973,0.7648769009726178
silver,metallic,0.43821356237309517,21,13,0.04,0.78,13,0.08,13,0.55,0.14,6,0.12,0.08,2,0.36,0.8186046511627907,0.45012787723785164,0.05026737967914439,0.11336898395721925,0.36278195488721804,0.10150375939849623,0.36278195488721804,0.07142857142857142,0.0,0.6372180451127819,0.9998655913978495,0.04265711494627157,0.5937307125614346,0.7624540927653435
silver,metallic,0.43821356237309517,21,13,0.04,0.78,13,0.14,13,0.55,0.14,4,0.08,0.08,2,0.36,0.7795454545454545,0.438058748403576,0.05561497326203209,0.10695187165775401,0.359375,0.08203125,0.359375,0.056640625,0.0,0.640625,1.0,0.045587756431129924,0.5931220827984398,0.7566153921209474
silver,metallic,0.43821356237309517,21,13,0.04,0.78,13,0.2,13,0.72,0.14,4,0.08,0.08,2,0.36,0.7914691943127962,0.4417989417989418,0.059893048128342244,0.13155080213903744,0.3793103448275862,0.09770114942528736,0.3793103448275862,0.07088122605363985,0.0,0.6206896551724138,1.0,0.04265711494627157,0.5964901011227528,0.7665897372421218
