prime_cutoff,coupling,prime,length,coefficient_real,coefficient_imag,coefficient_abs,target,relative_complex_error
29,dft,19,2.9444389791664403,0.003934350253816299,0.0029782252123801835,0.004934464239951625,-0.2150185284112772,1.0183919239304584
29,dft,23,3.1354942159291497,-0.0015647329712089257,-0.005158233321035545,0.00539033953155362,-0.20810964733659634,0.9927906638983961
29,dft,29,3.367295829986474,0.012906696653408954,0.0002534549686337644,0.012909185021690682,-0.1990363509339811,1.0648466882635783
29,haar,2,0.6931471805599453,-0.03415511684039461,0.0032832113219314293,0.034312555762657286,-0.1560129290391036,0.7813585364808517
29,haar,3,1.0986122886681098,0.022927934499393045,0.07107211790912364,0.07467888673846733,-0.20189889986939863,1.167876728200576
29,haar,5,1.6094379124341003,0.04038433166342078,-0.011636529810291124,0.042027408555928875,-0.22910752440522542,1.1773640768839504
29,haar,7,1.9459101490553132,-0.050589263761497485,0.053238062991787787,0.07344089432358464,-0.23411211608563706,0.8162277163516468
29,haar,11,2.3978952727983707,-0.05028848949398205,-0.005288680442527828,0.050565821623004596,-0.23013570108523154,0.781821137616592
29,haar,13,2.5649493574615367,-0.0725290647297999,0.02006251245187609,0.07525270517703127,-0.22644213759952758,0.6854516457267292
29,haar,17,2.833213344056216,-0.024688616645038797,-0.039029666708022576,0.046182709699464496,-0.21872828371837585,0.9048944713528466
29,haar,19,2.9444389791664403,0.0685967276872176,-0.04396858844121266,0.08147851139353876,-0.2150185284112772,1.3347836837796696
29,haar,23,3.1354942159291497,0.14238082456463724,-0.10897710112636338,0.1792994918386877,-0.20810964733659634,1.7636936284664066
29,haar,29,3.367295829986474,-0.021679890670220303,0.023743824319523887,0.03215255592933662,-0.1990363509339811,0.8990255727145701
53,identity,2,0.6931471805599453,-0.1560129290391036,0.0,0.1560129290391036,-0.1560129290391036,0.0
53,identity,3,1.0986122886681098,-0.20189889986939868,0.0,0.20189889986939868,-0.20189889986939863,1.7503560684860408e-16
53,identity,5,1.6094379124341003,-0.22910752440522542,0.0,0.22910752440522542,-0.22910752440522542,0.0
53,identity,7,1.9459101490553132,-0.23411211608563706,0.0,0.23411211608563706,-0.23411211608563706,0.0
53,identity,11,2.3978952727983707,-0.23013570108523154,0.0,0.23013570108523154,-0.23013570108523154,0.0
53,identity,13,2.5649493574615367,-0.22644213759952758,0.0,0.22644213759952758,-0.22644213759952758,0.0
53,identity,17,2.833213344056216,-0.21872828371837585,0.0,0.21872828371837585,-0.21872828371837585,0.0
53,identity,19,2.9444389791664403,-0.2150185284112772,0.0,0.2150185284112772,-0.2150185284112772,0.0
53,identity,23,3.1354942159291497,-0.20810964733659634,0.0,0.20810964733659634,-0.20810964733659634,0.0
53,identity,29,3.367295829986474,-0.19903635093398103,0.0,0.19903635093398103,-0.1990363509339811,1.7755297610147404e-16
53,identity,31,3.4339872044851463,-0.1963215403858554,0.0,0.1963215403858554,-0.1963215403858554,0.0
53,identity,37,3.6109179126442243,-0.1889586950119591,0.0,0.1889586950119591,-0.18895869501195914,1.8702233553459455e-16
53,identity,41,3.713572066704308,-0.18460780363709903,0.0,0.18460780363709903,-0.18460780363709903,0.0
53,identity,43,3.7612001156935624,-0.18257543342631882,0.0,0.18257543342631882,-0.18257543342631882,0.0
53,identity,47,3.8501476017100584,-0.17876338822837304,0.0,0.17876338822837304,-0.17876338822837304,0.0
53,identity,53,3.970291913552122,-0.17359396854435372,0.0,0.17359396854435372,-0.17359396854435366,2.0357560090963884e-16
53,dft,2,0.6931471805599453,-0.009749339684400945,-0.00011964840450242312,0.009750073847029831,-0.1560129290391036,0.9375097255958218
53,dft,3,1.0986122886681098,-0.010659886789598703,-0.004569521540047569,0.011598004719434271,-0.20189889986939863,0.94747221586196
53,dft,5,1.6094379124341003,-0.006983904509139943,-0.007157453796947357,0.010000203350343502,-0.22910752440522542,0.9700201130366953
53,dft,7,1.9459101490553132,-0.0020174093414693527,-0.005044681126726164,0.005433115875940339,-0.23411211608563706,0.9916168728902192
53,dft,11,2.3978952727983707,-2.1660178282134247e-06,0.0001764941509879534,0.00017650744167368873,-0.23013570108523154,0.9999908821650558
53,dft,13,2.5649493574615367,-0.0021969094589913787,0.005125001800429779,0.005576024984288921,-0.22644213759952758,0.990556737481315
53,dft,17,2.833213344056216,-0.007003004516047853,0.006833200214022199,0.009784410938666653,-0.21872828371837585,0.9684870831891755
53,dft,19,2.9444389791664403,-0.011585783449801898,0.004633249787790089,0.012477875690267171,-0.2150185284112772,0.946362629967722
53,dft,23,3.1354942159291497,-0.013004894248071105,-0.00015960207540945562,0.013005873566430973,-0.20810964733659634,0.9375097255958219
53,dft,29,3.367295829986474,-0.01050874952435873,-0.004504734267663415,0.011433566695829034,-0.1990363509339811,0.9474722158619597
53,dft,31,3.4339872044851463,-0.005984486518727418,-0.006133200375261241,0.008569143815804169,-0.1963215403858554,0.9700201130366951
53,dft,37,3.6109179126442243,-0.0016283097297261385,-0.004071708796604929,0.00438522577529034,-0.18895869501195914,0.9916168728902184
53,dft,41,3.713572066704308,-1.73751309344785e-06,0.00014157819675558042,0.00014158885813619568,-0.18460780363709903,0.9999908821650558
53,dft,43,3.7612001156935624,-0.0017713209251848212,0.004132178908674958,0.00449582921754105,-0.18257543342631882,0.9905567374813177
53,dft,47,3.8501476017100584,-0.005723451918449616,0.0055846733761893835,0.007996654211701485,-0.17876338822837304,0.9684870831891803
53,dft,53,3.970291913552122,-0.009353715433767774,0.0037406274885361922,0.010073940957931906,-0.17359396854435366,0.946362629967722
53,haar,2,0.6931471805599453,-0.016288596152728787,-0.03876579450028921,0.04204884288378629,-0.1560129290391036,0.9294250931049747
53,haar,3,1.0986122886681098,0.033156670605821295,0.024496385786836484,0.041224237073358413,-0.20189889986939863,1.1705292725378729
53,haar,5,1.6094379124341003,-0.01671048183346005,-0.024526225084320303,0.029677869195633654,-0.22910752440522542,0.933223027454437
53,haar,7,1.9459101490553132,0.041744038380063735,-0.06457606620044641,0.07689364776235207,-0.23411211608563706,1.2101627381244278
53,haar,11,2.3978952727983707,-0.010226459963087577,-0.0283946552654663,0.030180075066528683,-0.23013570108523154,0.9634959713205964
53,haar,13,2.5649493574615367,-0.039781346178410976,-0.06726167161880015,0.07814530038794322,-0.22644213759952758,0.8762045693604373
53,haar,17,2.833213344056216,0.04634324450673886,0.07789757628736775,0.09064065700808693,-0.21872828371837585,1.2631222384197094
53,haar,19,2.9444389791664403,0.007575590414929464,-0.0023286849016703774,0.007925423869171841,-0.2150185284112772,1.0352889166935129
53,haar,23,3.1354942159291497,-0.05445945617697129,0.007755246716390002,0.055008873999778746,-0.20810964733659634,0.7392534918509599
53,haar,29,3.367295829986474,-0.004996836327257718,0.042052269472028066,0.0423481019767057,-0.1990363509339811,0.9975264108382306
53,haar,31,3.4339872044851463,-0.04982290104854824,0.054851249733230634,0.07410115428379414,-0.1963215403858554,0.79680777952461
53,haar,37,3.6109179126442243,-0.0060643232400712285,0.045643320595671326,0.04604442128379183,-0.18895869501195914,0.9975923598379371
53,haar,41,3.713572066704308,-0.0031283339010510424,0.008571980675161866,0.009124983599536698,-0.18460780363709903,0.9841501678063371
53,haar,43,3.7612001156935624,0.06202487485914722,-0.014591654404281517,0.06371814089838827,-0.18257543342631882,1.3421036467678427
53,haar,47,3.8501476017100584,-0.021992967480580213,0.026251143449748805,0.034246359675462565,-0.17876338822837304,0.88918150155933
53,haar,53,3.970291913552122,-0.014631527001956643,-0.08800449133139654,0.08921251076450452,-0.17359396854435366,1.0466788391653818
97,identity,2,0.6931471805599453,-0.1560129290391036,0.0,0.1560129290391036,-0.1560129290391036,0.0
97,identity,3,1.0986122886681098,-0.20189889986939868,0.0,0.20189889986939868,-0.20189889986939863,1.7503560684860408e-16
97,identity,5,1.6094379124341003,-0.22910752440522542,0.0,0.22910752440522542,-0.22910752440522542,0.0
97,identity,7,1.9459101490553132,-0.23411211608563706,0.0,0.23411211608563706,-0.23411211608563706,0.0
97,identity,11,2.3978952727983707,-0.23013570108523154,0.0,0.23013570108523154,-0.23013570108523154,0.0
97,identity,13,2.5649493574615367,-0.22644213759952758,0.0,0.22644213759952758,-0.22644213759952758,0.0
97,identity,17,2.833213344056216,-0.21872828371837585,0.0,0.21872828371837585,-0.21872828371837585,0.0
97,identity,19,2.9444389791664403,-0.2150185284112772,0.0,0.2150185284112772,-0.2150185284112772,0.0
97,identity,23,3.1354942159291497,-0.20810964733659634,0.0,0.20810964733659634,-0.20810964733659634,0.0
97,identity,29,3.367295829986474,-0.19903635093398103,0.0,0.19903635093398103,-0.1990363509339811,1.7755297610147404e-16
97,identity,31,3.4339872044851463,-0.1963215403858554,0.0,0.1963215403858554,-0.1963215403858554,0.0
97,identity,37,3.6109179126442243,-0.1889586950119591,0.0,0.1889586950119591,-0.18895869501195914,1.8702233553459455e-16
97,identity,41,3.713572066704308,-0.18460780363709903,0.0,0.18460780363709903,-0.18460780363709903,0.0
97,identity,43,3.7612001156935624,-0.18257543342631882,0.0,0.18257543342631882,-0.18257543342631882,0.0
97,identity,47,3.8501476017100584,-0.17876338822837304,0.0,0.17876338822837304,-0.17876338822837304,0.0
97,identity,53,3.970291913552122,-0.17359396854435372,0.0,0.17359396854435372,-0.17359396854435366,2.0357560090963884e-16
97,identity,59,4.07753744390572,-0.1689748537892184,0.0,0.1689748537892184,-0.16897485378921837,2.0914056540500832e-16
97,identity,61,4.110873864173311,-0.1675403279177532,0.0,0.1675403279177532,-0.16754032791775322,2.1093128382829812e-16
97,identity,67,4.204692619390966,-0.16351100147025147,0.0,0.16351100147025147,-0.16351100147025144,2.1612916649608602e-16
97,identity,71,4.2626798770413155,-0.16102884271275783,0.0,0.16102884271275783,-0.16102884271275783,0.0
97,identity,73,4.290459441148391,-0.15984258634443746,0.0,0.15984258634443746,-0.1598425863444375,2.2108936841496217e-16
97,identity,79,4.3694478524670215,-0.15648155106679665,0.0,0.15648155106679665,-0.15648155106679665,0.0
97,identity,83,4.418840607796598,-0.15439008898017337,0.0,0.15439008898017337,-0.15439008898017337,0.0
97,identity,89,4.48863636973214,-0.15145009428891956,0.0,0.15145009428891956,-0.15145009428891956,0.0
97,identity,97,4.574710978503383,-0.14785224441209735,0.0,0.14785224441209735,-0.14785224441209735,0.0
97,dft,2,0.6931471805599453,-0.007800165278758069,-6.126361452909406e-05,0.007800405861646439,-0.1560129290391036,0.9500031653455262
97,dft,3,1.0986122886681098,0.004085187462064291,0.008861456631324208,0.00975777486054311,-0.20189889986939863,1.0211774791359496
97,dft,5,1.6094379124341003,0.006310225986757015,0.007750901598054694,0.009994770011694633,-0.22910752440522542,1.028099412758454
97,dft,7,1.9459101490553132,-0.006219581391299666,0.0057493219002117315,0.008469822607071256,-0.23411211608563706,0.973743048993336
97,dft,11,2.3978952727983707,0.004954183092484931,-0.0035403115211899466,0.00608914901943891,-0.23013570108523154,1.0216430524829987
97,dft,13,2.5649493574615367,-0.001029464167733886,-0.0032551354600908367,0.003414045010861574,-0.22644213759952758,0.9955575315994903
97,dft,17,2.833213344056216,0.00011724107551866795,-0.0005894106890542964,0.0006009579271132336,-0.21872828371837585,1.0005396412112202
97,dft,19,2.9444389791664403,-0.0013242004248082198,-0.001626526088024506,0.002097401697359515,-0.2150185284112772,0.9938702473499045
97,dft,23,3.1354942159291497,-0.0008787351955103086,0.004417700151509613,0.004504248014094761,-0.20810964733659634,0.9960037758701034
97,dft,29,3.367295829986474,0.0019309150212093926,0.006105496580610486,0.006403555365184126,-0.1990363509339811,1.0101671770064928
97,dft,31,3.4339872044851463,-0.006497837672108029,0.004643423374538316,0.007986443203847072,-0.1963215403858554,0.9671913077891267
97,dft,37,3.6109179126442243,0.006470492071171629,-0.005981261346940907,0.008811512636517312,-0.18895869501195914,1.0347271725705915
97,dft,41,3.713572066704308,-0.0057872381578769165,-0.007108511419456481,0.009166409334986617,-0.18460780363709903,0.9694162200847423
97,dft,43,3.7612001156935624,-0.0037878337289709474,-0.008216446522378134,0.009047523297202925,-0.18257543342631882,0.9802868665663662
97,dft,47,3.8501476017100584,0.008284145761475448,6.506486651147397e-05,0.008284401271922176,-0.17876338822837304,1.046341463764187
97,dft,53,3.970291913552122,-0.005615939887837664,-0.00414799756364517,0.006981737936345963,-0.17359396854435366,0.9679439726269925
97,dft,59,4.07753744390572,-0.005297163512616486,0.000626960617690592,0.005334137315023901,-0.16897485378921837,0.9686582788804793
97,dft,61,4.110873864173311,-0.002214229691239783,-0.002719756231917285,0.0035071194856492603,-0.16754032791775322,0.9869174182148921
97,dft,67,4.204692619390966,0.0012815443370426767,0.0007176993131464017,0.001468825446367597,-0.16351100147025144,1.0078472223204178
97,dft,71,4.2626798770413155,-0.00017996433953274904,0.0005394206378643416,0.00056864909043929,-0.16102884271275783,0.9988880262556897
97,dft,73,4.290459441148391,-0.00080047305679722,0.002399318042740091,0.002529324847637493,-0.1598425863444375,0.9951053346763079
97,dft,79,4.3694478524670215,-0.0037029643616008764,-0.0020737596836161347,0.004244104651004482,-0.15648155106679665,0.9764260338452907
97,dft,83,4.418840607796598,0.0035788901677520483,0.004395979728572782,0.005668605878596175,-0.15439008898017337,1.0235769295851769
97,dft,89,4.48863636973214,0.00661808970754688,-0.000783302535610535,0.0066642834753206474,-0.15145009428891956,1.0437109698993126
97,dft,97,4.574710978503383,0.005771055749366408,0.004262567916703333,0.007174578015939591,-0.14785224441209735,1.0394324812851539
97,haar,2,0.6931471805599453,0.007881236393905727,-0.03334372392511697,0.03426248403561893,-0.1560129290391036,1.0720368628952595
97,haar,3,1.0986122886681098,0.004390631514083428,-0.033636821702778125,0.03392216707931479,-0.20189889986939863,1.0352403648563848
97,haar,5,1.6094379124341003,0.03616428027113195,-0.025889694287541905,0.04447618956061056,-0.22910752440522542,1.163349774482583
97,haar,7,1.9459101490553132,0.04607307707292931,-0.02071840953632788,0.05051713496115042,-0.23411211608563706,1.2000667425699845
97,haar,11,2.3978952727983707,-0.07543632961043696,0.04121588534577745,0.08596155553461536,-0.23013570108523154,0.6956579766380049
97,haar,13,2.5649493574615367,-0.018539437580386637,-0.03326144753739101,0.038079320346871566,-0.22644213759952758,0.929802944366477
97,haar,17,2.833213344056216,0.02391896735836435,-0.028685051398617253,0.03734901837039112,-0.21872828371837585,1.117079582472668
97,haar,19,2.9444389791664403,0.06836186691368341,-0.00229936626008119,0.06840052582489525,-0.2150185284112772,1.3179781568880673
97,haar,23,3.1354942159291497,0.04383229874732374,-0.0626974439053612,0.07649993389370054,-0.20810964733659634,1.2475447770895922
97,haar,29,3.367295829986474,0.06499200958230572,0.0404222953203829,0.07653707120418685,-0.1990363509339811,1.3419896886156122
97,haar,31,3.4339872044851463,0.07739719827775514,-0.021138108398651698,0.08023182615346165,-0.1963215403858554,1.3983882101635965
97,haar,37,3.6109179126442243,-0.0973743131741385,-0.12696529047650965,0.160006068172178,-0.18895869501195914,0.8284876271362669
97,haar,41,3.713572066704308,-0.055394954710711285,-0.044811413057539676,0.0712507105060377,-0.18460780363709903,0.7408281211263417
97,haar,43,3.7612001156935624,0.03144633495303814,-0.056735241175896366,0.06486724576599344,-0.18257543342631882,1.212726699719034
97,haar,47,3.8501476017100584,-0.03215211850853679,-0.04439797458032233,0.0548173227312493,-0.17876338822837304,0.8569221483372053
97,haar,53,3.970291913552122,-0.04034279352459918,-0.09138032805597741,0.09988946563570401,-0.17359396854435366,0.9307596152629526
97,haar,59,4.07753744390572,-0.03242304402111698,0.106248389557508,0.11108543589129613,-0.16897485378921837,1.0239255990305927
97,haar,61,4.110873864173311,-0.07265062421459034,-0.13776972824604938,0.15575176153019882,-0.16754032791775322,0.9984810638555645
97,haar,67,4.204692619390966,-0.031025640044261466,0.05972870680741482,0.06730608261548285,-0.16351100147025144,0.8887893487289046
97,haar,71,4.2626798770413155,0.018229412350099686,-0.0050455326983279095,0.018914779270186134,-0.16102884271275783,1.1136467578897473
97,haar,73,4.290459441148391,0.02401228220115705,-0.04280138247694753,0.049076960362740014,-0.1598425863444375,1.1809819759157847
97,haar,79,4.3694478524670215,0.09872042473656845,-0.04596957078095965,0.10889868547394929,-0.15648155106679665,1.6571230053551167
97,haar,83,4.418840607796598,1.4844025209586784e-05,0.06557111330004482,0.06557111498024416,-0.15439008898017337,1.0865410384948668
97,haar,89,4.48863636973214,0.08342686540369146,0.007690930342808352,0.08378061995845805,-0.15145009428891956,1.551685028156807
97,haar,97,4.574710978503383,0.017665782903100297,-0.004918569300342687,0.018337726400558613,-0.14785224441209735,1.1199768558052763
193,identity,2,0.6931471805599453,-0.1560129290391036,0.0,0.1560129290391036,-0.1560129290391036,0.0
193,identity,3,1.0986122886681098,-0.20189889986939868,0.0,0.20189889986939868,-0.20189889986939863,1.7503560684860408e-16
193,identity,5,1.6094379124341003,-0.22910752440522542,0.0,0.22910752440522542,-0.22910752440522542,0.0
193,identity,7,1.9459101490553132,-0.23411211608563706,0.0,0.23411211608563706,-0.23411211608563706,0.0
193,identity,11,2.3978952727983707,-0.23013570108523154,0.0,0.23013570108523154,-0.23013570108523154,0.0
193,identity,13,2.5649493574615367,-0.22644213759952758,0.0,0.22644213759952758,-0.22644213759952758,0.0
193,identity,17,2.833213344056216,-0.21872828371837585,0.0,0.21872828371837585,-0.21872828371837585,0.0
193,identity,19,2.9444389791664403,-0.2150185284112772,0.0,0.2150185284112772,-0.2150185284112772,0.0
193,identity,23,3.1354942159291497,-0.20810964733659634,0.0,0.20810964733659634,-0.20810964733659634,0.0
193,identity,29,3.367295829986474,-0.19903635093398103,0.0,0.19903635093398103,-0.1990363509339811,1.7755297610147404e-16
193,identity,31,3.4339872044851463,-0.1963215403858554,0.0,0.1963215403858554,-0.1963215403858554,0.0
193,identity,37,3.6109179126442243,-0.1889586950119591,0.0,0.1889586950119591,-0.18895869501195914,1.8702233553459455e-16
193,identity,41,3.713572066704308,-0.18460780363709903,0.0,0.18460780363709903,-0.18460780363709903,0.0
193,identity,43,3.7612001156935624,-0.18257543342631882,0.0,0.18257543342631882,-0.18257543342631882,0.0
193,identity,47,3.8501476017100584,-0.17876338822837304,0.0,0.17876338822837304,-0.17876338822837304,0.0
193,identity,53,3.970291913552122,-0.17359396854435372,0.0,0.17359396854435372,-0.17359396854435366,2.0357560090963884e-16
193,identity,59,4.07753744390572,-0.1689748537892184,0.0,0.1689748537892184,-0.16897485378921837,2.0914056540500832e-16
193,identity,61,4.110873864173311,-0.1675403279177532,0.0,0.1675403279177532,-0.16754032791775322,2.1093128382829812e-16
193,identity,67,4.204692619390966,-0.16351100147025147,0.0,0.16351100147025147,-0.16351100147025144,2.1612916649608602e-16
193,identity,71,4.2626798770413155,-0.16102884271275783,0.0,0.16102884271275783,-0.16102884271275783,0.0
193,identity,73,4.290459441148391,-0.15984258634443746,0.0,0.15984258634443746,-0.1598425863444375,2.2108936841496217e-16
193,identity,79,4.3694478524670215,-0.15648155106679665,0.0,0.15648155106679665,-0.15648155106679665,0.0
193,identity,83,4.418840607796598,-0.15439008898017337,0.0,0.15439008898017337,-0.15439008898017337,0.0
193,identity,89,4.48863636973214,-0.15145009428891956,0.0,0.15145009428891956,-0.15145009428891956,0.0
193,identity,97,4.574710978503383,-0.14785224441209735,0.0,0.14785224441209735,-0.14785224441209735,0.0
193,identity,101,4.61512051684126,-0.14617479278578102,0.0,0.14617479278578102,-0.14617479278578105,1.2088095282096867e-16
193,identity,103,4.634728988229636,-0.145363663339395,0.0,0.145363663339395,-0.145363663339395,0.0
193,identity,107,4.672828834461906,-0.14379312149769535,0.0,0.14379312149769535,-0.14379312149769535,0.0
193,identity,109,4.6913478822291435,-0.14303243005044233,0.0,0.14303243005044233,-0.14303243005044233,0.0
193,identity,113,4.727387818712341,-0.1415572566011542,0.0,0.1415572566011542,-0.1415572566011542,0.0
193,identity,127,4.844187086458591,-0.13682617124428062,0.0,0.13682617124428062,-0.13682617124428062,0.0
193,identity,131,4.875197323201151,-0.1355834491603077,0.0,0.1355834491603077,-0.1355834491603077,0.0
193,identity,137,4.919980925828125,-0.13379912176069506,0.0,0.13379912176069506,-0.13379912176069506,0.0
193,identity,139,4.9344739331306915,-0.13322434272608066,0.0,0.13322434272608066,-0.13322434272608066,0.0
193,identity,149,5.003946305945459,-0.1304877173592069,0.0,0.1304877173592069,-0.1304877173592069,0.0
193,identity,151,5.017279836814924,-0.1299660674008681,0.0,0.1299660674008681,-0.1299660674008681,1.359566276315201e-16
193,identity,157,5.056245805348308,-0.12844833518699136,0.0,0.12844833518699136,-0.12844833518699136,0.0
193,identity,163,5.093750200806762,-0.1269971480819201,0.0,0.1269971480819201,-0.1269971480819201,0.0
193,identity,167,5.117993812416755,-0.12606416403121523,0.0,0.12606416403121523,-0.12606416403121523,0.0
193,identity,173,5.153291594497779,-0.12471301914388024,0.0,0.12471301914388024,-0.12471301914388024,0.0
193,identity,179,5.187385805840755,-0.12341619740224037,0.0,0.12341619740224037,-0.12341619740224036,1.4317203578038708e-16
193,identity,181,5.198497031265826,-0.12299533512748329,0.0,0.12299533512748329,-0.12299533512748329,0.0
193,identity,191,5.25227342804663,-0.12097086069526267,0.0,0.12097086069526267,-0.12097086069526267,0.0
193,identity,193,5.262690188904886,-0.12058110986972632,0.0,0.12058110986972632,-0.12058110986972632,0.0
193,dft,2,0.6931471805599453,-0.005879841409144456,-2.6238905103189214e-05,0.005879899954661719,-0.1560129290391036,0.9623118471497237
193,dft,3,1.0986122886681098,0.005710459999764207,-0.004903697128588041,0.007526991360286633,-0.20189889986939863,1.0285705576751407
193,dft,5,1.6094379124341003,0.008274023271884187,3.6922987602167536e-05,0.00827410565624434,-0.22910752440522542,1.0361141615270655
193,dft,7,1.9459101490553132,0.004360363849857037,-0.006718746643882903,0.00800963977765716,-0.23411211608563706,1.019029311500019
193,dft,11,2.3978952727983707,-0.006138174749091137,0.0039061712023105385,0.007275669227785181,-0.23013570108523154,0.9734760034613957
193,dft,13,2.5649493574615367,-0.0017825576291792843,-0.006172599290246735,0.006424834137882454,-0.22644213759952758,0.992502382731088
193,dft,17,2.833213344056216,-0.0007405828736349135,-0.0053192687084225206,0.005370575628843181,-0.21872828371837585,0.9969108112482953
193,dft,19,2.9444389791664403,-0.0043092230672008265,0.0005999578094613585,0.004350787608701369,-0.2150185284112772,0.9799628015156608
193,dft,23,3.1354942159291497,0.0030997402977624585,-0.0008951602811771093,0.003226406955510972,-0.20810964733659634,1.0149038609689998
193,dft,29,3.367295829986474,0.0011173932856838177,0.0017558767641652007,0.0020812666734050527,-0.1990363509339811,1.0056527110233409
193,dft,31,3.4339872044851463,0.0008558737983791618,0.0005554490098075154,0.001020315422429811,-0.1963215403858554,1.004363536193753
193,dft,37,3.6109179126442243,-1.4181824140277767e-07,3.177986143438725e-05,3.178017786612355e-05,-0.18895869501195914,0.999999263617879
193,dft,41,3.713572066704308,-0.0006650989599168625,-0.0007745219386303083,0.0010209019834940781,-0.18460780363709903,0.9964060655827324
193,dft,43,3.7612001156935624,8.782440681336816e-06,-0.001968045472502382,0.0019680650683098475,-0.18257543342631882,1.0001061958489088
193,dft,47,3.8501476017100584,-0.002370655915008575,-0.0015385194441977846,0.0028261372131479757,-0.17876338822837304,0.9867761151393646
193,dft,53,3.970291913552122,0.001912213478853221,0.003004860740313847,0.003561705835324897,-0.17359396854435366,1.0111636071617138
193,dft,59,4.07753744390572,-0.00402733194030301,0.0011630353661169484,0.004191903364847953,-0.16897485378921837,0.9761903522699288
193,dft,61,4.110873864173311,-0.0047447550944094185,0.0006605953854049194,0.004790520553044565,-0.16754032791775322,0.9716879221272847
193,dft,67,4.204692619390966,0.0007169349929881312,0.005149416776891258,0.005199085393249475,-0.16351100147025144,1.0048782400913248
193,dft,71,4.2626798770413155,-0.001534774519804365,-0.0053145816755416336,0.005531754804096404,-0.16102884271275783,0.9910186638484452
193,dft,73,4.290459441148391,0.004882909040586997,-0.003107353481695296,0.005787784235685545,-0.1598425863444375,1.0307315768441925
193,dft,79,4.3694478524670215,0.0031799306692711676,-0.0048998545184824865,0.005841278401485809,-0.15648155106679665,1.0208018058421453
193,dft,83,4.418840607796598,-0.005818679541101288,-2.596596909373617e-05,0.005818737477630493,-0.15439008898017337,0.9623118471497237
193,dft,89,4.48863636973214,0.004283578097536907,-0.0036784023735117904,0.005646209820681045,-0.15145009428891956,1.0285705576751394
193,dft,97,4.574710978503383,0.005339557983710042,2.3827879950875655e-05,0.0053396111496310855,-0.14785224441209735,1.0361141615270641
193,dft,101,4.61512051684126,0.002722521554545691,-0.0041950472913182026,0.0050010544279543755,-0.14617479278578105,1.0190293115000186
193,dft,103,4.634728988229636,-0.003877136678653889,0.00246730669305568,0.004595627393790827,-0.145363663339395,0.9734760034613952
193,dft,107,4.672828834461906,-0.0011319427049512707,-0.003919664993044216,0.004079836754698491,-0.14379312149769535,0.9925023827310838
193,dft,109,4.6913478822291435,-0.0004842874742537372,-0.003478415852412128,0.0035119668563400558,-0.14303243005044233,0.9969108112482925
193,dft,113,4.727387818712341,-0.002836973166836278,0.00039498168930498335,0.0028643371456997303,-0.1415572566011542,0.9799628015156588
193,dft,127,4.844187086458591,0.0020379910408884682,-0.0005885424125747512,0.0021212707639858166,-0.13682617124428062,1.0149038609689998
193,dft,131,4.875197323201151,0.0007611676712849096,0.0011961022540287773,0.0014177576753105635,-0.1355834491603077,1.0056527110233366
193,dft,137,4.919980925828125,0.000583304115972458,0.0003785554532071138,0.0006953761017343448,-0.13379912176069506,1.004363536193753
193,dft,139,4.9344739331306915,-9.998821168217362e-08,2.2406225609543632e-05,2.240644870808947e-05,-0.13322434272608066,0.9999992636178792
193,dft,149,5.003946305945459,-0.00047011688231859625,-0.0005474611464159525,0.000721611799983915,-0.1304877173592069,0.9964060655827313
