anchor,family,alpha,offset,window_width,beta,length,max_alignment_age,alignment_factor,center_share,write_count,witness_expired,release_count,delayed_retention,witness_conversion,pollution,mean_alignment_latency,return_interval_diversity,phase_lock_resistance,composite_score
golden,phi,0.6180339887498948,-1.3877787807814457e-17,0.18,0.0,4096,4,0.14,0.0,0.0,0.0,4096.0,0.0,0.0,0.0,4.0,0.0,0.6511209733389376,0.42138113093523877
golden,phi,0.6240339887498948,0.0059999999999999845,0.18,0.0,4096,4,0.14,0.01025390625,0.0,41.0,4054.0,0.0,0.0,0.0,4.0,0.0,0.39209783974273893,0.33331326551253126
golden,phi,0.6300339887498948,0.011999999999999983,0.18,0.0,4096,4,0.14,0.0126953125,0.0,52.0,4044.0,0.0,0.0,0.0,4.0,0.0,0.6628919150471184,0.42538325111602027
golden,phi,0.6360339887498948,0.01799999999999998,0.18,0.0,4096,4,0.14,0.01220703125,0.0,50.0,4046.0,0.0,0.0,0.0,4.0,0.0,0.7231810953261204,0.445881572410881
golden,phi,0.6420339887498948,0.02399999999999998,0.18,0.0,4096,4,0.14,0.01171875,0.0,48.0,4048.0,0.0,0.0,0.0,4.0,0.0,0.6144405981833743,0.4089098033823473
golden,phi,0.6480339887498948,0.029999999999999978,0.18,0.0,4096,4,0.14,0.011474609375,0.0,47.0,4049.0,0.0,0.0,0.0,4.0,0.0,0.6757887274690076,0.42976816733946266
golden,phi,0.6540339887498947,0.035999999999999976,0.18,0.0,4096,4,0.14,0.010986328125,0.0,45.0,4051.0,0.0,0.0,0.0,4.0,0.0,0.635016351327464,0.4159055594513378
golden,phi,0.6600339887498947,0.041999999999999975,0.18,0.0,4096,4,0.14,0.019287109375,0.0,79.0,4017.0,0.0,0.0,0.0,4.0,0.0,0.6559285548498581,0.42301570864895177
golden,phi,0.6660339887498947,0.04799999999999997,0.18,0.0,4096,4,0.14,0.01220703125,0.0,49.0,4046.0,0.0,0.0,0.0,4.0,0.0,0.6783952140639726,0.4306543727817507
golden,phi,0.5700339887498947,-0.048,0.18,0.0,4096,4,0.2,0.008544921875,0.0,35.0,4061.0,0.0,0.0,0.0,4.0,0.0,0.6988041585754612,0.43759341391565687
golden,phi,0.5760339887498948,-0.042,0.18,0.0,4096,4,0.2,0.0087890625,0.0,36.0,4060.0,0.0,0.0,0.0,4.0,0.0,0.7645648973359614,0.4599520650942269
golden,phi,0.5820339887498948,-0.036000000000000004,0.18,0.0,4096,4,0.2,0.008056640625,0.0,33.0,4063.0,0.0,0.0,0.0,4.0,0.0,0.686435406015248,0.43338803804518433
golden,phi,0.5880339887498948,-0.030000000000000006,0.18,0.0,4096,4,0.2,0.01171875,0.0,48.0,4048.0,0.0,0.0,0.0,4.0,0.0,0.6819374250424112,0.43185872451441987
golden,phi,0.5940339887498948,-0.024000000000000007,0.18,0.0,4096,4,0.2,0.0087890625,0.0,36.0,4060.0,0.0,0.0,0.0,4.0,0.0,0.5326843039680578,0.3811126633491397
golden,phi,0.6000339887498948,-0.01800000000000001,0.18,0.0,4096,4,0.2,0.009521484375,0.0,39.0,4057.0,0.0,0.0,0.0,4.0,0.0,0.6124261500252368,0.4082248910085805
golden,phi,0.6060339887498948,-0.01200000000000001,0.18,0.0,4096,4,0.2,0.008056640625,0.0,33.0,4063.0,0.0,0.0,0.0,4.0,0.0,0.7196547810366118,0.4446826255524481
golden,phi,0.6120339887498948,-0.006000000000000012,0.18,0.0,4096,4,0.2,0.008056640625,0.0,32.0,4063.0,0.0,0.0,0.0,4.0,0.0,0.7067495158516779,0.4402948353895705
golden,phi,0.6180339887498948,-1.3877787807814457e-17,0.18,0.0,4096,4,0.2,0.0,0.0,0.0,4096.0,0.0,0.0,0.0,4.0,0.0,0.6511209733389376,0.42138113093523877
golden,phi,0.6240339887498948,0.0059999999999999845,0.18,0.0,4096,4,0.2,0.007080078125,0.0,28.0,4067.0,0.0,0.0,0.0,4.0,0.0,0.3814766189417156,0.3297020504401833
golden,phi,0.6300339887498948,0.011999999999999983,0.18,0.0,4096,4,0.2,0.008544921875,0.0,35.0,4061.0,0.0,0.0,0.0,4.0,0.0,0.6553973026080842,0.42283508288674865
golden,phi,0.6360339887498948,0.01799999999999998,0.18,0.0,4096,4,0.2,0.0087890625,0.0,36.0,4060.0,0.0,0.0,0.0,4.0,0.0,0.7188476483007302,0.44440820042224827
golden,phi,0.6420339887498948,0.02399999999999998,0.18,0.0,4096,4,0.2,0.007568359375,0.0,31.0,4065.0,0.0,0.0,0.0,4.0,0.0,0.6087787512629228,0.4069847754293938
golden,phi,0.6480339887498948,0.029999999999999978,0.18,0.0,4096,4,0.2,0.008056640625,0.0,33.0,4063.0,0.0,0.0,0.0,4.0,0.0,0.673906614564884,0.4291282489520606
golden,phi,0.6540339887498947,0.035999999999999976,0.18,0.0,4096,4,0.2,0.007568359375,0.0,31.0,4065.0,0.0,0.0,0.0,4.0,0.0,0.6310901696441502,0.41457065767901113
golden,phi,0.6600339887498947,0.041999999999999975,0.18,0.0,4096,4,0.2,0.013916015625,0.0,57.0,4039.0,0.0,0.0,0.0,4.0,0.0,0.6567522690163357,0.42329577146555414
golden,phi,0.6660339887498947,0.04799999999999997,0.18,0.0,4096,4,0.2,0.008544921875,0.0,34.0,4061.0,0.0,0.0,0.0,4.0,0.0,0.6756796117944439,0.42973106801011096
golden,phi,0.5700339887498947,-0.048,0.18,0.0,4096,8,0.1,0.01513671875,0.0,62.0,4034.0,0.0,0.0,0.0,8.0,0.0,0.7029868207961354,0.43901551907068603
golden,phi,0.5760339887498948,-0.042,0.18,0.0,4096,8,0.1,0.015869140625,0.0,65.0,4031.0,0.0,0.0,0.0,8.0,0.0,0.7751698541278311,0.4635577504034626
golden,phi,0.5820339887498948,-0.036000000000000004,0.18,0.0,4096,8,0.1,0.01513671875,0.0,62.0,4034.0,0.0,0.0,0.0,8.0,0.0,0.701666291883235,0.4385665392403
golden,phi,0.5880339887498948,-0.030000000000000006,0.18,0.0,4096,8,0.1,0.014404296875,0.0,59.0,4037.0,0.0,0.0,0.0,8.0,0.0,0.671502401414052,0.42831081648077773
golden,phi,0.5940339887498948,-0.024000000000000007,0.18,0.0,4096,8,0.1,0.014892578125,0.0,61.0,4035.0,0.0,0.0,0.0,8.0,0.0,0.5566799135465188,0.3892711706058164
golden,phi,0.6000339887498948,-0.01800000000000001,0.18,0.0,4096,8,0.1,0.015625,0.0,64.0,4032.0,0.0,0.0,0.0,8.0,0.0,0.6276611931999854,0.4134048056879951
golden,phi,0.6060339887498948,-0.01200000000000001,0.18,0.0,4096,8,0.1,0.014892578125,0.0,61.0,4035.0,0.0,0.0,0.0,8.0,0.0,0.7293448460422682,0.4479772476543712
golden,phi,0.6120339887498948,-0.006000000000000012,0.18,0.0,4096,8,0.1,0.014892578125,0.0,60.0,4035.0,0.0,0.0,0.0,8.0,0.0,0.7280384720988989,0.44753308051362567
golden,phi,0.6180339887498948,-1.3877787807814457e-17,0.18,0.0,4096,8,0.1,0.004150390625,0.0,17.0,4079.0,0.0,0.0,0.0,8.0,0.0,0.6485501567974425,0.4205070533111305
golden,phi,0.6240339887498948,0.0059999999999999845,0.18,0.0,4096,8,0.1,0.01318359375,0.0,53.0,4042.0,0.0,0.0,0.0,8.0,0.0,0.3930210185097772,0.33362714629332424
golden,phi,0.6300339887498948,0.011999999999999983,0.18,0.0,4096,8,0.1,0.014404296875,0.0,59.0,4037.0,0.0,0.0,0.0,8.0,0.0,0.6687226512818627,0.42736570143583336
golden,phi,0.6360339887498948,0.01799999999999998,0.18,0.0,4096,8,0.1,0.014892578125,0.0,61.0,4035.0,0.0,0.0,0.0,8.0,0.0,0.731325988263203,0.4486508360094891
golden,phi,0.6420339887498948,0.02399999999999998,0.18,0.0,4096,8,0.1,0.014892578125,0.0,61.0,4035.0,0.0,0.0,0.0,8.0,0.0,0.6161738031091846,0.4094990930571228
golden,phi,0.6480339887498948,0.029999999999999978,0.18,0.0,4096,8,0.1,0.0146484375,0.0,60.0,4036.0,0.0,0.0,0.0,8.0,0.0,0.67922931771905,0.43093796802447704
golden,phi,0.6540339887498947,0.035999999999999976,0.18,0.0,4096,8,0.1,0.014404296875,0.0,59.0,4037.0,0.0,0.0,0.0,8.0,0.0,0.6363924746003626,0.41637344136412335
golden,phi,0.6600339887498947,0.041999999999999975,0.18,0.0,4096,8,0.1,0.021484375,0.0,88.0,4008.0,0.0,0.0,0.0,8.0,0.0,0.6635837217650338,0.4256184654001115
golden,phi,0.6660339887498947,0.04799999999999997,0.18,0.0,4096,8,0.1,0.0146484375,0.0,59.0,4036.0,0.0,0.0,0.0,8.0,0.0,0.6795037744886998,0.4310312833261579
golden,phi,0.5700339887498947,-0.048,0.18,0.0,4096,8,0.14,0.011962890625,0.0,49.0,4047.0,0.0,0.0,0.0,8.0,0.0,0.7000102103119031,0.4380034715060471
golden,phi,0.5760339887498948,-0.042,0.18,0.0,4096,8,0.14,0.01318359375,0.0,54.0,4042.0,0.0,0.0,0.0,8.0,0.0,0.767221142395217,0.4608551884143738
golden,phi,0.5820339887498948,-0.036000000000000004,0.18,0.0,4096,8,0.14,0.01220703125,0.0,50.0,4046.0,0.0,0.0,0.0,8.0,0.0,0.6963008673398785,0.4367422948955587
golden,phi,0.5880339887498948,-0.030000000000000006,0.18,0.0,4096,8,0.14,0.01318359375,0.0,54.0,4042.0,0.0,0.0,0.0,8.0,0.0,0.6737616823623322,0.429078972003193
golden,phi,0.5940339887498948,-0.024000000000000007,0.18,0.0,4096,8,0.14,0.011962890625,0.0,49.0,4047.0,0.0,0.0,0.0,8.0,0.0,0.5440157017813589,0.38496533860566207
golden,phi,0.6000339887498948,-0.01800000000000001,0.18,0.0,4096,8,0.14,0.012939453125,0.0,53.0,4043.0,0.0,0.0,0.0,8.0,0.0,0.6192874177977159,0.41055772205122343
golden,phi,0.6060339887498948,-0.01200000000000001,0.18,0.0,4096,8,0.14,0.0126953125,0.0,52.0,4044.0,0.0,0.0,0.0,8.0,0.0,0.7234250278471617,0.445964509468035
golden,phi,0.6120339887498948,-0.006000000000000012,0.18,0.0,4096,8,0.14,0.0126953125,0.0,51.0,4044.0,0.0,0.0,0.0,8.0,0.0,0.7175140526721402,0.44395477790852766
golden,phi,0.6180339887498948,-1.3877787807814457e-17,0.18,0.0,4096,8,0.14,0.0,0.0,0.0,4096.0,0.0,0.0,0.0,8.0,0.0,0.6511209733389376,0.42138113093523877
golden,phi,0.6240339887498948,0.0059999999999999845,0.18,0.0,4096,8,0.14,0.01025390625,0.0,41.0,4054.0,0.0,0.0,0.0,8.0,0.0,0.39209783974273893,0.33331326551253126
golden,phi,0.6300339887498948,0.011999999999999983,0.18,0.0,4096,8,0.14,0.0126953125,0.0,52.0,4044.0,0.0,0.0,0.0,8.0,0.0,0.6628919150471184,0.42538325111602027
golden,phi,0.6360339887498948,0.01799999999999998,0.18,0.0,4096,8,0.14,0.01220703125,0.0,50.0,4046.0,0.0,0.0,0.0,8.0,0.0,0.7231810953261204,0.445881572410881
golden,phi,0.6420339887498948,0.02399999999999998,0.18,0.0,4096,8,0.14,0.01171875,0.0,48.0,4048.0,0.0,0.0,0.0,8.0,0.0,0.6144405981833743,0.4089098033823473
golden,phi,0.6480339887498948,0.029999999999999978,0.18,0.0,4096,8,0.14,0.011474609375,0.0,47.0,4049.0,0.0,0.0,0.0,8.0,0.0,0.6757887274690076,0.42976816733946266
golden,phi,0.6540339887498947,0.035999999999999976,0.18,0.0,4096,8,0.14,0.010986328125,0.0,45.0,4051.0,0.0,0.0,0.0,8.0,0.0,0.635016351327464,0.4159055594513378
golden,phi,0.6600339887498947,0.041999999999999975,0.18,0.0,4096,8,0.14,0.019287109375,0.0,79.0,4017.0,0.0,0.0,0.0,8.0,0.0,0.6559285548498581,0.42301570864895177
golden,phi,0.6660339887498947,0.04799999999999997,0.18,0.0,4096,8,0.14,0.01220703125,0.0,49.0,4046.0,0.0,0.0,0.0,8.0,0.0,0.6783952140639726,0.4306543727817507
golden,phi,0.5700339887498947,-0.048,0.18,0.0,4096,8,0.2,0.008544921875,0.0,35.0,4061.0,0.0,0.0,0.0,8.0,0.0,0.6988041585754612,0.43759341391565687
golden,phi,0.5760339887498948,-0.042,0.18,0.0,4096,8,0.2,0.0087890625,0.0,36.0,4060.0,0.0,0.0,0.0,8.0,0.0,0.7645648973359614,0.4599520650942269
golden,phi,0.5820339887498948,-0.036000000000000004,0.18,0.0,4096,8,0.2,0.008056640625,0.0,33.0,4063.0,0.0,0.0,0.0,8.0,0.0,0.686435406015248,0.43338803804518433
golden,phi,0.5880339887498948,-0.030000000000000006,0.18,0.0,4096,8,0.2,0.01171875,0.0,48.0,4048.0,0.0,0.0,0.0,8.0,0.0,0.6819374250424112,0.43185872451441987
golden,phi,0.5940339887498948,-0.024000000000000007,0.18,0.0,4096,8,0.2,0.0087890625,0.0,36.0,4060.0,0.0,0.0,0.0,8.0,0.0,0.5326843039680578,0.3811126633491397
golden,phi,0.6000339887498948,-0.01800000000000001,0.18,0.0,4096,8,0.2,0.009521484375,0.0,39.0,4057.0,0.0,0.0,0.0,8.0,0.0,0.6124261500252368,0.4082248910085805
golden,phi,0.6060339887498948,-0.01200000000000001,0.18,0.0,4096,8,0.2,0.008056640625,0.0,33.0,4063.0,0.0,0.0,0.0,8.0,0.0,0.7196547810366118,0.4446826255524481
golden,phi,0.6120339887498948,-0.006000000000000012,0.18,0.0,4096,8,0.2,0.008056640625,0.0,32.0,4063.0,0.0,0.0,0.0,8.0,0.0,0.7067495158516779,0.4402948353895705
golden,phi,0.6180339887498948,-1.3877787807814457e-17,0.18,0.0,4096,8,0.2,0.0,0.0,0.0,4096.0,0.0,0.0,0.0,8.0,0.0,0.6511209733389376,0.42138113093523877
golden,phi,0.6240339887498948,0.0059999999999999845,0.18,0.0,4096,8,0.2,0.007080078125,0.0,28.0,4067.0,0.0,0.0,0.0,8.0,0.0,0.3814766189417156,0.3297020504401833
golden,phi,0.6300339887498948,0.011999999999999983,0.18,0.0,4096,8,0.2,0.008544921875,0.0,35.0,4061.0,0.0,0.0,0.0,8.0,0.0,0.6553973026080842,0.42283508288674865
golden,phi,0.6360339887498948,0.01799999999999998,0.18,0.0,4096,8,0.2,0.0087890625,0.0,36.0,4060.0,0.0,0.0,0.0,8.0,0.0,0.7188476483007302,0.44440820042224827
golden,phi,0.6420339887498948,0.02399999999999998,0.18,0.0,4096,8,0.2,0.007568359375,0.0,31.0,4065.0,0.0,0.0,0.0,8.0,0.0,0.6087787512629228,0.4069847754293938
golden,phi,0.6480339887498948,0.029999999999999978,0.18,0.0,4096,8,0.2,0.008056640625,0.0,33.0,4063.0,0.0,0.0,0.0,8.0,0.0,0.673906614564884,0.4291282489520606
golden,phi,0.6540339887498947,0.035999999999999976,0.18,0.0,4096,8,0.2,0.007568359375,0.0,31.0,4065.0,0.0,0.0,0.0,8.0,0.0,0.6310901696441502,0.41457065767901113
golden,phi,0.6600339887498947,0.041999999999999975,0.18,0.0,4096,8,0.2,0.013916015625,0.0,57.0,4039.0,0.0,0.0,0.0,8.0,0.0,0.6567522690163357,0.42329577146555414
golden,phi,0.6660339887498947,0.04799999999999997,0.18,0.0,4096,8,0.2,0.008544921875,0.0,34.0,4061.0,0.0,0.0,0.0,8.0,0.0,0.6756796117944439,0.42973106801011096
golden,phi,0.5700339887498947,-0.048,0.18,0.0,4096,13,0.1,0.01513671875,0.0,62.0,4034.0,0.0,0.0,0.0,13.0,0.0,0.7029868207961354,0.43901551907068603
golden,phi,0.5760339887498948,-0.042,0.18,0.0,4096,13,0.1,0.015869140625,0.0,65.0,4031.0,0.0,0.0,0.0,13.0,0.0,0.7751698541278311,0.4635577504034626
golden,phi,0.5820339887498948,-0.036000000000000004,0.18,0.0,4096,13,0.1,0.01513671875,0.0,62.0,4034.0,0.0,0.0,0.0,13.0,0.0,0.701666291883235,0.4385665392403
golden,phi,0.5880339887498948,-0.030000000000000006,0.18,0.0,4096,13,0.1,0.014404296875,0.0,59.0,4037.0,0.0,0.0,0.0,13.0,0.0,0.671502401414052,0.42831081648077773
golden,phi,0.5940339887498948,-0.024000000000000007,0.18,0.0,4096,13,0.1,0.014892578125,0.0,61.0,4035.0,0.0,0.0,0.0,13.0,0.0,0.5566799135465188,0.3892711706058164
golden,phi,0.6000339887498948,-0.01800000000000001,0.18,0.0,4096,13,0.1,0.015625,0.0,64.0,4032.0,0.0,0.0,0.0,13.0,0.0,0.6276611931999854,0.4134048056879951
golden,phi,0.6060339887498948,-0.01200000000000001,0.18,0.0,4096,13,0.1,0.014892578125,0.0,61.0,4035.0,0.0,0.0,0.0,13.0,0.0,0.7293448460422682,0.4479772476543712
golden,phi,0.6120339887498948,-0.006000000000000012,0.18,0.0,4096,13,0.1,0.014892578125,0.0,60.0,4035.0,0.0,0.0,0.0,13.0,0.0,0.7280384720988989,0.44753308051362567
golden,phi,0.6180339887498948,-1.3877787807814457e-17,0.18,0.0,4096,13,0.1,0.004150390625,0.0,17.0,4079.0,0.0,0.0,0.0,13.0,0.0,0.6485501567974425,0.4205070533111305
golden,phi,0.6240339887498948,0.0059999999999999845,0.18,0.0,4096,13,0.1,0.01318359375,0.0,53.0,4042.0,0.0,0.0,0.0,13.0,0.0,0.3930210185097772,0.33362714629332424
golden,phi,0.6300339887498948,0.011999999999999983,0.18,0.0,4096,13,0.1,0.014404296875,0.0,59.0,4037.0,0.0,0.0,0.0,13.0,0.0,0.6687226512818627,0.42736570143583336
golden,phi,0.6360339887498948,0.01799999999999998,0.18,0.0,4096,13,0.1,0.014892578125,0.0,61.0,4035.0,0.0,0.0,0.0,13.0,0.0,0.731325988263203,0.4486508360094891
golden,phi,0.6420339887498948,0.02399999999999998,0.18,0.0,4096,13,0.1,0.014892578125,0.0,61.0,4035.0,0.0,0.0,0.0,13.0,0.0,0.6161738031091846,0.4094990930571228
golden,phi,0.6480339887498948,0.029999999999999978,0.18,0.0,4096,13,0.1,0.0146484375,0.0,60.0,4036.0,0.0,0.0,0.0,13.0,0.0,0.67922931771905,0.43093796802447704
golden,phi,0.6540339887498947,0.035999999999999976,0.18,0.0,4096,13,0.1,0.014404296875,0.0,59.0,4037.0,0.0,0.0,0.0,13.0,0.0,0.6363924746003626,0.41637344136412335
golden,phi,0.6600339887498947,0.041999999999999975,0.18,0.0,4096,13,0.1,0.021484375,0.0,88.0,4008.0,0.0,0.0,0.0,13.0,0.0,0.6635837217650338,0.4256184654001115
golden,phi,0.6660339887498947,0.04799999999999997,0.18,0.0,4096,13,0.1,0.0146484375,0.0,59.0,4036.0,0.0,0.0,0.0,13.0,0.0,0.6795037744886998,0.4310312833261579
golden,phi,0.5700339887498947,-0.048,0.18,0.0,4096,13,0.14,0.011962890625,0.0,49.0,4047.0,0.0,0.0,0.0,13.0,0.0,0.7000102103119031,0.4380034715060471
golden,phi,0.5760339887498948,-0.042,0.18,0.0,4096,13,0.14,0.01318359375,0.0,54.0,4042.0,0.0,0.0,0.0,13.0,0.0,0.767221142395217,0.4608551884143738
golden,phi,0.5820339887498948,-0.036000000000000004,0.18,0.0,4096,13,0.14,0.01220703125,0.0,50.0,4046.0,0.0,0.0,0.0,13.0,0.0,0.6963008673398785,0.4367422948955587
golden,phi,0.5880339887498948,-0.030000000000000006,0.18,0.0,4096,13,0.14,0.01318359375,0.0,54.0,4042.0,0.0,0.0,0.0,13.0,0.0,0.6737616823623322,0.429078972003193
golden,phi,0.5940339887498948,-0.024000000000000007,0.18,0.0,4096,13,0.14,0.011962890625,0.0,49.0,4047.0,0.0,0.0,0.0,13.0,0.0,0.5440157017813589,0.38496533860566207
golden,phi,0.6000339887498948,-0.01800000000000001,0.18,0.0,4096,13,0.14,0.012939453125,0.0,53.0,4043.0,0.0,0.0,0.0,13.0,0.0,0.6192874177977159,0.41055772205122343
golden,phi,0.6060339887498948,-0.01200000000000001,0.18,0.0,4096,13,0.14,0.0126953125,0.0,52.0,4044.0,0.0,0.0,0.0,13.0,0.0,0.7234250278471617,0.445964509468035
golden,phi,0.6120339887498948,-0.006000000000000012,0.18,0.0,4096,13,0.14,0.0126953125,0.0,51.0,4044.0,0.0,0.0,0.0,13.0,0.0,0.7175140526721402,0.44395477790852766
golden,phi,0.6180339887498948,-1.3877787807814457e-17,0.18,0.0,4096,13,0.14,0.0,0.0,0.0,4096.0,0.0,0.0,0.0,13.0,0.0,0.6511209733389376,0.42138113093523877
golden,phi,0.6240339887498948,0.0059999999999999845,0.18,0.0,4096,13,0.14,0.01025390625,0.0,41.0,4054.0,0.0,0.0,0.0,13.0,0.0,0.39209783974273893,0.33331326551253126
golden,phi,0.6300339887498948,0.011999999999999983,0.18,0.0,4096,13,0.14,0.0126953125,0.0,52.0,4044.0,0.0,0.0,0.0,13.0,0.0,0.6628919150471184,0.42538325111602027
golden,phi,0.6360339887498948,0.01799999999999998,0.18,0.0,4096,13,0.14,0.01220703125,0.0,50.0,4046.0,0.0,0.0,0.0,13.0,0.0,0.7231810953261204,0.445881572410881
golden,phi,0.6420339887498948,0.02399999999999998,0.18,0.0,4096,13,0.14,0.01171875,0.0,48.0,4048.0,0.0,0.0,0.0,13.0,0.0,0.6144405981833743,0.4089098033823473
golden,phi,0.6480339887498948,0.029999999999999978,0.18,0.0,4096,13,0.14,0.011474609375,0.0,47.0,4049.0,0.0,0.0,0.0,13.0,0.0,0.6757887274690076,0.42976816733946266
golden,phi,0.6540339887498947,0.035999999999999976,0.18,0.0,4096,13,0.14,0.010986328125,0.0,45.0,4051.0,0.0,0.0,0.0,13.0,0.0,0.635016351327464,0.4159055594513378
golden,phi,0.6600339887498947,0.041999999999999975,0.18,0.0,4096,13,0.14,0.019287109375,0.0,79.0,4017.0,0.0,0.0,0.0,13.0,0.0,0.6559285548498581,0.42301570864895177
golden,phi,0.6660339887498947,0.04799999999999997,0.18,0.0,4096,13,0.14,0.01220703125,0.0,49.0,4046.0,0.0,0.0,0.0,13.0,0.0,0.6783952140639726,0.4306543727817507
golden,phi,0.5700339887498947,-0.048,0.18,0.0,4096,13,0.2,0.008544921875,0.0,35.0,4061.0,0.0,0.0,0.0,13.0,0.0,0.6988041585754612,0.43759341391565687
golden,phi,0.5760339887498948,-0.042,0.18,0.0,4096,13,0.2,0.0087890625,0.0,36.0,4060.0,0.0,0.0,0.0,13.0,0.0,0.7645648973359614,0.4599520650942269
golden,phi,0.5820339887498948,-0.036000000000000004,0.18,0.0,4096,13,0.2,0.008056640625,0.0,33.0,4063.0,0.0,0.0,0.0,13.0,0.0,0.686435406015248,0.43338803804518433
