flow,family,alpha,offset,window_width,delay,prediction_gain,correction_gain,pocket_gain,pocket_decay,fit_limit,correction_limit,revision_threshold,write_threshold,rupture_limit,write_count,witness_count,witness_conversion,delayed_retention,release_rate,rupture_rate,correction_rate,prediction_update_rate,mean_fit_error,mean_revision_size,mean_pocket_age,pollution,phase_lock_resistance,score
golden,phi,0.6060339887498948,-0.011999999999999997,0.14,2,0.04,0.18,0.22,0.9,0.18,0.34,0.012,0.5,0.64,0.0,160.0,0.0,0.0,0.44166666666666665,0.11388888888888889,0.03173828125,0.0,0.7777179114511736,0.031108716458046946,14.09433962264151,0.0,0.7481072464262915,0.3307901797818578
golden,phi,0.6180339887498948,3.469446951953614e-18,0.14,2,0.04,0.18,0.22,0.9,0.18,0.34,0.012,0.5,0.64,0.0,158.0,0.0,0.0,0.47720364741641336,0.0425531914893617,0.03369140625,0.0,0.834234998519716,0.03336939994078864,23.248407643312103,0.0,0.7331770491101663,0.3357499723188654
golden,phi,0.6300339887498948,0.012000000000000004,0.14,2,0.04,0.18,0.22,0.9,0.18,0.34,0.012,0.5,0.64,0.0,146.0,0.0,0.0,0.46496815286624205,0.07006369426751592,0.027099609375,0.0,0.8468392874472294,0.03387357149788918,16.465753424657535,0.0,0.6949121928506794,0.3258645741930338
golden,phi,0.6420339887498948,0.024000000000000004,0.14,2,0.04,0.18,0.22,0.9,0.18,0.34,0.012,0.5,0.64,0.0,151.0,0.0,0.0,0.4658385093167702,0.06521739130434782,0.0322265625,0.0,0.8311466408807124,0.0332458656352285,16.99337748344371,0.0,0.7011656693096396,0.32887137161882324
golden,phi,0.6540339887498948,0.036000000000000004,0.14,2,0.04,0.18,0.22,0.9,0.18,0.34,0.012,0.5,0.64,0.0,154.0,0.0,0.0,0.46932515337423314,0.05828220858895705,0.033203125,0.0,0.8440863322287113,0.03376345328914846,15.176470588235293,0.0,0.7193035405380899,0.3334828057322263
golden,phi,0.5820339887498948,-0.036,0.14,2,0.04,0.18,0.22,0.985,0.18,0.34,0.012,0.34,0.96,0.0,23.0,0.0,0.0,0.3548387096774194,0.27419354838709675,0.0302734375,0.0,0.7736348152920333,0.030945392611681333,1.3636363636363635,0.0,0.720069412739802,0.2524677236173273
golden,phi,0.5940339887498948,-0.023999999999999997,0.14,2,0.04,0.18,0.22,0.985,0.18,0.34,0.012,0.34,0.96,0.0,6.0,0.0,0.0,0.45454545454545453,0.0,0.030517578125,0.0,0.8755883741663655,0.035023534966654626,1.6,0.0,0.7957348486938254,0.28238408152612926
golden,phi,0.6060339887498948,-0.011999999999999997,0.14,2,0.04,0.18,0.22,0.985,0.18,0.34,0.012,0.34,0.96,0.0,33.0,0.0,0.0,0.3950617283950617,0.19753086419753085,0.035888671875,0.0,0.6856061004850933,0.027424244019403736,4.0,0.0,0.5681094277856613,0.25082583590401214
golden,phi,0.6180339887498948,3.469446951953614e-18,0.14,2,0.04,0.18,0.22,0.985,0.18,0.34,0.012,0.34,0.96,0.0,209.0,0.0,0.0,0.3828996282527881,0.22862453531598512,0.083251953125,0.0,0.16030936784820024,0.006412374713928009,1.8468899521531101,0.0,0.6027212340105381,0.2904750707986213
golden,phi,0.6300339887498948,0.012000000000000004,0.14,2,0.04,0.18,0.22,0.985,0.18,0.34,0.012,0.34,0.96,0.0,10.0,0.0,0.0,0.34615384615384615,0.2692307692307692,0.025634765625,0.0,0.8347820866100101,0.03339128346440041,1.2222222222222223,0.0,0.7286100495761996,0.2544228059033038
golden,phi,0.6420339887498948,0.024000000000000004,0.14,2,0.04,0.18,0.22,0.985,0.18,0.34,0.012,0.34,0.96,0.0,7.0,0.0,0.0,0.375,0.1875,0.02880859375,0.0,0.8632299418348324,0.0345291976733933,2.3333333333333335,0.0,0.6045259026797247,0.25079745400243797
golden,phi,0.6540339887498948,0.036000000000000004,0.14,2,0.04,0.18,0.22,0.985,0.18,0.34,0.012,0.34,0.96,0.0,7.0,0.0,0.0,0.42857142857142855,0.07142857142857142,0.031005859375,0.0,0.8602828071768962,0.03441131228707585,1.0,0.0,0.6801150314383657,0.25559155019499014
golden,phi,0.5820339887498948,-0.036,0.14,2,0.08,0.04,0.12,0.95,0.18,0.52,0.028,0.34,0.64,0.0,258.0,0.0,0.0,0.27305389221556886,0.4179640718562874,0.068359375,0.0,0.1150066362934148,0.009200530903473185,1.1395348837209303,0.0,0.588385731321672,0.28261222124434676
golden,phi,0.5940339887498948,-0.023999999999999997,0.14,2,0.08,0.04,0.12,0.95,0.18,0.52,0.028,0.34,0.64,0.0,238.0,0.0,0.0,0.28468033775633295,0.428226779252111,0.070068359375,0.0,0.11495386737065881,0.009196309389652706,1.23109243697479,0.0,0.6193046261967192,0.28906624337477727
golden,phi,0.6060339887498948,-0.011999999999999997,0.14,2,0.08,0.04,0.12,0.95,0.18,0.52,0.028,0.34,0.64,0.0,258.0,0.0,0.0,0.3,0.4,0.06640625,0.0,0.11528332877605402,0.009222666302084322,1.065891472868217,0.0,0.6404470067538102,0.289665372955178
golden,phi,0.6180339887498948,3.469446951953614e-18,0.14,2,0.08,0.04,0.12,0.95,0.18,0.52,0.028,0.34,0.64,0.0,342.0,0.0,0.0,0.3037300177619893,0.3925399644760213,0.08349609375,0.0,0.1452404091696887,0.011619232733575095,1.0,0.0,0.4934002720694405,0.27340176061150084
golden,phi,0.6300339887498948,0.012000000000000004,0.14,2,0.08,0.04,0.12,0.95,0.18,0.52,0.028,0.34,0.64,0.0,267.0,0.0,0.0,0.30514285714285716,0.38971428571428574,0.065185546875,0.0,0.11424525079867258,0.009139620063893808,1.0,0.0,0.531450984592932,0.2713180028002722
golden,phi,0.6420339887498948,0.024000000000000004,0.14,2,0.08,0.04,0.12,0.95,0.18,0.52,0.028,0.34,0.64,0.0,270.0,0.0,0.0,0.30337078651685395,0.39325842696629215,0.06591796875,0.0,0.11472245313195502,0.009177796250556402,1.0,0.0,0.6037903049870232,0.28317588809255756
golden,phi,0.6540339887498948,0.036000000000000004,0.14,2,0.08,0.04,0.12,0.95,0.18,0.52,0.028,0.34,0.64,0.0,261.0,0.0,0.0,0.29782359679266895,0.4032073310423826,0.0634765625,0.0,0.115128781118648,0.00921030248949184,1.0,0.0,0.6034033694973415,0.28135957376802223
golden,phi,0.5820339887498948,-0.036,0.14,2,0.08,0.04,0.22,0.95,0.18,0.34,0.028,0.5,0.82,0.0,145.0,0.0,0.0,0.25443786982248523,0.45956607495069035,0.037109375,0.0,0.11474795899632063,0.009179836719705651,1.1448275862068966,0.0,0.7224964739708835,0.2846599938660586
golden,phi,0.5940339887498948,-0.023999999999999997,0.14,2,0.08,0.04,0.22,0.95,0.18,0.34,0.028,0.5,0.82,0.0,144.0,0.0,0.0,0.2807017543859649,0.43859649122807015,0.035888671875,0.0,0.11435464222455821,0.009148371377964657,1.1597222222222223,0.0,0.7391009521667353,0.28739688394266205
golden,phi,0.6060339887498948,-0.011999999999999997,0.14,2,0.08,0.04,0.22,0.95,0.18,0.34,0.028,0.5,0.82,0.0,140.0,0.0,0.0,0.2766798418972332,0.44664031620553357,0.03759765625,0.0,0.1143618748315082,0.009148949986520657,1.1142857142857143,0.0,0.7626279523046444,0.2915123509463522
golden,phi,0.6180339887498948,3.469446951953614e-18,0.14,2,0.08,0.04,0.22,0.95,0.18,0.34,0.028,0.5,0.82,0.0,187.0,0.0,0.0,0.280359820089955,0.43928035982008995,0.045654296875,0.0,0.1452214261889139,0.01161771409511311,1.0,0.0,0.5502218976539082,0.25901811222521753
golden,phi,0.6300339887498948,0.012000000000000004,0.14,2,0.08,0.04,0.22,0.95,0.18,0.34,0.028,0.5,0.82,0.0,149.0,0.0,0.0,0.2821969696969697,0.4356060606060606,0.036376953125,0.0,0.11386337017043338,0.00910906961363467,1.0,0.0,0.6078004133654193,0.26538201668764805
golden,phi,0.6420339887498948,0.024000000000000004,0.14,2,0.08,0.04,0.22,0.95,0.18,0.34,0.028,0.5,0.82,0.0,149.0,0.0,0.0,0.2821969696969697,0.4356060606060606,0.036376953125,0.0,0.11449483552991109,0.009159586842392887,1.0,0.0,0.6669269711211407,0.2747928713048888
golden,phi,0.6540339887498948,0.036000000000000004,0.14,2,0.08,0.04,0.22,0.95,0.18,0.34,0.028,0.5,0.82,0.0,111.0,0.0,0.0,0.2528473804100228,0.49430523917995445,0.027099609375,0.0,0.11460615851277946,0.009168492681022355,1.0,0.0,0.7010217993171035,0.2730665766737549
golden,phi,0.5820339887498948,-0.036,0.14,2,0.08,0.1,0.12,0.95,0.3,0.34,0.012,0.66,0.82,0.0,145.0,0.0,0.0,0.25443786982248523,0.45956607495069035,0.009033203125,0.0,0.11471375759010052,0.009177100607208041,1.1448275862068966,0.0,0.7224964739708835,0.26828490224897295
golden,phi,0.5940339887498948,-0.023999999999999997,0.14,2,0.08,0.1,0.12,0.95,0.3,0.34,0.012,0.66,0.82,0.0,144.0,0.0,0.0,0.2807017543859649,0.43859649122807015,0.007568359375,0.0,0.11441284788973714,0.00915302783117897,1.1597222222222223,0.0,0.7391009521667353,0.2708721486745192
golden,phi,0.6060339887498948,-0.011999999999999997,0.14,2,0.08,0.1,0.12,0.95,0.3,0.34,0.012,0.66,0.82,0.0,115.0,0.0,0.0,0.4956521739130435,0.004347826086956522,0.003662109375,0.0,0.8696220631387592,0.06956976505110075,27.271929824561404,0.0,0.8298975442376866,0.3647894027641712
golden,phi,0.6180339887498948,3.469446951953614e-18,0.14,2,0.08,0.1,0.12,0.95,0.3,0.34,0.012,0.66,0.82,0.0,187.0,0.0,0.0,0.280359820089955,0.43928035982008995,0.01025390625,0.0,0.14525642363524052,0.011620513890819242,1.0,0.0,0.5502218976539082,0.23836514678261048
golden,phi,0.6300339887498948,0.012000000000000004,0.14,2,0.08,0.1,0.12,0.95,0.3,0.34,0.012,0.66,0.82,0.0,149.0,0.0,0.0,0.2821969696969697,0.4356060606060606,0.00732421875,0.0,0.11423068742828374,0.009138454994262699,1.0,0.0,0.6078004133654193,0.24840585593006176
golden,phi,0.6420339887498948,0.024000000000000004,0.14,2,0.08,0.1,0.12,0.95,0.3,0.34,0.012,0.66,0.82,0.0,149.0,0.0,0.0,0.2821969696969697,0.4356060606060606,0.00830078125,0.0,0.11456630385285807,0.009165304308228647,1.0,0.0,0.6669269711211407,0.25840951396676604
golden,phi,0.6540339887498948,0.036000000000000004,0.14,2,0.08,0.1,0.12,0.95,0.3,0.34,0.012,0.66,0.82,0.0,111.0,0.0,0.0,0.2528473804100228,0.49430523917995445,0.005126953125,0.0,0.11466736809493634,0.009173389447594906,1.0,0.0,0.7010217993171035,0.2602444059117173
golden,phi,0.5820339887498948,-0.036,0.14,2,0.14,0.18,0.12,0.985,0.18,0.7,0.055,0.34,0.82,0.0,267.0,0.0,0.0,0.35474452554744523,0.25547445255474455,0.188232421875,0.0,0.2842556642492465,0.03979579299489451,3.037593984962406,0.0,0.6669153184277876,0.36450755479578045
golden,phi,0.5940339887498948,-0.023999999999999997,0.14,2,0.14,0.18,0.12,0.985,0.18,0.7,0.055,0.34,0.82,0.0,15.0,0.0,0.0,0.4666666666666667,0.03333333333333333,0.09130859375,0.0,0.8664278860621926,0.12129990404870697,2.142857142857143,0.0,0.7777669445313756,0.3457536765268059
golden,phi,0.6060339887498948,-0.011999999999999997,0.14,2,0.14,0.18,0.12,0.985,0.18,0.7,0.055,0.34,0.82,0.0,376.0,0.0,0.0,0.39019189765458423,0.208955223880597,0.232666015625,0.0,0.16669220586759054,0.02333690882146268,2.356382978723404,0.0,0.7222772286285322,0.36520504980530133
golden,phi,0.6180339887498948,3.469446951953614e-18,0.14,2,0.14,0.18,0.12,0.985,0.18,0.7,0.055,0.34,0.82,0.0,3.0,0.0,0.0,0.3333333333333333,0.16666666666666666,0.109375,0.0,0.8512044661951357,0.11916862526731901,1.0,0.0,0.6385131880443229,0.319853082309314
golden,phi,0.6300339887498948,0.012000000000000004,0.14,2,0.14,0.18,0.12,0.985,0.18,0.7,0.055,0.34,0.82,0.0,10.0,0.0,0.0,0.36,0.24,0.089111328125,0.0,0.8689250261058413,0.1216495036548178,2.2222222222222223,0.0,0.6972659789673312,0.32609725112744276
golden,phi,0.6420339887498948,0.024000000000000004,0.14,2,0.14,0.18,0.12,0.985,0.18,0.7,0.055,0.34,0.82,0.0,265.0,0.0,0.0,0.39176829268292684,0.20426829268292682,0.18408203125,0.0,0.36181651087463085,0.05065431152244833,2.602272727272727,0.0,0.6680268932378561,0.36348389818563104
golden,phi,0.6540339887498948,0.036000000000000004,0.14,2,0.14,0.18,0.12,0.985,0.18,0.7,0.055,0.34,0.82,0.0,345.0,0.0,0.0,0.3806228373702422,0.22145328719723184,0.209716796875,0.0,0.1627834811067204,0.022789687354940857,2.438953488372093,0.0,0.6931991996082345,0.36079519021099704
golden,phi,0.5820339887498948,-0.036,0.14,2,0.14,0.18,0.34,0.985,0.3,0.7,0.012,0.66,0.96,44.0,88.0,0.5,0.3333333333333333,0.08152173913043478,0.20108695652173914,0.099365234375,1.0,0.5821154619263724,0.08149616466969214,36.93103448275862,0.010500610500610501,0.8148360181106181,0.6686558559391116
golden,phi,0.5940339887498948,-0.023999999999999997,0.14,2,0.14,0.18,0.34,0.985,0.3,0.7,0.012,0.66,0.96,68.0,69.0,0.9855072463768116,0.49635036496350365,0.0,0.007246376811594203,0.072265625,1.0,0.8678977690400361,0.12150568766560507,52.391304347826086,0.016605616605616606,0.8287692000749425,0.7709228155688577
golden,phi,0.6060339887498948,-0.011999999999999997,0.14,2,0.14,0.18,0.34,0.985,0.3,0.7,0.012,0.66,0.96,71.0,71.0,1.0,0.5,0.0,0.0,0.064697265625,1.0,0.8731488559956462,0.12224083983939049,50.32394366197183,0.017094017094017096,0.5860836097140938,0.7310006286560179
golden,phi,0.6180339887498948,3.469446951953614e-18,0.14,2,0.14,0.18,0.34,0.985,0.3,0.7,0.012,0.66,0.96,0.0,181.0,0.0,0.0,0.33066666666666666,0.18666666666666668,0.148193359375,0.0,0.20138083016685673,0.02819331622335994,15.53888888888889,0.0,0.7035268771603878,0.42296097395507515
golden,phi,0.6300339887498948,0.012000000000000004,0.14,2,0.14,0.18,0.34,0.985,0.3,0.7,0.012,0.66,0.96,77.0,81.0,0.9506172839506173,0.4873417721518987,0.006134969325153374,0.024539877300613498,0.0673828125,1.0,0.8696115369391245,0.12174561517147743,43.9625,0.018803418803418803,0.7405894837507958,0.7458396183543833
golden,phi,0.6420339887498948,0.024000000000000004,0.14,2,0.14,0.18,0.34,0.985,0.3,0.7,0.012,0.66,0.96,71.0,72.0,0.9861111111111112,0.4965034965034965,0.0,0.0,0.068359375,1.0,0.8801880186093735,0.1232263226053123,49.647887323943664,0.01733821733821734,0.7263921098865955,0.7525893826555317
golden,phi,0.6540339887498948,0.036000000000000004,0.14,2,0.14,0.18,0.34,0.985,0.3,0.7,0.012,0.66,0.96,78.0,79.0,0.9873417721518988,0.4968152866242038,0.0,0.0,0.065185546875,1.0,0.8834932053092742,0.12368904874329842,46.37179487179487,0.01904761904761905,0.790134822543341,0.7611507044939864
golden,phi,0.5820339887498948,-0.036,0.14,5,0.04,0.04,0.34,0.95,0.3,0.7,0.055,0.34,0.82,0.0,2.0,0.0,0.0,0.3333333333333333,0.0,0.068115234375,0.0,0.8818148413849101,0.0352725936553964,1.0,0.0,0.5184110020693937,0.25505920451845543
golden,phi,0.5940339887498948,-0.023999999999999997,0.14,5,0.04,0.04,0.34,0.95,0.3,0.7,0.055,0.34,0.82,0.0,1.0,0.0,0.0,0.0,0.0,0.074951171875,0.0,0.8682325047036359,0.03472930018814544,0.0,0.0,0.6663407571728355,0.27284877841339883
golden,phi,0.6060339887498948,-0.011999999999999997,0.14,5,0.04,0.04,0.34,0.95,0.3,0.7,0.055,0.34,0.82,0.0,5.0,0.0,0.0,0.2,0.3,0.076416015625,0.0,0.8506750013356754,0.03402700005342702,30.0,0.0,0.49389875848491993,0.31584841056833923
golden,phi,0.6180339887498948,3.469446951953614e-18,0.14,5,0.04,0.04,0.34,0.95,0.3,0.7,0.055,0.34,0.82,0.0,8.0,0.0,0.0,0.2222222222222222,0.3333333333333333,0.090576171875,0.0,0.8312668410279648,0.0332506736411186,15.142857142857142,0.0,0.7294379518721601,0.3593973851139758
golden,phi,0.6300339887498948,0.012000000000000004,0.14,5,0.04,0.04,0.34,0.95,0.3,0.7,0.055,0.34,0.82,0.0,2.0,0.0,0.0,0.3333333333333333,0.0,0.064453125,0.0,0.8839661504658135,0.035358646018632534,1.0,0.0,0.5180833549350028,0.25302544476202793
golden,phi,0.6420339887498948,0.024000000000000004,0.14,5,0.04,0.04,0.34,0.95,0.3,0.7,0.055,0.34,0.82,0.0,1.0,0.0,0.0,0.0,0.0,0.067138671875,0.0,0.8839990065448097,0.03535996026179239,0.0,0.0,0.6663408278383804,0.26942668618578386
golden,phi,0.6540339887498948,0.036000000000000004,0.14,5,0.04,0.04,0.34,0.95,0.3,0.7,0.055,0.34,0.82,0.0,1.0,0.0,0.0,0.0,0.0,0.064208984375,0.0,0.8842670775499918,0.03537068310199967,0.0,0.0,0.6663408278383804,0.26773700292315694
golden,phi,0.5820339887498948,-0.036,0.14,5,0.04,0.1,0.34,0.9,0.46,0.52,0.028,0.34,0.64,0.0,44.0,0.0,0.0,0.48314606741573035,0.02247191011235955,0.00927734375,0.0,0.8779085049895788,0.03511634019958315,85.46511627906976,0.0,0.8383401155517874,0.3420814573983315
golden,phi,0.5940339887498948,-0.023999999999999997,0.14,5,0.04,0.1,0.34,0.9,0.46,0.52,0.028,0.34,0.64,0.0,96.0,0.0,0.0,0.4947916666666667,0.005208333333333333,0.00927734375,0.0,0.876367562590803,0.03505470250363213,36.27368421052632,0.0,0.8647174483924873,0.3467087901035025
golden,phi,0.6060339887498948,-0.011999999999999997,0.14,5,0.04,0.1,0.34,0.9,0.46,0.52,0.028,0.34,0.64,0.0,87.0,0.0,0.0,0.4742857142857143,0.02857142857142857,0.008544921875,0.0,0.8627181701989607,0.03450872680795843,41.395348837209305,0.0,0.8036739123383967,0.3348309291317425
golden,phi,0.6180339887498948,3.469446951953614e-18,0.14,5,0.04,0.1,0.34,0.9,0.46,0.52,0.028,0.34,0.64,0.0,5.0,0.0,0.0,0.23076923076923078,0.38461538461538464,0.01220703125,0.0,0.8474334791522157,0.033897339166088634,5.0,0.0,0.45768559719238255,0.23427165718489032
golden,phi,0.6300339887498948,0.012000000000000004,0.14,5,0.04,0.1,0.34,0.9,0.46,0.52,0.028,0.34,0.64,0.0,88.0,0.0,0.0,0.4583333333333333,0.08333333333333333,0.00732421875,0.0,0.8645840286761948,0.034583361147047784,37.44318181818182,0.0,0.6908571043558687,0.3145596476991249
golden,phi,0.6420339887498948,0.024000000000000004,0.14,5,0.04,0.1,0.34,0.9,0.46,0.52,0.028,0.34,0.64,0.0,48.0,0.0,0.0,0.49473684210526314,0.0,0.010009765625,0.0,0.8794689718771924,0.0351787588750877,80.8936170212766,0.0,0.6104938386610734,0.3068398101088463
golden,phi,0.6540339887498948,0.036000000000000004,0.14,5,0.04,0.1,0.34,0.9,0.46,0.52,0.028,0.34,0.64,0.0,81.0,0.0,0.0,0.49079754601226994,0.012269938650306749,0.008544921875,0.0,0.8769098024591881,0.03507639209836753,43.35,0.0,0.746182651584107,0.3271431696314262
golden,phi,0.5820339887498948,-0.036,0.14,5,0.04,0.1,0.34,0.985,0.3,0.7,0.028,0.5,0.96,0.0,5.0,0.0,0.0,0.18181818181818182,0.36363636363636365,0.07275390625,0.0,0.8395621445343147,0.03358248578137259,50.0,0.0,0.7852499813432804,0.35761915915813797
golden,phi,0.5940339887498948,-0.023999999999999997,0.14,5,0.04,0.1,0.34,0.985,0.3,0.7,0.028,0.5,0.96,0.0,2.0,0.0,0.0,0.0,0.3333333333333333,0.06982421875,0.0,0.8758043508201363,0.03503217403280546,48.0,0.0,0.7774347155634908,0.35817826202004177
golden,phi,0.6060339887498948,-0.011999999999999997,0.14,5,0.04,0.1,0.34,0.985,0.3,0.7,0.028,0.5,0.96,0.0,1.0,0.0,0.0,0.0,0.0,0.06396484375,0.0,0.8825669325378536,0.035302677301514145,0.0,0.0,0.6663407571728355,0.26747216581121247
golden,phi,0.6180339887498948,3.469446951953614e-18,0.14,5,0.04,0.1,0.34,0.985,0.3,0.7,0.028,0.5,0.96,0.0,3.0,0.0,0.0,0.4,0.0,0.083251953125,0.0,0.8515627727142553,0.034062510908570216,1.0,0.0,0.6345766481727586,0.28029731155487336
golden,phi,0.6300339887498948,0.012000000000000004,0.14,5,0.04,0.1,0.34,0.985,0.3,0.7,0.028,0.5,0.96,0.0,2.0,0.0,0.0,0.3333333333333333,0.0,0.064697265625,0.0,0.8840793813766512,0.03536317525506605,1.0,0.0,0.5180833549350028,0.2531760127521916
golden,phi,0.6420339887498948,0.024000000000000004,0.14,5,0.04,0.1,0.34,0.985,0.3,0.7,0.028,0.5,0.96,0.0,1.0,0.0,0.0,0.0,0.0,0.067626953125,0.0,0.8813947979745287,0.03525579191898114,0.0,0.0,0.6663408278383804,0.26952401389789027
golden,phi,0.6540339887498948,0.036000000000000004,0.14,5,0.04,0.1,0.34,0.985,0.3,0.7,0.028,0.5,0.96,0.0,1.0,0.0,0.0,0.0,0.0,0.065673828125,0.0,0.8832482615524341,0.03532993046209736,0.0,0.0,0.6663408278383804,0.2685181403588328
golden,phi,0.5820339887498948,-0.036,0.14,5,0.08,0.04,0.12,0.95,0.46,0.52,0.055,0.34,0.82,0.0,258.0,0.0,0.0,0.330150068212824,0.3178717598908595,0.010009765625,0.0,0.11496779325802894,0.009197423460642316,1.189922480620155,0.0,0.6824477785803984,0.2670785741680502
golden,phi,0.5940339887498948,-0.023999999999999997,0.14,5,0.08,0.04,0.12,0.95,0.46,0.52,0.055,0.34,0.82,0.0,239.0,0.0,0.0,0.3399715504978663,0.3200568990042674,0.010986328125,0.0,0.11486219760907751,0.009188975808726199,1.1966527196652719,0.0,0.4781145468468515,0.23495744864899948
golden,phi,0.6060339887498948,-0.011999999999999997,0.14,5,0.08,0.04,0.12,0.95,0.46,0.52,0.055,0.34,0.82,0.0,258.0,0.0,0.0,0.34864864864864864,0.3027027027027027,0.008056640625,0.0,0.11454136144770682,0.009163308915816548,1.062015503875969,0.0,0.7381339953391366,0.2742005231878632
