source,seed,shuffled,windowStart,meanPressure,shockRate,bestStrategy,continueCost,bestCost,improvement,mismatchRate,summaryBits,actionHistoryBits,replayOk,leak
phi_resettable,5772,0,1476,0.73033125,0.1875,reset_phi,1112,922,0.17086330935251798,0.7604166666666666,1832,760,True,False
phi_resettable,5772,0,1596,0.46855625,0.0,argmax,1072,982,0.08395522388059702,0.8229166666666666,1840,736,True,False
phi_resettable,5772,0,1728,0.4646020833333333,0.0,argmax,1122,962,0.14260249554367202,0.8020833333333334,1832,744,True,False
phi_resettable,5772,0,1992,0.7168875,0.08333333333333333,continue_phi,682,682,0.0,0.5104166666666666,1856,760,True,False
phi_resettable,5772,1,108,0.14579791666666667,0.0,continue_phi,192,192,0.0,0.0,1832,728,True,False
phi_resettable,5772,1,300,0.13932291666666666,0.3958333333333333,continue_phi,552,552,0.0,0.375,1848,720,True,False
phi_resettable,5772,1,516,0.44530625,0.0,reset_sqrt2,1102,962,0.12704174228675136,0.8020833333333334,1848,736,True,False
phi_resettable,5772,1,840,0.44399583333333337,0.9583333333333334,reset_sqrt2,1092,1012,0.07326007326007326,0.8541666666666666,1840,728,True,False
phi_resettable,5772,1,1008,0.45756458333333333,0.0,argmax,1142,962,0.15761821366024517,0.8020833333333334,1832,744,True,False
phi_resettable,5772,1,1428,0.5114500000000001,0.6875,periodic_lattice,1072,962,0.10261194029850747,0.8020833333333334,1888,760,True,False
phi_resettable,5772,1,1992,0.7168875,0.08333333333333333,continue_phi,682,682,0.0,0.5104166666666666,1856,760,True,False
phi_resettable,5772,1,2148,0.261675,0.0,continue_phi,612,612,0.0,0.4375,1856,744,True,False
phi_resettable,6765,0,420,0.76858125,0.041666666666666664,reset_phi,1142,402,0.647985989492119,0.21875,1824,752,True,False
phi_resettable,6765,0,528,0.4684229166666667,0.0,reset_sqrt2,1102,952,0.13611615245009073,0.7916666666666666,1840,720,True,False
phi_resettable,6765,0,732,0.47141666666666665,0.0,reset_sqrt2,1112,922,0.17086330935251798,0.7604166666666666,1848,744,True,False
phi_resettable,6765,0,912,0.7201375,0.17708333333333334,argmax,1122,1002,0.10695187165775401,0.84375,1824,728,True,False
phi_resettable,6765,0,1368,0.4577875,0.625,argmax,1082,982,0.09242144177449169,0.8229166666666666,1832,760,True,False
phi_resettable,6765,0,1476,0.7543770833333333,0.041666666666666664,continue_sqrt2,1092,972,0.10989010989010989,0.8125,1872,720,True,False
phi_resettable,6765,0,1644,0.45875416666666663,0.0,periodic_lattice,1072,962,0.10261194029850747,0.8020833333333334,1872,712,True,False
phi_resettable,6765,0,1980,0.7386624999999999,0.15625,continue_phi,912,912,0.0,0.75,1848,752,True,False
phi_resettable,6765,1,204,0.14571666666666666,0.0,continue_phi,192,192,0.0,0.0,1840,752,True,False
phi_resettable,6765,1,432,0.7229770833333333,0.0,reset_sqrt2,1132,872,0.22968197879858657,0.7083333333333334,1848,736,True,False
phi_resettable,6765,1,672,0.45656041666666664,0.0,reset_sqrt2,1132,942,0.16784452296819788,0.78125,1832,744,True,False
phi_resettable,6765,1,1068,0.4325333333333334,0.0,reset_phi,1042,1012,0.028790786948176585,0.8541666666666666,1824,768,True,False
phi_resettable,6765,1,1308,0.4490083333333333,0.0,argmax,1102,992,0.0998185117967332,0.8333333333333334,1832,720,True,False
phi_resettable,6765,1,1428,0.5812583333333333,0.5416666666666666,reset_phi,1102,972,0.11796733212341198,0.8125,1832,752,True,False
phi_resettable,6765,1,1740,0.44368958333333336,0.0,continue_sqrt2,1082,962,0.11090573012939002,0.8020833333333334,1872,720,True,False
phi_resettable,6765,1,1968,0.7233729166666666,0.28125,continue_phi,922,922,0.0,0.7604166666666666,1856,784,True,False
sqrt2_resettable,1618,0,420,0.7052270833333334,0.0,reset_sqrt2,1042,422,0.5950095969289827,0.23958333333333334,1840,624,True,False
sqrt2_resettable,1618,0,528,0.44093958333333333,0.0,continue_sqrt2,1062,782,0.263653483992467,0.6145833333333334,1856,632,True,False
sqrt2_resettable,1618,0,888,0.7345166666666666,0.3958333333333333,argmax,1012,922,0.08893280632411067,0.7604166666666666,1840,656,True,False
sqrt2_resettable,1618,0,1056,0.43680625,0.0,reset_sqrt2,1012,522,0.4841897233201581,0.34375,1824,648,True,False
sqrt2_resettable,1618,0,1464,0.7417083333333333,0.10416666666666667,continue_sqrt2,1002,662,0.3393213572854291,0.4895833333333333,1872,648,True,False
sqrt2_resettable,1618,0,1620,0.45119166666666666,0.0,reset_sqrt2,972,582,0.4012345679012346,0.40625,1840,560,True,False
sqrt2_resettable,1618,0,1992,0.74309375,0.010416666666666666,reset_phi,1022,1012,0.009784735812133072,0.8541666666666666,1864,648,True,False
sqrt2_resettable,1618,0,2208,0.43555625000000003,0.0,reset_sqrt2,992,592,0.4032258064516129,0.4166666666666667,1832,672,True,False
sqrt2_resettable,1618,1,216,0.35575833333333334,0.0,continue_sqrt2,942,192,0.7961783439490446,0.0,1848,648,True,False
sqrt2_resettable,1618,1,396,0.68796875,0.22916666666666666,reset_sqrt2,1042,522,0.4990403071017274,0.34375,1824,664,True,False
sqrt2_resettable,1618,1,852,0.5558895833333334,0.7708333333333334,argmax,1032,1012,0.01937984496124031,0.8541666666666666,1840,632,True,False
sqrt2_resettable,1618,1,1296,0.41531875,0.0,argmax,1032,912,0.11627906976744186,0.75,1848,592,True,False
sqrt2_resettable,1618,1,1548,0.40691458333333336,0.0,continue_sqrt2,1032,672,0.3488372093023256,0.5,1872,632,True,False
sqrt2_resettable,1618,1,1740,0.4337041666666666,0.0,continue_sqrt2,1032,842,0.18410852713178294,0.6770833333333334,1872,648,True,False
sqrt2_resettable,1618,1,1860,0.4207145833333333,0.4895833333333333,continue_sqrt2,1012,812,0.1976284584980237,0.6458333333333334,1872,632,True,False
sqrt2_resettable,1618,1,2268,0.4226604166666667,0.0,argmax,1012,972,0.039525691699604744,0.8125,1848,568,True,False
sqrt2_resettable,2718,0,396,0.72289375,0.09375,argmax,1022,902,0.11741682974559686,0.7395833333333334,1848,616,True,False
sqrt2_resettable,2718,0,540,0.43662291666666664,0.0,reset_sqrt2,1052,492,0.532319391634981,0.3125,1824,568,True,False
sqrt2_resettable,2718,0,696,0.432625,0.0,reset_phi,1062,862,0.18832391713747645,0.6979166666666666,1848,648,True,False
sqrt2_resettable,2718,0,876,0.75206875,0.4479166666666667,reset_phi,1012,952,0.05928853754940711,0.7916666666666666,1848,656,True,False
sqrt2_resettable,2718,0,1464,0.7273458333333332,0.0,argmax,1032,1002,0.029069767441860465,0.84375,1848,624,True,False
sqrt2_resettable,2718,0,1644,0.4382979166666667,0.0,argmax,972,942,0.030864197530864196,0.78125,1840,600,True,False
sqrt2_resettable,2718,0,1956,0.74111875,0.34375,continue_sqrt2,1012,882,0.12845849802371542,0.71875,1880,672,True,False
sqrt2_resettable,2718,0,2064,0.4480583333333334,0.0,reset_sqrt2,1002,592,0.4091816367265469,0.4166666666666667,1832,624,True,False
sqrt2_resettable,2718,1,492,0.41190208333333334,0.0,reset_phi,1052,932,0.11406844106463879,0.7708333333333334,1856,592,True,False
sqrt2_resettable,2718,1,732,0.42734999999999995,0.010416666666666666,reset_phi,1062,962,0.09416195856873823,0.8020833333333334,1848,680,True,False
sqrt2_resettable,2718,1,924,0.6874333333333333,0.0,argmax,1032,1002,0.029069767441860465,0.84375,1824,632,True,False
sqrt2_resettable,2718,1,1080,0.43032291666666667,0.0,argmax,1032,1022,0.009689922480620155,0.8645833333333334,1832,624,True,False
sqrt2_resettable,2718,1,1296,0.41522708333333336,0.07291666666666667,argmax,1022,1002,0.019569471624266144,0.84375,1848,608,True,False
sqrt2_resettable,2718,1,1428,0.68374375,0.34375,reset_sqrt2,1072,982,0.08395522388059702,0.8229166666666666,1848,664,True,False
sqrt2_resettable,2718,1,1656,0.4388083333333333,0.0,argmax,972,952,0.0205761316872428,0.7916666666666666,1840,600,True,False
sqrt2_resettable,2718,1,2232,0.4301291666666667,0.0,continue_sqrt2,1062,902,0.15065913370998116,0.7395833333333334,1856,592,True,False
sqrt2_resettable,3141,0,384,0.7699354166666666,0.20833333333333334,reset_phi,1052,962,0.08555133079847908,0.8020833333333334,1848,656,True,False
sqrt2_resettable,3141,0,576,0.43660625000000003,0.0,reset_phi,1012,942,0.0691699604743083,0.78125,1848,496,True,False
sqrt2_resettable,3141,0,756,0.44564166666666666,0.2604166666666667,reset_sqrt2,1032,742,0.2810077519379845,0.5729166666666666,1832,696,True,False
sqrt2_resettable,3141,0,912,0.7229708333333335,0.07291666666666667,continue_phi,982,982,0.0,0.8229166666666666,1872,648,True,False
sqrt2_resettable,3141,0,1440,0.7332729166666666,0.20833333333333334,reset_phi,1032,1012,0.01937984496124031,0.8541666666666666,1856,696,True,False
sqrt2_resettable,3141,0,1956,0.7565833333333334,0.3333333333333333,periodic_lattice,1072,1052,0.018656716417910446,0.8958333333333334,1888,664,True,False
sqrt2_resettable,3141,0,2064,0.4506791666666667,0.0,reset_phi,1082,1012,0.06469500924214418,0.8541666666666666,1856,640,True,False
sqrt2_resettable,3141,0,2172,0.44510416666666663,0.0,reset_sqrt2,1042,982,0.05758157389635317,0.8229166666666666,1848,616,True,False
sqrt2_resettable,3141,1,336,0.45816666666666667,0.7083333333333334,reset_sqrt2,1082,742,0.3142329020332717,0.5729166666666666,1816,624,True,False
sqrt2_resettable,3141,1,600,0.42678750000000004,0.0,reset_phi,1022,912,0.10763209393346379,0.75,1856,552,True,False
sqrt2_resettable,3141,1,1128,0.38497291666666666,0.0,argmax,992,932,0.06048387096774194,0.7708333333333334,1840,632,True,False
sqrt2_resettable,3141,1,1320,0.41068333333333334,0.3333333333333333,continue_phi,1002,1002,0.0,0.84375,1880,680,True,False
sqrt2_resettable,3141,1,1524,0.4430145833333334,0.0,reset_sqrt2,962,892,0.07276507276507277,0.7291666666666666,1848,600,True,False
sqrt2_resettable,3141,1,1740,0.42883541666666664,0.0,argmax,1002,942,0.059880239520958084,0.78125,1840,592,True,False
sqrt2_resettable,3141,1,1908,0.4465166666666667,0.8333333333333334,reset_phi,1072,1032,0.03731343283582089,0.875,1864,640,True,False
sqrt2_resettable,3141,1,2040,0.45130000000000003,0.0,reset_phi,1072,982,0.08395522388059702,0.8229166666666666,1848,632,True,False
sqrt2_resettable,4159,0,408,0.7568958333333334,0.07291666666666667,reset_phi,992,912,0.08064516129032258,0.75,1848,624,True,False
sqrt2_resettable,4159,0,588,0.45764999999999995,0.0,argmax,1042,932,0.10556621880998081,0.7708333333333334,1824,616,True,False
sqrt2_resettable,4159,0,924,0.7535916666666668,0.0,argmax,962,952,0.010395010395010396,0.7916666666666666,1840,544,True,False
sqrt2_resettable,4159,0,1248,0.4483479166666667,0.0,argmax,1012,1002,0.009881422924901186,0.84375,1856,576,True,False
sqrt2_resettable,4159,0,1464,0.7685895833333333,0.07291666666666667,continue_phi,1012,1012,0.0,0.8541666666666666,1864,656,True,False
sqrt2_resettable,4159,0,1692,0.43671666666666664,0.0,reset_sqrt2,982,922,0.06109979633401222,0.7604166666666666,1824,648,True,False
sqrt2_resettable,4159,0,1980,0.7429895833333333,0.125,reset_sqrt2,1032,902,0.12596899224806202,0.7395833333333334,1824,664,True,False
sqrt2_resettable,4159,0,2196,0.45181458333333335,0.0,argmax,1072,942,0.12126865671641791,0.78125,1848,624,True,False
sqrt2_resettable,4159,1,48,0.3772,0.0,continue_sqrt2,872,192,0.7798165137614679,0.0,1840,608,True,False
sqrt2_resettable,4159,1,180,0.37550625,0.0,continue_sqrt2,942,192,0.7961783439490446,0.0,1864,648,True,False
sqrt2_resettable,4159,1,408,0.7568958333333334,0.07291666666666667,reset_phi,992,912,0.08064516129032258,0.75,1848,624,True,False
sqrt2_resettable,4159,1,1044,0.4074520833333333,0.0,argmax,1022,922,0.09784735812133072,0.7604166666666666,1840,608,True,False
sqrt2_resettable,4159,1,1164,0.41100416666666667,0.0,reset_phi,1052,1002,0.04752851711026616,0.84375,1848,624,True,False
sqrt2_resettable,4159,1,1404,0.47628333333333334,0.6979166666666666,reset_sqrt2,1062,992,0.06591337099811675,0.8333333333333334,1816,640,True,False
sqrt2_resettable,4159,1,1764,0.41040625000000003,0.0,reset_sqrt2,1002,882,0.11976047904191617,0.71875,1832,600,True,False
sqrt2_resettable,4159,1,2136,0.42756875,0.0,argmax,1062,912,0.14124293785310735,0.75,1848,640,True,False
sqrt2_resettable,5772,0,408,0.7547270833333334,0.3125,reset_phi,1012,972,0.039525691699604744,0.8125,1848,680,True,False
sqrt2_resettable,5772,0,660,0.4441520833333333,0.0,reset_sqrt2,1032,762,0.2616279069767442,0.59375,1824,624,True,False
sqrt2_resettable,5772,0,768,0.44852291666666666,0.20833333333333334,reset_sqrt2,1032,952,0.07751937984496124,0.7916666666666666,1824,696,True,False
sqrt2_resettable,5772,0,900,0.7158083333333334,0.375,argmax,1002,932,0.06986027944111776,0.7708333333333334,1848,632,True,False
sqrt2_resettable,5772,0,1116,0.43511458333333336,0.0,argmax,1002,972,0.029940119760479042,0.8125,1848,664,True,False
sqrt2_resettable,5772,0,1464,0.7383333333333333,0.3125,argmax,1012,942,0.0691699604743083,0.78125,1848,656,True,False
sqrt2_resettable,5772,0,1968,0.7398979166666667,0.3333333333333333,reset_phi,1032,992,0.03875968992248062,0.8333333333333334,1856,680,True,False
sqrt2_resettable,5772,0,2268,0.4439416666666667,0.0,reset_sqrt2,992,842,0.15120967741935484,0.6770833333333334,1840,576,True,False
sqrt2_resettable,5772,1,108,0.37041875,0.0,continue_sqrt2,912,192,0.7894736842105263,0.0,1864,616,True,False
sqrt2_resettable,5772,1,216,0.3929604166666667,0.0,continue_sqrt2,952,192,0.7983193277310925,0.0,1840,672,True,False
sqrt2_resettable,5772,1,516,0.4086854166666667,0.0,reset_phi,1022,972,0.04892367906066536,0.8125,1856,664,True,False
sqrt2_resettable,5772,1,936,0.7047479166666667,0.0,argmax,1002,942,0.059880239520958084,0.78125,1832,584,True,False
sqrt2_resettable,5772,1,1512,0.6097020833333333,0.0,reset_sqrt2,1042,612,0.4126679462571977,0.4375,1832,632,True,False
sqrt2_resettable,5772,1,1884,0.4151,0.6666666666666666,reset_sqrt2,1082,892,0.1756007393715342,0.7291666666666666,1840,632,True,False
sqrt2_resettable,5772,1,2088,0.4260333333333333,0.0,argmax,1032,992,0.03875968992248062,0.8333333333333334,1848,656,True,False
sqrt2_resettable,5772,1,2244,0.43418958333333335,0.0,reset_sqrt2,1022,592,0.4207436399217221,0.4166666666666667,1840,616,True,False
sqrt2_resettable,6765,0,396,0.7485354166666666,0.2916666666666667,reset_phi,1052,932,0.11406844106463879,0.7708333333333334,1856,552,True,False
sqrt2_resettable,6765,0,504,0.4550625,0.0,reset_phi,972,922,0.051440329218107,0.7604166666666666,1848,624,True,False
sqrt2_resettable,6765,0,924,0.7355312500000001,0.052083333333333336,reset_sqrt2,1022,802,0.21526418786692758,0.6354166666666666,1840,656,True,False
sqrt2_resettable,6765,0,1464,0.75103125,0.16666666666666666,reset_sqrt2,972,832,0.1440329218106996,0.6666666666666666,1840,648,True,False
sqrt2_resettable,6765,0,1620,0.43936250000000004,0.0,periodic_lattice,1012,982,0.029644268774703556,0.8229166666666666,1896,648,True,False
sqrt2_resettable,6765,0,1872,0.44505,0.59375,reset_sqrt2,1072,892,0.16791044776119404,0.7291666666666666,1832,656,True,False
sqrt2_resettable,6765,0,1980,0.7543812499999999,0.15625,periodic_lattice,1062,1012,0.047080979284369114,0.8541666666666666,1888,656,True,False
sqrt2_resettable,6765,0,2244,0.44682916666666667,0.0,reset_sqrt2,1032,762,0.2616279069767442,0.59375,1832,640,True,False
sqrt2_resettable,6765,1,204,0.39148541666666664,0.0,continue_sqrt2,922,192,0.7917570498915402,0.0,1864,712,True,False
sqrt2_resettable,6765,1,432,0.6810270833333334,0.0,reset_phi,1072,952,0.11194029850746269,0.7916666666666666,1848,600,True,False
sqrt2_resettable,6765,1,660,0.4286729166666667,0.0,reset_sqrt2,1032,752,0.2713178294573643,0.5833333333333334,1832,624,True,False
sqrt2_resettable,6765,1,1068,0.41720208333333336,0.0,argmax,1022,912,0.10763209393346379,0.75,1832,600,True,False
sqrt2_resettable,6765,1,1308,0.42820416666666666,0.0,periodic_lattice,1032,962,0.06782945736434108,0.8020833333333334,1904,656,True,False
sqrt2_resettable,6765,1,1428,0.5937375,0.5416666666666666,reset_sqrt2,1002,782,0.21956087824351297,0.6145833333333334,1832,632,True,False
sqrt2_resettable,6765,1,1740,0.43444791666666666,0.0,argmax,992,912,0.08064516129032258,0.75,1840,616,True,False
sqrt2_resettable,6765,1,1968,0.74666875,0.28125,periodic_lattice,1052,992,0.057034220532319393,0.8333333333333334,1888,656,True,False
argmax,1618,0,408,0.7089645833333332,0.10416666666666667,argmax,1002,622,0.37924151696606784,0.4479166666666667,1752,512,True,False
argmax,1618,0,516,0.43728541666666665,0.0,argmax,1012,572,0.43478260869565216,0.3958333333333333,1760,416,True,False
argmax,1618,0,696,0.4314604166666667,0.0,argmax,972,562,0.4218106995884774,0.3854166666666667,1760,464,True,False
argmax,1618,0,888,0.7419416666666666,0.3958333333333333,argmax,1042,742,0.28790786948176583,0.5729166666666666,1760,496,True,False
argmax,1618,0,1068,0.44228958333333335,0.0,argmax,1002,592,0.4091816367265469,0.4166666666666667,1768,416,True,False
argmax,1618,0,1464,0.7309104166666667,0.10416666666666667,argmax,1052,632,0.39923954372623577,0.4583333333333333,1760,456,True,False
argmax,1618,0,1632,0.44456875,0.0,argmax,992,612,0.38306451612903225,0.4375,1768,448,True,False
argmax,1618,0,1956,0.7303291666666666,0.3854166666666667,argmax,992,822,0.17137096774193547,0.65625,1760,496,True,False
argmax,1618,1,216,0.35241875,0.0,argmax,782,192,0.7544757033248082,0.0,1752,488,True,False
argmax,1618,1,396,0.6978895833333333,0.22916666666666666,argmax,1002,692,0.3093812375249501,0.5208333333333334,1760,512,True,False
argmax,1618,1,852,0.5390229166666667,0.7708333333333334,argmax,1032,882,0.14534883720930233,0.71875,1760,456,True,False
argmax,1618,1,1104,0.43099791666666665,0.0,argmax,992,602,0.39314516129032256,0.4270833333333333,1760,408,True,False
argmax,1618,1,1296,0.42153749999999995,0.0,argmax,1022,602,0.410958904109589,0.4270833333333333,1752,504,True,False
argmax,1618,1,1740,0.40577083333333336,0.0,argmax,972,632,0.3497942386831276,0.4583333333333333,1768,488,True,False
argmax,1618,1,1860,0.4241395833333333,0.4895833333333333,argmax,1032,752,0.2713178294573643,0.5833333333333334,1760,432,True,False
argmax,1618,1,2268,0.42301666666666665,0.0,argmax,1042,632,0.3934740882917466,0.4583333333333333,1736,416,True,False
argmax,2718,0,396,0.7218,0.09375,argmax,1012,612,0.3952569169960474,0.4375,1760,504,True,False
argmax,2718,0,876,0.7303812500000001,0.4479166666666667,argmax,1032,852,0.1744186046511628,0.6875,1752,416,True,False
argmax,2718,0,1152,0.42952083333333335,0.0,argmax,1002,562,0.43912175648702595,0.3854166666666667,1760,432,True,False
argmax,2718,0,1440,0.73174375,0.21875,argmax,1032,732,0.29069767441860467,0.5625,1768,496,True,False
