flow,family,alpha,offset,window_width,beta,pocket_gain,pocket_decay,write_threshold,revision_threshold,learning_rate,coherence_limit,release_threshold,overload_threshold,write_count,witness_count,witness_conversion,delayed_retention,release_rate,overload_rate,mean_pocket_lifetime,mean_revision_size,revision_write_rate,pollution,phase_lock_resistance,composite_score
golden,phi,0.6180339887498948,3.469446951953614e-18,0.16,0.0,0.14,0.98,0.5,0.1,0.07,0.38,0.08,1.1,0.0,8.0,0.0,0.0,0.4666666666666667,0.0,5.571428571428571,0.007217384931401617,0.0,0.0,0.44160981582010184,0.31208292658329895
golden,phi,0.6300339887498948,0.012000000000000004,0.16,0.0,0.14,0.98,0.5,0.1,0.07,0.38,0.08,1.1,14.0,16.0,0.875,0.4666666666666667,0.03225806451612903,0.0,197.33333333333334,0.011686291599089663,1.0,0.004558775643112993,0.788800104036704,0.7683938478406864
golden,phi,0.6420339887498948,0.024000000000000004,0.16,0.0,0.14,0.98,0.5,0.1,0.07,0.38,0.08,1.1,8.0,15.0,0.5333333333333333,0.34782608695652173,0.20689655172413793,0.0,195.5,0.010642568967416954,1.0,0.0026050146532074245,0.7110186017622673,0.6727303322672662
golden,phi,0.6540339887498948,0.036000000000000004,0.16,0.0,0.14,0.98,0.5,0.1,0.07,0.38,0.08,1.1,16.0,17.0,0.9411764705882353,0.48484848484848486,0.0,0.0,174.1875,0.011393022140391968,1.0,0.005210029306414849,0.5991252342750057,0.7486545397821178
golden,phi,0.5820339887498948,-0.036,0.16,0.0,0.24,0.88,0.5,0.1,0.03,0.56,0.08,1.1,0.0,282.0,0.0,0.0,0.5,0.0,5.322695035460993,0.00476251599993695,0.0,0.0,0.7075127537720471,0.35314586621080457
golden,phi,0.5940339887498948,-0.023999999999999997,0.16,0.0,0.24,0.88,0.5,0.1,0.03,0.56,0.08,1.1,0.0,183.0,0.0,0.0,0.4986301369863014,0.0,8.967032967032967,0.003996201348767474,0.0,0.0,0.7579307689771109,0.4014227901018393
golden,phi,0.6060339887498948,-0.011999999999999997,0.16,0.0,0.24,0.88,0.5,0.1,0.03,0.56,0.08,1.1,0.0,253.0,0.0,0.0,0.499009900990099,0.0,6.238095238095238,0.005389414154894021,0.0,0.0,0.710744880536659,0.36824227476164473
golden,phi,0.6180339887498948,3.469446951953614e-18,0.16,0.0,0.24,0.88,0.5,0.1,0.03,0.56,0.08,1.1,0.0,238.0,0.0,0.0,0.5,0.0,6.197478991596639,0.005536163042883663,0.0,0.0,0.606247784065377,0.34900698980932204
golden,phi,0.6300339887498948,0.012000000000000004,0.16,0.0,0.24,0.88,0.5,0.1,0.03,0.56,0.08,1.1,0.0,183.0,0.0,0.0,0.5,0.0,9.508196721311476,0.0055871218835259,0.0,0.0,0.6323590947940796,0.3808085394173417
golden,phi,0.6420339887498948,0.024000000000000004,0.16,0.0,0.24,0.88,0.5,0.1,0.03,0.56,0.08,1.1,0.0,293.0,0.0,0.0,0.5,0.0,5.412969283276451,0.006090422888025187,0.0,0.0,0.7686608366790347,0.3671665184614045
golden,phi,0.6540339887498948,0.036000000000000004,0.16,0.0,0.24,0.88,0.5,0.1,0.03,0.56,0.08,1.1,0.0,180.0,0.0,0.0,0.4986072423398329,0.0,9.402234636871508,0.005491199949032273,0.0,0.0,0.7255956953972011,0.39747122510778654
golden,phi,0.5820339887498948,-0.036,0.16,0.0,0.24,0.88,0.68,0.05,0.03,0.38,0.14,1.1,0.0,342.0,0.0,0.0,0.5,0.0,1.3567251461988303,0.00454531141490566,0.0,0.0,0.6344864858333168,0.28024008391161154
golden,phi,0.5940339887498948,-0.023999999999999997,0.16,0.0,0.24,0.88,0.68,0.05,0.03,0.38,0.14,1.1,0.0,343.0,0.0,0.0,0.5,0.0,1.3411078717201166,0.004713999405303171,0.0,0.0,0.6392532864996086,0.28107470890236025
golden,phi,0.6060339887498948,-0.011999999999999997,0.16,0.0,0.24,0.88,0.68,0.05,0.03,0.38,0.14,1.1,0.0,343.0,0.0,0.0,0.5,0.0,1.4169096209912537,0.005076216695891474,0.0,0.0,0.6833290142769664,0.2905981377545871
golden,phi,0.6180339887498948,3.469446951953614e-18,0.16,0.0,0.24,0.88,0.68,0.05,0.03,0.38,0.14,1.1,0.0,299.0,0.0,0.0,0.5,0.0,1.4682274247491638,0.004905058542861094,0.0,0.0,0.5495523038757437,0.2670741492474477
golden,phi,0.6300339887498948,0.012000000000000004,0.16,0.0,0.24,0.88,0.68,0.05,0.03,0.38,0.14,1.1,0.0,347.0,0.0,0.0,0.5,0.0,1.5014409221902016,0.005564432512135375,0.0,0.0,0.5536733539460037,0.2691383581833029
golden,phi,0.6420339887498948,0.024000000000000004,0.16,0.0,0.24,0.88,0.68,0.05,0.03,0.38,0.14,1.1,0.0,336.0,0.0,0.0,0.5,0.0,1.5,0.005927605698272945,0.0,0.0,0.7270370305938822,0.30077617262974
golden,phi,0.6540339887498948,0.036000000000000004,0.16,0.0,0.24,0.88,0.68,0.05,0.03,0.38,0.14,1.1,0.0,309.0,0.0,0.0,0.5,0.0,2.0647249190938513,0.0058908597486883214,0.0,0.0,0.6796629512511663,0.3006737796974781
golden,phi,0.5820339887498948,-0.036,0.16,0.0,0.24,0.88,0.68,0.05,0.13,0.22,0.14,1.45,0.0,342.0,0.0,0.0,0.5,0.0,1.3567251461988303,0.021119294282179502,0.0,0.0,0.6344864858333168,0.3009575624957039
golden,phi,0.5940339887498948,-0.023999999999999997,0.16,0.0,0.24,0.88,0.68,0.05,0.13,0.22,0.14,1.45,0.0,343.0,0.0,0.0,0.5,0.0,1.3411078717201166,0.022158855246055317,0.0,0.0,0.6392532864996086,0.30288077870330044
golden,phi,0.6060339887498948,-0.011999999999999997,0.16,0.0,0.24,0.88,0.68,0.05,0.13,0.22,0.14,1.45,0.0,343.0,0.0,0.0,0.5,0.0,1.4169096209912537,0.02330102025594505,0.0,0.0,0.6833290142769664,0.31337914220465407
golden,phi,0.6180339887498948,3.469446951953614e-18,0.16,0.0,0.24,0.88,0.68,0.05,0.13,0.22,0.14,1.45,0.0,299.0,0.0,0.0,0.5,0.0,1.4682274247491638,0.02324545741406561,0.0,0.0,0.5495523038757437,0.2899996478364533
golden,phi,0.6300339887498948,0.012000000000000004,0.16,0.0,0.24,0.88,0.68,0.05,0.13,0.22,0.14,1.45,0.0,347.0,0.0,0.0,0.5,0.0,1.5014409221902016,0.025544404678671723,0.0,0.0,0.5536733539460037,0.29411332339147334
golden,phi,0.6420339887498948,0.024000000000000004,0.16,0.0,0.24,0.88,0.68,0.05,0.13,0.22,0.14,1.45,0.0,336.0,0.0,0.0,0.5,0.0,1.5,0.02795414839337874,0.0,0.0,0.7270370305938822,0.32830935099862224
golden,phi,0.6540339887498948,0.036000000000000004,0.16,0.0,0.24,0.88,0.68,0.05,0.13,0.22,0.14,1.45,0.0,309.0,0.0,0.0,0.5,0.0,2.0647249190938513,0.028306349649647285,0.0,0.0,0.6796629512511663,0.3286931420736768
golden,phi,0.5820339887498948,-0.036,0.16,0.0,0.24,0.88,0.68,0.05,0.13,0.38,0.08,1.45,0.0,282.0,0.0,0.0,0.5,0.0,5.322695035460993,0.022774022612367578,0.0,0.0,0.7075127537720471,0.37566024947634286
golden,phi,0.5940339887498948,-0.023999999999999997,0.16,0.0,0.24,0.88,0.68,0.05,0.13,0.38,0.08,1.45,0.0,183.0,0.0,0.0,0.4986301369863014,0.0,8.967032967032967,0.020130477354155938,0.0,0.0,0.7579307689771109,0.42159063510857486
golden,phi,0.6060339887498948,-0.011999999999999997,0.16,0.0,0.24,0.88,0.68,0.05,0.13,0.38,0.08,1.45,0.0,253.0,0.0,0.0,0.499009900990099,0.0,6.238095238095238,0.025981005794452266,0.0,0.0,0.710744880536659,0.39398176431109255
golden,phi,0.6180339887498948,3.469446951953614e-18,0.16,0.0,0.24,0.88,0.68,0.05,0.13,0.38,0.08,1.45,0.0,238.0,0.0,0.0,0.5,0.0,6.197478991596639,0.02745678275557274,0.0,0.0,0.606247784065377,0.37640776445018337
golden,phi,0.6300339887498948,0.012000000000000004,0.16,0.0,0.24,0.88,0.68,0.05,0.13,0.38,0.08,1.45,0.0,183.0,0.0,0.0,0.5,0.0,9.508196721311476,0.028305025844587994,0.0,0.0,0.6323590947940796,0.40920591936866935
golden,phi,0.6420339887498948,0.024000000000000004,0.16,0.0,0.24,0.88,0.68,0.05,0.13,0.38,0.08,1.45,0.0,293.0,0.0,0.0,0.5,0.0,5.412969283276451,0.029188756673045286,0.0,0.0,0.7686608366790347,0.39603943569267963
golden,phi,0.6540339887498948,0.036000000000000004,0.16,0.0,0.24,0.88,0.68,0.05,0.13,0.38,0.08,1.45,0.0,180.0,0.0,0.0,0.4986072423398329,0.0,9.402234636871508,0.02804045208343342,0.0,0.0,0.7255956953972011,0.425657790275788
golden,phi,0.5820339887498948,-0.036,0.16,0.0,0.24,0.88,0.68,0.1,0.07,0.22,0.14,1.45,0.0,342.0,0.0,0.0,0.5,0.0,1.3567251461988303,0.011109403948108441,0.0,0.0,0.6344864858333168,0.28844519957811504
golden,phi,0.5940339887498948,-0.023999999999999997,0.16,0.0,0.24,0.88,0.68,0.1,0.07,0.22,0.14,1.45,0.0,343.0,0.0,0.0,0.5,0.0,1.3411078717201166,0.011630304983848372,0.0,0.0,0.6392532864996086,0.28972009087554174
golden,phi,0.6060339887498948,-0.011999999999999997,0.16,0.0,0.24,0.88,0.68,0.1,0.07,0.22,0.14,1.45,0.0,343.0,0.0,0.0,0.5,0.0,1.4169096209912537,0.012368578713675114,0.0,0.0,0.6833290142769664,0.29971359027681665
golden,phi,0.6180339887498948,3.469446951953614e-18,0.16,0.0,0.24,0.88,0.68,0.1,0.07,0.22,0.14,1.45,0.0,299.0,0.0,0.0,0.5,0.0,1.4682274247491638,0.012183028626417652,0.0,0.0,0.5495523038757437,0.2761716118518934
golden,phi,0.6300339887498948,0.012000000000000004,0.16,0.0,0.24,0.88,0.68,0.1,0.07,0.22,0.14,1.45,0.0,347.0,0.0,0.0,0.5,0.0,1.5014409221902016,0.013545577106204045,0.0,0.0,0.5536733539460037,0.27911478892588876
golden,phi,0.6420339887498948,0.024000000000000004,0.16,0.0,0.24,0.88,0.68,0.1,0.07,0.22,0.14,1.45,0.0,336.0,0.0,0.0,0.5,0.0,1.5,0.014662326548607895,0.0,0.0,0.7270370305938822,0.3116945736926587
golden,phi,0.6540339887498948,0.036000000000000004,0.16,0.0,0.24,0.88,0.68,0.1,0.07,0.22,0.14,1.45,0.0,309.0,0.0,0.0,0.5,0.0,2.0647249190938513,0.014726714717463452,0.0,0.0,0.6796629512511663,0.311718598408447
golden,phi,0.5820339887498948,-0.036,0.16,0.0,0.24,0.88,0.68,0.16,0.13,0.56,0.14,1.45,0.0,342.0,0.0,0.0,0.5,0.0,1.3567251461988303,0.021119294282179502,0.0,0.0,0.6344864858333168,0.3009575624957039
golden,phi,0.5940339887498948,-0.023999999999999997,0.16,0.0,0.24,0.88,0.68,0.16,0.13,0.56,0.14,1.45,0.0,343.0,0.0,0.0,0.5,0.0,1.3411078717201166,0.022158855246055317,0.0,0.0,0.6392532864996086,0.30288077870330044
golden,phi,0.6060339887498948,-0.011999999999999997,0.16,0.0,0.24,0.88,0.68,0.16,0.13,0.56,0.14,1.45,0.0,343.0,0.0,0.0,0.5,0.0,1.4169096209912537,0.02330102025594505,0.0,0.0,0.6833290142769664,0.31337914220465407
golden,phi,0.6180339887498948,3.469446951953614e-18,0.16,0.0,0.24,0.88,0.68,0.16,0.13,0.56,0.14,1.45,0.0,299.0,0.0,0.0,0.5,0.0,1.4682274247491638,0.02324545741406561,0.0,0.0,0.5495523038757437,0.2899996478364533
golden,phi,0.6300339887498948,0.012000000000000004,0.16,0.0,0.24,0.88,0.68,0.16,0.13,0.56,0.14,1.45,0.0,347.0,0.0,0.0,0.5,0.0,1.5014409221902016,0.025544404678671723,0.0,0.0,0.5536733539460037,0.29411332339147334
golden,phi,0.6420339887498948,0.024000000000000004,0.16,0.0,0.24,0.88,0.68,0.16,0.13,0.56,0.14,1.45,0.0,336.0,0.0,0.0,0.5,0.0,1.5,0.02795414839337874,0.0,0.0,0.7270370305938822,0.32830935099862224
golden,phi,0.6540339887498948,0.036000000000000004,0.16,0.0,0.24,0.88,0.68,0.16,0.13,0.56,0.14,1.45,0.0,309.0,0.0,0.0,0.5,0.0,2.0647249190938513,0.028306349649647285,0.0,0.0,0.6796629512511663,0.3286931420736768
golden,phi,0.5820339887498948,-0.036,0.16,0.0,0.24,0.94,0.5,0.1,0.13,0.38,0.08,1.45,0.0,3.0,0.0,0.0,0.4,0.0,6.0,0.012196048375824775,0.0,0.0,0.5704826547497772,0.34793193832474084
golden,phi,0.5940339887498948,-0.023999999999999997,0.16,0.0,0.24,0.94,0.5,0.1,0.13,0.38,0.08,1.45,2.0,46.0,0.043478260869565216,0.041666666666666664,0.4725274725274725,0.0,62.51111111111111,0.01682113576086594,1.0,0.0006512536633018561,0.5746440482395676,0.5189030017143288
golden,phi,0.6060339887498948,-0.011999999999999997,0.16,0.0,0.24,0.94,0.5,0.1,0.13,0.38,0.08,1.45,0.0,5.0,0.0,0.0,0.4444444444444444,0.0,596.0,0.013213662847910541,0.0,0.0,0.6946945535097695,0.4015620981916467
golden,phi,0.6180339887498948,3.469446951953614e-18,0.16,0.0,0.24,0.94,0.5,0.1,0.13,0.38,0.08,1.45,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.014130642020219436,0.0,0.0,0.6663408278383804,0.27760465153618274
golden,phi,0.6300339887498948,0.012000000000000004,0.16,0.0,0.24,0.94,0.5,0.1,0.13,0.38,0.08,1.45,2.0,37.0,0.05405405405405406,0.05128205128205128,0.4657534246575342,0.0,78.94444444444444,0.019308130104028206,1.0,0.0006512536633018561,0.6852787511074072,0.5453680954711623
golden,phi,0.6420339887498948,0.024000000000000004,0.16,0.0,0.24,0.94,0.5,0.1,0.13,0.38,0.08,1.45,0.0,3.0,0.0,0.0,0.4,0.0,248.0,0.01248039000532004,0.0,0.0,0.5707964609715837,0.3783438504815351
golden,phi,0.6540339887498948,0.036000000000000004,0.16,0.0,0.24,0.94,0.5,0.1,0.13,0.38,0.08,1.45,2.0,25.0,0.08,0.07407407407407407,0.4489795918367347,0.0,123.95833333333333,0.02462002799143151,1.0,0.0006512536633018561,0.8245707948237014,0.5853975296163434
golden,phi,0.5820339887498948,-0.036,0.16,0.0,0.24,0.94,0.5,0.16,0.03,0.38,0.14,1.45,0.0,265.0,0.0,0.0,0.5,0.0,4.354716981132076,0.004427717851618746,0.0,0.0,0.675795621099295,0.3324986138293777
golden,phi,0.5940339887498948,-0.023999999999999997,0.16,0.0,0.24,0.94,0.5,0.16,0.03,0.38,0.14,1.45,0.0,288.0,0.0,0.0,0.5,0.0,3.486111111111111,0.004504235695077817,0.0,0.0,0.6840604850560086,0.32105284859559546
golden,phi,0.6060339887498948,-0.011999999999999997,0.16,0.0,0.24,0.94,0.5,0.16,0.03,0.38,0.14,1.45,0.0,287.0,0.0,0.0,0.5,0.0,3.710801393728223,0.005172837787873053,0.0,0.0,0.710582237221226,0.33003287084058536
golden,phi,0.6180339887498948,3.469446951953614e-18,0.16,0.0,0.24,0.94,0.5,0.16,0.03,0.38,0.14,1.45,0.0,287.0,0.0,0.0,0.5,0.0,2.5505226480836236,0.005111517750340461,0.0,0.0,0.585740473126904,0.2900805220720227
golden,phi,0.6300339887498948,0.012000000000000004,0.16,0.0,0.24,0.94,0.5,0.16,0.03,0.38,0.14,1.45,0.0,202.0,0.0,0.0,0.4987593052109181,0.0,8.099502487562189,0.006084903545491283,0.0,0.0,0.6302149970863091,0.38104482890739977
golden,phi,0.6420339887498948,0.024000000000000004,0.16,0.0,0.24,0.94,0.5,0.16,0.03,0.38,0.14,1.45,0.0,332.0,0.0,0.0,0.5,0.0,2.3795180722891565,0.00594800586755015,0.0,0.0,0.7350044206159345,0.31542857412964326
golden,phi,0.6540339887498948,0.036000000000000004,0.16,0.0,0.24,0.94,0.5,0.16,0.03,0.38,0.14,1.45,0.0,242.0,0.0,0.0,0.5,0.0,6.0041322314049586,0.005786311751059613,0.0,0.0,0.7203384246126241,0.3669557895901712
golden,phi,0.5820339887498948,-0.036,0.16,0.0,0.24,0.94,0.5,0.16,0.13,0.22,0.08,1.45,0.0,3.0,0.0,0.0,0.4,0.0,6.0,0.012196048375824775,0.0,0.0,0.5704826547497772,0.34793193832474084
golden,phi,0.5940339887498948,-0.023999999999999997,0.16,0.0,0.24,0.94,0.5,0.16,0.13,0.22,0.08,1.45,2.0,46.0,0.043478260869565216,0.041666666666666664,0.4725274725274725,0.0,62.51111111111111,0.01682113576086594,1.0,0.0006512536633018561,0.5746440482395676,0.5189030017143288
golden,phi,0.6060339887498948,-0.011999999999999997,0.16,0.0,0.24,0.94,0.5,0.16,0.13,0.22,0.08,1.45,0.0,5.0,0.0,0.0,0.4444444444444444,0.0,596.0,0.013213662847910541,0.0,0.0,0.6946945535097695,0.4015620981916467
golden,phi,0.6180339887498948,3.469446951953614e-18,0.16,0.0,0.24,0.94,0.5,0.16,0.13,0.22,0.08,1.45,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.014130642020219436,0.0,0.0,0.6663408278383804,0.27760465153618274
golden,phi,0.6300339887498948,0.012000000000000004,0.16,0.0,0.24,0.94,0.5,0.16,0.13,0.22,0.08,1.45,2.0,37.0,0.05405405405405406,0.05128205128205128,0.4657534246575342,0.0,78.94444444444444,0.019308130104028206,1.0,0.0006512536633018561,0.6852787511074072,0.5453680954711623
golden,phi,0.6420339887498948,0.024000000000000004,0.16,0.0,0.24,0.94,0.5,0.16,0.13,0.22,0.08,1.45,0.0,3.0,0.0,0.0,0.4,0.0,248.0,0.01248039000532004,0.0,0.0,0.5707964609715837,0.3783438504815351
golden,phi,0.6540339887498948,0.036000000000000004,0.16,0.0,0.24,0.94,0.5,0.16,0.13,0.22,0.08,1.45,2.0,25.0,0.08,0.07407407407407407,0.4489795918367347,0.0,123.95833333333333,0.02462002799143151,1.0,0.0006512536633018561,0.8245707948237014,0.5853975296163434
golden,phi,0.5820339887498948,-0.036,0.16,0.0,0.24,0.94,0.68,0.05,0.07,0.22,0.08,1.45,0.0,3.0,0.0,0.0,0.4,0.0,6.0,0.006670417923377259,0.0,0.0,0.5704826547497772,0.3410249002591815
golden,phi,0.5940339887498948,-0.023999999999999997,0.16,0.0,0.24,0.94,0.68,0.05,0.07,0.22,0.08,1.45,0.0,42.0,0.0,0.0,0.4939759036144578,0.0,66.2439024390244,0.00809292630636395,0.0,0.0,0.5592939073272931,0.3707890612018677
golden,phi,0.6060339887498948,-0.011999999999999997,0.16,0.0,0.24,0.94,0.68,0.05,0.07,0.22,0.08,1.45,0.0,5.0,0.0,0.0,0.4444444444444444,0.0,596.0,0.0068009067501268025,0.0,0.0,0.6946945535097695,0.39354615306941704
golden,phi,0.6180339887498948,3.469446951953614e-18,0.16,0.0,0.24,0.94,0.68,0.05,0.07,0.22,0.08,1.45,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00817014889353445,0.0,0.0,0.6663408278383804,0.27015403512782654
golden,phi,0.6300339887498948,0.012000000000000004,0.16,0.0,0.24,0.94,0.68,0.05,0.07,0.22,0.08,1.45,0.0,35.0,0.0,0.0,0.4927536231884058,0.0,77.82352941176471,0.009088465267635721,0.0,0.0,0.65389618295514,0.38906189451646983
golden,phi,0.6420339887498948,0.024000000000000004,0.16,0.0,0.24,0.94,0.68,0.05,0.07,0.22,0.08,1.45,0.0,3.0,0.0,0.0,0.4,0.0,248.0,0.006788020334823734,0.0,0.0,0.5707964609715837,0.3712283883934147
golden,phi,0.6540339887498948,0.036000000000000004,0.16,0.0,0.24,0.94,0.68,0.05,0.07,0.22,0.08,1.45,0.0,22.0,0.0,0.0,0.4883720930232558,0.0,142.85714285714286,0.009974288723488095,0.0,0.0,0.8169597145910075,0.4195206095307415
golden,phi,0.5820339887498948,-0.036,0.16,0.0,0.24,0.94,0.68,0.1,0.07,0.38,0.08,1.1,0.0,3.0,0.0,0.0,0.4,0.0,6.0,0.006670417923377259,0.0,0.0,0.5704826547497772,0.3410249002591815
golden,phi,0.5940339887498948,-0.023999999999999997,0.16,0.0,0.24,0.94,0.68,0.1,0.07,0.38,0.08,1.1,0.0,42.0,0.0,0.0,0.4939759036144578,0.0,66.2439024390244,0.00809292630636395,0.0,0.0,0.5592939073272931,0.3707890612018677
golden,phi,0.6060339887498948,-0.011999999999999997,0.16,0.0,0.24,0.94,0.68,0.1,0.07,0.38,0.08,1.1,0.0,5.0,0.0,0.0,0.4444444444444444,0.0,596.0,0.0068009067501268025,0.0,0.0,0.6946945535097695,0.39354615306941704
golden,phi,0.6180339887498948,3.469446951953614e-18,0.16,0.0,0.24,0.94,0.68,0.1,0.07,0.38,0.08,1.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00817014889353445,0.0,0.0,0.6663408278383804,0.27015403512782654
golden,phi,0.6300339887498948,0.012000000000000004,0.16,0.0,0.24,0.94,0.68,0.1,0.07,0.38,0.08,1.1,0.0,35.0,0.0,0.0,0.4927536231884058,0.0,77.82352941176471,0.009088465267635721,0.0,0.0,0.65389618295514,0.38906189451646983
golden,phi,0.6420339887498948,0.024000000000000004,0.16,0.0,0.24,0.94,0.68,0.1,0.07,0.38,0.08,1.1,0.0,3.0,0.0,0.0,0.4,0.0,248.0,0.006788020334823734,0.0,0.0,0.5707964609715837,0.3712283883934147
golden,phi,0.6540339887498948,0.036000000000000004,0.16,0.0,0.24,0.94,0.68,0.1,0.07,0.38,0.08,1.1,0.0,22.0,0.0,0.0,0.4883720930232558,0.0,142.85714285714286,0.009974288723488095,0.0,0.0,0.8169597145910075,0.4195206095307415
golden,phi,0.5820339887498948,-0.036,0.16,0.0,0.24,0.98,0.5,0.05,0.13,0.56,0.08,1.45,40.0,42.0,0.9523809523809523,0.4878048780487805,0.012048192771084338,0.0,64.73170731707317,0.020540154344138025,1.0,0.013025073266037121,0.8114023268118323,0.8001629578113958
golden,phi,0.5940339887498948,-0.023999999999999997,0.16,0.0,0.24,0.98,0.5,0.05,0.13,0.56,0.08,1.45,34.0,35.0,0.9714285714285714,0.4927536231884058,0.0,0.0,79.17647058823529,0.023192985040663784,1.0,0.011071312276131553,0.5631837348546009,0.763176321159855
golden,phi,0.6060339887498948,-0.011999999999999997,0.16,0.0,0.24,0.98,0.5,0.05,0.13,0.56,0.08,1.45,45.0,46.0,0.9782608695652174,0.4945054945054945,0.0,0.0,58.333333333333336,0.022071028625616385,1.0,0.014653207424291761,0.8204420500452275,0.8093039338388364
golden,phi,0.6180339887498948,3.469446951953614e-18,0.16,0.0,0.24,0.98,0.5,0.05,0.13,0.56,0.08,1.45,36.0,37.0,0.972972972972973,0.4931506849315068,0.0,0.0,71.05555555555556,0.02549293990825063,1.0,0.011722565939433409,0.7693698986970294,0.8034541960998001
golden,phi,0.6300339887498948,0.012000000000000004,0.16,0.0,0.24,0.98,0.5,0.05,0.13,0.56,0.08,1.45,44.0,45.0,0.9777777777777777,0.4943820224719101,0.0,0.0,60.52272727272727,0.025926014369431535,1.0,0.014327580592640833,0.8160943753259867,0.8132594226685612
golden,phi,0.6420339887498948,0.024000000000000004,0.16,0.0,0.24,0.98,0.5,0.05,0.13,0.56,0.08,1.45,43.0,45.0,0.9555555555555556,0.48863636363636365,0.011235955056179775,0.0,59.04545454545455,0.027688975657075714,1.0,0.014001953760989906,0.8095940489955665,0.8093998102714857
golden,phi,0.6540339887498948,0.036000000000000004,0.16,0.0,0.24,0.98,0.5,0.05,0.13,0.56,0.08,1.45,40.0,41.0,0.975609756097561,0.49382716049382713,0.0,0.0,61.1,0.029204029403333397,1.0,0.013025073266037121,0.835425317872549,0.820461689886516
golden,phi,0.5820339887498948,-0.036,0.16,0.0,0.24,0.98,0.5,0.16,0.07,0.38,0.08,1.1,42.0,44.0,0.9545454545454546,0.4883720930232558,0.011494252873563218,0.0,61.44186046511628,0.010866164625385323,1.0,0.013676326929338978,0.7938168420266865,0.7853333478940909
golden,phi,0.5940339887498948,-0.023999999999999997,0.16,0.0,0.24,0.98,0.5,0.16,0.07,0.38,0.08,1.1,39.0,40.0,0.975,0.4936708860759494,0.0,0.0,69.17948717948718,0.011587145014348632,1.0,0.012699446434386193,0.5591072525719196,0.7485946227882823
golden,phi,0.6060339887498948,-0.011999999999999997,0.16,0.0,0.24,0.98,0.5,0.16,0.07,0.38,0.08,1.1,45.0,46.0,0.9782608695652174,0.4945054945054945,0.0,0.0,56.46666666666667,0.012282150612245909,1.0,0.014653207424291761,0.8065485349411039,0.794567003603381
