pack,scenario,accuracy
order_flow_capacity,delayed_uniform_0.45,0.8448199199644286
order_flow_capacity,delayed_uniform_0.60,0.8299379982285208
order_flow_capacity,gaussian_mix_0.00,0.8782647189021691
order_flow_capacity,gaussian_mix_0.15,0.8330316742081448
order_flow_capacity,gaussian_mix_0.30,0.8463587921847247
order_flow_capacity,gaussian_mix_0.45,0.8366515837104073
order_flow_capacity,gaussian_mix_0.60,0.8509123275478415
order_flow_capacity,permute_mix_0.00,0.8695079086115993
order_flow_capacity,permute_mix_0.15,0.8597670250896058
order_flow_capacity,permute_mix_0.30,0.8613138686131386
order_flow_capacity,permute_mix_0.45,0.8640213999108337
order_flow_capacity,permute_mix_0.60,0.8717948717948718
order_flow_capacity,uniform_mix_0.00,0.8613556338028169
order_flow_capacity,uniform_mix_0.15,0.8624567474048442
order_flow_capacity,uniform_mix_0.30,0.8729508196721312
order_flow_capacity,uniform_mix_0.45,0.8545204222120238
order_flow_capacity,uniform_mix_0.60,0.8370635631154879
order_flow_capacity_external,cross_family_0.00,0.8697799730579254
order_flow_capacity_external,cross_family_0.15,0.8771618625277162
order_flow_capacity_external,cross_family_0.30,0.8345999105945463
order_flow_capacity_external,cross_family_0.45,0.8310049571879224
order_flow_capacity_external,cross_family_0.60,0.699468085106383
order_flow_capacity_external,current,0.8586858685868587
order_flow_capacity_external,delayed_uniform_0.00,0.8665808665808665
order_flow_capacity_external,delayed_uniform_0.15,0.8604966139954854
order_flow_capacity_external,delayed_uniform_0.30,0.8623055809698079
order_flow_capacity_external,delayed_uniform_0.45,0.8434859937750111
order_flow_capacity_external,delayed_uniform_0.60,0.8259521700620017
order_flow_capacity_external,gaussian_mix_0.00,0.8742806551571491
order_flow_capacity_external,gaussian_mix_0.15,0.8221719457013574
order_flow_capacity_external,gaussian_mix_0.30,0.8468028419182948
order_flow_capacity_external,gaussian_mix_0.45,0.834841628959276
order_flow_capacity_external,gaussian_mix_0.60,0.8526924788607032
order_flow_capacity_external,permute_mix_0.00,0.8646748681898067
order_flow_capacity_external,permute_mix_0.15,0.8561827956989247
order_flow_capacity_external,permute_mix_0.30,0.8617700729927007
order_flow_capacity_external,permute_mix_0.45,0.8626839054837272
order_flow_capacity_external,permute_mix_0.60,0.8681318681318682
order_flow_capacity_external,uniform_mix_0.00,0.8591549295774648
order_flow_capacity_external,uniform_mix_0.15,0.8615916955017301
order_flow_capacity_external,uniform_mix_0.30,0.8715846994535519
order_flow_capacity_external,uniform_mix_0.45,0.8549793483249197
order_flow_capacity_external,uniform_mix_0.60,0.8375111906893464
