pack,scenario,accuracy
six_plus_scramble_signature,cross_family_0.60,0.7490082942661378
six_plus_scramble_signature,current,0.8422770123277737
six_plus_scramble_signature,delayed_uniform_0.00,0.8461265103056148
six_plus_scramble_signature,delayed_uniform_0.15,0.8231340643792006
six_plus_scramble_signature,delayed_uniform_0.30,0.7999275099673795
six_plus_scramble_signature,delayed_uniform_0.45,0.7862873814733771
six_plus_scramble_signature,delayed_uniform_0.60,0.7849768600925596
six_plus_scramble_signature,gaussian_mix_0.00,0.8518127419922562
six_plus_scramble_signature,gaussian_mix_0.15,0.8508365966536133
six_plus_scramble_signature,gaussian_mix_0.30,0.8641496118560339
six_plus_scramble_signature,gaussian_mix_0.45,0.7969307637401856
six_plus_scramble_signature,gaussian_mix_0.60,0.6507823613086771
six_plus_scramble_signature,permute_mix_0.00,0.835323923271806
six_plus_scramble_signature,permute_mix_0.15,0.8550932568149211
six_plus_scramble_signature,permute_mix_0.30,0.8585526315789473
six_plus_scramble_signature,permute_mix_0.45,0.6694759985342617
six_plus_scramble_signature,permute_mix_0.60,0.6385195831836148
six_plus_scramble_signature,uniform_mix_0.00,0.8526912181303116
six_plus_scramble_signature,uniform_mix_0.15,0.8339389534883721
six_plus_scramble_signature,uniform_mix_0.30,0.9388849177984274
six_plus_scramble_signature,uniform_mix_0.45,0.9516129032258065
six_plus_scramble_signature,uniform_mix_0.60,0.9408011343495214
