flow,family,alpha,offset,window_width,beta,drift,membrane_gain,membrane_decay,resonance_gain,resonance_decay,write_threshold,overload_threshold,stability_window,write_count,witness_count,release_count,overload_count,witness_conversion,delayed_retention,release_rate,overload_rate,mean_crossing_quality,pollution,phase_lock_resistance,composite_score
golden,phi,0.6060339887498948,-0.011999999999999997,0.18,0.0,0.0,0.18,0.96,0.1,0.93,0.48,1.85,9,0.0,0.0,486.0,151.0,0.0,0.0,0.7629513343799058,0.2370486656200942,0.46708291831986826,0.0,0.7787268441307938,0.4477126873457437
golden,phi,0.6180339887498948,3.469446951953614e-18,0.18,0.0,0.0,0.18,0.96,0.1,0.93,0.48,1.85,9,0.0,0.0,389.0,173.0,0.0,0.0,0.6921708185053381,0.30782918149466193,0.537188183716349,0.0,0.7059071026370687,0.4387436552691555
golden,phi,0.6300339887498948,0.012000000000000004,0.18,0.0,0.0,0.18,0.96,0.1,0.93,0.48,1.85,9,0.0,1.0,469.0,141.0,0.0,0.0,0.7675941080196399,0.23076923076923078,0.5826380542079738,0.0,0.7960689283840708,0.4629931393791173
golden,phi,0.6420339887498948,0.024000000000000004,0.18,0.0,0.0,0.18,0.96,0.1,0.93,0.48,1.85,9,0.0,0.0,485.0,137.0,0.0,0.0,0.7797427652733119,0.2202572347266881,0.590960588682715,0.0,0.6848538111622651,0.44166167640619075
golden,phi,0.6540339887498948,0.036000000000000004,0.18,0.0,0.0,0.18,0.96,0.1,0.93,0.48,1.85,9,0.0,0.0,471.0,129.0,0.0,0.0,0.785,0.215,0.6359900737705951,0.0,0.8082017414214338,0.47093935566134626
golden,phi,0.5820339887498948,-0.036,0.18,0.0,0.0,0.3,0.82,0.1,0.93,0.34,1.5,9,0.0,0.0,483.0,47.0,0.0,0.0,0.9113207547169812,0.08867924528301886,0.38419174079722873,0.0,0.7790334303124272,0.44245227523654795
golden,phi,0.5940339887498948,-0.023999999999999997,0.18,0.0,0.0,0.3,0.82,0.1,0.93,0.34,1.5,9,0.0,0.0,499.0,37.0,0.0,0.0,0.9309701492537313,0.06902985074626866,0.41822746379679887,0.0,0.7318401302051096,0.4368101754057765
golden,phi,0.6060339887498948,-0.011999999999999997,0.18,0.0,0.0,0.3,0.82,0.1,0.93,0.34,1.5,9,0.0,0.0,516.0,9.0,0.0,0.0,0.9828571428571429,0.017142857142857144,0.5208171935087533,0.0,0.6454370061282833,0.4308262634336749
golden,phi,0.6180339887498948,3.469446951953614e-18,0.18,0.0,0.0,0.3,0.82,0.1,0.93,0.34,1.5,9,0.0,0.0,434.0,0.0,0.0,0.0,1.0,0.0,0.5943849213208605,0.0,0.5253024098405228,0.41449897410019065
golden,phi,0.6300339887498948,0.012000000000000004,0.18,0.0,0.0,0.3,0.82,0.1,0.93,0.34,1.5,9,0.0,1.0,492.0,23.0,0.0,0.0,0.9534883720930233,0.044573643410852716,0.6103926608799898,0.0,0.6219545927635779,0.43469375053218745
golden,phi,0.6420339887498948,0.024000000000000004,0.18,0.0,0.0,0.3,0.82,0.1,0.93,0.34,1.5,9,0.0,0.0,506.0,6.0,0.0,0.0,0.98828125,0.01171875,0.6291281223761769,0.0,0.7036012038788259,0.45339867801338285
golden,phi,0.6540339887498948,0.036000000000000004,0.18,0.0,0.0,0.3,0.82,0.1,0.93,0.34,1.5,9,0.0,0.0,501.0,8.0,0.0,0.0,0.9842829076620825,0.015717092337917484,0.6826969182027242,0.0,0.5743782100353505,0.43283099198058417
golden,phi,0.5820339887498948,-0.036,0.18,0.0,0.0,0.3,0.9,0.18,0.86,0.34,1.2,9,0.0,0.0,417.0,422.0,0.0,0.0,0.4970202622169249,0.5029797377830751,0.3296681001151303,0.0,0.7827172511764432,0.4294506654911402
golden,phi,0.5940339887498948,-0.023999999999999997,0.18,0.0,0.0,0.3,0.9,0.18,0.86,0.34,1.2,9,0.0,0.0,444.0,406.0,0.0,0.0,0.5223529411764706,0.4776470588235294,0.37582300550860526,0.0,0.835756516263337,0.4451806626270573
golden,phi,0.6060339887498948,-0.011999999999999997,0.18,0.0,0.0,0.3,0.9,0.18,0.86,0.34,1.2,9,0.0,0.0,454.0,400.0,0.0,0.0,0.531615925058548,0.468384074941452,0.4664111689608347,0.0,0.8205071870860504,0.4513748728144645
golden,phi,0.6180339887498948,3.469446951953614e-18,0.18,0.0,0.0,0.3,0.9,0.18,0.86,0.34,1.2,9,0.0,0.0,378.0,469.0,0.0,0.0,0.4462809917355372,0.5537190082644629,0.5245824595539267,0.0,0.4247487840963762,0.37633362260937864
golden,phi,0.6300339887498948,0.012000000000000004,0.18,0.0,0.0,0.3,0.9,0.18,0.86,0.34,1.2,9,0.0,1.0,401.0,382.0,0.0,0.0,0.5114795918367347,0.4872448979591837,0.5595684331786669,0.0,0.7976177055446632,0.4558375272839421
golden,phi,0.6420339887498948,0.024000000000000004,0.18,0.0,0.0,0.3,0.9,0.18,0.86,0.34,1.2,9,0.0,0.0,421.0,356.0,0.0,0.0,0.5418275418275418,0.45817245817245816,0.5641072814925371,0.0,0.8676513395505663,0.47077754689591783
golden,phi,0.6540339887498948,0.036000000000000004,0.18,0.0,0.0,0.3,0.9,0.18,0.86,0.34,1.2,9,0.0,0.0,416.0,323.0,0.0,0.0,0.5629228687415426,0.4370771312584574,0.6257683891528056,0.0,0.7206308953350353,0.4479614753571185
golden,phi,0.5820339887498948,-0.036,0.18,0.0,0.0,0.3,0.9,0.28,0.86,0.62,1.5,5,0.0,0.0,425.0,303.0,0.0,0.0,0.5837912087912088,0.41620879120879123,0.3971515834927286,0.0,0.8079951782939708,0.4429900181838913
golden,phi,0.5940339887498948,-0.023999999999999997,0.18,0.0,0.0,0.3,0.9,0.28,0.86,0.62,1.5,5,0.0,0.0,438.0,287.0,0.0,0.0,0.6041379310344828,0.39586206896551723,0.4886991679640942,0.0,0.818941399611998,0.45474095533949876
golden,phi,0.6060339887498948,-0.011999999999999997,0.18,0.0,0.0,0.3,0.9,0.28,0.86,0.62,1.5,5,0.0,0.0,397.0,279.0,0.0,0.0,0.5872781065088757,0.41272189349112426,0.5267243447593858,0.0,0.7746724681733231,0.4493524902407807
golden,phi,0.6180339887498948,3.469446951953614e-18,0.18,0.0,0.0,0.3,0.9,0.28,0.86,0.62,1.5,5,0.0,0.0,332.0,336.0,0.0,0.0,0.49700598802395207,0.5029940119760479,0.6405733692645931,0.0,0.7350048057768881,0.450998417842316
golden,phi,0.6300339887498948,0.012000000000000004,0.18,0.0,0.0,0.3,0.9,0.28,0.86,0.62,1.5,5,0.0,1.0,393.0,262.0,0.0,0.0,0.5990853658536586,0.39939024390243905,0.6221577658254146,0.0,0.6944429059344166,0.44323850411088817
golden,phi,0.6420339887498948,0.024000000000000004,0.18,0.0,0.0,0.3,0.9,0.28,0.86,0.62,1.5,5,0.0,0.0,383.0,249.0,0.0,0.0,0.6060126582278481,0.3939873417721519,0.6048969195230268,0.0,0.7187769645743276,0.4463653380317252
golden,phi,0.6540339887498948,0.036000000000000004,0.18,0.0,0.0,0.3,0.9,0.28,0.86,0.62,1.5,5,0.0,0.0,427.0,239.0,0.0,0.0,0.6411411411411412,0.3588588588588589,0.6879655861314298,0.0,0.6899016762332004,0.4495997166826059
golden,phi,0.5820339887498948,-0.036,0.18,0.0,0.0,0.3,0.96,0.1,0.86,0.34,1.85,9,0.0,0.0,467.0,308.0,0.0,0.0,0.6025806451612903,0.39741935483870966,0.3449181003479563,0.0,0.8143637248815631,0.439416167914334
golden,phi,0.5940339887498948,-0.023999999999999997,0.18,0.0,0.0,0.3,0.96,0.1,0.86,0.34,1.85,9,0.0,0.0,484.0,309.0,0.0,0.0,0.6103404791929382,0.3896595208070618,0.3712282923946092,0.0,0.7864784951887798,0.4366253378610757
golden,phi,0.6060339887498948,-0.011999999999999997,0.18,0.0,0.0,0.3,0.96,0.1,0.86,0.34,1.85,9,0.0,0.0,476.0,304.0,0.0,0.0,0.6102564102564103,0.38974358974358975,0.4406391969899684,0.0,0.8402781538958661,0.4543246786832983
golden,phi,0.6180339887498948,3.469446951953614e-18,0.18,0.0,0.0,0.3,0.96,0.1,0.86,0.34,1.85,9,0.0,0.0,393.0,336.0,0.0,0.0,0.5390946502057613,0.4609053497942387,0.5094522235514262,0.0,0.7129267231280643,0.43431245998487067
golden,phi,0.6300339887498948,0.012000000000000004,0.18,0.0,0.0,0.3,0.96,0.1,0.86,0.34,1.85,9,0.0,0.0,459.0,292.0,0.0,0.0,0.611185086551265,0.38881491344873503,0.5543461212880977,0.0,0.8272714766268985,0.46311260918521474
golden,phi,0.6420339887498948,0.024000000000000004,0.18,0.0,0.0,0.3,0.96,0.1,0.86,0.34,1.85,9,0.0,0.0,453.0,281.0,0.0,0.0,0.6171662125340599,0.38283378746594005,0.5515913573585328,0.0,0.6984709360237447,0.4371966471912834
golden,phi,0.6540339887498948,0.036000000000000004,0.18,0.0,0.0,0.3,0.96,0.1,0.86,0.34,1.85,9,0.0,1.0,449.0,267.0,0.0,0.0,0.6262203626220363,0.3723849372384937,0.6081813843781729,0.0,0.8053061460391517,0.46454324491203536
golden,phi,0.5820339887498948,-0.036,0.18,0.0,0.0,0.42,0.82,0.1,0.93,0.34,1.85,9,0.0,0.0,487.0,187.0,0.0,0.0,0.7225519287833828,0.2774480712166172,0.36539113976374066,0.0,0.7889789011138159,0.43878593277480493
golden,phi,0.5940339887498948,-0.023999999999999997,0.18,0.0,0.0,0.42,0.82,0.1,0.93,0.34,1.85,9,0.0,0.0,499.0,157.0,0.0,0.0,0.760670731707317,0.23932926829268292,0.39723105313851464,0.0,0.6936888251689401,0.42367428498178583
golden,phi,0.6060339887498948,-0.011999999999999997,0.18,0.0,0.0,0.42,0.82,0.1,0.93,0.34,1.85,9,0.0,0.0,506.0,79.0,0.0,0.0,0.864957264957265,0.13504273504273503,0.4953664024298838,0.0,0.753703931901444,0.4475765719224225
golden,phi,0.6180339887498948,3.469446951953614e-18,0.18,0.0,0.0,0.42,0.82,0.1,0.93,0.34,1.85,9,0.0,0.0,417.0,92.0,0.0,0.0,0.8192534381139489,0.1807465618860511,0.5534601817362833,0.0,0.6681266037999933,0.435356407695906
golden,phi,0.6300339887498948,0.012000000000000004,0.18,0.0,0.0,0.42,0.82,0.1,0.93,0.34,1.85,9,0.0,1.0,488.0,41.0,0.0,0.0,0.9207547169811321,0.07735849056603773,0.6045442605648934,0.0,0.6666249421537336,0.4423831880721418
golden,phi,0.6420339887498948,0.024000000000000004,0.18,0.0,0.0,0.42,0.82,0.1,0.93,0.34,1.85,9,0.0,0.0,474.0,63.0,0.0,0.0,0.88268156424581,0.11731843575418995,0.5801287811560522,0.0,0.7980571764378851,0.46527794468809847
golden,phi,0.6540339887498948,0.036000000000000004,0.18,0.0,0.0,0.42,0.82,0.1,0.93,0.34,1.85,9,0.0,0.0,474.0,52.0,0.0,0.0,0.9011406844106464,0.09885931558935361,0.6408521637109652,0.0,0.6338941218713783,0.43888685443358516
golden,phi,0.5820339887498948,-0.036,0.18,0.0,0.0,0.42,0.82,0.28,0.86,0.34,1.85,9,0.0,0.0,451.0,221.0,0.0,0.0,0.6711309523809523,0.3288690476190476,0.4165016060535155,0.0,0.8109922357870054,0.4472712268103717
golden,phi,0.5940339887498948,-0.023999999999999997,0.18,0.0,0.0,0.42,0.82,0.28,0.86,0.34,1.85,9,0.0,0.0,479.0,174.0,0.0,0.0,0.7335375191424196,0.2664624808575804,0.47955582401292723,0.0,0.7188495549079628,0.43639624376573366
golden,phi,0.6060339887498948,-0.011999999999999997,0.18,0.0,0.0,0.42,0.82,0.28,0.86,0.34,1.85,9,0.0,0.0,471.0,105.0,0.0,0.0,0.8177083333333334,0.18229166666666666,0.5451666601268192,0.0,0.7676536526589158,0.4544015632111318
golden,phi,0.6180339887498948,3.469446951953614e-18,0.18,0.0,0.0,0.42,0.82,0.28,0.86,0.34,1.85,9,0.0,0.0,301.0,187.0,0.0,0.0,0.6168032786885246,0.3831967213114754,0.46070143390617163,0.0,0.6508251509795819,0.41857123916030403
golden,phi,0.6300339887498948,0.012000000000000004,0.18,0.0,0.0,0.42,0.82,0.28,0.86,0.34,1.85,9,0.0,1.0,452.0,69.0,0.0,0.0,0.8659003831417624,0.13218390804597702,0.6648702079312938,0.0,0.642786381410362,0.44255387561926307
golden,phi,0.6420339887498948,0.024000000000000004,0.18,0.0,0.0,0.42,0.82,0.28,0.86,0.34,1.85,9,0.0,0.0,441.0,96.0,0.0,0.0,0.8212290502793296,0.1787709497206704,0.6341064283023738,0.0,0.7881710983965325,0.46746944351513053
golden,phi,0.6540339887498948,0.036000000000000004,0.18,0.0,0.0,0.42,0.82,0.28,0.86,0.34,1.85,9,0.0,0.0,443.0,93.0,0.0,0.0,0.8264925373134329,0.17350746268656717,0.6994076443264384,0.0,0.6563792430430697,0.44774646378752647
golden,phi,0.5820339887498948,-0.036,0.18,0.0,0.003,0.18,0.82,0.18,0.86,0.48,1.2,9,0.0,0.0,493.0,0.0,0.0,0.0,1.0,0.0,0.42680862921853524,0.0,0.6057205095471376,0.41382496483128106
golden,phi,0.5940339887498948,-0.023999999999999997,0.18,0.0,0.003,0.18,0.82,0.18,0.86,0.48,1.2,9,0.0,0.0,508.0,0.0,0.0,0.0,1.0,0.0,0.46830071289886105,0.0,0.6077197223004951,0.4183740157499851
golden,phi,0.6060339887498948,-0.011999999999999997,0.18,0.0,0.003,0.18,0.82,0.18,0.86,0.48,1.2,9,0.0,0.0,521.0,0.0,0.0,0.0,1.0,0.0,0.5477900222772764,0.0,0.5919961915404515,0.423178240535818
golden,phi,0.6180339887498948,3.469446951953614e-18,0.18,0.0,0.003,0.18,0.82,0.18,0.86,0.48,1.2,9,0.0,0.0,435.0,0.0,0.0,0.0,1.0,0.0,0.6149318187362695,0.0,0.5250804953094108,0.4165092809355091
golden,phi,0.6300339887498948,0.012000000000000004,0.18,0.0,0.003,0.18,0.82,0.18,0.86,0.48,1.2,9,0.0,1.0,513.0,0.0,0.0,0.0,0.9980544747081712,0.0,0.6699604372025207,0.0,0.5160979812383384,0.42037128199126605
golden,phi,0.6420339887498948,0.024000000000000004,0.18,0.0,0.003,0.18,0.82,0.18,0.86,0.48,1.2,9,0.0,0.0,512.0,0.0,0.0,0.0,1.0,0.0,0.6553582933835017,0.0,0.6849543054161209,0.45252669042157434
golden,phi,0.6540339887498948,0.036000000000000004,0.18,0.0,0.003,0.18,0.82,0.18,0.86,0.48,1.2,9,0.0,0.0,510.0,0.0,0.0,0.0,1.0,0.0,0.721131054554917,0.0,0.5454355464408285,0.43120021474365744
golden,phi,0.5820339887498948,-0.036,0.18,0.0,0.003,0.18,0.9,0.1,0.93,0.48,1.85,9,0.0,0.0,493.0,0.0,0.0,0.0,1.0,0.0,0.4097102806073497,0.0,0.6057205095471376,0.41211512997016253
golden,phi,0.5940339887498948,-0.023999999999999997,0.18,0.0,0.003,0.18,0.9,0.1,0.93,0.48,1.85,9,0.0,0.0,508.0,0.0,0.0,0.0,1.0,0.0,0.44477110843741435,0.0,0.6077197223004951,0.4160210553038405
golden,phi,0.6060339887498948,-0.011999999999999997,0.18,0.0,0.003,0.18,0.9,0.1,0.93,0.48,1.85,9,0.0,0.0,521.0,0.0,0.0,0.0,1.0,0.0,0.5297760919968586,0.0,0.5919961915404515,0.42137684750777615
golden,phi,0.6180339887498948,3.469446951953614e-18,0.18,0.0,0.003,0.18,0.9,0.1,0.93,0.48,1.85,9,0.0,0.0,435.0,0.0,0.0,0.0,1.0,0.0,0.5924641263692848,0.0,0.5250804953094108,0.4142625116988107
golden,phi,0.6300339887498948,0.012000000000000004,0.18,0.0,0.003,0.18,0.9,0.1,0.93,0.48,1.85,9,0.0,1.0,513.0,0.0,0.0,0.0,0.9980544747081712,0.0,0.6449379662753603,0.0,0.5160979812383384,0.41786903489855
golden,phi,0.6420339887498948,0.024000000000000004,0.18,0.0,0.003,0.18,0.9,0.1,0.93,0.48,1.85,9,0.0,0.0,512.0,0.0,0.0,0.0,1.0,0.0,0.6381520897970063,0.0,0.6849543054161209,0.45080607006292484
golden,phi,0.6540339887498948,0.036000000000000004,0.18,0.0,0.003,0.18,0.9,0.1,0.93,0.48,1.85,9,0.0,0.0,510.0,0.0,0.0,0.0,1.0,0.0,0.6934377025706862,0.0,0.5454355464408285,0.4284308795452343
golden,phi,0.5820339887498948,-0.036,0.18,0.0,0.003,0.18,0.9,0.18,0.86,0.48,1.2,9,0.0,0.0,431.0,165.0,0.0,0.0,0.7231543624161074,0.27684563758389263,0.34889260098686786,0.0,0.8028410368455297,0.43992055471611485
golden,phi,0.5940339887498948,-0.023999999999999997,0.18,0.0,0.003,0.18,0.9,0.18,0.86,0.48,1.2,9,0.0,0.0,482.0,152.0,0.0,0.0,0.7602523659305994,0.23974763406940064,0.4228298034840246,0.0,0.7625390928169917,0.43999584623041277
golden,phi,0.6060339887498948,-0.011999999999999997,0.18,0.0,0.003,0.18,0.9,0.18,0.86,0.48,1.2,9,0.0,0.0,451.0,131.0,0.0,0.0,0.7749140893470791,0.22508591065292097,0.4660395182131494,0.0,0.7426705776482081,0.4406363491378982
golden,phi,0.6180339887498948,3.469446951953614e-18,0.18,0.0,0.003,0.18,0.9,0.18,0.86,0.48,1.2,9,0.0,0.0,352.0,174.0,0.0,0.0,0.6692015209125475,0.33079847908745247,0.4964999605828503,0.0,0.625697819655159,0.4181735904075678
golden,phi,0.6300339887498948,0.012000000000000004,0.18,0.0,0.003,0.18,0.9,0.18,0.86,0.48,1.2,9,0.0,1.0,467.0,99.0,0.0,0.0,0.8236331569664903,0.1746031746031746,0.6220274382380014,0.0,0.68240274846494,0.4453323234991515
golden,phi,0.6420339887498948,0.024000000000000004,0.18,0.0,0.003,0.18,0.9,0.18,0.86,0.48,1.2,9,0.0,0.0,443.0,115.0,0.0,0.0,0.7939068100358423,0.2060931899641577,0.5874287095168302,0.0,0.8099409787254288,0.4666092028974857
golden,phi,0.6540339887498948,0.036000000000000004,0.18,0.0,0.003,0.18,0.9,0.18,0.86,0.48,1.2,9,0.0,0.0,450.0,101.0,0.0,0.0,0.8166969147005445,0.18330308529945555,0.6337088432296017,0.0,0.7022333614230611,0.4501514949015833
golden,phi,0.5820339887498948,-0.036,0.18,0.0,0.003,0.18,0.96,0.1,0.86,0.34,1.85,9,0.0,0.0,459.0,154.0,0.0,0.0,0.7487765089722676,0.25122349102773245,0.3246907791240429,0.0,0.8494424107553211,0.4473330902429139
golden,phi,0.5940339887498948,-0.023999999999999997,0.18,0.0,0.003,0.18,0.96,0.1,0.86,0.34,1.85,9,0.0,0.0,494.0,159.0,0.0,0.0,0.7565084226646248,0.2434915773353752,0.3821947449665183,0.0,0.7528378473635702,0.43391721242265835
golden,phi,0.6060339887498948,-0.011999999999999997,0.18,0.0,0.003,0.18,0.96,0.1,0.86,0.34,1.85,9,0.0,0.0,495.0,147.0,0.0,0.0,0.7710280373831776,0.22897196261682243,0.46214112732466117,0.0,0.8099708230365649,0.4536288380874427
golden,phi,0.6180339887498948,3.469446951953614e-18,0.18,0.0,0.003,0.18,0.96,0.1,0.86,0.34,1.85,9,0.0,0.0,404.0,170.0,0.0,0.0,0.7038327526132404,0.2961672473867596,0.5291708870483104,0.0,0.5911061390714509,0.41521497157138604
golden,phi,0.6300339887498948,0.012000000000000004,0.18,0.0,0.003,0.18,0.96,0.1,0.86,0.34,1.85,9,0.0,1.0,470.0,136.0,0.0,0.0,0.7742998352553542,0.22405271828665568,0.5694161480918557,0.0,0.7906552296755097,0.4607234020951937
golden,phi,0.6420339887498948,0.024000000000000004,0.18,0.0,0.003,0.18,0.96,0.1,0.86,0.34,1.85,9,0.0,0.0,474.0,133.0,0.0,0.0,0.7808896210873146,0.21911037891268534,0.566364278220637,0.0,0.7143106216486157,0.4451163445735331
golden,phi,0.6540339887498948,0.036000000000000004,0.18,0.0,0.003,0.18,0.96,0.1,0.86,0.34,1.85,9,0.0,0.0,474.0,122.0,0.0,0.0,0.7953020134228188,0.20469798657718122,0.6209142884178918,0.0,0.7748612092893505,0.4629697109681157
golden,phi,0.5820339887498948,-0.036,0.18,0.0,0.003,0.18,0.96,0.1,0.93,0.62,1.85,5,0.0,0.0,479.0,161.0,0.0,0.0,0.7484375,0.2515625,0.35295387307629567,0.0,0.8381162051410183,0.4478873783358332
golden,phi,0.5940339887498948,-0.023999999999999997,0.18,0.0,0.003,0.18,0.96,0.1,0.93,0.62,1.85,5,0.0,0.0,494.0,159.0,0.0,0.0,0.7565084226646248,0.2434915773353752,0.44534464436820725,0.0,0.7817951148518769,0.44602365586048864
golden,phi,0.6060339887498948,-0.011999999999999997,0.18,0.0,0.003,0.18,0.96,0.1,0.93,0.62,1.85,5,0.0,0.0,496.0,151.0,0.0,0.0,0.7666151468315301,0.23338485316846985,0.5241261447907262,0.0,0.7708896285502042,0.45192284312574416
golden,phi,0.6180339887498948,3.469446951953614e-18,0.18,0.0,0.003,0.18,0.96,0.1,0.93,0.62,1.85,5,0.0,0.0,391.0,173.0,0.0,0.0,0.6932624113475178,0.3067375886524823,0.5564721141996755,0.0,0.7074277907061794,0.4409980177881538
golden,phi,0.6300339887498948,0.012000000000000004,0.18,0.0,0.003,0.18,0.96,0.1,0.93,0.62,1.85,5,0.0,1.0,468.0,141.0,0.0,0.0,0.7672131147540984,0.23114754098360657,0.5962852968767556,0.0,0.8061878293371625,0.4663742922764196
golden,phi,0.6420339887498948,0.024000000000000004,0.18,0.0,0.003,0.18,0.96,0.1,0.93,0.62,1.85,5,0.0,0.0,472.0,137.0,0.0,0.0,0.7750410509031199,0.22495894909688013,0.5931873534485999,0.0,0.6969019248640165,0.4441999413357257
golden,phi,0.6540339887498948,0.036000000000000004,0.18,0.0,0.003,0.18,0.96,0.1,0.93,0.62,1.85,5,0.0,0.0,470.0,128.0,0.0,0.0,0.7859531772575251,0.2140468227424749,0.6237197869688365,0.0,0.8029570543758172,0.4686824531171976
golden,phi,0.5820339887498948,-0.036,0.18,0.0,0.003,0.3,0.9,0.18,0.86,0.48,1.85,9,0.0,0.0,471.0,197.0,0.0,0.0,0.7050898203592815,0.2949101796407186,0.3831947378486644,0.0,0.8221298465392194,0.44684723949989597
golden,phi,0.5940339887498948,-0.023999999999999997,0.18,0.0,0.003,0.3,0.9,0.18,0.86,0.48,1.85,9,0.0,0.0,482.0,166.0,0.0,0.0,0.7438271604938271,0.25617283950617287,0.42068320167118717,0.0,0.7559289454224983,0.4381306524614949
golden,phi,0.6060339887498948,-0.011999999999999997,0.18,0.0,0.003,0.3,0.9,0.18,0.86,0.48,1.85,9,0.0,0.0,468.0,165.0,0.0,0.0,0.7393364928909952,0.26066350710900477,0.480913408831693,0.0,0.7926644316433465,0.4514109570696585
golden,phi,0.6180339887498948,3.469446951953614e-18,0.18,0.0,0.003,0.3,0.9,0.18,0.86,0.48,1.85,9,0.0,0.0,264.0,227.0,0.0,0.0,0.5376782077393075,0.4623217922606925,0.343325885870986,0.0,0.5868556502560407,0.39245728279309294
golden,phi,0.6300339887498948,0.012000000000000004,0.18,0.0,0.003,0.3,0.9,0.18,0.86,0.48,1.85,9,0.0,1.0,463.0,128.0,0.0,0.0,0.7820945945945946,0.21621621621621623,0.606139004475973,0.0,0.6972033135206611,0.44586537396254033
