damage_keep,damage_prob,trigger_threshold,family,score_event,score_core,trigger_rate,repair_score,repair_gain
0.06,0.22,0.28,event_tribonacci,0.631815680814895,0.5309037514608377,0.9899169632265717,0.745146281767191,0.24521069233659168
0.06,0.22,0.28,event_random,0.626172428980633,0.5243768109548627,0.9878542510121457,0.7406809343219067,0.2408420905230703
0.06,0.22,0.28,event_stale,0.69226802395717,0.5988177532007177,0.9929494712103408,0.7829141524272187,0.2820585744477211
0.06,0.22,0.4,no_return,0.6596722461737616,0.5572276938922065,0.0,0.7380296937518726,0.23700226321249207
0.06,0.22,0.4,always_fibonacci,0.6276301895646051,0.5260780876601817,1.0,0.7428919477410861,0.24106935536103655
0.06,0.22,0.4,event_fibonacci,0.628278255526695,0.5266161312252247,0.9766081871345029,0.7416272911469993,0.24121744541705525
0.06,0.22,0.4,event_soft_fibonacci,0.6261867317590973,0.5240243817773717,0.1703636203333241,0.7385340645385735,0.23931758364703393
0.06,0.22,0.4,event_binary,0.6684219726397188,0.5723604411470827,0.9746909947027663,0.7693550379395155,0.26951199663197284
0.06,0.22,0.4,event_tribonacci,0.6317006265569518,0.5306514361144612,0.9787478460654796,0.7436932869606582,0.2452939791585472
0.06,0.22,0.4,event_random,0.6275195738576784,0.5258722301657566,0.9673659673659674,0.7423662720489709,0.24064018853340421
0.06,0.22,0.4,event_stale,0.6918839006245775,0.5983178438512867,0.9758342922899885,0.7823084099860775,0.2815090882220139
0.06,0.34,0.2,no_return,0.6596887410264335,0.5572599371821195,0.0,0.7374933030843555,0.23769425303500472
0.06,0.34,0.2,always_fibonacci,0.6274534154256373,0.5258328449815175,1.0,0.7421842868427616,0.2410890407044025
0.06,0.34,0.2,event_fibonacci,0.6273199748794308,0.5256696887029653,0.9996001599360256,0.7412703862619674,0.24169981491056616
0.06,0.34,0.2,event_soft_fibonacci,0.6266415434438559,0.5247720866531378,0.37378025465226505,0.7408959122606879,0.2398846795438245
0.06,0.34,0.2,event_binary,0.6680536776697648,0.5720670024739593,1.0,0.7707425591543063,0.2688717772335841
0.06,0.34,0.2,event_tribonacci,0.6312215603941204,0.5302060715929828,1.0,0.7452977212410484,0.2440249667819173
0.06,0.34,0.2,event_random,0.6260905433269108,0.5243693538871234,1.0,0.7411810288035439,0.241081981388896
0.06,0.34,0.2,event_stale,0.6925118188163158,0.5991080900300849,0.9996175908221797,0.7832615292166117,0.28218200414367045
0.06,0.34,0.28,no_return,0.6595227002021021,0.5570459342076349,0.0,0.73743032892529,0.23727627332054624
0.06,0.34,0.28,always_fibonacci,0.6270238941751554,0.5252843435817734,1.0,0.7408138455424732,0.2412692750376957
0.06,0.34,0.28,event_fibonacci,0.6277497533472368,0.5261198442526607,0.9864969135802469,0.7419206949633174,0.24125660181689085
0.06,0.34,0.28,event_soft_fibonacci,0.6262325735987713,0.524224768981697,0.3063852700242479,0.7394784966466303,0.2399252975209765
0.06,0.34,0.28,event_binary,0.6672034154895332,0.5710219747367187,0.9902145276627776,0.7685273827154407,0.26913688213084414
0.06,0.34,0.28,event_tribonacci,0.6317569848843778,0.5307017712496735,0.9863377609108159,0.7455256991779298,0.24340083143163635
0.06,0.34,0.28,event_random,0.6270102501284317,0.525370166042963,0.9879108424631659,0.7422970401965007,0.24077687170672368
0.06,0.34,0.28,event_stale,0.6923765715724816,0.5989332229544929,0.9893778452200304,0.7833926989702007,0.2816475826254764
0.06,0.34,0.4,no_return,0.6594760624502566,0.5569877334849646,0.0,0.7369603294766032,0.23763074976334245
0.06,0.34,0.4,always_fibonacci,0.6269776941237932,0.5252841601633295,1.0,0.7412015294754619,0.24134084342294793
0.06,0.34,0.4,event_fibonacci,0.6294819166377699,0.5280217611481505,0.9647832817337462,0.7438863018735296,0.24098883280794137
0.06,0.34,0.4,event_soft_fibonacci,0.6263768861272582,0.5242308251314649,0.16842014658289817,0.7391667579660572,0.23885074081489638
0.06,0.34,0.4,event_binary,0.668221157283013,0.5720953449051968,0.9697445972495088,0.7689755507555441,0.26923695795773894
0.06,0.34,0.4,event_tribonacci,0.6321473305333106,0.5311383467249493,0.9739862280030605,0.7442530666186238,0.24513828199738422
0.06,0.34,0.4,event_random,0.6274937787920208,0.525780358791157,0.9712955779674166,0.7415613901562792,0.24077268470025123
0.06,0.34,0.4,event_stale,0.6919047587183079,0.5983455487418515,0.9753038024304195,0.7823190367594873,0.281563425745994
0.1,0.12,0.2,no_return,0.6606147111895444,0.5584105237332693,0.0,0.739137641157375,0.2382980998752847
0.1,0.12,0.2,always_fibonacci,0.6282266736732567,0.5268578848205098,1.0,0.7443761199537507,0.24141834122508832
0.1,0.12,0.2,event_fibonacci,0.6283982790297138,0.5269806177842133,0.9978046103183315,0.7434393169803947,0.24186467505727918
0.1,0.12,0.2,event_soft_fibonacci,0.6278233787355241,0.5262986862679954,0.372030059095725,0.7433874588311515,0.240849045196517
0.1,0.12,0.2,event_binary,0.6681277020406848,0.5720881440307966,0.9989235737351991,0.7684972421063139,0.27058352266845553
0.1,0.12,0.2,event_tribonacci,0.6323676026011595,0.5316267080000798,1.0,0.7458770870974674,0.24619223415464347
0.1,0.12,0.2,event_random,0.6269816521724629,0.5254651454028364,0.9977827050997783,0.743476526363864,0.24083075112814528
0.1,0.12,0.2,event_stale,0.6930844389999353,0.5998401516273894,0.996900826446281,0.7841684917036741,0.2828650460408916
0.1,0.12,0.28,no_return,0.6610668113146488,0.5590057511404765,0.0,0.7400543515657622,0.23881401048923945
0.1,0.12,0.28,always_fibonacci,0.6270653475220688,0.525458208636298,1.0,0.740843349456771,0.24256555953770825
0.1,0.12,0.28,event_fibonacci,0.6280098973630898,0.5265662078042075,0.9732620320855615,0.7405245732466506,0.24451453456538952
0.1,0.12,0.28,event_soft_fibonacci,0.6287660908237946,0.5271037437814682,0.29956065699068923,0.7439706559107956,0.23888640974820494
0.1,0.12,0.28,event_binary,0.6667171845569958,0.5705348534771761,0.9748083242059146,0.7650321536674516,0.27262493467497045
0.1,0.12,0.28,event_tribonacci,0.6337656610056733,0.5331250197306152,0.9678135405105438,0.7485070283576496,0.24456260242103475
0.1,0.12,0.28,event_random,0.6295851735865248,0.5283259685608522,0.96529284164859,0.7448983738190788,0.241986983118847
0.1,0.12,0.28,event_stale,0.6935193306229228,0.6003600512422609,0.9678456591639871,0.7854836648176269,0.28240024154992194
0.1,0.12,0.4,no_return,0.6614284618035435,0.559449254402719,0.0,0.7412383654594116,0.23844677600810785
0.1,0.12,0.4,always_fibonacci,0.6279801920661244,0.5265502488897641,1.0,0.7438087668613668,0.24137423954220272
0.1,0.12,0.4,event_fibonacci,0.6298131078773491,0.5282919534745601,0.939297124600639,0.7412828294777131,0.24298911522779537
0.1,0.12,0.4,event_soft_fibonacci,0.6298923615250217,0.528105683407068,0.172750677155283,0.7414143741560545,0.24019634499441106
0.1,0.12,0.4,event_binary,0.6678470425546277,0.5716122198856566,0.9259668508287293,0.7700554514591528,0.26707252537446446
0.1,0.12,0.4,event_tribonacci,0.633479045050268,0.5325844587762159,0.937984496124031,0.7451303126603829,0.2454049417155346
0.1,0.12,0.4,event_random,0.6293304088665407,0.5278733156592902,0.9367369589345172,0.7427394448407596,0.24216475792776937
0.1,0.12,0.4,event_stale,0.6924140780255419,0.5989618316009542,0.920704845814978,0.7836082002765711,0.2813509633633118
0.1,0.22,0.2,no_return,0.6603536306918645,0.5581641312842793,0.0,0.7370258992600447,0.24056175300564062
0.1,0.22,0.2,always_fibonacci,0.6277516792219799,0.5262210789627304,1.0,0.7418088826283327,0.24236273651599924
0.1,0.22,0.2,event_fibonacci,0.6274666408670623,0.5259739977153239,0.9977011494252873,0.7419194517679929,0.24262497093018773
0.1,0.22,0.2,event_soft_fibonacci,0.6265965858375973,0.5248765260457402,0.37715035178385736,0.7404297772676279,0.24184492460548235
0.1,0.22,0.2,event_binary,0.6684913956938395,0.5725955070366366,0.996523754345307,0.7701236032261741,0.2703916353911314
0.1,0.22,0.2,event_tribonacci,0.6326338032645985,0.5319366156404144,0.9975713418336369,0.7460044835959457,0.24650423198402704
0.1,0.22,0.2,event_random,0.627457820676093,0.5260725912869636,0.9994252873563219,0.7440053573086874,0.2416232049741762
0.1,0.22,0.2,event_stale,0.6934075692953228,0.6003033230764654,0.9982588508415554,0.7834687461155017,0.2849645615258074
0.1,0.22,0.28,no_return,0.6610195312389646,0.558953477688428,0.0,0.7396227188848938,0.23919884536846253
0.1,0.22,0.28,always_fibonacci,0.628613619257013,0.5272933911895269,1.0,0.7433233166833559,0.24294918678736882
0.1,0.22,0.28,event_fibonacci,0.6299402032314494,0.5286340563795996,0.9693509615384616,0.7444089987025309,0.24201030912712213
0.1,0.22,0.28,event_soft_fibonacci,0.6288765405420065,0.5273753595329773,0.3014924176294506,0.7440740839757535,0.2403871283648959
0.1,0.22,0.28,event_binary,0.6680112540305938,0.5719716906966733,0.9732461355529132,0.7691303107908193,0.26994886701107307
0.1,0.22,0.28,event_tribonacci,0.6333650835445309,0.5327083843273619,0.9701579871269749,0.7457652723410918,0.24714658623464436
0.1,0.22,0.28,event_random,0.628183020308143,0.526783425394735,0.9756944444444444,0.7426889176848694,0.24278753150963356
0.1,0.22,0.28,event_stale,0.692820215300616,0.5996080819224432,0.978375219170076,0.7815126839458804,0.28584872620084795
0.1,0.22,0.4,no_return,0.6603340961892048,0.5581464189617953,0.0,0.73733049283566,0.24027084731668089
0.1,0.22,0.4,always_fibonacci,0.627739456039977,0.5262584876533258,1.0,0.7407143553096223,0.24395565384146786
0.1,0.22,0.4,event_fibonacci,0.631343273243092,0.530053647275252,0.931306990881459,0.7437964285445267,0.2427882547280023
0.1,0.22,0.4,event_soft_fibonacci,0.6284801594177026,0.5265537432092737,0.17645851416360092,0.7393303534433451,0.24088287060083471
0.1,0.22,0.4,event_binary,0.6674314989381366,0.5711708642125438,0.942433234421365,0.7668643772008084,0.2700108809279302
0.1,0.22,0.4,event_tribonacci,0.6358660196023035,0.5352809434130462,0.9208804283164783,0.7459185196560837,0.247708529868774
0.1,0.22,0.4,event_random,0.6300378710568929,0.5286566073079005,0.9316807738814994,0.7425297132235146,0.2431416346439985
0.1,0.22,0.4,event_stale,0.6921289425034641,0.598628930095254,0.9203647416413374,0.7826687572078717,0.28181168539907575
0.1,0.34,0.2,no_return,0.661457879096009,0.5594588535159544,0.0,0.7412188313260366,0.23826940087858067
0.1,0.34,0.2,always_fibonacci,0.6284669130180264,0.5271460305700185,1.0,0.7434737979994579,0.24279517979017798
0.1,0.34,0.2,event_fibonacci,0.6282046135514867,0.526811940251269,0.9988448209472468,0.7432449919423918,0.24230013412639842
0.1,0.34,0.2,event_soft_fibonacci,0.6276721629141181,0.5260518920081044,0.3750298087351385,0.741734366452124,0.2415394160882227
0.1,0.34,0.2,event_binary,0.6687125341520839,0.5728278704835424,0.9980694980694981,0.7710798046722525,0.26954810533546975
0.1,0.34,0.2,event_tribonacci,0.6319831481647168,0.5311990219168893,0.9988439306358381,0.7457359549064307,0.2459021969319353
0.1,0.34,0.2,event_random,0.627167402511562,0.5257157265903784,0.9992401215805471,0.742035167045956,0.24292379213554988
0.1,0.34,0.2,event_stale,0.6936621624689518,0.6006100501707838,0.9988465974625144,0.7845261461840168,0.2844309623944396
0.1,0.34,0.28,no_return,0.660778057578417,0.558672658140616,0.0,0.7384360442919341,0.23998811730745154
0.1,0.34,0.28,always_fibonacci,0.6277340709588148,0.5262141718779735,1.0,0.7417458072171824,0.2425302301626088
0.1,0.34,0.28,event_fibonacci,0.6293410406408017,0.5280031292139363,0.9765151515151516,0.7432879689982181,0.242814111560116
0.1,0.34,0.28,event_soft_fibonacci,0.6275229961848813,0.5257814784167539,0.310654072807098,0.7395904733330341,0.24246959415455435
0.1,0.34,0.28,event_binary,0.6688629253824123,0.5729276891325593,0.9692846034214619,0.7706906814766737,0.26943583888112915
0.1,0.34,0.28,event_tribonacci,0.6341680769281961,0.533591237412611,0.9712955779674166,0.7468608443379443,0.24684997509700538
0.1,0.34,0.28,event_random,0.6280343743942711,0.5265406397420295,0.972052067381317,0.7412748595356597,0.24326798632684185
0.1,0.34,0.28,event_stale,0.6928336958456689,0.5995709593441445,0.9704187475989243,0.78254908515147,0.2842982334669269
0.1,0.34,0.4,no_return,0.6607956212358321,0.5587048622663472,0.0,0.7381893495976452,0.24037964477115217
0.1,0.34,0.4,always_fibonacci,0.6282233201931594,0.5268497212346821,1.0,0.7431511765034664,0.24259068779529824
0.1,0.34,0.4,event_fibonacci,0.6306839147713965,0.5292988621882908,0.9262759924385633,0.7418157639572747,0.243808583115181
0.1,0.34,0.4,event_soft_fibonacci,0.6298795232523134,0.5281323258658173,0.17071988795879878,0.7421784533337565,0.23983043836832338
0.1,0.34,0.4,event_binary,0.6694310564811998,0.5733830004825384,0.9086353122590594,0.7712729300623675,0.26772477463033356
0.1,0.34,0.4,event_tribonacci,0.6348161518119811,0.5340816323208016,0.9217982621836041,0.7462884686551327,0.24584357007084381
0.1,0.34,0.4,event_random,0.6302761089913643,0.5288996738106617,0.9243884358784284,0.7434578044065283,0.242254272268897
0.1,0.34,0.4,event_stale,0.6920617355284063,0.5985316332462722,0.9268575851393189,0.7826249088143115,0.2815464181742627
0.16,0.12,0.2,no_return,0.6641661198247363,0.5628164920607295,0.0,0.7474546733285582,0.23852750745542162
0.16,0.12,0.2,always_fibonacci,0.6316825144618827,0.5310727767668325,1.0,0.7507415427975699,0.2426366094165127
0.16,0.12,0.2,event_fibonacci,0.6310978365098057,0.5303094364611973,0.9933184855233853,0.7486476890289187,0.24294282881411897
0.16,0.12,0.2,event_soft_fibonacci,0.6297157383454561,0.5286655654822192,0.3717079146588327,0.7461158724830786,0.242859984915027
0.16,0.12,0.2,event_binary,0.6732285244669602,0.5781335638621423,0.9954699886749717,0.7809575293591384,0.26757251497803375
0.16,0.12,0.2,event_tribonacci,0.6352924973204469,0.5351386110659277,0.9978880675818373,0.754370417094792,0.24356485073347273
0.16,0.12,0.2,event_random,0.6315363113826188,0.5308992766609986,0.9922566371681416,0.7541096837797464,0.23899827978925073
0.16,0.12,0.2,event_stale,0.6962033471482125,0.6036831487943612,0.9978094194961665,0.7916015338599816,0.28267286399926955
0.16,0.12,0.28,no_return,0.664439774308568,0.5630899180867235,0.0,0.7490102692044118,0.23696916350513034
0.16,0.12,0.28,always_fibonacci,0.6330457090286981,0.5326592636462215,1.0,0.7560513320112838,0.23956289471143247
0.16,0.12,0.28,event_fibonacci,0.6331124577552996,0.5323395266107684,0.9367991845056065,0.7488284571651891,0.24291775882393601
0.16,0.12,0.28,event_soft_fibonacci,0.6340454523006616,0.5333359700267177,0.293085233177957,0.7520906475614982,0.2402932458627004
0.16,0.12,0.28,event_binary,0.669611987352059,0.5736289903552212,0.915650406504065,0.7748900535851964,0.2647605959900409
0.16,0.12,0.28,event_tribonacci,0.6376275050922509,0.5375724238574154,0.9362139917695473,0.7544023934055327,0.24452431148216142
0.16,0.12,0.28,event_random,0.6320298061194116,0.5312741519143428,0.9340782122905028,0.7481697453644071,0.24375429289983683
0.16,0.12,0.28,event_stale,0.6955069777911984,0.6027712510667389,0.9370165745856354,0.791216109025172,0.280907115271721
0.16,0.12,0.4,no_return,0.6651564262177478,0.5640088279990656,0.0,0.7508172775940288,0.2371853434679792
0.16,0.12,0.4,always_fibonacci,0.6315144577442394,0.5308545627884278,1.0,0.7522090773012039,0.2406664774024139
0.16,0.12,0.4,event_fibonacci,0.6379369760462459,0.5373185497254478,0.821656050955414,0.7514636590550405,0.24183144488535677
0.16,0.12,0.4,event_soft_fibonacci,0.6335400518733616,0.5322205480562837,0.18105623120285866,0.7429597977514706,0.24332684810372662
0.16,0.12,0.4,event_binary,0.6722786788709797,0.5764518034601385,0.8308977035490606,0.7758399868545912,0.26536976598238315
0.16,0.12,0.4,event_tribonacci,0.641586060729108,0.5416015914597272,0.8218451749734889,0.7546785865757023,0.2449559710479599
0.16,0.12,0.4,event_random,0.6365451461720393,0.5358935874645495,0.8315565031982942,0.7501658464439857,0.2427956306022109
0.16,0.12,0.4,event_stale,0.6930359050378565,0.5996050177675385,0.841711229946524,0.7884283561833052,0.27674317135911813
0.16,0.22,0.2,no_return,0.6655475807825504,0.5644616831830412,0.0,0.752060270269629,0.2365619195975228
0.16,0.22,0.2,always_fibonacci,0.6301251409298918,0.5291580062447582,1.0,0.7482989463762926,0.2415063158594618
0.16,0.22,0.2,event_fibonacci,0.6305532863660845,0.5297379905469658,0.9951923076923077,0.7489354184003787,0.2423849768201776
0.16,0.22,0.2,event_soft_fibonacci,0.6305124396759737,0.5296334279984048,0.36564684275497145,0.7492567125090471,0.24142947491111738
0.16,0.22,0.2,event_binary,0.6695823932308139,0.5740055354699826,0.9970273483947681,0.7752243823865105,0.26848138116697373
0.16,0.22,0.2,event_tribonacci,0.6366294869977541,0.5366875738742459,0.9924198250728863,0.7556638652364935,0.24439680786691642
0.16,0.22,0.2,event_random,0.6293268390682679,0.5284315838949795,0.9917208752217622,0.7477256216408936,0.2428003391753149
0.16,0.22,0.2,event_stale,0.6962638219640278,0.603811167752296,0.9927797833935018,0.7906859755148195,0.28426623246471194
0.16,0.22,0.28,no_return,0.6648624403612714,0.5636688811406166,0.0,0.7493799933334966,0.2381622963575073
0.16,0.22,0.28,always_fibonacci,0.630872554364859,0.5301212643003628,1.0,0.7511330408088989,0.24083367107316708
0.16,0.22,0.28,event_fibonacci,0.6324630538393213,0.5316413309531492,0.9440559440559441,0.747499724857949,0.24376010701330902
0.16,0.22,0.28,event_soft_fibonacci,0.6325812837646759,0.5316443473137985,0.29978430391279065,0.748496613702519,0.24160276821631915
0.16,0.22,0.28,event_binary,0.6701391755681436,0.5743107567923891,0.9342806394316163,0.7741525415580569,0.26704257616470073
0.16,0.22,0.28,event_tribonacci,0.6365467767424648,0.5363473560961514,0.9420289855072463,0.7518480857037821,0.24563815620477852
0.16,0.22,0.28,event_random,0.632961937774021,0.5322837240233517,0.9339449541284404,0.7510482331968571,0.24164404203888912
0.16,0.22,0.28,event_stale,0.6949583220038564,0.6021609811806848,0.9381381381381382,0.7885501403435267,0.2829547670782142
0.16,0.22,0.4,no_return,0.6640841247527093,0.5627418548619461,0.0,0.7468588446504373,0.23919875701187931
0.16,0.22,0.4,always_fibonacci,0.6312607152982334,0.5305568474488759,1.0,0.7512263443403777,0.24121477390789614
0.16,0.22,0.4,event_fibonacci,0.6391145689967193,0.5386871643740745,0.8152173913043478,0.7552520042667306,0.23995290948782377
0.16,0.22,0.4,event_soft_fibonacci,0.6358106841632143,0.5347515261761644,0.1725593549688017,0.7484849361373019,0.24040392940088637
0.16,0.22,0.4,event_binary,0.6700141542986446,0.5738821171421956,0.8387096774193549,0.7734028145934878,0.26475457630219873
0.16,0.22,0.4,event_tribonacci,0.6409557706151403,0.5408909791718569,0.8293395675043834,0.7544082461017618,0.24442372847864458
0.16,0.22,0.4,event_random,0.6369651699236916,0.5363567948531494,0.8317929759704251,0.7517668240284258,0.24162775885231344
0.16,0.22,0.4,event_stale,0.6932917319972377,0.5999018599405752,0.8288770053475936,0.7894135383253812,0.2761683415396673
0.16,0.34,0.2,no_return,0.6640279891389427,0.5626872598806831,0.0,0.7461644629155811,0.23991007197720796
0.16,0.34,0.2,always_fibonacci,0.6310642141986142,0.5303061841288952,1.0,0.7496844135824297,0.2422109614036646
0.16,0.34,0.2,event_fibonacci,0.6312677767643954,0.5305238665892914,0.9936381709741551,0.7507683551641287,0.24126648731683836
0.16,0.34,0.2,event_soft_fibonacci,0.6307878007057786,0.5299361158868164,0.3651144250966436,0.7497932346788267,0.24117046492442548
0.16,0.34,0.2,event_binary,0.6707231817961404,0.5752268917147862,0.9907228449942018,0.7784921282783946,0.26602153961525893
0.16,0.34,0.2,event_tribonacci,0.6343168510831203,0.5340591379707388,0.9927826784282278,0.7511428822004801,0.24575547554720392
0.16,0.34,0.2,event_random,0.6305621712214596,0.5298762239511655,0.9980945121951219,0.7504341066698866,0.24218738792793074
0.16,0.34,0.2,event_stale,0.6965243710786052,0.6040797726316963,0.9957115009746589,0.7925884547373214,0.28244637001797124
0.16,0.34,0.28,no_return,0.6643709205718321,0.5630715542226519,0.0,0.7479245753004732,0.23855670163127093
0.16,0.34,0.28,always_fibonacci,0.6311090845414296,0.5303404885152393,1.0,0.7501291736427873,0.24166078504616842
0.16,0.34,0.28,event_fibonacci,0.6339109595872026,0.5331762278537441,0.9257964257964258,0.7527750803854432,0.23935744248156476
0.16,0.34,0.28,event_soft_fibonacci,0.6328515801130545,0.5319605237631762,0.2954437206355726,0.7504677914462433,0.24009780156346144
0.16,0.34,0.28,event_binary,0.6710717457341743,0.5754106599255041,0.926487747957993,0.7766277907158982,0.26624241790901787
0.16,0.34,0.28,event_tribonacci,0.6387512165791301,0.5388623407503372,0.9312888198757764,0.7562329472606238,0.24435448433772725
0.16,0.34,0.28,event_random,0.6340088227054546,0.5334748012578885,0.9247438928289992,0.7536292427164274,0.24050851047932423
0.16,0.34,0.28,event_stale,0.6957238867082758,0.6030648123063567,0.9370924434215574,0.7913237822638272,0.2815685374987484
0.16,0.34,0.4,no_return,0.664411580335306,0.5631091781126106,0.0,0.7482700853566936,0.23818267208869193
0.16,0.34,0.4,always_fibonacci,0.630798647704071,0.5299941011853385,1.0,0.7505790218515984,0.24084857621010608
0.16,0.34,0.4,event_fibonacci,0.6370101267867208,0.5363173797639452,0.8366394399066511,0.7503751804789776,0.24217701069794076
0.16,0.34,0.4,event_soft_fibonacci,0.6371953799711246,0.5363171847574739,0.16859366538790835,0.7513956178621711,0.2393036801837542
0.16,0.34,0.4,event_binary,0.6710772863081129,0.5751122994749109,0.8377329192546584,0.7737488462802281,0.2660829651751335
0.16,0.34,0.4,event_tribonacci,0.6419805531172809,0.5420162031365686,0.8199532346063912,0.7557463012811738,0.24408727782238981
0.16,0.34,0.4,event_random,0.6374157299163732,0.5368331617220473,0.8179012345679012,0.7529304117015719,0.2407178230302607
0.16,0.34,0.4,event_stale,0.6928284383337973,0.5994427786163515,0.8403426791277259,0.7854737027626412,0.28015069562833245
