flow,family,alpha,best_delay,best_slot_count,context_pressure,similarity_threshold,recall_window,recall_gain,layer_window,recency_decay,resonance_gain,field_radius,field_width,field_support_gain,field_competition_gain,phase_bind_gain,phase_bind_threshold,window_levels,window_blend_gain,admission_center,admission_width,admission_gain,split_threshold,witness_conversion,delayed_retention,release_rate,rupture_rate,recall_survival_rate,same_core_recall_rate,same_field_recall_rate,split_rate,context_distortion_rate,blocked_context_rate,field_overlap_rate,phase_binding_rate,macro_window_rate,admission_band_rate,pollution,phase_lock_resistance,score
golden,phi,0.6180339887498948,13,13,0.04,0.68,13,0.14,13,0.72,0.14,3,1.2,0.08,0.04,0.14,0.42,3,0.08,0.3,0.1,0.08,0.24,0.8904109589041096,0.47101449275362317,0.002258610954263128,0.14059853190287974,0.8616018845700825,0.336866902237927,0.8616018845700825,0.08244994110718493,0.0,0.13839811542991756,3.45703125,0.576171875,0.5247395833333334,0.0,0.10257245197004233,0.49216403586137314,0.7929713907594406
golden,phi,0.6180339887498948,13,13,0.04,0.68,13,0.2,8,0.72,0.14,5,1.8,0.08,0.04,0.14,0.42,1,0.14,0.1,0.18,0.14,0.36,0.8726823238566132,0.466006600660066,0.002258610954263128,0.1422924901185771,0.8524684270952928,0.34270952927669346,0.8524684270952928,0.06314580941446613,0.0,0.14753157290470723,5.76171875,0.576171875,0.0,0.2981770833333333,0.10680560078150439,0.4290632561022977,0.7953214230569557
golden,phi,0.6180339887498948,13,13,0.04,0.68,21,0.14,8,0.72,0.08,3,1.8,0.14,0.04,0.14,0.42,1,0.08,0.3,0.18,0.14,0.36,0.8534798534798534,0.46047430830039526,0.002258610954263128,0.14059853190287974,0.8808437856328393,0.4960091220068415,0.8808437856328393,0.056442417331812995,0.0,0.11915621436716077,3.45703125,0.576171875,0.0,0.21940104166666666,0.10094431781178768,0.4906666509539712,0.7922309570202518
golden,phi,0.6180339887498948,13,13,0.04,0.68,21,0.14,13,0.72,0.14,3,1.2,0.08,0.04,0.14,0.3,2,0.14,0.1,0.18,0.08,0.24,0.8717310087173101,0.4657351962741184,0.002258610954263128,0.14906832298136646,0.8952164009111617,0.48519362186788156,0.8952164009111617,0.08029612756264237,0.0,0.10478359908883828,3.45703125,0.576171875,0.5218098958333334,0.0,0.09833930315858026,0.49369702347831357,0.7864568947201295
golden,phi,0.6180339887498948,13,13,0.04,0.68,21,0.2,8,0.72,0.14,3,1.8,0.08,0.08,0.14,0.42,2,0.08,0.3,0.1,0.14,0.36,0.8404907975460123,0.45666666666666667,0.002258610954263128,0.1507622811970638,0.8564867967853043,0.4695752009184845,0.8564867967853043,0.05855338691159587,0.0,0.14351320321469574,3.45703125,0.576171875,0.5149739583333334,0.08984375,0.10126994464343862,0.49238076756575533,0.8025337241520871
golden,phi,0.6180339887498948,13,13,0.04,0.68,21,0.2,13,0.55,0.08,5,1.8,0.14,0.08,0.08,0.18,2,0.08,0.2,0.1,0.14,0.24,0.8516624040920716,0.4599447513812155,0.002258610954263128,0.18012422360248448,0.9011925042589438,0.5229982964224872,0.9011925042589438,0.0982396365701306,0.0,0.09880749574105621,5.76171875,0.576171875,0.5540364583333334,0.16927083333333334,0.10354933246499512,0.42019842465698587,0.7799190664916906
golden,phi,0.6180339887498948,13,13,0.04,0.68,21,0.2,13,0.72,0.08,5,1.2,0.08,0.04,0.08,0.42,3,0.14,0.1,0.18,0.14,0.24,0.8646232439335888,0.4636986301369863,0.002258610954263128,0.17334839073969507,0.8807495741056218,0.5173197047132311,0.8807495741056218,0.09880749574105621,0.0,0.11925042589437819,5.76171875,0.576171875,0.51171875,0.3053385416666667,0.10354933246499512,0.42037354283005424,0.7971794091681984
golden,phi,0.6180339887498948,13,13,0.04,0.78,13,0.08,8,0.55,0.08,5,1.8,0.08,0.08,0.14,0.42,3,0.14,0.1,0.1,0.08,0.24,0.9626865671641791,0.49049429657794674,0.002258610954263128,0.1067193675889328,0.8329545454545455,0.35909090909090907,0.8329545454545455,0.07954545454545454,0.0,0.16704545454545455,5.76171875,0.576171875,0.5540364583333334,0.0,0.11983067404754151,0.45127475993402233,0.8068597271563905
golden,phi,0.6180339887498948,13,13,0.04,0.78,13,0.14,13,0.55,0.08,5,1.8,0.14,0.04,0.14,0.42,3,0.08,0.1,0.1,0.14,0.24,0.9032663316582915,0.4745874587458746,0.002258610954263128,0.1422924901185771,0.8326647564469914,0.34154727793696277,0.8326647564469914,0.09111747851002866,0.0,0.1673352435530086,5.76171875,0.576171875,0.5540364583333334,0.2610677083333333,0.10908498860306089,0.45490361892950826,0.8148135198491555
golden,phi,0.6180339887498948,13,13,0.04,0.78,13,0.14,13,0.55,0.08,5,1.8,0.14,0.08,0.08,0.18,3,0.14,0.3,0.1,0.14,0.24,0.8966376089663761,0.4727511490479317,0.002258610954263128,0.13777526821005082,0.8751431844215349,0.361397479954181,0.8751431844215349,0.0836197021764032,0.0,0.12485681557846506,5.76171875,0.576171875,0.5540364583333334,0.09407552083333333,0.10875936177140996,0.45726933308131745,0.7959511480320203
golden,phi,0.6180339887498948,13,13,0.04,0.78,13,0.2,8,0.72,0.08,5,1.8,0.14,0.08,0.08,0.3,3,0.08,0.3,0.1,0.14,0.36,0.8353658536585366,0.45514950166112955,0.002258610954263128,0.14793901750423488,0.8672768878718535,0.3512585812356979,0.8672768878718535,0.04977116704805492,0.0,0.13272311212814644,5.76171875,0.576171875,0.5133463541666666,0.09440104166666667,0.10354933246499512,0.4632542617833263,0.7990605451770885
golden,phi,0.6180339887498948,13,13,0.04,0.78,21,0.08,8,0.72,0.08,3,1.2,0.14,0.08,0.08,0.42,2,0.14,0.2,0.18,0.14,0.36,0.9108433734939759,0.4766708701134931,0.002258610954263128,0.10220214568040654,0.8451906659077973,0.491747296528173,0.8451906659077973,0.04723961297666477,0.0,0.15480933409220263,3.45703125,0.576171875,0.5237630208333334,0.3310546875,0.11169000325626832,0.4848202684113172,0.8400893967884987
golden,phi,0.6180339887498948,13,13,0.04,0.78,21,0.08,8,0.72,0.14,3,1.8,0.08,0.08,0.14,0.18,1,0.08,0.2,0.18,0.08,0.36,0.9253012048192771,0.4806007509386733,0.002258610954263128,0.09542631281761717,0.8616960728514513,0.5065452475811042,0.8616960728514513,0.04723961297666477,0.0,0.13830392714854867,3.45703125,0.576171875,0.0,0.0,0.11429501790947574,0.48392076806085327,0.7912166449849636
golden,phi,0.6180339887498948,13,13,0.04,0.78,21,0.08,13,0.72,0.14,3,1.8,0.08,0.04,0.08,0.42,3,0.14,0.1,0.1,0.14,0.24,0.929368029739777,0.4816955684007707,0.002258610954263128,0.11857707509881422,0.8224245873648264,0.4632896983494593,0.8224245873648264,0.07455890722822994,0.0,0.1775754126351736,3.45703125,0.576171875,0.5387369791666666,0.2639973958333333,0.11234125691957017,0.4915942291984471,0.8330119682183408
golden,phi,0.6180339887498948,13,13,0.04,0.78,21,0.14,8,0.55,0.14,5,1.8,0.14,0.04,0.14,0.18,2,0.14,0.2,0.18,0.08,0.36,0.8824242424242424,0.4687701223438506,0.002258610954263128,0.12083568605307736,0.8581157775255391,0.5124858115777525,0.8581157775255391,0.04767309875141884,0.0,0.14188422247446084,5.76171875,0.576171875,0.5485026041666666,0.0,0.10810810810810811,0.46188625437597963,0.8012230204947154
golden,phi,0.6180339887498948,13,13,0.04,0.78,21,0.14,8,0.72,0.08,5,1.2,0.08,0.08,0.08,0.18,1,0.08,0.3,0.1,0.14,0.24,0.9105590062111801,0.476592977893368,0.002258610954263128,0.1293054771315641,0.8729438457175269,0.5337492909812819,0.8729438457175269,0.08111174134997164,0.0,0.12705615428247305,5.76171875,0.576171875,0.0,0.09342447916666667,0.11169000325626832,0.45616818374666224,0.7793427699827519
golden,phi,0.6180339887498948,13,13,0.04,0.78,21,0.14,13,0.72,0.08,3,1.8,0.14,0.08,0.14,0.18,2,0.08,0.1,0.18,0.14,0.36,0.8599269183922046,0.4623444662737394,0.002258610954263128,0.13551665725578768,0.876,0.49942857142857144,0.876,0.054285714285714284,0.0,0.124,3.45703125,0.576171875,0.5328776041666666,0.3020833333333333,0.10094431781178768,0.4891659465798113,0.8217975998775424
golden,phi,0.6180339887498948,13,13,0.08,0.58,13,0.14,13,0.55,0.08,5,1.2,0.14,0.08,0.08,0.3,1,0.14,0.3,0.1,0.08,0.36,0.8797083839611178,0.4680025856496445,0.002258610954263128,0.12422360248447205,0.9273455377574371,0.37528604118993136,0.9273455377574371,0.057780320366132724,0.14416475972540047,0.07265446224256293,5.76171875,0.576171875,0.0,0.0,0.10387495929664604,0.46569248191351664,0.7372373861059649
golden,phi,0.6180339887498948,13,13,0.08,0.58,13,0.14,13,0.55,0.14,3,1.8,0.14,0.08,0.14,0.42,2,0.14,0.3,0.18,0.08,0.24,0.87001287001287,0.465244322092223,0.002258610954263128,0.17730095990965555,0.8942705256940343,0.3360897814530419,0.8942705256940343,0.10868281157708211,0.13585351447135263,0.10572947430596574,3.45703125,0.576171875,0.55078125,0.0,0.09475740801042006,0.49232430140581185,0.7476680592509953
golden,phi,0.6180339887498948,13,13,0.08,0.58,13,0.2,13,0.72,0.08,5,1.8,0.14,0.04,0.14,0.18,1,0.14,0.3,0.1,0.08,0.36,0.822360248447205,0.4512610770279482,0.002258610954263128,0.16939582156973462,0.942627653471027,0.36259323006310956,0.942627653471027,0.06769936890418818,0.14228341939185313,0.05737234652897304,5.76171875,0.576171875,0.0,0.0,0.09996743731683491,0.45972149047373123,0.7207360377880604
golden,phi,0.6180339887498948,13,13,0.08,0.58,21,0.08,8,0.55,0.14,3,1.8,0.14,0.04,0.08,0.42,2,0.14,0.2,0.18,0.14,0.24,0.9012820512820513,0.47403910991233983,0.002258610954263128,0.1603613777526821,0.8905982905982905,0.4831908831908832,0.8905982905982905,0.10712250712250712,0.14188034188034188,0.1094017094017094,3.45703125,0.576171875,0.5413411458333334,0.3317057291666667,0.0986649299902312,0.4931422283087612,0.7831359747037173
golden,phi,0.6180339887498948,13,13,0.08,0.58,21,0.08,8,0.72,0.14,3,1.8,0.14,0.08,0.08,0.42,1,0.14,0.3,0.18,0.14,0.24,0.8937259923175416,0.4719405003380663,0.002258610954263128,0.16261998870694522,0.8968072976054732,0.4885974914481186,0.8968072976054732,0.10718358038768529,0.1419612314709236,0.1031927023945268,3.45703125,0.576171875,0.0,0.22005208333333334,0.09703679583197655,0.49498573548697966,0.751448802353842
golden,phi,0.6180339887498948,13,13,0.08,0.58,21,0.14,8,0.55,0.14,3,1.8,0.14,0.04,0.08,0.18,3,0.14,0.3,0.1,0.08,0.24,0.8674388674388674,0.46450723638869745,0.002258610954263128,0.17843026538678713,0.927065527065527,0.47065527065527063,0.927065527065527,0.10712250712250712,0.14188034188034188,0.07293447293447293,3.45703125,0.576171875,0.5348307291666666,0.0,0.09345490068381634,0.4935840839001753,0.7426945669184449
golden,phi,0.6180339887498948,13,13,0.08,0.58,21,0.14,8,0.72,0.08,5,1.2,0.14,0.08,0.14,0.42,2,0.08,0.2,0.1,0.14,0.24,0.8928571428571429,0.4716981132075472,0.002258610954263128,0.15979672501411632,0.9028960817717206,0.5298126064735945,0.9028960817717206,0.0982396365701306,0.14253265190232822,0.09710391822827939,5.76171875,0.576171875,0.5110677083333334,0.17057291666666666,0.10615434711820254,0.4522470235931886,0.7628387296949121
golden,phi,0.6180339887498948,13,13,0.08,0.58,21,0.14,13,0.55,0.14,5,1.2,0.14,0.08,0.08,0.18,3,0.08,0.3,0.18,0.08,0.36,0.8711656441717791,0.46557377049180326,0.002258610954263128,0.13664596273291926,0.9290981281905842,0.5405558706749858,0.9290981281905842,0.058423142370958595,0.14350538854225753,0.07090187180941576,5.76171875,0.576171875,0.5485026041666666,0.0,0.10061869098013676,0.4599676696427696,0.7545225425432156
golden,phi,0.6180339887498948,13,13,0.08,0.58,21,0.2,8,0.55,0.08,3,1.2,0.14,0.04,0.08,0.42,2,0.14,0.2,0.1,0.14,0.36,0.8209331651954602,0.45083102493074795,0.002258610954263128,0.18238283455674761,0.8975386376645679,0.47796222095020036,0.8975386376645679,0.08471665712650257,0.14024041213508873,0.10246136233543217,3.45703125,0.576171875,0.5423177083333334,0.16373697916666666,0.08401172256593943,0.4919798088829629,0.7615394083430496
golden,phi,0.6180339887498948,13,13,0.08,0.68,13,0.08,8,0.55,0.08,3,1.8,0.14,0.04,0.08,0.18,3,0.14,0.2,0.18,0.14,0.36,0.8950542822677925,0.47231063017186503,0.002258610954263128,0.11067193675889328,0.9092505854800936,0.3706088992974239,0.9092505854800936,0.05444964871194379,0.0,0.09074941451990633,3.45703125,0.576171875,0.5426432291666666,0.3258463541666667,0.10713122761315533,0.4879615563421804,0.8240120958640079
golden,phi,0.6180339887498948,13,13,0.08,0.68,13,0.08,13,0.55,0.14,3,1.2,0.14,0.08,0.14,0.42,2,0.14,0.3,0.1,0.08,0.24,0.9261576971214017,0.4808317089018843,0.002258610954263128,0.1287408243929983,0.8549707602339182,0.3374269005847953,0.8549707602339182,0.08128654970760234,0.0,0.14502923976608187,3.45703125,0.576171875,0.5491536458333334,0.0,0.10680560078150439,0.492147797290702,0.8006201890279564
golden,phi,0.6180339887498948,13,13,0.08,0.68,13,0.08,13,0.72,0.14,3,1.2,0.14,0.04,0.14,0.42,3,0.14,0.2,0.18,0.08,0.36,0.9124087591240876,0.4770992366412214,0.002258610954263128,0.1101072840203275,0.8645955451348183,0.3563892145369285,0.8645955451348183,0.05451348182883939,0.0,0.1354044548651817,3.45703125,0.576171875,0.5208333333333334,0.0,0.10908498860306089,0.48605411887727845,0.8063438355110691
golden,phi,0.6180339887498948,13,13,0.08,0.68,13,0.08,13,0.72,0.14,5,1.8,0.08,0.04,0.14,0.42,2,0.08,0.1,0.18,0.14,0.24,0.94375,0.4855305466237942,0.002258610954263128,0.11970638057594579,0.8571428571428571,0.36254980079681276,0.8571428571428571,0.08195788275469551,0.0,0.14285714285714285,5.76171875,0.576171875,0.5423177083333334,0.3030598958333333,0.11885379355258874,0.4541604812028903,0.825021984456301
golden,phi,0.6180339887498948,13,13,0.08,0.68,13,0.14,8,0.72,0.14,5,1.2,0.14,0.08,0.14,0.18,2,0.08,0.3,0.1,0.08,0.36,0.8857837181044957,0.4697164948453608,0.002258610954263128,0.12140033879164314,0.8945558739255014,0.38108882521489973,0.8945558739255014,0.046418338108882524,0.0,0.10544412607449857,5.76171875,0.576171875,0.5182291666666666,0.0,0.10420058612829697,0.43116937218576423,0.7916924294048312
golden,phi,0.6180339887498948,13,13,0.08,0.68,13,0.14,13,0.72,0.08,5,1.8,0.14,0.08,0.14,0.42,1,0.14,0.3,0.18,0.08,0.36,0.8934624697336562,0.4718670076726343,0.002258610954263128,0.11462450592885376,0.8759291023441966,0.36935391652372784,0.8759291023441966,0.048027444253859346,0.0,0.12407089765580331,5.76171875,0.576171875,0.0,0.0,0.10908498860306089,0.4602795768326665,0.7797336409976049
golden,phi,0.6180339887498948,13,13,0.08,0.68,13,0.2,13,0.72,0.14,5,1.2,0.08,0.08,0.08,0.18,3,0.08,0.2,0.18,0.08,0.36,0.8504901960784313,0.4596026490066225,0.002258610954263128,0.14511575381140598,0.9028177113283496,0.38067855089131686,0.9028177113283496,0.05290396779758482,0.0,0.09718228867165038,5.76171875,0.576171875,0.5143229166666666,0.0,0.09964181048518397,0.43035379029383414,0.7818560123324255
golden,phi,0.6180339887498948,13,13,0.08,0.68,21,0.08,8,0.72,0.14,3,1.8,0.14,0.08,0.14,0.42,2,0.14,0.3,0.1,0.14,0.24,0.9079601990049752,0.4758800521512386,0.002258610954263128,0.13156408808582723,0.8599088838268792,0.4766514806378132,0.8599088838268792,0.07972665148063782,0.0,0.14009111617312073,3.45703125,0.576171875,0.5172526041666666,0.09147135416666667,0.10745685444480625,0.4921589286618018,0.8064949448707271
golden,phi,0.6180339887498948,13,13,0.08,0.68,21,0.14,13,0.55,0.14,3,1.2,0.08,0.08,0.14,0.42,3,0.14,0.2,0.1,0.14,0.36,0.8797083839611178,0.4680025856496445,0.002258610954263128,0.12422360248447205,0.8616960728514513,0.4889015367103017,0.8616960728514513,0.055776892430278883,0.0,0.13830392714854867,3.45703125,0.576171875,0.546875,0.17122395833333334,0.10192119830674047,0.4893962232474436,0.8160067420292426
golden,phi,0.6180339887498948,13,13,0.08,0.68,21,0.2,13,0.72,0.08,5,1.2,0.14,0.08,0.14,0.3,3,0.14,0.1,0.18,0.14,0.36,0.8127340823970037,0.44834710743801653,0.002258610954263128,0.17786561264822134,0.9105922551252847,0.5267653758542141,0.9105922551252847,0.06719817767653759,0.0,0.08940774487471526,5.76171875,0.576171875,0.5087890625,0.3059895833333333,0.0963855421686747,0.42748917681609155,0.7948787834765715
golden,phi,0.6180339887498948,13,13,0.08,0.78,13,0.08,8,0.72,0.08,3,1.8,0.14,0.04,0.08,0.3,3,0.14,0.2,0.18,0.14,0.24,0.9084158415841584,0.47600518806744485,0.002258610954263128,0.12704686617730096,0.8770588235294118,0.34823529411764703,0.8770588235294118,0.07823529411764706,0.0,0.12294117647058823,3.45703125,0.576171875,0.5159505208333334,0.3251953125,0.10745685444480625,0.49070116999706725,0.8238012653577493
golden,phi,0.6180339887498948,13,13,0.08,0.78,13,0.08,13,0.72,0.08,3,1.8,0.08,0.08,0.08,0.18,3,0.08,0.2,0.1,0.14,0.24,0.9442379182156134,0.48565965583174,0.002258610954263128,0.11180124223602485,0.8792102206736353,0.35772357723577236,0.8792102206736353,0.07723577235772358,0.0,0.1207897793263647,3.45703125,0.576171875,0.5393880208333334,0.171875,0.11169000325626832,0.4914791758998628,0.8170251510220773
golden,phi,0.6180339887498948,13,13,0.08,0.78,13,0.14,8,0.55,0.14,3,1.8,0.08,0.04,0.08,0.42,1,0.08,0.3,0.1,0.08,0.36,0.9141475211608222,0.4775742261528743,0.002258610954263128,0.1038961038961039,0.7730994152046784,0.3175438596491228,0.7730994152046784,0.05146198830409357,0.0,0.22690058479532163,3.45703125,0.576171875,0.0,0.0,0.11429501790947574,0.48474518915036713,0.7994544646642457
golden,phi,0.6180339887498948,13,13,0.08,0.78,13,0.14,13,0.72,0.08,3,1.8,0.08,0.04,0.14,0.42,3,0.08,0.1,0.1,0.14,0.24,0.9130434782608695,0.4772727272727273,0.002258610954263128,0.1281761716544325,0.8347010550996483,0.33411488862837047,0.8347010550996483,0.07854630715123095,0.0,0.1652989449003517,3.45703125,0.576171875,0.5419921875,0.2574869791666667,0.11136437642461738,0.49148986879501344,0.8243762666338649
golden,phi,0.6180339887498948,13,13,0.08,0.78,13,0.2,13,0.72,0.08,3,1.2,0.14,0.04,0.08,0.18,3,0.08,0.2,0.18,0.14,0.24,0.8014981273408239,0.44490644490644493,0.002258610954263128,0.18294748729531338,0.8877988963825874,0.35499693439607605,0.8877988963825874,0.07664009809932557,0.0,0.11220110361741263,3.45703125,0.576171875,0.517578125,0.3177083333333333,0.08857049820905243,0.4689736942830681,0.8005614380594891
golden,phi,0.6180339887498948,13,13,0.08,0.78,13,0.2,13,0.72,0.14,3,1.8,0.14,0.04,0.14,0.42,1,0.08,0.1,0.1,0.14,0.36,0.828009828009828,0.4529569892473118,0.002258610954263128,0.15753811405985318,0.8163141993957704,0.32265861027190335,0.8163141993957704,0.05498489425981873,0.0,0.18368580060422962,3.45703125,0.576171875,0.0,0.24772135416666666,0.09443178117876913,0.4630013196975189,0.7947867856279958
golden,phi,0.6180339887498948,13,13,0.08,0.78,21,0.08,8,0.55,0.14,3,1.2,0.14,0.04,0.14,0.3,2,0.08,0.3,0.18,0.08,0.36,0.9128329297820823,0.4772151898734177,0.002258610954263128,0.10559006211180125,0.8696642003414912,0.5122367672168469,0.8696642003414912,0.04780876494023904,0.0,0.13033579965850883,3.45703125,0.576171875,0.5498046875,0.0,0.11169000325626832,0.4844938634620881,0.8075814943492241
golden,phi,0.6180339887498948,13,13,0.08,0.78,21,0.08,13,0.72,0.08,5,1.2,0.14,0.04,0.08,0.3,2,0.08,0.2,0.1,0.08,0.36,0.9225268176400476,0.47985120892746436,0.002258610954263128,0.08695652173913043,0.8814520703346569,0.554736245036869,0.8814520703346569,0.038570618264322176,0.0,0.11854792966534317,5.76171875,0.576171875,0.5120442708333334,0.0,0.11755128622598503,0.46095816215926255,0.8070935694585695
silver,metallic,0.43821356237309517,21,13,0.04,0.58,13,0.08,8,0.72,0.08,3,1.8,0.14,0.04,0.08,0.18,3,0.08,0.2,0.1,0.08,0.24,0.8730853391684902,0.4661214953271028,0.020320855614973262,0.06417112299465241,1.0,0.21515151515151515,1.0,0.0696969696969697,0.0,0.0,1.81640625,0.302734375,0.13020833333333334,0.0,0.04623901009443178,0.5939074875843988,0.7514853634517937
silver,metallic,0.43821356237309517,21,13,0.04,0.58,13,0.2,8,0.55,0.08,5,1.8,0.14,0.08,0.08,0.3,3,0.08,0.3,0.1,0.14,0.24,0.8403361344537815,0.45662100456621,0.014973262032085561,0.0481283422459893,1.0,0.17591339648173207,1.0,0.009472259810554804,0.0,0.0,3.02734375,0.302734375,0.16243489583333334,0.0400390625,0.04949527841094106,0.5877130426669104,0.7656658267371099
silver,metallic,0.43821356237309517,21,13,0.04,0.58,13,0.2,13,0.55,0.14,5,1.8,0.14,0.08,0.08,0.18,3,0.14,0.1,0.18,0.08,0.36,0.8340336134453782,0.4547537227949599,0.0106951871657754,0.05561497326203209,1.0,0.17475728155339806,1.0,0.0,0.0,0.0,3.02734375,0.302734375,0.19889322916666666,0.0,0.048518397915988276,0.5899339888555248,0.7660563238239874
silver,metallic,0.43821356237309517,21,13,0.04,0.58,13,0.2,13,0.72,0.08,3,1.2,0.14,0.04,0.08,0.3,2,0.14,0.2,0.1,0.14,0.24,0.8219780219780219,0.451145958986731,0.01818181818181818,0.09518716577540107,1.0,0.2118380062305296,1.0,0.0763239875389408,0.0,0.0,1.81640625,0.302734375,0.19270833333333334,0.05859375,0.042005861282969716,0.5963583692664314,0.7481204864320812
silver,metallic,0.43821356237309517,21,13,0.04,0.58,21,0.08,13,0.55,0.14,3,1.8,0.14,0.04,0.14,0.18,3,0.14,0.3,0.18,0.08,0.24,0.8577878103837472,0.4617253948967193,0.012834224598930482,0.10695187165775401,1.0,0.31932773109243695,1.0,0.07563025210084033,0.0,0.0,1.81640625,0.302734375,0.19986979166666666,0.0,0.0429827417779225,0.6005204120348606,0.7624588212624056
silver,metallic,0.43821356237309517,21,13,0.04,0.58,21,0.08,13,0.72,0.08,5,1.8,0.08,0.08,0.08,0.18,2,0.08,0.3,0.1,0.08,0.36,0.8666666666666667,0.4642857142857143,0.01818181818181818,0.023529411764705882,1.0,0.31,1.0,0.0044444444444444444,0.0,0.0,3.02734375,0.302734375,0.18782552083333334,0.0,0.05079778573754477,0.584734923587408,0.7846312740732465
