flow,family,alpha,offset,window_width,delay,prediction_gain,pocket_gain,pocket_decay,fit_limit,revision_threshold,write_threshold,rupture_limit,write_count,witness_count,witness_conversion,delayed_retention,release_rate,rupture_rate,prediction_update_rate,mean_fit_error,mean_revision_size,mean_pocket_age,pollution,phase_lock_resistance,score
golden,phi,0.6540339887498948,0.036000000000000004,0.14,2,0.04,0.34,0.9,0.3,0.035,0.36,0.58,0.0,106.0,0.0,0.0,0.47706422018348627,0.03669724770642202,0.0,0.8622309849937894,0.03448923939975158,28.0,0.0,0.7569716938582706,0.363765493785735
golden,phi,0.5820339887498948,-0.036,0.14,2,0.04,0.34,0.9,0.46,0.07,0.68,0.9,0.0,228.0,0.0,0.0,0.3500810372771475,0.28038897893030795,0.0,0.11583944061127815,0.004633577624451127,1.3464912280701755,0.0,0.7023985114327052,0.29071004115213883
golden,phi,0.5940339887498948,-0.023999999999999997,0.14,2,0.04,0.34,0.9,0.46,0.07,0.68,0.9,0.0,207.0,0.0,0.0,0.3568965517241379,0.28620689655172415,0.0,0.11722950422016927,0.004689180168806772,1.4396135265700483,0.0,0.5118869139247564,0.256815292724808
golden,phi,0.6060339887498948,-0.011999999999999997,0.14,2,0.04,0.34,0.9,0.46,0.07,0.68,0.9,0.0,211.0,0.0,0.0,0.358974358974359,0.28034188034188035,0.0,0.11724983137968067,0.004689993255187227,1.6587677725118484,0.0,0.766996642687315,0.30491479131836996
golden,phi,0.6180339887498948,3.469446951953614e-18,0.14,2,0.04,0.34,0.9,0.46,0.07,0.68,0.9,0.0,293.0,0.0,0.0,0.3667083854818523,0.2665832290362954,0.0,0.14520047115418705,0.0058080188461674806,1.0,0.0,0.5541992431594494,0.2573306898208758
golden,phi,0.6300339887498948,0.012000000000000004,0.14,2,0.04,0.34,0.9,0.46,0.07,0.68,0.9,0.0,236.0,0.0,0.0,0.36875,0.2625,0.0,0.11489545111317498,0.004595818044527,1.0042372881355932,0.0,0.6197412310987764,0.2736392888895557
golden,phi,0.6420339887498948,0.024000000000000004,0.14,2,0.04,0.34,0.9,0.46,0.07,0.68,0.9,0.0,143.0,0.0,0.0,0.38904109589041097,0.2191780821917808,0.0,0.49991246933233435,0.019996498773293375,13.71830985915493,0.0,0.6635165675891319,0.3106588564249593
golden,phi,0.6540339887498948,0.036000000000000004,0.14,2,0.04,0.34,0.9,0.46,0.07,0.68,0.9,0.0,229.0,0.0,0.0,0.3695299837925446,0.2593192868719611,0.0,0.1166178423288373,0.004664713693153493,1.030701754385965,0.0,0.7579866816064371,0.29864097589983196
golden,phi,0.5820339887498948,-0.036,0.14,2,0.04,0.34,0.95,0.3,0.07,0.68,0.74,0.0,56.0,0.0,0.0,0.25806451612903225,0.44086021505376344,0.0,0.6326006407607004,0.025304025630428013,2.8181818181818183,0.0,0.7521471155242223,0.2734106285035705
golden,phi,0.5940339887498948,-0.023999999999999997,0.14,2,0.04,0.34,0.95,0.3,0.07,0.68,0.74,0.0,27.0,0.0,0.0,0.38235294117647056,0.22058823529411764,0.0,0.8354764892112876,0.03341905956845151,137.3846153846154,0.0,0.7947609128336461,0.3610715540351946
golden,phi,0.6060339887498948,-0.011999999999999997,0.14,2,0.04,0.34,0.95,0.3,0.07,0.68,0.74,0.0,16.0,0.0,0.0,0.30434782608695654,0.34782608695652173,0.0,0.8191066925360898,0.03276426770144359,116.2,0.0,0.7547191007640972,0.34746493006216383
golden,phi,0.6180339887498948,3.469446951953614e-18,0.14,2,0.04,0.34,0.95,0.3,0.07,0.68,0.74,0.0,8.0,0.0,0.0,0.3888888888888889,0.16666666666666666,0.0,0.8429408084244424,0.03371763233697769,3.5714285714285716,0.0,0.7349621395373527,0.30480781487004394
golden,phi,0.6300339887498948,0.012000000000000004,0.14,2,0.04,0.34,0.95,0.3,0.07,0.68,0.74,0.0,17.0,0.0,0.0,0.2909090909090909,0.4,0.0,0.8161835458741807,0.03264734183496723,7.0,0.0,0.6656744102090075,0.31133829972977806
golden,phi,0.6420339887498948,0.024000000000000004,0.14,2,0.04,0.34,0.95,0.3,0.07,0.68,0.74,0.0,17.0,0.0,0.0,0.2857142857142857,0.4107142857142857,0.0,0.8191038851694162,0.03276415540677665,228.3125,0.0,0.665751965261745,0.32893509313209596
golden,phi,0.6540339887498948,0.036000000000000004,0.14,2,0.04,0.34,0.95,0.3,0.07,0.68,0.74,0.0,7.0,0.0,0.0,0.1935483870967742,0.5806451612903226,0.0,0.8291993996316892,0.033167975985267564,4.833333333333333,0.0,0.7065081732548553,0.29324457966775913
golden,phi,0.5820339887498948,-0.036,0.14,2,0.08,0.12,0.9,0.3,0.015,0.36,0.9,0.0,109.0,0.0,0.0,0.26109660574412535,0.45430809399477806,0.0,0.11470147715205403,0.009176118172164321,1.201834862385321,0.0,0.7160156829798496,0.29425649493054573
golden,phi,0.5940339887498948,-0.023999999999999997,0.14,2,0.08,0.12,0.9,0.3,0.015,0.36,0.9,0.0,115.0,0.0,0.0,0.286783042394015,0.42643391521197005,0.0,0.11433258209742819,0.009146606567794256,1.1565217391304348,0.0,0.8032400291570092,0.31069201454599116
golden,phi,0.6060339887498948,-0.011999999999999997,0.14,2,0.08,0.12,0.9,0.3,0.015,0.36,0.9,0.0,115.0,0.0,0.0,0.28967254408060455,0.42065491183879095,0.0,0.11434607683356739,0.009147686146685392,1.1130434782608696,0.0,0.5326813582512933,0.2618353008154669
golden,phi,0.6180339887498948,3.469446951953614e-18,0.14,2,0.08,0.12,0.9,0.3,0.015,0.36,0.9,0.0,145.0,0.0,0.0,0.2882703777335984,0.4234592445328032,0.0,0.14518381402252523,0.011614705121802018,1.0,0.0,0.5771463116429001,0.2668031956641194
golden,phi,0.6300339887498948,0.012000000000000004,0.14,2,0.08,0.12,0.9,0.3,0.015,0.36,0.9,0.0,119.0,0.0,0.0,0.29310344827586204,0.41379310344827586,0.0,0.1138140943777078,0.009105127550216625,1.0,0.0,0.6432269997487625,0.28103625883334443
golden,phi,0.6420339887498948,0.024000000000000004,0.14,2,0.08,0.12,0.9,0.3,0.015,0.36,0.9,0.0,115.0,0.0,0.0,0.2882205513784461,0.42355889724310775,0.0,0.11449483552991109,0.009159586842392887,1.0,0.0,0.6841918509482807,0.28797694307021626
golden,phi,0.6540339887498948,0.036000000000000004,0.14,2,0.08,0.12,0.9,0.3,0.015,0.36,0.9,0.0,90.0,0.0,0.0,0.26392961876832843,0.47214076246334313,0.0,0.11460615851277946,0.009168492681022355,1.0,0.0,0.7440358571642924,0.2967986628169104
golden,phi,0.5820339887498948,-0.036,0.14,2,0.08,0.12,0.95,0.18,0.07,0.68,0.74,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1146129601325896,0.00916903681060717,0.0,0.0,0.7141150589241655,0.2614092375314331
golden,phi,0.5940339887498948,-0.023999999999999997,0.14,2,0.08,0.12,0.95,0.18,0.07,0.68,0.74,0.0,1.0,0.0,0.0,0.003484320557491289,0.9930313588850174,0.0,0.11428597739702995,0.009142878191762396,2.0,0.0,0.6949809873925834,0.2760419736705602
golden,phi,0.6060339887498948,-0.011999999999999997,0.14,2,0.08,0.12,0.95,0.18,0.07,0.68,0.74,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.11434265935505689,0.00914741274840455,0.0,0.0,0.6763577822374056,0.2546297464428628
golden,phi,0.6180339887498948,3.469446951953614e-18,0.14,2,0.08,0.12,0.95,0.18,0.07,0.68,0.74,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.14524224496661003,0.011619379597328802,0.0,0.0,0.5496269676151626,0.22989555892836241
golden,phi,0.6300339887498948,0.012000000000000004,0.14,2,0.08,0.12,0.95,0.18,0.07,0.68,0.74,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.11376887796430175,0.00910151023714414,0.0,0.0,0.5648803391437491,0.2345995086392072
golden,phi,0.6420339887498948,0.024000000000000004,0.14,2,0.08,0.12,0.95,0.18,0.07,0.68,0.74,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.11449483552991109,0.009159586842392887,0.0,0.0,0.6426245953107257,0.24854830405629175
golden,phi,0.6540339887498948,0.036000000000000004,0.14,2,0.08,0.12,0.95,0.18,0.07,0.68,0.74,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.11460615851277946,0.009168492681022355,0.0,0.0,0.6256024160049305,0.2454773850178701
golden,phi,0.5820339887498948,-0.036,0.14,2,0.08,0.22,0.9,0.3,0.015,0.68,0.58,0.0,109.0,0.0,0.0,0.14776632302405499,0.6649484536082474,0.0,0.1146751559981211,0.00917401247984969,1.073394495412844,0.0,0.6457341933013605,0.2720401580137016
golden,phi,0.5940339887498948,-0.023999999999999997,0.14,2,0.08,0.22,0.9,0.3,0.015,0.68,0.58,0.0,115.0,0.0,0.0,0.18048780487804877,0.6325203252032521,0.0,0.11432669325916253,0.009146135460733002,1.1217391304347826,0.0,0.6399175691932706,0.27274170302550876
golden,phi,0.6060339887498948,-0.011999999999999997,0.14,2,0.08,0.22,0.9,0.3,0.015,0.68,0.58,0.0,115.0,0.0,0.0,0.18668831168831168,0.6266233766233766,0.0,0.11434919067563189,0.009147935254050553,1.1130434782608696,0.0,0.6423264718191541,0.2733324889161255
golden,phi,0.6180339887498948,3.469446951953614e-18,0.14,2,0.08,0.22,0.9,0.3,0.015,0.68,0.58,0.0,145.0,0.0,0.0,0.18613607188703465,0.6277278562259306,0.0,0.14527632270745663,0.011622105816596532,1.0,0.0,0.5156392703866781,0.2475554276743231
golden,phi,0.6300339887498948,0.012000000000000004,0.14,2,0.08,0.22,0.9,0.3,0.015,0.68,0.58,0.0,119.0,0.0,0.0,0.1907051282051282,0.6185897435897436,0.0,0.11386190455392879,0.009108952364314304,1.0,0.0,0.5530402181049339,0.25660779767638725
golden,phi,0.6420339887498948,0.024000000000000004,0.14,2,0.08,0.22,0.9,0.3,0.015,0.68,0.58,0.0,115.0,0.0,0.0,0.18699186991869918,0.6260162601626016,0.0,0.11458676354195332,0.009166941083356266,1.0,0.0,0.6127915340836492,0.267020871552609
golden,phi,0.6540339887498948,0.036000000000000004,0.14,2,0.08,0.22,0.9,0.3,0.015,0.68,0.58,0.0,90.0,0.0,0.0,0.16071428571428573,0.6785714285714286,0.0,0.1146993710224352,0.009175949681794816,1.0,0.0,0.6256766509708196,0.2672309791682722
golden,phi,0.5820339887498948,-0.036,0.14,2,0.14,0.34,0.9,0.46,0.015,0.68,0.58,0.0,228.0,0.0,0.0,0.23316708229426433,0.4825436408977556,0.0,0.11477450145249284,0.016068430203349,1.206140350877193,0.0,0.6072922463475177,0.2873635219094732
golden,phi,0.5940339887498948,-0.023999999999999997,0.14,2,0.14,0.34,0.9,0.46,0.015,0.68,0.58,0.0,207.0,0.0,0.0,0.2521957340025094,0.4880803011292346,0.0,0.11463916447898566,0.016049483027057995,1.4154589371980677,0.0,0.6092347102897109,0.2893444891964139
golden,phi,0.6060339887498948,-0.011999999999999997,0.14,2,0.14,0.34,0.9,0.46,0.015,0.68,0.58,0.0,210.0,0.0,0.0,0.256857855361596,0.48129675810473815,0.0,0.11464228754139108,0.016049920255794756,1.619047619047619,0.0,0.6194143648639718,0.2932580263563624
golden,phi,0.6180339887498948,3.469446951953614e-18,0.14,2,0.14,0.34,0.9,0.46,0.015,0.68,0.58,0.0,293.0,0.0,0.0,0.2725581395348837,0.45488372093023255,0.0,0.14520502638634916,0.020328703694088884,1.0,0.0,0.4924676342017781,0.2677273379547665
golden,phi,0.6300339887498948,0.012000000000000004,0.14,2,0.14,0.34,0.9,0.46,0.015,0.68,0.58,0.0,234.0,0.0,0.0,0.27400468384074944,0.4519906323185012,0.0,0.11397117914714112,0.01595596508059976,1.0042735042735043,0.0,0.5275025554118657,0.27238271173677286
golden,phi,0.6420339887498948,0.024000000000000004,0.14,2,0.14,0.34,0.9,0.46,0.015,0.68,0.58,0.0,235.0,0.0,0.0,0.27485380116959063,0.4502923976608187,0.0,0.11451576702047774,0.016032207382866884,1.0,0.0,0.5928831819856493,0.284212632278834
golden,phi,0.6540339887498948,0.036000000000000004,0.14,2,0.14,0.34,0.9,0.46,0.015,0.68,0.58,0.0,228.0,0.0,0.0,0.2718562874251497,0.4550898203592814,0.0,0.11466552172704451,0.01605317304178623,1.0,0.0,0.5980157769609791,0.284953254960612
golden,phi,0.5820339887498948,-0.036,0.14,2,0.14,0.34,0.985,0.46,0.035,0.52,0.74,0.0,224.0,0.0,0.0,0.27926657263751764,0.40479548660084624,0.0,0.11477147681571709,0.01606800675420039,1.3705357142857142,0.0,0.6778984213469448,0.30464367694364175
golden,phi,0.5940339887498948,-0.023999999999999997,0.14,2,0.14,0.34,0.985,0.46,0.035,0.52,0.74,0.0,183.0,0.0,0.0,0.26917057902973396,0.4444444444444444,0.0,0.11461024882465379,0.016045434835451535,2.5081967213114753,0.0,0.6834715325727074,0.3141641055401693
golden,phi,0.6060339887498948,-0.011999999999999997,0.14,2,0.14,0.34,0.985,0.46,0.035,0.52,0.74,0.0,204.0,0.0,0.0,0.28111273792093705,0.42020497803806733,0.0,0.11463726782433836,0.016049217495407372,1.911764705882353,0.0,0.7117275749535501,0.31491971500781013
golden,phi,0.6180339887498948,3.469446951953614e-18,0.14,2,0.14,0.34,0.985,0.46,0.035,0.52,0.74,0.0,293.0,0.0,0.0,0.30842105263157893,0.3831578947368421,0.0,0.14520502638634916,0.020328703694088884,1.0,0.0,0.518865145790032,0.2753479230883878
golden,phi,0.6300339887498948,0.012000000000000004,0.14,2,0.14,0.34,0.985,0.46,0.035,0.52,0.74,0.0,234.0,0.0,0.0,0.3094289508632138,0.3798140770252324,0.0,0.11394053334561399,0.015951674668385964,1.0299145299145298,0.0,0.5693057699303559,0.28302050214344165
golden,phi,0.6420339887498948,0.024000000000000004,0.14,2,0.14,0.34,0.985,0.46,0.035,0.52,0.74,0.0,235.0,0.0,0.0,0.31125827814569534,0.37748344370860926,0.0,0.11448552031340815,0.01602797284387714,1.0,0.0,0.6272157131060032,0.2933030984510664
golden,phi,0.6540339887498948,0.036000000000000004,0.14,2,0.14,0.34,0.985,0.46,0.035,0.52,0.74,0.0,228.0,0.0,0.0,0.2994722955145119,0.3997361477572559,0.0,0.11462222860802897,0.01604711200512406,1.0,0.0,0.6403998968398814,0.2947940420626856
golden,phi,0.5820339887498948,-0.036,0.14,5,0.04,0.12,0.985,0.3,0.035,0.52,0.74,0.0,8.0,0.0,0.0,0.4117647058823529,0.11764705882352941,0.0,0.8730092217736221,0.03492036887094488,1.1428571428571428,0.0,0.7673398285726369,0.29341475469075334
golden,phi,0.5940339887498948,-0.023999999999999997,0.14,5,0.04,0.12,0.985,0.3,0.035,0.52,0.74,0.0,10.0,0.0,0.0,0.2647058823529412,0.4411764705882353,0.0,0.8385180544692103,0.03354072217876842,1.2222222222222223,0.0,0.7815835874433138,0.2809836288046681
golden,phi,0.6060339887498948,-0.011999999999999997,0.14,5,0.04,0.12,0.985,0.3,0.035,0.52,0.74,0.0,12.0,0.0,0.0,0.275,0.425,0.0,0.8280655133715656,0.03312262053486263,1.1818181818181819,0.0,0.5168854859886372,0.23278967905273046
golden,phi,0.6180339887498948,3.469446951953614e-18,0.14,5,0.04,0.12,0.985,0.3,0.035,0.52,0.74,0.0,7.0,0.0,0.0,0.375,0.1875,0.0,0.8466703172718244,0.03386681269087297,1.8333333333333333,0.0,0.5183732727442871,0.24983711077201393
golden,phi,0.6300339887498948,0.012000000000000004,0.14,5,0.04,0.12,0.985,0.3,0.035,0.52,0.74,0.0,7.0,0.0,0.0,0.375,0.1875,0.0,0.8804228045553384,0.03521691218221353,1.0,0.0,0.726836130452116,0.2826532167346968
golden,phi,0.6420339887498948,0.024000000000000004,0.14,5,0.04,0.12,0.985,0.3,0.035,0.52,0.74,0.0,6.0,0.0,0.0,0.22727272727272727,0.5,0.0,0.8485472775130884,0.033941891100523536,1.0,0.0,0.6468702324862183,0.25320931293745524
golden,phi,0.6540339887498948,0.036000000000000004,0.14,5,0.04,0.12,0.985,0.3,0.035,0.52,0.74,0.0,8.0,0.0,0.0,0.2916666666666667,0.375,0.0,0.8584400722848239,0.03433760289139296,1.0,0.0,0.7037345801226011,0.269236319093743
golden,phi,0.5820339887498948,-0.036,0.14,5,0.04,0.22,0.985,0.18,0.07,0.36,0.58,0.0,3.0,0.0,0.0,0.2,0.5,0.0,0.8698589500584517,0.034794358002338065,1.0,0.0,0.8034815119724478,0.28310427704860563
golden,phi,0.5940339887498948,-0.023999999999999997,0.14,5,0.04,0.22,0.985,0.18,0.07,0.36,0.58,0.0,8.0,0.0,0.0,0.23809523809523808,0.38095238095238093,0.0,0.8522825666224996,0.034091302664899986,13.0,0.0,0.7892923582456156,0.3550171345759155
golden,phi,0.6060339887498948,-0.011999999999999997,0.14,5,0.04,0.22,0.985,0.18,0.07,0.36,0.58,0.0,4.0,0.0,0.0,0.125,0.7083333333333334,0.0,0.8329284774655709,0.033317139098622835,14.333333333333334,0.0,0.7171683879242821,0.3273912546902831
golden,phi,0.6180339887498948,3.469446951953614e-18,0.14,5,0.04,0.22,0.985,0.18,0.07,0.36,0.58,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.8496866800816706,0.03398746720326682,0.0,0.0,0.5332787664117786,0.2239651123606538
golden,phi,0.6300339887498948,0.012000000000000004,0.14,5,0.04,0.22,0.985,0.18,0.07,0.36,0.58,0.0,2.0,0.0,0.0,0.14285714285714285,0.5714285714285714,0.0,0.8807262669128197,0.03522905067651278,1.0,0.0,0.6728419871448336,0.25760140507084167
golden,phi,0.6420339887498948,0.024000000000000004,0.14,5,0.04,0.22,0.985,0.18,0.07,0.36,0.58,0.0,2.0,0.0,0.0,0.2,0.4,0.0,0.8743281481423394,0.03497312592569357,1.0,0.0,0.7882203000025089,0.28471479474072764
golden,phi,0.6540339887498948,0.036000000000000004,0.14,5,0.04,0.22,0.985,0.18,0.07,0.36,0.58,0.0,4.0,0.0,0.0,0.3,0.3,0.0,0.878458116485048,0.03513832465940192,1.0,0.0,0.7733915555458153,0.2863760182059395
golden,phi,0.5820339887498948,-0.036,0.14,5,0.04,0.22,0.985,0.46,0.035,0.52,0.9,0.0,225.0,0.0,0.0,0.3486088379705401,0.28314238952536824,0.0,0.11552113783846975,0.00462084551353879,1.3466666666666667,0.0,0.7026637692493587,0.2906944803172134
golden,phi,0.5940339887498948,-0.023999999999999997,0.14,5,0.04,0.22,0.985,0.46,0.035,0.52,0.9,0.0,66.0,0.0,0.0,0.3516483516483517,0.2857142857142857,0.0,0.6417615660545122,0.02567046264218049,2.0615384615384613,0.0,0.5124045562412567,0.2304699603040021
golden,phi,0.6060339887498948,-0.011999999999999997,0.14,5,0.04,0.22,0.985,0.46,0.035,0.52,0.9,0.0,11.0,0.0,0.0,0.391304347826087,0.13043478260869565,0.0,0.8648525954138145,0.034594103816552584,2.9,0.0,0.7143889043666616,0.2983385968925342
golden,phi,0.6180339887498948,3.469446951953614e-18,0.14,5,0.04,0.22,0.985,0.46,0.035,0.52,0.9,0.0,293.0,0.0,0.0,0.3667083854818523,0.2665832290362954,0.0,0.14515783890775355,0.005806313556310142,1.0,0.0,0.5544796912724568,0.25738723373404326
golden,phi,0.6300339887498948,0.012000000000000004,0.14,5,0.04,0.22,0.985,0.46,0.035,0.52,0.9,0.0,239.0,0.0,0.0,0.369969040247678,0.26006191950464397,0.0,0.11627198647750846,0.004650879459100338,1.0,0.0,0.6191447733371789,0.2733960110103719
golden,phi,0.6420339887498948,0.024000000000000004,0.14,5,0.04,0.22,0.985,0.46,0.035,0.52,0.9,0.0,114.0,0.0,0.0,0.36807817589576547,0.26058631921824105,0.0,0.5073839909423384,0.020295359637693536,1.0,0.0,0.6584621081020325,0.2375793348539122
golden,phi,0.6540339887498948,0.036000000000000004,0.14,5,0.04,0.22,0.985,0.46,0.035,0.52,0.9,0.0,229.0,0.0,0.0,0.3705501618122977,0.2588996763754045,0.0,0.1183635823181786,0.004734543292727144,1.056768558951965,0.0,0.7570845855868301,0.2984788049449342
golden,phi,0.5820339887498948,-0.036,0.14,5,0.08,0.12,0.9,0.3,0.035,0.52,0.58,0.0,109.0,0.0,0.0,0.14776632302405499,0.6649484536082474,0.0,0.11478447141983747,0.009182757713586997,1.073394495412844,0.0,0.6457341933013605,0.27203335616523927
golden,phi,0.5940339887498948,-0.023999999999999997,0.14,5,0.08,0.12,0.9,0.3,0.035,0.52,0.58,0.0,115.0,0.0,0.0,0.18048780487804877,0.6325203252032521,0.0,0.11442665526032204,0.009154132420825765,1.1217391304347826,0.0,0.6403829103847538,0.2728192445821258
golden,phi,0.6060339887498948,-0.011999999999999997,0.14,5,0.08,0.12,0.9,0.3,0.035,0.52,0.58,0.0,115.0,0.0,0.0,0.18699186991869918,0.6260162601626016,0.0,0.11420693959030578,0.009136555167224463,1.1130434782608696,0.0,0.6423264718191541,0.27336562475319903
golden,phi,0.6180339887498948,3.469446951953614e-18,0.14,5,0.08,0.12,0.9,0.3,0.035,0.52,0.58,0.0,145.0,0.0,0.0,0.18613607188703465,0.6277278562259306,0.0,0.14527977514439097,0.011622382011551276,1.0,0.0,0.5158856097454663,0.24759955394060684
golden,phi,0.6300339887498948,0.012000000000000004,0.14,5,0.08,0.12,0.9,0.3,0.035,0.52,0.58,0.0,119.0,0.0,0.0,0.19101123595505617,0.6179775280898876,0.0,0.11377880535447871,0.009102304428358295,1.0,0.0,0.5532211160508267,0.2566700185434969
golden,phi,0.6420339887498948,0.024000000000000004,0.14,5,0.08,0.12,0.9,0.3,0.035,0.52,0.58,0.0,115.0,0.0,0.0,0.18699186991869918,0.6260162601626016,0.0,0.11460494129669829,0.009168395303735862,1.0,0.0,0.6128605106586138,0.2670321562758074
golden,phi,0.6540339887498948,0.036000000000000004,0.14,5,0.08,0.12,0.9,0.3,0.035,0.52,0.58,0.0,90.0,0.0,0.0,0.16071428571428573,0.6785714285714286,0.0,0.1146526216767658,0.009172209734141264,1.0,0.0,0.6256766509708196,0.26723388801644715
golden,phi,0.5820339887498948,-0.036,0.14,5,0.08,0.22,0.985,0.46,0.035,0.36,0.74,0.0,225.0,0.0,0.0,0.28190743338008417,0.40252454417952316,0.0,0.11504179954015817,0.009203343963212653,1.2933333333333332,0.0,0.677886411839896,0.2902567122444646
golden,phi,0.5940339887498948,-0.023999999999999997,0.14,5,0.08,0.22,0.985,0.46,0.035,0.36,0.74,0.0,207.0,0.0,0.0,0.29555236728837875,0.40746054519368724,0.0,0.114853419087665,0.009188273527013199,1.3429951690821256,0.0,0.6800764743418801,0.29090664344462175
golden,phi,0.6060339887498948,-0.011999999999999997,0.14,5,0.08,0.22,0.985,0.46,0.035,0.36,0.74,0.0,215.0,0.0,0.0,0.29535864978902954,0.4022503516174402,0.0,0.11472600087046936,0.009178080069637549,1.4837209302325582,0.0,0.712837877903729,0.2982709277281005
golden,phi,0.6180339887498948,3.469446951953614e-18,0.14,5,0.08,0.22,0.985,0.46,0.035,0.36,0.74,0.0,293.0,0.0,0.0,0.30842105263157893,0.3831578947368421,0.0,0.1452935284167751,0.01162348227334201,1.0,0.0,0.5191391244634322,0.2579671292902337
golden,phi,0.6300339887498948,0.012000000000000004,0.14,5,0.08,0.22,0.985,0.46,0.035,0.36,0.74,0.0,234.0,0.0,0.0,0.3103448275862069,0.3793103448275862,0.0,0.1139109614242415,0.00911287691393932,1.0,0.0,0.5693085724021076,0.26910422497287867
golden,phi,0.6420339887498948,0.024000000000000004,0.14,5,0.08,0.22,0.985,0.46,0.035,0.36,0.74,0.0,235.0,0.0,0.0,0.31125827814569534,0.37748344370860926,0.0,0.11452639701216222,0.009162111760972978,1.0,0.0,0.6272157131060032,0.2795622925744239
