flow,family,alpha,offset,window_width,beta,pocket_gain,pocket_decay,write_threshold,release_threshold,overload_threshold,write_count,witness_count,release_count,overload_count,witness_conversion,delayed_retention,release_rate,overload_rate,mean_pocket_lifetime,mean_contact_quality,pollution,phase_lock_resistance,composite_score
golden,phi,0.6180339887498948,3.469446951953614e-18,0.16,0.0,0.14,0.88,0.8,0.14,1.1,0.0,299.0,299.0,0.0,0.0,0.0,0.5,0.0,1.0,0.5492066829350101,0.0,0.5325533941687466,0.38243372395945896
golden,phi,0.6300339887498948,0.012000000000000004,0.16,0.0,0.14,0.88,0.8,0.14,1.1,0.0,349.0,349.0,0.0,0.0,0.0,0.5,0.0,1.0,0.5410036186682875,0.0,0.5057924238788829,0.3766597251428325
golden,phi,0.6420339887498948,0.024000000000000004,0.16,0.0,0.14,0.88,0.8,0.14,1.1,0.0,336.0,336.0,0.0,0.0,0.0,0.5,0.0,1.0,0.5543363292779037,0.0,0.6926870882954944,0.4118562476422778
golden,phi,0.6540339887498948,0.036000000000000004,0.16,0.0,0.14,0.88,0.8,0.14,1.1,0.0,343.0,343.0,0.0,0.0,0.0,0.5,0.0,1.0,0.555578108176572,0.0,0.5923995788460692,0.3939493701462259
golden,phi,0.5820339887498948,-0.036,0.16,0.0,0.14,0.94,0.45,0.08,1.1,0.0,255.0,255.0,0.0,0.0,0.0,0.5,0.0,4.96078431372549,0.5124176801369162,0.0,0.6827295458892453,0.45468318486427306
golden,phi,0.5940339887498948,-0.023999999999999997,0.16,0.0,0.14,0.94,0.45,0.08,1.1,0.0,284.0,284.0,0.0,0.0,0.0,0.5,0.0,3.788732394366197,0.5194455235811585,0.0,0.6842263258621148,0.4411218713358933
golden,phi,0.6060339887498948,-0.011999999999999997,0.16,0.0,0.14,0.94,0.45,0.08,1.1,0.0,249.0,248.0,0.0,0.0,0.0,0.49899396378269617,0.0,5.391129032258065,0.5288161918024845,0.0,0.7196439522347775,0.4686806088554806
golden,phi,0.6180339887498948,3.469446951953614e-18,0.16,0.0,0.14,0.94,0.45,0.08,1.1,0.0,283.0,283.0,0.0,0.0,0.0,0.5,0.0,2.862190812720848,0.5492066829350101,0.0,0.5912209475390124,0.4162712687251173
golden,phi,0.6300339887498948,0.012000000000000004,0.16,0.0,0.14,0.94,0.45,0.08,1.1,0.0,185.0,184.0,0.0,0.0,0.0,0.4986449864498645,0.0,8.91304347826087,0.5410036186682875,0.0,0.6334497183887327,0.4872193389676136
golden,phi,0.6420339887498948,0.024000000000000004,0.16,0.0,0.14,0.94,0.45,0.08,1.1,0.0,318.0,318.0,0.0,0.0,0.0,0.5,0.0,2.930817610062893,0.5543363292779037,0.0,0.7376648109796167,0.44408745785120596
golden,phi,0.6540339887498948,0.036000000000000004,0.16,0.0,0.14,0.94,0.45,0.08,1.1,0.0,233.0,233.0,0.0,0.0,0.0,0.5,0.0,6.6781115879828326,0.555578108176572,0.0,0.7273331886194583,0.4892138147552213
golden,phi,0.5820339887498948,-0.036,0.16,0.0,0.14,0.94,0.62,0.14,1.1,0.0,342.0,342.0,0.0,0.0,0.0,0.5,0.0,1.0,0.5124176801369162,0.0,0.566927911924699,0.38432908682908606
golden,phi,0.5940339887498948,-0.023999999999999997,0.16,0.0,0.14,0.94,0.62,0.14,1.1,0.0,343.0,343.0,0.0,0.0,0.0,0.5,0.0,1.0,0.5194455235811585,0.0,0.5979737416227513,0.39073725124323044
golden,phi,0.6060339887498948,-0.011999999999999997,0.16,0.0,0.14,0.94,0.62,0.14,1.1,0.0,343.0,343.0,0.0,0.0,0.0,0.5,0.0,1.0,0.5288161918024845,0.0,0.6293815545779411,0.39748390220098595
golden,phi,0.6180339887498948,3.469446951953614e-18,0.16,0.0,0.14,0.94,0.62,0.14,1.1,0.0,299.0,299.0,0.0,0.0,0.0,0.5,0.0,1.0,0.5492066829350101,0.0,0.5325533941687466,0.38243372395945896
golden,phi,0.6300339887498948,0.012000000000000004,0.16,0.0,0.14,0.94,0.62,0.14,1.1,0.0,349.0,349.0,0.0,0.0,0.0,0.5,0.0,1.0,0.5410036186682875,0.0,0.5057924238788829,0.3766597251428325
golden,phi,0.6420339887498948,0.024000000000000004,0.16,0.0,0.14,0.94,0.62,0.14,1.1,0.0,336.0,336.0,0.0,0.0,0.0,0.5,0.0,1.0,0.5543363292779037,0.0,0.6926870882954944,0.4118562476422778
golden,phi,0.6540339887498948,0.036000000000000004,0.16,0.0,0.14,0.94,0.62,0.14,1.1,0.0,343.0,343.0,0.0,0.0,0.0,0.5,0.0,1.0,0.555578108176572,0.0,0.5923995788460692,0.3939493701462259
golden,phi,0.5820339887498948,-0.036,0.16,0.0,0.14,0.98,0.45,0.08,1.45,15.0,18.0,2.0,0.0,0.8333333333333334,0.45454545454545453,0.05714285714285714,0.0,166.47058823529412,0.5124176801369162,0.00488440247476392,0.5927230400436816,0.7252824709417278
golden,phi,0.5940339887498948,-0.023999999999999997,0.16,0.0,0.14,0.98,0.45,0.08,1.45,25.0,34.0,8.0,0.0,0.7352941176470589,0.423728813559322,0.11940298507462686,0.0,82.78787878787878,0.5194455235811585,0.0081406707912732,0.8649624405605632,0.7484665222143937
golden,phi,0.6060339887498948,-0.011999999999999997,0.16,0.0,0.14,0.98,0.45,0.08,1.45,21.0,21.0,0.0,0.0,1.0,0.5,0.0,0.0,137.85714285714286,0.5288161918024845,0.006838163464669489,0.8544123582218252,0.8148056305104181
golden,phi,0.6180339887498948,3.469446951953614e-18,0.16,0.0,0.14,0.98,0.45,0.08,1.45,0.0,8.0,7.0,0.0,0.0,0.0,0.4666666666666667,0.0,5.571428571428571,0.5492066829350101,0.0,0.44160981582010184,0.42520673699956
golden,phi,0.6300339887498948,0.012000000000000004,0.16,0.0,0.14,0.98,0.45,0.08,1.45,30.0,32.0,1.0,0.0,0.9375,0.4838709677419355,0.015873015873015872,0.0,90.87096774193549,0.5410036186682875,0.00976880494952784,0.7463654678164153,0.7817029664429641
golden,phi,0.6420339887498948,0.024000000000000004,0.16,0.0,0.14,0.98,0.45,0.08,1.45,23.0,30.0,6.0,0.0,0.7666666666666667,0.4339622641509434,0.1016949152542373,0.0,93.44827586206897,0.5543363292779037,0.007489417127971344,0.5902187884674359,0.7114952793093268
golden,phi,0.6540339887498948,0.036000000000000004,0.16,0.0,0.14,0.98,0.45,0.08,1.45,33.0,34.0,0.0,0.0,0.9705882352941176,0.4925373134328358,0.0,0.0,82.9090909090909,0.555578108176572,0.010745685444480626,0.5987805974561247,0.7650352374537825
golden,phi,0.5820339887498948,-0.036,0.16,0.0,0.14,0.98,0.62,0.08,1.1,0.0,3.0,2.0,0.0,0.0,0.0,0.4,0.0,4.0,0.5124176801369162,0.0,0.5229150231465853,0.4199067668490256
golden,phi,0.5940339887498948,-0.023999999999999997,0.16,0.0,0.14,0.98,0.62,0.08,1.1,0.0,9.0,8.0,0.0,0.0,0.0,0.47058823529411764,0.0,2.5,0.5194455235811585,0.0,0.7216358972642827,0.433511145141059
golden,phi,0.6060339887498948,-0.011999999999999997,0.16,0.0,0.14,0.98,0.62,0.08,1.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5288161918024845,0.0,0.6663409691694706,0.42163659682746124
golden,phi,0.6180339887498948,3.469446951953614e-18,0.16,0.0,0.14,0.98,0.62,0.08,1.1,0.0,8.0,7.0,0.0,0.0,0.0,0.4666666666666667,0.0,5.571428571428571,0.5492066829350101,0.0,0.44160981582010184,0.42520673699956
golden,phi,0.6300339887498948,0.012000000000000004,0.16,0.0,0.14,0.98,0.62,0.08,1.1,5.0,7.0,1.0,0.0,0.7142857142857143,0.4166666666666667,0.07692307692307693,0.0,491.6666666666667,0.5410036186682875,0.0016281341582546401,0.5389926731057353,0.6905956672105509
golden,phi,0.6420339887498948,0.024000000000000004,0.16,0.0,0.14,0.98,0.62,0.08,1.1,0.0,7.0,6.0,0.0,0.0,0.0,0.46153846153846156,0.0,5.166666666666667,0.5543363292779037,0.0,0.6567771946976639,0.45978349243569394
golden,phi,0.6540339887498948,0.036000000000000004,0.16,0.0,0.14,0.98,0.62,0.08,1.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.555578108176572,0.0,0.6663410045022433,0.4247588267643372
golden,phi,0.5820339887498948,-0.036,0.16,0.0,0.14,0.98,0.8,0.08,1.45,0.0,3.0,2.0,0.0,0.0,0.0,0.4,0.0,4.0,0.5124176801369162,0.0,0.5229150231465853,0.4199067668490256
golden,phi,0.5940339887498948,-0.023999999999999997,0.16,0.0,0.14,0.98,0.8,0.08,1.45,0.0,9.0,8.0,0.0,0.0,0.0,0.47058823529411764,0.0,2.5,0.5194455235811585,0.0,0.7216358972642827,0.433511145141059
golden,phi,0.6060339887498948,-0.011999999999999997,0.16,0.0,0.14,0.98,0.8,0.08,1.45,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5288161918024845,0.0,0.6663409691694706,0.42163659682746124
golden,phi,0.6180339887498948,3.469446951953614e-18,0.16,0.0,0.14,0.98,0.8,0.08,1.45,0.0,8.0,7.0,0.0,0.0,0.0,0.4666666666666667,0.0,5.571428571428571,0.5492066829350101,0.0,0.44160981582010184,0.42520673699956
golden,phi,0.6300339887498948,0.012000000000000004,0.16,0.0,0.14,0.98,0.8,0.08,1.45,0.0,2.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.5410036186682875,0.0,0.6016627512604622,0.40391638407151675
golden,phi,0.6420339887498948,0.024000000000000004,0.16,0.0,0.14,0.98,0.8,0.08,1.45,0.0,7.0,6.0,0.0,0.0,0.0,0.46153846153846156,0.0,5.166666666666667,0.5543363292779037,0.0,0.6567771946976639,0.45978349243569394
golden,phi,0.6540339887498948,0.036000000000000004,0.16,0.0,0.14,0.98,0.8,0.08,1.45,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.555578108176572,0.0,0.6663410045022433,0.4247588267643372
golden,phi,0.5820339887498948,-0.036,0.16,0.0,0.24,0.88,0.45,0.14,1.1,0.0,342.0,342.0,0.0,0.0,0.0,0.5,0.0,1.3567251461988303,0.5124176801369162,0.0,0.6344864858333168,0.4009486944601226
golden,phi,0.5940339887498948,-0.023999999999999997,0.16,0.0,0.24,0.88,0.45,0.14,1.1,0.0,343.0,343.0,0.0,0.0,0.0,0.5,0.0,1.3411078717201166,0.5194455235811585,0.0,0.6392532864996086,0.4024314177175662
golden,phi,0.6060339887498948,-0.011999999999999997,0.16,0.0,0.24,0.88,0.45,0.14,1.1,0.0,343.0,343.0,0.0,0.0,0.0,0.5,0.0,1.4169096209912537,0.5288161918024845,0.0,0.6833290142769664,0.41240581520920117
golden,phi,0.6180339887498948,3.469446951953614e-18,0.16,0.0,0.24,0.88,0.45,0.14,1.1,0.0,299.0,299.0,0.0,0.0,0.0,0.5,0.0,1.4682274247491638,0.5492066829350101,0.0,0.5495523038757437,0.3913463705160829
golden,phi,0.6300339887498948,0.012000000000000004,0.16,0.0,0.24,0.88,0.45,0.14,1.1,0.0,347.0,347.0,0.0,0.0,0.0,0.5,0.0,1.5014409221902016,0.5410036186682875,0.0,0.5536733539460037,0.39154630408229174
golden,phi,0.6420339887498948,0.024000000000000004,0.16,0.0,0.24,0.88,0.45,0.14,1.1,0.0,336.0,336.0,0.0,0.0,0.0,0.5,0.0,1.5,0.5543363292779037,0.0,0.7270370305938822,0.42428923725598755
golden,phi,0.6540339887498948,0.036000000000000004,0.16,0.0,0.24,0.88,0.45,0.14,1.1,0.0,309.0,309.0,0.0,0.0,0.0,0.5,0.0,2.0647249190938513,0.555578108176572,0.0,0.6796629512511663,0.42296583866781645
golden,phi,0.5820339887498948,-0.036,0.16,0.0,0.24,0.94,0.45,0.14,1.45,0.0,265.0,265.0,0.0,0.0,0.0,0.5,0.0,4.354716981132076,0.5124176801369162,0.0,0.675795621099295,0.4458592367446643
golden,phi,0.5940339887498948,-0.023999999999999997,0.16,0.0,0.24,0.94,0.45,0.14,1.45,0.0,288.0,288.0,0.0,0.0,0.0,0.5,0.0,3.486111111111111,0.5194455235811585,0.0,0.6840604850560086,0.43730925395010556
golden,phi,0.6060339887498948,-0.011999999999999997,0.16,0.0,0.24,0.94,0.45,0.14,1.45,0.0,287.0,287.0,0.0,0.0,0.0,0.5,0.0,3.710801393728223,0.5288161918024845,0.0,0.710582237221226,0.44598504249838
golden,phi,0.6180339887498948,3.469446951953614e-18,0.16,0.0,0.24,0.94,0.45,0.14,1.45,0.0,287.0,287.0,0.0,0.0,0.0,0.5,0.0,2.5505226480836236,0.5492066829350101,0.0,0.585740473126904,0.4113889312729725
golden,phi,0.6300339887498948,0.012000000000000004,0.16,0.0,0.24,0.94,0.45,0.14,1.45,3.0,217.0,213.0,0.0,0.013824884792626729,0.013636363636363636,0.49191685912240185,0.0,7.083333333333333,0.5410036186682875,0.0009768804949527841,0.6280637842279211,0.4797678345199777
golden,phi,0.6420339887498948,0.024000000000000004,0.16,0.0,0.24,0.94,0.45,0.14,1.45,0.0,332.0,332.0,0.0,0.0,0.0,0.5,0.0,2.3795180722891565,0.5543363292779037,0.0,0.7350044206159345,0.4367173433635715
golden,phi,0.6540339887498948,0.036000000000000004,0.16,0.0,0.24,0.94,0.45,0.14,1.45,2.0,242.0,240.0,0.0,0.008264462809917356,0.00819672131147541,0.49586776859504134,0.0,5.851239669421488,0.555578108176572,0.0006512536633018561,0.7173419910694654,0.48006138744779436
golden,phi,0.5820339887498948,-0.036,0.16,0.0,0.24,0.94,0.62,0.14,1.1,0.0,265.0,265.0,0.0,0.0,0.0,0.5,0.0,4.354716981132076,0.5124176801369162,0.0,0.675795621099295,0.4458592367446643
golden,phi,0.5940339887498948,-0.023999999999999997,0.16,0.0,0.24,0.94,0.62,0.14,1.1,0.0,288.0,288.0,0.0,0.0,0.0,0.5,0.0,3.486111111111111,0.5194455235811585,0.0,0.6840604850560086,0.43730925395010556
golden,phi,0.6060339887498948,-0.011999999999999997,0.16,0.0,0.24,0.94,0.62,0.14,1.1,0.0,287.0,287.0,0.0,0.0,0.0,0.5,0.0,3.710801393728223,0.5288161918024845,0.0,0.710582237221226,0.44598504249838
golden,phi,0.6180339887498948,3.469446951953614e-18,0.16,0.0,0.24,0.94,0.62,0.14,1.1,0.0,287.0,287.0,0.0,0.0,0.0,0.5,0.0,2.5505226480836236,0.5492066829350101,0.0,0.585740473126904,0.4113889312729725
golden,phi,0.6300339887498948,0.012000000000000004,0.16,0.0,0.24,0.94,0.62,0.14,1.1,0.0,202.0,201.0,0.0,0.0,0.0,0.4987593052109181,0.0,8.099502487562189,0.5410036186682875,0.0,0.6302149970863091,0.48663023000751415
golden,phi,0.6420339887498948,0.024000000000000004,0.16,0.0,0.24,0.94,0.62,0.14,1.1,0.0,332.0,332.0,0.0,0.0,0.0,0.5,0.0,2.3795180722891565,0.5543363292779037,0.0,0.7350044206159345,0.4367173433635715
golden,phi,0.6540339887498948,0.036000000000000004,0.16,0.0,0.24,0.94,0.62,0.14,1.1,0.0,242.0,242.0,0.0,0.0,0.0,0.5,0.0,6.0041322314049586,0.555578108176572,0.0,0.7203384246126241,0.47953001527676775
golden,phi,0.5820339887498948,-0.036,0.16,0.0,0.24,0.94,0.8,0.08,1.45,0.0,3.0,2.0,0.0,0.0,0.0,0.4,0.0,6.0,0.5124176801369162,0.0,0.5704826547497772,0.4534689405376001
golden,phi,0.5940339887498948,-0.023999999999999997,0.16,0.0,0.24,0.94,0.8,0.08,1.45,0.0,42.0,41.0,0.0,0.0,0.0,0.4939759036144578,0.0,66.2439024390244,0.5194455235811585,0.0,0.5592939073272931,0.47163632685318047
golden,phi,0.6060339887498948,-0.011999999999999997,0.16,0.0,0.24,0.94,0.8,0.08,1.45,0.0,5.0,4.0,0.0,0.0,0.0,0.4444444444444444,0.0,596.0,0.5288161918024845,0.0,0.6946945535097695,0.5000735753420484
golden,phi,0.6180339887498948,3.469446951953614e-18,0.16,0.0,0.24,0.94,0.8,0.08,1.45,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5492066829350101,0.0,0.6663408278383804,0.42401546201999296
golden,phi,0.6300339887498948,0.012000000000000004,0.16,0.0,0.24,0.94,0.8,0.08,1.45,0.0,35.0,34.0,0.0,0.0,0.0,0.4927536231884058,0.0,77.82352941176471,0.5410036186682875,0.0,0.65389618295514,0.49125318438525434
golden,phi,0.6420339887498948,0.024000000000000004,0.16,0.0,0.24,0.94,0.8,0.08,1.45,0.0,3.0,2.0,0.0,0.0,0.0,0.4,0.0,248.0,0.5543363292779037,0.0,0.5707964609715837,0.4834159347239738
golden,phi,0.6540339887498948,0.036000000000000004,0.16,0.0,0.24,0.94,0.8,0.08,1.45,0.0,22.0,21.0,0.0,0.0,0.0,0.4883720930232558,0.0,142.85714285714286,0.555578108176572,0.0,0.8169597145910075,0.5225678689989194
golden,phi,0.5820339887498948,-0.036,0.16,0.0,0.24,0.98,0.45,0.08,1.45,79.0,81.0,1.0,0.0,0.9753086419753086,0.49375,0.006211180124223602,0.0,29.05,0.5124176801369162,0.025724519700423314,0.7814958266510922,0.7920617442578965
golden,phi,0.5940339887498948,-0.023999999999999997,0.16,0.0,0.24,0.98,0.45,0.08,1.45,84.0,85.0,0.0,0.0,0.9882352941176471,0.4970414201183432,0.0,0.0,26.75,0.5194455235811585,0.027352653858677956,0.7800442596957755,0.7956836592706182
golden,phi,0.6060339887498948,-0.011999999999999997,0.16,0.0,0.24,0.98,0.45,0.08,1.45,82.0,83.0,0.0,0.0,0.9879518072289156,0.49696969696969695,0.0,0.0,27.9390243902439,0.5288161918024845,0.026701400195376097,0.7340540603569783,0.7885012900380313
golden,phi,0.6180339887498948,3.469446951953614e-18,0.16,0.0,0.24,0.98,0.45,0.08,1.45,71.0,71.0,0.0,0.0,1.0,0.5,0.0,0.0,30.6056338028169,0.5492066829350101,0.02311950504721589,0.6955241757021967,0.7869565141307584
golden,phi,0.6300339887498948,0.012000000000000004,0.16,0.0,0.24,0.98,0.45,0.08,1.45,88.0,89.0,0.0,0.0,0.9887640449438202,0.4971751412429379,0.0,0.0,27.53409090909091,0.5410036186682875,0.028655161185281667,0.6335818857835032,0.7718218628558935
golden,phi,0.6420339887498948,0.024000000000000004,0.16,0.0,0.24,0.98,0.45,0.08,1.45,86.0,88.0,1.0,0.0,0.9772727272727273,0.4942528735632184,0.005714285714285714,0.0,25.60919540229885,0.5543363292779037,0.02800390752197981,0.7996591778401244,0.8004575265444618
golden,phi,0.6540339887498948,0.036000000000000004,0.16,0.0,0.24,0.98,0.45,0.08,1.45,89.0,90.0,0.0,0.0,0.9888888888888889,0.4972067039106145,0.0,0.0,24.9438202247191,0.555578108176572,0.028980788016932595,0.7321791460175564,0.7912646860610986
golden,phi,0.5820339887498948,-0.036,0.16,0.0,0.24,0.98,0.62,0.14,1.45,41.0,44.0,2.0,0.0,0.9318181818181818,0.4823529411764706,0.022988505747126436,0.0,60.627906976744185,0.5124176801369162,0.013350700097688049,0.7595030557041872,0.7786819756703056
golden,phi,0.5940339887498948,-0.023999999999999997,0.16,0.0,0.24,0.98,0.62,0.14,1.45,45.0,54.0,8.0,0.0,0.8333333333333334,0.45454545454545453,0.07476635514018691,0.0,50.490566037735846,0.5194455235811585,0.014653207424291761,0.73141897378561,0.7490333637089773
golden,phi,0.6060339887498948,-0.011999999999999997,0.16,0.0,0.24,0.98,0.62,0.14,1.45,46.0,47.0,0.0,0.0,0.9787234042553191,0.4946236559139785,0.0,0.0,58.06521739130435,0.5288161918024845,0.014978834255942689,0.7242535371985597,0.7858729733592971
golden,phi,0.6180339887498948,3.469446951953614e-18,0.16,0.0,0.24,0.98,0.62,0.14,1.45,37.0,51.0,13.0,0.0,0.7254901960784313,0.42045454545454547,0.12871287128712872,0.0,46.98,0.5492066829350101,0.012048192771084338,0.6987981230975899,0.7187911461791595
golden,phi,0.6300339887498948,0.012000000000000004,0.16,0.0,0.24,0.98,0.62,0.14,1.45,52.0,54.0,1.0,0.0,0.9629629629629629,0.49056603773584906,0.009345794392523364,0.0,47.39622641509434,0.5410036186682875,0.016932595245848257,0.7097613290193638,0.780444020251052
golden,phi,0.6420339887498948,0.024000000000000004,0.16,0.0,0.24,0.98,0.62,0.14,1.45,47.0,54.0,6.0,0.0,0.8703703703703703,0.46534653465346537,0.056074766355140186,0.0,47.54716981132076,0.5543363292779037,0.015304461087593618,0.8477467410546455,0.7834941652600783
golden,phi,0.6540339887498948,0.036000000000000004,0.16,0.0,0.24,0.98,0.62,0.14,1.45,54.0,55.0,0.0,0.0,0.9818181818181818,0.4954128440366973,0.0,0.0,51.166666666666664,0.555578108176572,0.017583848909150115,0.7058988024669095,0.7861141732802064
golden,phi,0.5820339887498948,-0.036,0.16,0.0,0.36,0.88,0.62,0.08,1.45,0.0,145.0,145.0,0.0,0.0,0.0,0.5,0.0,17.724137931034484,0.5124176801369162,0.0,0.785540513318123,0.5111793550799024
golden,phi,0.5940339887498948,-0.023999999999999997,0.16,0.0,0.36,0.88,0.62,0.08,1.45,0.0,115.0,114.0,0.0,0.0,0.0,0.4978165938864629,0.0,18.973684210526315,0.5194455235811585,0.0,0.7911419724093921,0.5131385371516379
golden,phi,0.6060339887498948,-0.011999999999999997,0.16,0.0,0.36,0.88,0.62,0.08,1.45,0.0,146.0,145.0,0.0,0.0,0.0,0.49828178694158076,0.0,16.53103448275862,0.5288161918024845,0.0,0.7799542019338939,0.5121900715085625
golden,phi,0.6180339887498948,3.469446951953614e-18,0.16,0.0,0.36,0.88,0.62,0.08,1.45,0.0,199.0,198.0,0.0,0.0,0.0,0.4987405541561713,0.0,11.212121212121213,0.5492066829350101,0.0,0.6079989356596658,0.4835894881784541
golden,phi,0.6300339887498948,0.012000000000000004,0.16,0.0,0.36,0.88,0.62,0.08,1.45,0.0,86.0,85.0,0.0,0.0,0.0,0.49707602339181284,0.0,27.32941176470588,0.5410036186682875,0.0,0.6772974175439903,0.4952060625990431
golden,phi,0.6420339887498948,0.024000000000000004,0.16,0.0,0.36,0.88,0.62,0.08,1.45,0.0,103.0,102.0,0.0,0.0,0.0,0.4975609756097561,0.0,26.470588235294116,0.5543363292779037,0.0,0.8653933872969309,0.530589722925951
golden,phi,0.6540339887498948,0.036000000000000004,0.16,0.0,0.36,0.88,0.62,0.08,1.45,0.0,128.0,127.0,0.0,0.0,0.0,0.4980392156862745,0.0,17.41732283464567,0.555578108176572,0.0,0.7172633937856181,0.5040425038941682
golden,phi,0.5820339887498948,-0.036,0.16,0.0,0.36,0.88,0.8,0.14,1.1,0.0,323.0,323.0,0.0,0.0,0.0,0.5,0.0,3.321981424148607,0.5124176801369162,0.0,0.6841473795026861,0.43445335879498137
golden,phi,0.5940339887498948,-0.023999999999999997,0.16,0.0,0.36,0.88,0.8,0.14,1.1,0.0,246.0,246.0,0.0,0.0,0.0,0.5,0.0,5.215447154471545,0.5194455235811585,0.0,0.7292653931398334,0.4670628379471995
golden,phi,0.6060339887498948,-0.011999999999999997,0.16,0.0,0.36,0.88,0.8,0.14,1.1,0.0,279.0,278.0,0.0,0.0,0.0,0.4991023339317774,0.0,4.482014388489208,0.5288161918024845,0.0,0.7123879777128097,0.4560040981854708
golden,phi,0.6180339887498948,3.469446951953614e-18,0.16,0.0,0.36,0.88,0.8,0.14,1.1,0.0,256.0,256.0,0.0,0.0,0.0,0.5,0.0,4.53515625,0.5492066829350101,0.0,0.606381187800219,0.4399121799381239
golden,phi,0.6300339887498948,0.012000000000000004,0.16,0.0,0.36,0.88,0.8,0.14,1.1,0.0,216.0,216.0,0.0,0.0,0.0,0.5,0.0,6.662037037037037,0.5410036186682875,0.0,0.6182244184348433,0.46767294712586827
golden,phi,0.6420339887498948,0.024000000000000004,0.16,0.0,0.36,0.88,0.8,0.14,1.1,0.0,333.0,333.0,0.0,0.0,0.0,0.5,0.0,3.3603603603603602,0.5543363292779037,0.0,0.7540866106595322,0.452412666172309
golden,phi,0.6540339887498948,0.036000000000000004,0.16,0.0,0.36,0.88,0.8,0.14,1.1,0.0,216.0,216.0,0.0,0.0,0.0,0.5,0.0,6.597222222222222,0.555578108176572,0.0,0.7308550046497608,0.48883662456866817
golden,phi,0.5820339887498948,-0.036,0.16,0.0,0.36,0.94,0.62,0.14,1.45,0.0,10.0,9.0,0.0,0.0,0.0,0.47368421052631576,0.0,273.22222222222223,0.5124176801369162,0.0,0.6652146523324776,0.49109964747090723
golden,phi,0.5940339887498948,-0.023999999999999997,0.16,0.0,0.36,0.94,0.62,0.14,1.45,19.0,107.0,87.0,0.0,0.17757009345794392,0.15079365079365079,0.4084507042253521,0.0,22.141509433962263,0.5194455235811585,0.006186909801367633,0.5850102389093979,0.536867688470583
golden,phi,0.6060339887498948,-0.011999999999999997,0.16,0.0,0.36,0.94,0.62,0.14,1.45,16.0,48.0,31.0,0.0,0.3333333333333333,0.25,0.3263157894736842,0.0,59.97872340425532,0.5288161918024845,0.005210029306414849,0.7480393823584934,0.6162423609024228
