train_set,pack,scenario,accuracy
uniform_only,helper_rank_only,delayed_uniform_0.60,0.7525809896760413
uniform_only,helper_rank_only,gaussian_mix_0.00,0.7479760647659275
uniform_only,helper_rank_only,gaussian_mix_0.15,0.7500889996440014
uniform_only,helper_rank_only,gaussian_mix_0.30,0.7431192660550459
uniform_only,helper_rank_only,gaussian_mix_0.45,0.7519628836545325
uniform_only,helper_rank_only,gaussian_mix_0.60,0.7386201991465149
uniform_only,helper_rank_only,permute_mix_0.00,0.7419471588852696
uniform_only,helper_rank_only,permute_mix_0.15,0.746413199426112
uniform_only,helper_rank_only,permute_mix_0.30,0.7609649122807017
uniform_only,helper_rank_only,permute_mix_0.45,0.7486258702821547
uniform_only,helper_rank_only,permute_mix_0.60,0.7384117858426159
uniform_only,helper_rank_only,uniform_mix_0.00,0.759915014164306
uniform_only,helper_rank_only,uniform_mix_0.15,0.737281976744186
uniform_only,helper_rank_only,uniform_mix_0.30,0.7398141529664046
uniform_only,helper_rank_only,uniform_mix_0.45,0.7526881720430108
uniform_only,helper_rank_only,uniform_mix_0.60,0.7458348103509393
uniform_only,damage_rank_only,cross_family_0.00,1.0
uniform_only,damage_rank_only,cross_family_0.15,1.0
uniform_only,damage_rank_only,cross_family_0.30,1.0
uniform_only,damage_rank_only,cross_family_0.45,1.0
uniform_only,damage_rank_only,cross_family_0.60,1.0
uniform_only,damage_rank_only,current,1.0
uniform_only,damage_rank_only,delayed_uniform_0.00,1.0
uniform_only,damage_rank_only,delayed_uniform_0.15,1.0
uniform_only,damage_rank_only,delayed_uniform_0.30,1.0
uniform_only,damage_rank_only,delayed_uniform_0.45,1.0
uniform_only,damage_rank_only,delayed_uniform_0.60,0.9992880028479886
uniform_only,damage_rank_only,gaussian_mix_0.00,1.0
uniform_only,damage_rank_only,gaussian_mix_0.15,1.0
uniform_only,damage_rank_only,gaussian_mix_0.30,1.0
uniform_only,damage_rank_only,gaussian_mix_0.45,1.0
uniform_only,damage_rank_only,gaussian_mix_0.60,0.9996443812233285
uniform_only,damage_rank_only,permute_mix_0.00,1.0
uniform_only,damage_rank_only,permute_mix_0.15,1.0
uniform_only,damage_rank_only,permute_mix_0.30,1.0
uniform_only,damage_rank_only,permute_mix_0.45,1.0
uniform_only,damage_rank_only,permute_mix_0.60,0.9946101329500538
uniform_only,damage_rank_only,uniform_mix_0.00,1.0
uniform_only,damage_rank_only,uniform_mix_0.15,1.0
uniform_only,damage_rank_only,uniform_mix_0.30,1.0
uniform_only,damage_rank_only,uniform_mix_0.45,0.9992831541218637
uniform_only,damage_rank_only,uniform_mix_0.60,0.999291031549096
uniform_only,scramble_signature_only,cross_family_0.00,0.749820014398848
uniform_only,scramble_signature_only,cross_family_0.15,0.7653670530382859
uniform_only,scramble_signature_only,cross_family_0.30,0.7451657458563536
uniform_only,scramble_signature_only,cross_family_0.45,0.7501818181818182
uniform_only,scramble_signature_only,cross_family_0.60,0.7490082942661378
uniform_only,scramble_signature_only,current,0.7400290065264684
uniform_only,scramble_signature_only,delayed_uniform_0.00,0.7484008528784648
uniform_only,scramble_signature_only,delayed_uniform_0.15,0.7569862044570216
uniform_only,scramble_signature_only,delayed_uniform_0.30,0.7509967379485321
uniform_only,scramble_signature_only,delayed_uniform_0.45,0.7472647702407003
uniform_only,scramble_signature_only,delayed_uniform_0.60,0.7525809896760413
uniform_only,scramble_signature_only,gaussian_mix_0.00,0.7479760647659275
uniform_only,scramble_signature_only,gaussian_mix_0.15,0.7500889996440014
uniform_only,scramble_signature_only,gaussian_mix_0.30,0.7431192660550459
uniform_only,scramble_signature_only,gaussian_mix_0.45,0.7519628836545325
uniform_only,scramble_signature_only,gaussian_mix_0.60,0.7386201991465149
uniform_only,scramble_signature_only,permute_mix_0.00,0.7419471588852696
uniform_only,scramble_signature_only,permute_mix_0.15,0.746413199426112
uniform_only,scramble_signature_only,permute_mix_0.30,0.7609649122807017
uniform_only,scramble_signature_only,permute_mix_0.45,0.7486258702821547
uniform_only,scramble_signature_only,permute_mix_0.60,0.7384117858426159
uniform_only,scramble_signature_only,uniform_mix_0.00,0.759915014164306
uniform_only,scramble_signature_only,uniform_mix_0.15,0.737281976744186
uniform_only,scramble_signature_only,uniform_mix_0.30,0.7398141529664046
uniform_only,scramble_signature_only,uniform_mix_0.45,0.7526881720430108
uniform_only,scramble_signature_only,uniform_mix_0.60,0.7458348103509393
uniform_only,six_plus_rank_shape,cross_family_0.00,1.0
uniform_only,six_plus_rank_shape,cross_family_0.15,1.0
uniform_only,six_plus_rank_shape,cross_family_0.30,1.0
uniform_only,six_plus_rank_shape,cross_family_0.45,1.0
uniform_only,six_plus_rank_shape,cross_family_0.60,1.0
uniform_only,six_plus_rank_shape,current,1.0
uniform_only,six_plus_rank_shape,delayed_uniform_0.00,1.0
uniform_only,six_plus_rank_shape,delayed_uniform_0.15,1.0
uniform_only,six_plus_rank_shape,delayed_uniform_0.30,1.0
uniform_only,six_plus_rank_shape,delayed_uniform_0.45,1.0
uniform_only,six_plus_rank_shape,delayed_uniform_0.60,1.0
uniform_only,six_plus_rank_shape,gaussian_mix_0.00,1.0
uniform_only,six_plus_rank_shape,gaussian_mix_0.15,1.0
uniform_only,six_plus_rank_shape,gaussian_mix_0.30,1.0
uniform_only,six_plus_rank_shape,gaussian_mix_0.45,1.0
uniform_only,six_plus_rank_shape,gaussian_mix_0.60,1.0
uniform_only,six_plus_rank_shape,permute_mix_0.00,1.0
uniform_only,six_plus_rank_shape,permute_mix_0.15,1.0
uniform_only,six_plus_rank_shape,permute_mix_0.30,1.0
uniform_only,six_plus_rank_shape,permute_mix_0.45,1.0
uniform_only,six_plus_rank_shape,permute_mix_0.60,0.9996406755300036
uniform_only,six_plus_rank_shape,uniform_mix_0.00,1.0
uniform_only,six_plus_rank_shape,uniform_mix_0.15,1.0
uniform_only,six_plus_rank_shape,uniform_mix_0.30,1.0
uniform_only,six_plus_rank_shape,uniform_mix_0.45,1.0
uniform_only,six_plus_rank_shape,uniform_mix_0.60,1.0
uniform_only,six_plus_scramble_signature,cross_family_0.00,0.8448524118070554
uniform_only,six_plus_scramble_signature,cross_family_0.15,0.8205128205128205
uniform_only,six_plus_scramble_signature,cross_family_0.30,0.7600138121546961
uniform_only,six_plus_scramble_signature,cross_family_0.45,0.7541818181818182
uniform_only,six_plus_scramble_signature,cross_family_0.60,0.7490082942661378
uniform_only,six_plus_scramble_signature,current,0.8411892675852066
uniform_only,six_plus_scramble_signature,delayed_uniform_0.00,0.8454157782515992
uniform_only,six_plus_scramble_signature,delayed_uniform_0.15,0.8231340643792006
uniform_only,six_plus_scramble_signature,delayed_uniform_0.30,0.8006524102935846
uniform_only,six_plus_scramble_signature,delayed_uniform_0.45,0.7855579868708972
uniform_only,six_plus_scramble_signature,delayed_uniform_0.60,0.785688857244571
uniform_only,six_plus_scramble_signature,gaussian_mix_0.00,0.8518127419922562
uniform_only,six_plus_scramble_signature,gaussian_mix_0.15,0.850124599501602
uniform_only,six_plus_scramble_signature,gaussian_mix_0.30,0.8637967537050106
uniform_only,six_plus_scramble_signature,gaussian_mix_0.45,0.797644539614561
uniform_only,six_plus_scramble_signature,gaussian_mix_0.60,0.6529160739687055
uniform_only,six_plus_scramble_signature,permute_mix_0.00,0.8360477741585234
uniform_only,six_plus_scramble_signature,permute_mix_0.15,0.8547345767575323
uniform_only,six_plus_scramble_signature,permute_mix_0.30,0.8574561403508771
uniform_only,six_plus_scramble_signature,permute_mix_0.45,0.669842433125687
uniform_only,six_plus_scramble_signature,permute_mix_0.60,0.6388789076536112
uniform_only,six_plus_scramble_signature,uniform_mix_0.00,0.8512747875354107
uniform_only,six_plus_scramble_signature,uniform_mix_0.15,0.8339389534883721
uniform_only,six_plus_scramble_signature,uniform_mix_0.30,0.9421015010721944
uniform_only,six_plus_scramble_signature,uniform_mix_0.45,0.9523297491039426
uniform_only,six_plus_scramble_signature,uniform_mix_0.60,0.9415101028004254
uniform_plus_permute,baseline_six,cross_family_0.00,1.0
uniform_plus_permute,baseline_six,cross_family_0.15,0.5630488233227959
uniform_plus_permute,baseline_six,cross_family_0.30,0.46167127071823205
uniform_plus_permute,baseline_six,cross_family_0.45,0.4349090909090909
uniform_plus_permute,baseline_six,cross_family_0.60,0.45402091597547783
uniform_plus_permute,baseline_six,current,1.0
uniform_plus_permute,baseline_six,delayed_uniform_0.00,1.0
uniform_plus_permute,baseline_six,delayed_uniform_0.15,0.5394411036434382
uniform_plus_permute,baseline_six,delayed_uniform_0.30,0.5378760420442189
uniform_plus_permute,baseline_six,delayed_uniform_0.45,0.5474106491611962
uniform_plus_permute,baseline_six,delayed_uniform_0.60,0.5379138483446066
uniform_plus_permute,baseline_six,gaussian_mix_0.00,1.0
uniform_plus_permute,baseline_six,gaussian_mix_0.15,0.9074403702385191
uniform_plus_permute,baseline_six,gaussian_mix_0.30,0.586803105151729
uniform_plus_permute,baseline_six,gaussian_mix_0.45,0.6409707351891506
uniform_plus_permute,baseline_six,gaussian_mix_0.60,0.7485775248933144
uniform_plus_permute,baseline_six,permute_mix_0.00,1.0
uniform_plus_permute,baseline_six,permute_mix_0.15,0.9752510760401721
uniform_plus_permute,baseline_six,permute_mix_0.30,0.8633040935672515
uniform_plus_permute,baseline_six,permute_mix_0.45,0.8504946866984243
uniform_plus_permute,baseline_six,permute_mix_0.60,0.8224937118217751
uniform_plus_permute,baseline_six,uniform_mix_0.00,1.0
uniform_plus_permute,baseline_six,uniform_mix_0.15,0.7863372093023255
uniform_plus_permute,baseline_six,uniform_mix_0.30,0.9120800571837027
uniform_plus_permute,baseline_six,uniform_mix_0.45,0.9326164874551971
uniform_plus_permute,baseline_six,uniform_mix_0.60,0.9163417227933357
uniform_plus_permute,rank_shape_only,cross_family_0.00,1.0
uniform_plus_permute,rank_shape_only,cross_family_0.15,1.0
uniform_plus_permute,rank_shape_only,cross_family_0.30,1.0
uniform_plus_permute,rank_shape_only,cross_family_0.45,1.0
uniform_plus_permute,rank_shape_only,cross_family_0.60,1.0
uniform_plus_permute,rank_shape_only,current,1.0
uniform_plus_permute,rank_shape_only,delayed_uniform_0.00,1.0
uniform_plus_permute,rank_shape_only,delayed_uniform_0.15,1.0
uniform_plus_permute,rank_shape_only,delayed_uniform_0.30,1.0
uniform_plus_permute,rank_shape_only,delayed_uniform_0.45,1.0
uniform_plus_permute,rank_shape_only,delayed_uniform_0.60,1.0
uniform_plus_permute,rank_shape_only,gaussian_mix_0.00,1.0
uniform_plus_permute,rank_shape_only,gaussian_mix_0.15,1.0
uniform_plus_permute,rank_shape_only,gaussian_mix_0.30,1.0
uniform_plus_permute,rank_shape_only,gaussian_mix_0.45,1.0
uniform_plus_permute,rank_shape_only,gaussian_mix_0.60,1.0
uniform_plus_permute,rank_shape_only,permute_mix_0.00,1.0
uniform_plus_permute,rank_shape_only,permute_mix_0.15,1.0
uniform_plus_permute,rank_shape_only,permute_mix_0.30,1.0
uniform_plus_permute,rank_shape_only,permute_mix_0.45,1.0
uniform_plus_permute,rank_shape_only,permute_mix_0.60,0.9996406755300036
uniform_plus_permute,rank_shape_only,uniform_mix_0.00,1.0
uniform_plus_permute,rank_shape_only,uniform_mix_0.15,1.0
uniform_plus_permute,rank_shape_only,uniform_mix_0.30,1.0
uniform_plus_permute,rank_shape_only,uniform_mix_0.45,1.0
uniform_plus_permute,rank_shape_only,uniform_mix_0.60,1.0
uniform_plus_permute,helper_rank_only,cross_family_0.00,0.749820014398848
uniform_plus_permute,helper_rank_only,cross_family_0.15,0.7653670530382859
uniform_plus_permute,helper_rank_only,cross_family_0.30,0.7451657458563536
uniform_plus_permute,helper_rank_only,cross_family_0.45,0.7501818181818182
uniform_plus_permute,helper_rank_only,cross_family_0.60,0.7490082942661378
uniform_plus_permute,helper_rank_only,current,0.7400290065264684
uniform_plus_permute,helper_rank_only,delayed_uniform_0.00,0.7484008528784648
uniform_plus_permute,helper_rank_only,delayed_uniform_0.15,0.7569862044570216
uniform_plus_permute,helper_rank_only,delayed_uniform_0.30,0.7509967379485321
uniform_plus_permute,helper_rank_only,delayed_uniform_0.45,0.7472647702407003
uniform_plus_permute,helper_rank_only,delayed_uniform_0.60,0.7525809896760413
uniform_plus_permute,helper_rank_only,gaussian_mix_0.00,0.7479760647659275
uniform_plus_permute,helper_rank_only,gaussian_mix_0.15,0.7500889996440014
uniform_plus_permute,helper_rank_only,gaussian_mix_0.30,0.7431192660550459
uniform_plus_permute,helper_rank_only,gaussian_mix_0.45,0.7519628836545325
uniform_plus_permute,helper_rank_only,gaussian_mix_0.60,0.7386201991465149
uniform_plus_permute,helper_rank_only,permute_mix_0.00,0.7419471588852696
uniform_plus_permute,helper_rank_only,permute_mix_0.15,0.746413199426112
uniform_plus_permute,helper_rank_only,permute_mix_0.30,0.7609649122807017
uniform_plus_permute,helper_rank_only,permute_mix_0.45,0.7486258702821547
uniform_plus_permute,helper_rank_only,permute_mix_0.60,0.7384117858426159
uniform_plus_permute,helper_rank_only,uniform_mix_0.00,0.759915014164306
uniform_plus_permute,helper_rank_only,uniform_mix_0.15,0.737281976744186
uniform_plus_permute,helper_rank_only,uniform_mix_0.30,0.7398141529664046
uniform_plus_permute,helper_rank_only,uniform_mix_0.45,0.7526881720430108
uniform_plus_permute,helper_rank_only,uniform_mix_0.60,0.7458348103509393
uniform_plus_permute,damage_rank_only,cross_family_0.00,1.0
uniform_plus_permute,damage_rank_only,cross_family_0.15,1.0
uniform_plus_permute,damage_rank_only,cross_family_0.30,1.0
uniform_plus_permute,damage_rank_only,cross_family_0.45,1.0
uniform_plus_permute,damage_rank_only,cross_family_0.60,1.0
uniform_plus_permute,damage_rank_only,current,1.0
uniform_plus_permute,damage_rank_only,delayed_uniform_0.00,1.0
uniform_plus_permute,damage_rank_only,delayed_uniform_0.15,1.0
uniform_plus_permute,damage_rank_only,delayed_uniform_0.30,1.0
uniform_plus_permute,damage_rank_only,delayed_uniform_0.45,1.0
uniform_plus_permute,damage_rank_only,delayed_uniform_0.60,1.0
uniform_plus_permute,damage_rank_only,gaussian_mix_0.00,1.0
uniform_plus_permute,damage_rank_only,gaussian_mix_0.15,1.0
uniform_plus_permute,damage_rank_only,gaussian_mix_0.30,1.0
uniform_plus_permute,damage_rank_only,gaussian_mix_0.45,1.0
uniform_plus_permute,damage_rank_only,gaussian_mix_0.60,1.0
uniform_plus_permute,damage_rank_only,permute_mix_0.00,1.0
uniform_plus_permute,damage_rank_only,permute_mix_0.15,1.0
uniform_plus_permute,damage_rank_only,permute_mix_0.30,1.0
uniform_plus_permute,damage_rank_only,permute_mix_0.45,1.0
uniform_plus_permute,damage_rank_only,permute_mix_0.60,0.9974847287100251
uniform_plus_permute,damage_rank_only,uniform_mix_0.00,1.0
uniform_plus_permute,damage_rank_only,uniform_mix_0.15,1.0
uniform_plus_permute,damage_rank_only,uniform_mix_0.30,1.0
uniform_plus_permute,damage_rank_only,uniform_mix_0.45,1.0
uniform_plus_permute,damage_rank_only,uniform_mix_0.60,0.9996455157745481
uniform_plus_permute,scramble_signature_only,cross_family_0.00,0.749820014398848
uniform_plus_permute,scramble_signature_only,cross_family_0.15,0.7653670530382859
uniform_plus_permute,scramble_signature_only,cross_family_0.30,0.7451657458563536
uniform_plus_permute,scramble_signature_only,cross_family_0.45,0.7501818181818182
uniform_plus_permute,scramble_signature_only,cross_family_0.60,0.7490082942661378
uniform_plus_permute,scramble_signature_only,current,0.7400290065264684
uniform_plus_permute,scramble_signature_only,delayed_uniform_0.00,0.7484008528784648
uniform_plus_permute,scramble_signature_only,delayed_uniform_0.15,0.7569862044570216
uniform_plus_permute,scramble_signature_only,delayed_uniform_0.30,0.7509967379485321
uniform_plus_permute,scramble_signature_only,delayed_uniform_0.45,0.7472647702407003
uniform_plus_permute,scramble_signature_only,delayed_uniform_0.60,0.7525809896760413
uniform_plus_permute,scramble_signature_only,gaussian_mix_0.00,0.7479760647659275
uniform_plus_permute,scramble_signature_only,gaussian_mix_0.15,0.7500889996440014
uniform_plus_permute,scramble_signature_only,gaussian_mix_0.30,0.7431192660550459
uniform_plus_permute,scramble_signature_only,gaussian_mix_0.45,0.7519628836545325
uniform_plus_permute,scramble_signature_only,gaussian_mix_0.60,0.7386201991465149
uniform_plus_permute,scramble_signature_only,permute_mix_0.00,0.7419471588852696
uniform_plus_permute,scramble_signature_only,permute_mix_0.15,0.746413199426112
uniform_plus_permute,scramble_signature_only,permute_mix_0.30,0.7609649122807017
uniform_plus_permute,scramble_signature_only,permute_mix_0.45,0.7486258702821547
uniform_plus_permute,scramble_signature_only,permute_mix_0.60,0.7384117858426159
uniform_plus_permute,scramble_signature_only,uniform_mix_0.00,0.759915014164306
uniform_plus_permute,scramble_signature_only,uniform_mix_0.15,0.737281976744186
uniform_plus_permute,scramble_signature_only,uniform_mix_0.30,0.7398141529664046
uniform_plus_permute,scramble_signature_only,uniform_mix_0.45,0.7526881720430108
uniform_plus_permute,scramble_signature_only,uniform_mix_0.60,0.7458348103509393
uniform_plus_permute,six_plus_rank_shape,cross_family_0.00,1.0
uniform_plus_permute,six_plus_rank_shape,cross_family_0.15,1.0
uniform_plus_permute,six_plus_rank_shape,cross_family_0.30,1.0
uniform_plus_permute,six_plus_rank_shape,cross_family_0.45,1.0
uniform_plus_permute,six_plus_rank_shape,cross_family_0.60,1.0
uniform_plus_permute,six_plus_rank_shape,current,1.0
uniform_plus_permute,six_plus_rank_shape,delayed_uniform_0.00,1.0
uniform_plus_permute,six_plus_rank_shape,delayed_uniform_0.15,1.0
uniform_plus_permute,six_plus_rank_shape,delayed_uniform_0.30,1.0
uniform_plus_permute,six_plus_rank_shape,delayed_uniform_0.45,1.0
uniform_plus_permute,six_plus_rank_shape,delayed_uniform_0.60,1.0
uniform_plus_permute,six_plus_rank_shape,gaussian_mix_0.00,1.0
uniform_plus_permute,six_plus_rank_shape,gaussian_mix_0.15,1.0
uniform_plus_permute,six_plus_rank_shape,gaussian_mix_0.30,1.0
uniform_plus_permute,six_plus_rank_shape,gaussian_mix_0.45,1.0
uniform_plus_permute,six_plus_rank_shape,gaussian_mix_0.60,1.0
uniform_plus_permute,six_plus_rank_shape,permute_mix_0.00,1.0
uniform_plus_permute,six_plus_rank_shape,permute_mix_0.15,1.0
uniform_plus_permute,six_plus_rank_shape,permute_mix_0.30,1.0
uniform_plus_permute,six_plus_rank_shape,permute_mix_0.45,1.0
uniform_plus_permute,six_plus_rank_shape,permute_mix_0.60,0.9996406755300036
uniform_plus_permute,six_plus_rank_shape,uniform_mix_0.00,1.0
uniform_plus_permute,six_plus_rank_shape,uniform_mix_0.15,1.0
uniform_plus_permute,six_plus_rank_shape,uniform_mix_0.30,1.0
uniform_plus_permute,six_plus_rank_shape,uniform_mix_0.45,1.0
uniform_plus_permute,six_plus_rank_shape,uniform_mix_0.60,1.0
uniform_plus_permute,six_plus_scramble_signature,cross_family_0.00,1.0
uniform_plus_permute,six_plus_scramble_signature,cross_family_0.15,0.5630488233227959
uniform_plus_permute,six_plus_scramble_signature,cross_family_0.30,0.4865331491712707
uniform_plus_permute,six_plus_scramble_signature,cross_family_0.45,0.4469090909090909
uniform_plus_permute,six_plus_scramble_signature,cross_family_0.60,0.46339704291381173
uniform_plus_permute,six_plus_scramble_signature,current,1.0
uniform_plus_permute,six_plus_scramble_signature,delayed_uniform_0.00,1.0
uniform_plus_permute,six_plus_scramble_signature,delayed_uniform_0.15,0.5373187124159887
uniform_plus_permute,six_plus_scramble_signature,delayed_uniform_0.30,0.5360637912287061
uniform_plus_permute,six_plus_scramble_signature,delayed_uniform_0.45,0.5470459518599562
uniform_plus_permute,six_plus_scramble_signature,delayed_uniform_0.60,0.5361338554645781
uniform_plus_permute,six_plus_scramble_signature,gaussian_mix_0.00,1.0
uniform_plus_permute,six_plus_scramble_signature,gaussian_mix_0.15,0.8077607689569242
uniform_plus_permute,six_plus_scramble_signature,gaussian_mix_0.30,0.5836273817925194
uniform_plus_permute,six_plus_scramble_signature,gaussian_mix_0.45,0.6413276231263383
uniform_plus_permute,six_plus_scramble_signature,gaussian_mix_0.60,0.7567567567567568
uniform_plus_permute,six_plus_scramble_signature,permute_mix_0.00,1.0
uniform_plus_permute,six_plus_scramble_signature,permute_mix_0.15,0.9157101865136298
uniform_plus_permute,six_plus_scramble_signature,permute_mix_0.30,0.8786549707602339
uniform_plus_permute,six_plus_scramble_signature,permute_mix_0.45,0.8614877244411873
uniform_plus_permute,six_plus_scramble_signature,permute_mix_0.60,0.8307581746316924
uniform_plus_permute,six_plus_scramble_signature,uniform_mix_0.00,1.0
uniform_plus_permute,six_plus_scramble_signature,uniform_mix_0.15,0.8103197674418605
uniform_plus_permute,six_plus_scramble_signature,uniform_mix_0.30,0.8895639742673338
uniform_plus_permute,six_plus_scramble_signature,uniform_mix_0.45,0.9351254480286738
uniform_plus_permute,six_plus_scramble_signature,uniform_mix_0.60,0.9283941864587026
