sampler,alpha,seed,regime,friction,distribution_l1,repeat_rate,coverage,mean_surprise,max_duplicate_run
sqrt2_minus_1,0.41421356237309515,3141,balanced,0.24489005883847026,0.005323515828499145,0.0,1.0,0.9980065968840027,1589.0
sqrt2_minus_1,0.41421356237309515,3141,spiky,0.23966582640755416,0.005174050632908267,0.3158223889931207,1.0,0.5547136345991056,1535.0
sqrt2_minus_1,0.41421356237309515,3141,bursty,0.24534615554969091,0.02936928414446112,0.010631644777986242,1.0,0.9351569119232854,1549.0
sqrt2_minus_1,0.41421356237309515,3141,drifting,0.23755645791115348,0.003713717587277454,0.0,1.0,0.9384890465633408,1581.0
sqrt2_minus_1,0.41421356237309515,3141,inverted,0.211225080295875,0.00882911392405103,0.04252657911194497,1.0,0.7724745382041961,1574.0
sqrt2_minus_1,0.41421356237309515,4159,smooth,0.19203721294499415,0.010994322206773835,0.0,1.0,0.8327169290747162,1552.0
sqrt2_minus_1,0.41421356237309515,4159,balanced,0.24701556923872617,0.00876131292851455,0.0,1.0,0.9983985279037441,1589.0
sqrt2_minus_1,0.41421356237309515,4159,spiky,0.2410926714447001,0.004414556962023655,0.3151969981238274,1.0,0.5522912257694318,1561.0
sqrt2_minus_1,0.41421356237309515,4159,bursty,0.2443682947475517,0.026328298407352763,0.010006253908692933,1.0,0.9363904374552355,1554.0
sqrt2_minus_1,0.41421356237309515,4159,drifting,0.2383330515242399,0.011635869239951108,0.0006253908692933083,1.0,0.9414907720398712,1581.0
sqrt2_minus_1,0.41421356237309515,4159,inverted,0.212039925323468,0.007056962025316457,0.04252657911194497,1.0,0.7739874230981302,1571.0
sqrt3_minus_1_frac,0.7320508075688772,1618,smooth,0.18994241733261172,0.014849909808275677,0.02626641651031895,1.0,0.8296574028111037,1553.0
sqrt3_minus_1_frac,0.7320508075688772,1618,balanced,0.251486044682937,0.005027914684732751,0.0,1.0,0.9981668502463644,1592.0
sqrt3_minus_1_frac,0.7320508075688772,1618,spiky,0.260223035969081,0.011060126582277494,0.3908692933083177,1.0,0.551221731281565,1553.0
sqrt3_minus_1_frac,0.7320508075688772,1618,bursty,0.2573677058996464,0.010841028936573169,0.03377110694183865,1.0,0.9372233142825762,1584.0
sqrt3_minus_1_frac,0.7320508075688772,1618,drifting,0.25728717269552404,0.009456365186608418,0.016260162601626018,1.0,0.9390317804873046,1590.0
sqrt3_minus_1_frac,0.7320508075688772,1618,inverted,0.25306401314669924,0.005617088607595119,0.18449030644152595,1.0,0.7721983027822285,1578.0
sqrt3_minus_1_frac,0.7320508075688772,2718,smooth,0.1917570506977424,0.02177603061918225,0.027517198248905566,1.0,0.8345649065138966,1549.0
sqrt3_minus_1_frac,0.7320508075688772,2718,balanced,0.2502085598241505,0.006685338480083014,0.0,1.0,0.9980078685020528,1589.0
sqrt3_minus_1_frac,0.7320508075688772,2718,spiky,0.2633999054726314,0.012041139240508272,0.38711694809255787,1.0,0.5543914522456274,1564.0
sqrt3_minus_1_frac,0.7320508075688772,2718,bursty,0.2564862662819007,0.00995236880827724,0.032520325203252036,1.0,0.9390302107958646,1580.0
sqrt3_minus_1_frac,0.7320508075688772,2718,drifting,0.25839278917285724,0.0105112797655285,0.01876172607879925,1.0,0.9371248199685372,1586.0
sqrt3_minus_1_frac,0.7320508075688772,2718,inverted,0.2526067889230244,0.013322784810126206,0.18198874296435272,1.0,0.7766290272659987,1575.0
sqrt3_minus_1_frac,0.7320508075688772,3141,smooth,0.19453531569931687,0.01369272699550584,0.02689180737961226,1.0,0.833892160127597,1555.0
sqrt3_minus_1_frac,0.7320508075688772,3141,balanced,0.2514495294158294,0.005403889093004946,0.0,1.0,0.9983248660921039,1590.0
sqrt3_minus_1_frac,0.7320508075688772,3141,spiky,0.2587669103247728,0.004208860759488092,0.38711694809255787,1.0,0.5492632147323396,1544.0
sqrt3_minus_1_frac,0.7320508075688772,3141,bursty,0.25396148046535283,0.01577617141898019,0.032520325203252036,1.0,0.9382730325285878,1571.0
sqrt3_minus_1_frac,0.7320508075688772,3141,drifting,0.26049946287553144,0.019105576567487903,0.015634771732332707,1.0,0.9424815492512777,1551.0
sqrt3_minus_1_frac,0.7320508075688772,3141,inverted,0.2523065980299761,0.005981012658227258,0.18386491557223264,1.0,0.7769052626879663,1562.0
sqrt3_minus_1_frac,0.7320508075688772,4159,smooth,0.18789368695590672,0.015622813179889922,0.02564102564102564,1.0,0.8311555360457838,1566.0
sqrt3_minus_1_frac,0.7320508075688772,4159,balanced,0.2516503394719641,0.00767846327183104,0.0,1.0,0.998210173418064,1590.0
sqrt3_minus_1_frac,0.7320508075688772,4159,spiky,0.261715107657668,0.009129746835442598,0.3877423389618512,1.0,0.55522900059327,1563.0
sqrt3_minus_1_frac,0.7320508075688772,4159,bursty,0.2556018564634355,0.014807506726030484,0.03627267041901188,1.0,0.9359140098357608,1582.0
sqrt3_minus_1_frac,0.7320508075688772,4159,drifting,0.25868092759790645,0.017685662634548627,0.015634771732332707,1.0,0.9402009458315115,1577.0
sqrt3_minus_1_frac,0.7320508075688772,4159,inverted,0.2545838675579759,0.011329113924051046,0.1888680425265791,1.0,0.7702170996563269,1564.0
pi_minus_3,0.14159265358979312,1618,smooth,0.3225312358780219,0.030043140903151112,0.3170731707317073,1.0,0.8289096206869031,1512.0
pi_minus_3,0.14159265358979312,1618,balanced,0.2585142381474553,0.015825877770662286,0.0,1.0,0.998262684928915,1584.0
pi_minus_3,0.14159265358979312,1618,spiky,0.3722460476660619,0.015854430379750414,0.5609756097560976,1.0,0.5492117410186235,1513.0
pi_minus_3,0.14159265358979312,1618,bursty,0.3027017683815986,0.032234032229284115,0.150093808630394,1.0,0.9430052012977822,1567.0
pi_minus_3,0.14159265358979312,1618,drifting,0.39006798591007646,0.13217647559547774,0.13633520950594122,1.0,0.9378431872701388,1543.0
pi_minus_3,0.14159265358979312,1618,inverted,0.3837772148219295,0.02134493670886116,0.4165103189493433,1.0,0.7674071902645225,1529.0
pi_minus_3,0.14159265358979312,2718,smooth,0.33723402839857214,0.037501033407908856,0.31269543464665417,1.0,0.8350523954017767,1520.0
pi_minus_3,0.14159265358979312,2718,balanced,0.2584758335217522,0.007376637870230657,0.0,1.0,0.9982519288224303,1567.0
pi_minus_3,0.14159265358979312,2718,spiky,0.37628668191826803,0.013528481012654428,0.5584740462789243,1.0,0.5608338416011843,1344.0
pi_minus_3,0.14159265358979312,2718,bursty,0.3000604565685951,0.01553373654646538,0.14946841776110067,1.0,0.9433313088800187,1580.0
pi_minus_3,0.14159265358979312,2718,drifting,0.3909597165313481,0.0728512488481875,0.13758599124452783,1.0,0.9324107103142086,1523.0
pi_minus_3,0.14159265358979312,2718,inverted,0.3869406263873215,0.01886075949367115,0.4146341463414634,1.0,0.7694725460023919,1541.0
pi_minus_3,0.14159265358979312,3141,smooth,0.3403672718260121,0.03632090146256052,0.3133208255159475,1.0,0.8351297796760916,1523.0
pi_minus_3,0.14159265358979312,3141,balanced,0.25927033189725346,0.016935698468163646,0.0,1.0,0.9983349607018388,1584.0
pi_minus_3,0.14159265358979312,3141,spiky,0.37036280818653017,0.021344936708863393,0.5603502188868043,1.0,0.5522912257694318,1510.0
pi_minus_3,0.14159265358979312,3141,bursty,0.30662557417148245,0.022298975038211072,0.15509693558474047,1.0,0.9323242563432637,1576.0
pi_minus_3,0.14159265358979312,3141,drifting,0.39195320058225386,0.1405334462750219,0.13758599124452783,1.0,0.9396078301575324,1509.0
pi_minus_3,0.14159265358979312,3141,inverted,0.38626582082247024,0.04060126582278456,0.40963101938711693,1.0,0.7712378887322298,1538.0
pi_minus_3,0.14159265358979312,4159,smooth,0.33851938761959777,0.025878951103457025,0.31081926203877425,1.0,0.8347710756180022,1516.0
pi_minus_3,0.14159265358979312,4159,balanced,0.25897178785117864,0.016487002671687664,0.0,1.0,0.9982030503898845,1577.0
pi_minus_3,0.14159265358979312,4159,spiky,0.3716643857936944,0.015490506329113585,0.5597248280175109,1.0,0.5527163555503422,1439.0
pi_minus_3,0.14159265358979312,4159,bursty,0.30064742139228223,0.019051156790107812,0.15196998123827393,1.0,0.9324351977844995,1564.0
pi_minus_3,0.14159265358979312,4159,drifting,0.38757411884428,0.1139028638979583,0.13320825515947468,1.0,0.9370786456439106,1503.0
pi_minus_3,0.14159265358979312,4159,inverted,0.3858513775175356,0.01935126582278461,0.40212632895559725,1.0,0.7786706054178042,1537.0
e_minus_2,0.7182818284590451,1618,smooth,0.20638092036902086,0.03929354952441088,0.016260162601626018,1.0,0.8314136715759439,1534.0
e_minus_2,0.7182818284590451,1618,balanced,0.24204384320924135,0.005581139016529957,0.0,1.0,0.9981503447560158,1590.0
e_minus_2,0.7182818284590451,1618,spiky,0.2608721411651797,0.012674050632909467,0.37523452157598497,1.0,0.5509383114276247,1566.0
e_minus_2,0.7182818284590451,1618,bursty,0.2749945974552237,0.04163766308749875,0.030644152595372107,1.0,0.9366637963566715,1567.0
e_minus_2,0.7182818284590451,1618,drifting,0.2335219281398972,0.017604990225944944,0.01125703564727955,1.0,0.9368389610081006,1587.0
e_minus_2,0.7182818284590451,1618,inverted,0.245202358703314,0.012974683544303645,0.16823014383989993,1.0,0.7737111876761624,1575.0
e_minus_2,0.7182818284590451,2718,smooth,0.20847739875855067,0.03921524664950163,0.013758599124452783,1.0,0.8354902467435162,1573.0
e_minus_2,0.7182818284590451,2718,balanced,0.24034618979729747,0.006333284788543822,0.0,1.0,0.9983616915309708,1590.0
e_minus_2,0.7182818284590451,2718,spiky,0.2613767873906807,0.008085443037972706,0.3708567854909318,1.0,0.5577931193499138,1566.0
e_minus_2,0.7182818284590451,2718,bursty,0.28307173829592824,0.06318863466986806,0.028767979987492184,1.0,0.9398369353519987,1576.0
e_minus_2,0.7182818284590451,2718,drifting,0.23105320129079898,0.016560187570672166,0.013133208255159476,1.0,0.9376672021152117,1576.0
e_minus_2,0.7182818284590451,2718,inverted,0.24931519083739193,0.006851265822784197,0.17510944340212634,1.0,0.774071575710098,1569.0
e_minus_2,0.7182818284590451,3141,smooth,0.1975895363725554,0.020500738666121072,0.013133208255159476,1.0,0.8289283486751691,1550.0
e_minus_2,0.7182818284590451,3141,balanced,0.24142105187206273,0.005080812060373155,0.0,1.0,0.9983640458267952,1589.0
e_minus_2,0.7182818284590451,3141,spiky,0.26140881814877737,0.007674050632908255,0.3783614759224515,1.0,0.5475366443233383,1561.0
e_minus_2,0.7182818284590451,3141,bursty,0.27885344146415386,0.04966764215116616,0.028767979987492184,1.0,0.9378480359364305,1565.0
e_minus_2,0.7182818284590451,3141,drifting,0.23287902111532982,0.017038616140685747,0.01125703564727955,1.0,0.940491412016336,1571.0
e_minus_2,0.7182818284590451,3141,inverted,0.24756168091833541,0.010981012658227263,0.17573483427141964,1.0,0.7692804631923922,1575.0
e_minus_2,0.7182818284590451,4159,smooth,0.19957002874317828,0.014215939283269946,0.016260162601626018,1.0,0.8320938036904048,1557.0
e_minus_2,0.7182818284590451,4159,balanced,0.241917439262293,0.0025073651112427764,0.0,1.0,0.9980281190158584,1589.0
e_minus_2,0.7182818284590451,4159,spiky,0.2602794925979975,0.010585443037978745,0.3758599124452783,1.0,0.5520592796292076,1565.0
e_minus_2,0.7182818284590451,4159,bursty,0.27984336494981243,0.06784562986694842,0.029393370856785492,1.0,0.9361158522163212,1565.0
e_minus_2,0.7182818284590451,4159,drifting,0.23370728024216908,0.02293744780628751,0.011882426516572859,1.0,0.9401700580785355,1578.0
e_minus_2,0.7182818284590451,4159,inverted,0.24831380234922604,0.021518987341772725,0.17448405253283303,1.0,0.7728587038241956,1582.0
plastic_inv,0.7548776662466927,1618,smooth,0.221638646373748,0.03430223069568098,0.0450281425891182,1.0,0.8317627903638065,1561.0
plastic_inv,0.7548776662466927,1618,balanced,0.2707737085623142,0.007022694460108364,0.0,1.0,0.998175717960471,1590.0
plastic_inv,0.7548776662466927,1618,spiky,0.2862663343044121,0.009256329113923031,0.41088180112570355,1.0,0.5509897851413409,1561.0
plastic_inv,0.7548776662466927,1618,bursty,0.30144466356995875,0.05334182728982896,0.03689806128830519,1.0,0.9405389851602612,1562.0
plastic_inv,0.7548776662466927,1618,drifting,0.2484102567210783,0.013644624208647885,0.023139462163852407,1.0,0.9389998907335548,1572.0
plastic_inv,0.7548776662466927,1618,inverted,0.2506820556440909,0.008322784810127007,0.20637898686679174,1.0,0.7725824684022278,1555.0
plastic_inv,0.7548776662466927,2718,smooth,0.2287201103890356,0.02345184685186092,0.05378361475922452,1.0,0.8320794234066963,1573.0
plastic_inv,0.7548776662466927,2718,balanced,0.27114220432221087,0.007102964467079351,0.0,1.0,0.9984832933742619,1582.0
plastic_inv,0.7548776662466927,2718,spiky,0.2881133820708491,0.01767405063290825,0.41588492808005,1.0,0.5495853970858178,1561.0
plastic_inv,0.7548776662466927,2718,bursty,0.30441421140562563,0.0619578289073216,0.03689806128830519,1.0,0.9352989661341569,1558.0
plastic_inv,0.7548776662466927,2718,drifting,0.24881645577838482,0.013094378432116374,0.025015634771732333,1.0,0.9385231688689568,1576.0
plastic_inv,0.7548776662466927,2718,inverted,0.24903374634309336,0.01257911392405102,0.20700437773608504,1.0,0.7725824684022278,1556.0
plastic_inv,0.7548776662466927,3141,smooth,0.2303884402122906,0.02551609426934453,0.056910569105691054,1.0,0.8314896709381208,1563.0
plastic_inv,0.7548776662466927,3141,balanced,0.27040685021968536,0.005392712327998622,0.0,1.0,0.9981337757717031,1571.0
plastic_inv,0.7548776662466927,3141,spiky,0.2867096275596161,0.01759493670885974,0.407754846779237,1.0,0.5547651083128217,1551.0
plastic_inv,0.7548776662466927,3141,bursty,0.29581955182779296,0.0449592316993668,0.03377110694183865,1.0,0.9409571739026142,1564.0
plastic_inv,0.7548776662466927,3141,drifting,0.24740852685969555,0.007578536087624432,0.023764853033145718,1.0,0.9385047523275004,1575.0
plastic_inv,0.7548776662466927,3141,inverted,0.24889554732215582,0.014018987341772371,0.20700437773608504,1.0,0.7739874230981302,1559.0
plastic_inv,0.7548776662466927,4159,smooth,0.22910036836418357,0.02072877505370617,0.05753595997498437,1.0,0.8305656396597536,1563.0
plastic_inv,0.7548776662466927,4159,balanced,0.2709055055802739,0.009858619571440533,0.0,1.0,0.9983885694189003,1568.0
plastic_inv,0.7548776662466927,4159,spiky,0.2879361633182137,0.01566455696202486,0.41275797373358347,1.0,0.5506548915736845,1560.0
plastic_inv,0.7548776662466927,4159,bursty,0.3012941050129266,0.049638564664447896,0.039399624765478425,1.0,0.935891637935204,1568.0
plastic_inv,0.7548776662466927,4159,drifting,0.2493870752819063,0.009800134599594654,0.023139462163852407,1.0,0.9400513765664368,1579.0
plastic_inv,0.7548776662466927,4159,inverted,0.24623765697591513,0.010775316455696404,0.20950594121325827,1.0,0.7716220543522292,1563.0
silver_inv,0.4142135623730951,1618,smooth,0.19289011159774283,0.02541975738443754,0.0,1.0,0.83452082967906,1570.0
silver_inv,0.4142135623730951,1618,balanced,0.24675623374390912,0.006110336280242101,0.0,1.0,0.9984208108978951,1591.0
silver_inv,0.4142135623730951,1618,spiky,0.24321166390713636,0.006075949367088149,0.31894934333958724,1.0,0.5517758597752674,1563.0
silver_inv,0.4142135623730951,1618,bursty,0.24665684942863494,0.03213315537147572,0.008130081300813009,1.0,0.9383098022227176,1579.0
silver_inv,0.4142135623730951,1618,drifting,0.23820577079203917,0.00795711592794053,0.0,1.0,0.9383151963771738,1587.0
silver_inv,0.4142135623730951,1618,inverted,0.20949993663561595,0.005806962025316498,0.041901188242651655,1.0,0.7719220673602607,1576.0
silver_inv,0.4142135623730951,2718,smooth,0.1915856172818791,0.015061061826601954,0.0,1.0,0.8321471663415513,1534.0
silver_inv,0.4142135623730951,2718,balanced,0.245670833211626,0.011847891165210844,0.0,1.0,0.9981964325513225,1588.0
silver_inv,0.4142135623730951,2718,spiky,0.23987875937963987,0.010189873417721304,0.31207004377736086,1.0,0.552432935696402,1546.0
silver_inv,0.4142135623730951,2718,bursty,0.24206951574529006,0.012743377284925278,0.010006253908692933,1.0,0.9340912495320421,1567.0
silver_inv,0.4142135623730951,2718,drifting,0.23763482762523352,0.013493356369510462,0.0,1.0,0.938689975116544,1588.0
silver_inv,0.4142135623730951,2718,inverted,0.21088936573819178,0.008813291139240453,0.04252657911194497,1.0,0.7724745382041961,1580.0
silver_inv,0.4142135623730951,3141,smooth,0.18941972312939864,0.010677159090370376,0.0,1.0,0.8296341257538855,1564.0
silver_inv,0.4142135623730951,3141,balanced,0.24489005883847026,0.005323515828499145,0.0,1.0,0.9980065968840027,1589.0
silver_inv,0.4142135623730951,3141,spiky,0.23966582640755416,0.005174050632908267,0.3158223889931207,1.0,0.5547136345991056,1535.0
silver_inv,0.4142135623730951,3141,bursty,0.24534615554969091,0.02936928414446112,0.010631644777986242,1.0,0.9351569119232854,1549.0
silver_inv,0.4142135623730951,3141,drifting,0.23755645791115348,0.003713717587277454,0.0,1.0,0.9384890465633408,1581.0
silver_inv,0.4142135623730951,3141,inverted,0.211225080295875,0.00882911392405103,0.04252657911194497,1.0,0.7724745382041961,1574.0
silver_inv,0.4142135623730951,4159,smooth,0.19203721294499415,0.010994322206773835,0.0,1.0,0.8327169290747162,1552.0
silver_inv,0.4142135623730951,4159,balanced,0.24701556923872617,0.00876131292851455,0.0,1.0,0.9983985279037441,1589.0
silver_inv,0.4142135623730951,4159,spiky,0.2410926714447001,0.004414556962023655,0.3151969981238274,1.0,0.5522912257694318,1561.0
silver_inv,0.4142135623730951,4159,bursty,0.2443682947475517,0.026328298407352763,0.010006253908692933,1.0,0.9363904374552355,1554.0
silver_inv,0.4142135623730951,4159,drifting,0.2383330515242399,0.011635869239951108,0.0006253908692933083,1.0,0.9414907720398712,1581.0
silver_inv,0.4142135623730951,4159,inverted,0.212039925323468,0.007056962025316457,0.04252657911194497,1.0,0.7739874230981302,1571.0
rational_1_8,0.125,1618,smooth,0.4291320472654181,0.135113114564812,0.38398999374609133,1.0,0.8235192862364477,1284.0
rational_1_8,0.125,1618,balanced,0.25160472182643684,0.004477321776069354,0.0,1.0,1.0017393726435164,1592.0
rational_1_8,0.125,1618,spiky,0.5500385896991746,0.24477848101265565,0.5909943714821764,1.0,0.5466349110478014,1063.0
rational_1_8,0.125,1618,bursty,0.34395676933448316,0.12544564011039128,0.20888055034396497,1.0,0.938583350743126,1577.0
rational_1_8,0.125,1618,drifting,0.3550186225349382,0.11351101439741924,0.18636647904940587,1.0,0.9401208754004646,1575.0
rational_1_8,0.125,1618,inverted,0.5347788228535251,0.24757911392405102,0.44840525328330205,1.0,0.77375874284829,1450.0
rational_1_8,0.125,2718,smooth,0.4088193539928539,0.12455315901586286,0.37335834896810505,1.0,0.8236596227602173,1317.0
rational_1_8,0.125,2718,balanced,0.2516026604806142,0.0044404117819515365,0.0,1.0,1.0017749417647799,1592.0
rational_1_8,0.125,2718,spiky,0.5323991534753841,0.20731012658227743,0.5853658536585366,1.0,0.5691832737922504,1151.0
rational_1_8,0.125,2718,bursty,0.3220381869554531,0.030013058637453585,0.2101313320825516,1.0,0.9312234085764688,1571.0
rational_1_8,0.125,2718,drifting,0.3218508195553992,0.03505880835049706,0.19011882426516574,1.0,0.9329912178041009,1583.0
rational_1_8,0.125,2718,inverted,0.5288220615241113,0.17294303797468355,0.4646654158849281,1.0,0.7445456116315761,1303.0
rational_1_8,0.125,3141,smooth,0.43736758952519345,0.1804360164349584,0.3877423389618512,1.0,0.819933608197567,1240.0
rational_1_8,0.125,3141,balanced,0.3313824158379117,0.13812550004513624,0.11131957473420888,1.0,0.9919961346292671,1592.0
rational_1_8,0.125,3141,spiky,0.5509096627856761,0.28414556962025567,0.5841150719199499,1.0,0.563295012930396,1154.0
rational_1_8,0.125,3141,bursty,0.356191455624211,0.13743876294310353,0.19762351469668543,1.0,0.9449453755975367,1576.0
rational_1_8,0.125,3141,drifting,0.35811582872410386,0.12760304114410165,0.18323952470293933,1.0,0.940607130026112,1498.0
rational_1_8,0.125,3141,inverted,0.535598566810913,0.20723101265822766,0.4509068167604753,1.0,0.7678151334705858,1379.0
rational_1_8,0.125,4159,smooth,0.4381920205511703,0.1946648912038932,0.38461538461538464,1.0,0.8203184077096869,1232.0
rational_1_8,0.125,4159,balanced,0.4309463489801535,0.22054344755155875,0.18323952470293933,1.0,0.9849556314742712,1592.0
rational_1_8,0.125,4159,spiky,0.5442040611415083,0.25481012658227503,0.5834896810506567,1.0,0.5640810875643224,1058.0
rational_1_8,0.125,4159,bursty,0.3542673289421956,0.13203616034423898,0.18386491557223264,1.0,0.9467897888899379,1576.0
rational_1_8,0.125,4159,drifting,0.3663480528765399,0.14335752071657643,0.17761100687929957,1.0,0.9455829652367731,1514.0
rational_1_8,0.125,4159,inverted,0.5512856005448834,0.1570727848101262,0.42338961851156975,1.0,0.7889973841071511,1304.0
rational_3_8,0.375,1618,smooth,0.3139081401181329,0.135113114564812,0.0,1.0,0.8234175524824314,1284.0
rational_3_8,0.375,1618,balanced,0.25160469885743625,0.004477321776069354,0.0,1.0,1.001771988799131,1592.0
rational_3_8,0.375,1618,spiky,0.4764566149514073,0.24477848101265565,0.3452157598499062,1.0,0.54476663071183,1061.0
rational_3_8,0.375,1618,bursty,0.28918304364833025,0.14169564011039132,0.014383989993746092,1.0,0.9386078027039862,1577.0
rational_3_8,0.375,1618,drifting,0.30567675839990216,0.11513599636376336,0.0,1.0,0.939390493105771,1573.0
rational_3_8,0.375,1618,inverted,0.42311417446320704,0.25007911392405097,0.075046904315197,1.0,0.7717775397223886,1449.0
rational_3_8,0.375,2718,smooth,0.29367517681541794,0.12580315901586286,0.0,1.0,0.8231935335524553,1319.0
rational_3_8,0.375,2718,balanced,0.25160261782256577,0.0044404117819515365,0.0,1.0,1.0017406988342479,1592.0
rational_3_8,0.375,2718,spiky,0.4426458987799269,0.21606012658227744,0.2764227642276423,1.0,0.5733322530309255,1149.0
rational_3_8,0.375,2718,bursty,0.26045147188217954,0.02923594480606291,0.013133208255159476,1.0,0.9330812415417913,1577.0
rational_3_8,0.375,2718,drifting,0.2705347966622215,0.03292063686172543,0.0,1.0,0.9346971112178833,1589.0
rational_3_8,0.375,2718,inverted,0.42234271928794526,0.17044303797468352,0.10819262038774234,1.0,0.7482317824614113,1306.0
rational_3_8,0.375,3141,smooth,0.317923671082138,0.1779360164349584,0.0,1.0,0.8197679096122478,1240.0
rational_3_8,0.375,3141,balanced,0.297162053418985,0.13812550004513624,0.0,1.0,0.9921801848467099,1592.0
rational_3_8,0.375,3141,spiky,0.46651466500355904,0.2891455696202556,0.30393996247654786,1.0,0.5652535294796214,1153.0
rational_3_8,0.375,3141,bursty,0.30408099675139294,0.14204193120209685,0.016260162601626018,1.0,0.949064665011102,1575.0
