anchor,family,alpha,offset,window_width,beta,length,max_alignment_age,witness_factor,recognition_factor,decay,near_miss_boost,write_count,witness_count,delayed_retention,recognition_rate,near_miss_rate,pollution,latency_proxy,phase_lock_resistance,composite_score
golden,phi,0.5820339887498948,-0.036,0.18,0.0,4096,4,0.28,0.1,0.82,0.16,29.0,47.0,0.3815789473684211,0.3815789473684211,0.0,0.007081807081807082,0.13793103448275862,0.7114729056556275,0.5584841184868596
golden,phi,0.5880339887498948,-0.03,0.18,0.0,4096,4,0.28,0.1,0.82,0.16,36.0,34.0,0.5142857142857142,0.5142857142857142,0.0,0.008791208791208791,0.1111111111111111,0.6756243765397043,0.603944056200348
golden,phi,0.5940339887498948,-0.024,0.18,0.0,4096,4,0.28,0.1,0.82,0.16,31.0,49.0,0.3875,0.3875,0.0,0.00757020757020757,0.12903225806451613,0.5639170064678742,0.5195869327511757
golden,phi,0.6000339887498948,-0.018000000000000002,0.18,0.0,4096,4,0.28,0.1,0.82,0.16,30.0,46.0,0.39473684210526316,0.39473684210526316,0.0,0.007326007326007326,0.13333333333333333,0.6345060916306471,0.5424255383151507
golden,phi,0.6060339887498948,-0.012000000000000004,0.18,0.0,4096,4,0.28,0.1,0.82,0.16,32.0,46.0,0.41025641025641024,0.41025641025641024,0.0,0.007814407814407814,0.125,0.7547379633961153,0.5825403049645874
golden,phi,0.6120339887498948,-0.006000000000000005,0.18,0.0,4096,4,0.28,0.1,0.82,0.16,30.0,46.0,0.39473684210526316,0.39473684210526316,0.0,0.007326007326007326,0.13333333333333333,0.7269143397926001,0.5682998478004977
golden,phi,0.6180339887498948,-6.938893903907228e-18,0.18,0.0,4096,4,0.28,0.1,0.82,0.16,61.0,17.0,0.782051282051282,0.782051282051282,0.0,0.014896214896214897,0.06557377049180328,0.6485501567974425,0.7079701122793522
golden,phi,0.6240339887498948,0.0059999999999999915,0.18,0.0,4096,4,0.28,0.1,0.82,0.16,25.0,42.0,0.373134328358209,0.373134328358209,0.0,0.006105006105006105,0.16,0.39796896907783397,0.46729302839754044
golden,phi,0.6300339887498948,0.01199999999999999,0.18,0.0,4096,4,0.28,0.1,0.82,0.16,30.0,44.0,0.40540540540540543,0.40540540540540543,0.0,0.007326007326007326,0.13333333333333333,0.6699058504776751,0.5568182673783784
golden,phi,0.6360339887498948,0.017999999999999988,0.18,0.0,4096,4,0.28,0.1,0.82,0.16,29.0,45.0,0.3918918918918919,0.3918918918918919,0.0,0.007081807081807082,0.13793103448275862,0.7357099233393565,0.5696019201381615
golden,phi,0.6420339887498948,0.023999999999999987,0.18,0.0,4096,4,0.28,0.1,0.82,0.16,26.0,49.0,0.3466666666666667,0.3466666666666667,0.0,0.006349206349206349,0.15384615384615385,0.6203754996538766,0.5184162510141966
golden,phi,0.6480339887498948,0.029999999999999985,0.18,0.0,4096,4,0.28,0.1,0.82,0.16,28.0,49.0,0.36363636363636365,0.36363636363636365,0.0,0.006837606837606838,0.14285714285714285,0.6847207927869838,0.5434918297503633
golden,phi,0.6540339887498948,0.03599999999999998,0.18,0.0,4096,4,0.28,0.1,0.82,0.16,27.0,47.0,0.36486486486486486,0.36486486486486486,0.0,0.006593406593406593,0.14814814814814814,0.6376390246350689,0.5308590932179857
golden,phi,0.5820339887498948,-0.036,0.18,0.0,4096,4,0.28,0.1,0.96,0.0,29.0,47.0,0.3815789473684211,0.3815789473684211,0.0,0.007081807081807082,0.13793103448275862,0.7114729056556275,0.5584841184868596
golden,phi,0.5880339887498948,-0.03,0.18,0.0,4096,4,0.28,0.1,0.96,0.0,36.0,34.0,0.5142857142857142,0.5142857142857142,0.0,0.008791208791208791,0.1111111111111111,0.6756243765397043,0.603944056200348
golden,phi,0.5940339887498948,-0.024,0.18,0.0,4096,4,0.28,0.1,0.96,0.0,31.0,49.0,0.3875,0.3875,0.0,0.00757020757020757,0.12903225806451613,0.5639170064678742,0.5195869327511757
golden,phi,0.6000339887498948,-0.018000000000000002,0.18,0.0,4096,4,0.28,0.1,0.96,0.0,30.0,46.0,0.39473684210526316,0.39473684210526316,0.0,0.007326007326007326,0.13333333333333333,0.6345060916306471,0.5424255383151507
golden,phi,0.6060339887498948,-0.012000000000000004,0.18,0.0,4096,4,0.28,0.1,0.96,0.0,32.0,46.0,0.41025641025641024,0.41025641025641024,0.0,0.007814407814407814,0.125,0.7547379633961153,0.5825403049645874
golden,phi,0.6120339887498948,-0.006000000000000005,0.18,0.0,4096,4,0.28,0.1,0.96,0.0,30.0,46.0,0.39473684210526316,0.39473684210526316,0.0,0.007326007326007326,0.13333333333333333,0.7269143397926001,0.5682998478004977
golden,phi,0.6180339887498948,-6.938893903907228e-18,0.18,0.0,4096,4,0.28,0.1,0.96,0.0,61.0,17.0,0.782051282051282,0.782051282051282,0.0,0.014896214896214897,0.06557377049180328,0.6485501567974425,0.7079701122793522
golden,phi,0.6240339887498948,0.0059999999999999915,0.18,0.0,4096,4,0.28,0.1,0.96,0.0,25.0,42.0,0.373134328358209,0.373134328358209,0.0,0.006105006105006105,0.16,0.39796896907783397,0.46729302839754044
golden,phi,0.6300339887498948,0.01199999999999999,0.18,0.0,4096,4,0.28,0.1,0.96,0.0,30.0,44.0,0.40540540540540543,0.40540540540540543,0.0,0.007326007326007326,0.13333333333333333,0.6699058504776751,0.5568182673783784
golden,phi,0.6360339887498948,0.017999999999999988,0.18,0.0,4096,4,0.28,0.1,0.96,0.0,29.0,45.0,0.3918918918918919,0.3918918918918919,0.0,0.007081807081807082,0.13793103448275862,0.7357099233393565,0.5696019201381615
golden,phi,0.6420339887498948,0.023999999999999987,0.18,0.0,4096,4,0.28,0.1,0.96,0.0,26.0,49.0,0.3466666666666667,0.3466666666666667,0.0,0.006349206349206349,0.15384615384615385,0.6203754996538766,0.5184162510141966
golden,phi,0.6480339887498948,0.029999999999999985,0.18,0.0,4096,4,0.28,0.1,0.96,0.0,28.0,49.0,0.36363636363636365,0.36363636363636365,0.0,0.006837606837606838,0.14285714285714285,0.6847207927869838,0.5434918297503633
golden,phi,0.6540339887498948,0.03599999999999998,0.18,0.0,4096,4,0.28,0.1,0.96,0.0,27.0,47.0,0.36486486486486486,0.36486486486486486,0.0,0.006593406593406593,0.14814814814814814,0.6376390246350689,0.5308590932179857
golden,phi,0.5820339887498948,-0.036,0.18,0.0,4096,4,0.28,0.1,0.96,0.16,29.0,47.0,0.3815789473684211,0.3815789473684211,0.0,0.007081807081807082,0.13793103448275862,0.7114729056556275,0.5584841184868596
golden,phi,0.5880339887498948,-0.03,0.18,0.0,4096,4,0.28,0.1,0.96,0.16,36.0,34.0,0.5142857142857142,0.5142857142857142,0.0,0.008791208791208791,0.1111111111111111,0.6756243765397043,0.603944056200348
golden,phi,0.5940339887498948,-0.024,0.18,0.0,4096,4,0.28,0.1,0.96,0.16,31.0,49.0,0.3875,0.3875,0.0,0.00757020757020757,0.12903225806451613,0.5639170064678742,0.5195869327511757
golden,phi,0.6000339887498948,-0.018000000000000002,0.18,0.0,4096,4,0.28,0.1,0.96,0.16,30.0,46.0,0.39473684210526316,0.39473684210526316,0.0,0.007326007326007326,0.13333333333333333,0.6345060916306471,0.5424255383151507
golden,phi,0.6060339887498948,-0.012000000000000004,0.18,0.0,4096,4,0.28,0.1,0.96,0.16,32.0,46.0,0.41025641025641024,0.41025641025641024,0.0,0.007814407814407814,0.125,0.7547379633961153,0.5825403049645874
golden,phi,0.6120339887498948,-0.006000000000000005,0.18,0.0,4096,4,0.28,0.1,0.96,0.16,30.0,46.0,0.39473684210526316,0.39473684210526316,0.0,0.007326007326007326,0.13333333333333333,0.7269143397926001,0.5682998478004977
golden,phi,0.6180339887498948,-6.938893903907228e-18,0.18,0.0,4096,4,0.28,0.1,0.96,0.16,61.0,17.0,0.782051282051282,0.782051282051282,0.0,0.014896214896214897,0.06557377049180328,0.6485501567974425,0.7079701122793522
golden,phi,0.6240339887498948,0.0059999999999999915,0.18,0.0,4096,4,0.28,0.1,0.96,0.16,25.0,42.0,0.373134328358209,0.373134328358209,0.0,0.006105006105006105,0.16,0.39796896907783397,0.46729302839754044
golden,phi,0.6300339887498948,0.01199999999999999,0.18,0.0,4096,4,0.28,0.1,0.96,0.16,30.0,44.0,0.40540540540540543,0.40540540540540543,0.0,0.007326007326007326,0.13333333333333333,0.6699058504776751,0.5568182673783784
golden,phi,0.6360339887498948,0.017999999999999988,0.18,0.0,4096,4,0.28,0.1,0.96,0.16,29.0,45.0,0.3918918918918919,0.3918918918918919,0.0,0.007081807081807082,0.13793103448275862,0.7357099233393565,0.5696019201381615
golden,phi,0.6420339887498948,0.023999999999999987,0.18,0.0,4096,4,0.28,0.1,0.96,0.16,26.0,49.0,0.3466666666666667,0.3466666666666667,0.0,0.006349206349206349,0.15384615384615385,0.6203754996538766,0.5184162510141966
golden,phi,0.6480339887498948,0.029999999999999985,0.18,0.0,4096,4,0.28,0.1,0.96,0.16,28.0,49.0,0.36363636363636365,0.36363636363636365,0.0,0.006837606837606838,0.14285714285714285,0.6847207927869838,0.5434918297503633
golden,phi,0.6540339887498948,0.03599999999999998,0.18,0.0,4096,4,0.28,0.1,0.96,0.16,27.0,47.0,0.36486486486486486,0.36486486486486486,0.0,0.006593406593406593,0.14814814814814814,0.6376390246350689,0.5308590932179857
golden,phi,0.5820339887498948,-0.036,0.18,0.0,4096,4,0.28,0.2,0.82,0.0,58.0,18.0,0.7631578947368421,0.7631578947368421,0.0,0.014163614163614164,0.06896551724137931,0.7072559867907099,0.7165750861079665
golden,phi,0.5880339887498948,-0.03,0.18,0.0,4096,4,0.28,0.2,0.82,0.0,47.0,23.0,0.6714285714285714,0.6714285714285714,0.0,0.011477411477411478,0.0851063829787234,0.6869116387021654,0.6727284212297686
golden,phi,0.5940339887498948,-0.024,0.18,0.0,4096,4,0.28,0.2,0.82,0.0,56.0,24.0,0.7,0.7,0.0,0.013675213675213675,0.07142857142857142,0.5475184777550632,0.6453906438568879
golden,phi,0.6000339887498948,-0.018000000000000002,0.18,0.0,4096,4,0.28,0.2,0.82,0.0,55.0,21.0,0.7236842105263158,0.7236842105263158,0.0,0.013431013431013432,0.07272727272727272,0.6220516541617966,0.6762414897060138
golden,phi,0.6060339887498948,-0.012000000000000004,0.18,0.0,4096,4,0.28,0.2,0.82,0.0,60.0,18.0,0.7692307692307693,0.7692307692307693,0.0,0.014652014652014652,0.06666666666666667,0.7484855612238732,0.7306015981683256
golden,phi,0.6120339887498948,-0.006000000000000005,0.18,0.0,4096,4,0.28,0.2,0.82,0.0,58.0,18.0,0.7631578947368421,0.7631578947368421,0.0,0.014163614163614164,0.06896551724137931,0.7320537554371267,0.7235184613289631
golden,phi,0.6180339887498948,-6.938893903907228e-18,0.18,0.0,4096,4,0.28,0.2,0.82,0.0,78.0,0.0,1.0,1.0,0.0,0.01904761904761905,0.05128205128205128,0.6511209733389376,0.7996472058682358
golden,phi,0.6240339887498948,0.0059999999999999915,0.18,0.0,4096,4,0.28,0.2,0.82,0.0,50.0,17.0,0.746268656716418,0.746268656716418,0.0,0.01221001221001221,0.08,0.3844727852248049,0.6193758139744392
golden,phi,0.6300339887498948,0.01199999999999999,0.18,0.0,4096,4,0.28,0.2,0.82,0.0,54.0,20.0,0.7297297297297297,0.7297297297297297,0.0,0.013186813186813187,0.07407407407407407,0.6615978768354298,0.689887738154253
golden,phi,0.6360339887498948,0.017999999999999988,0.18,0.0,4096,4,0.28,0.2,0.82,0.0,54.0,20.0,0.7297297297297297,0.7297297297297297,0.0,0.013186813186813187,0.07407407407407407,0.721426328113099,0.7066397045120003
golden,phi,0.6420339887498948,0.023999999999999987,0.18,0.0,4096,4,0.28,0.2,0.82,0.0,56.0,19.0,0.7466666666666667,0.7466666666666667,0.0,0.013675213675213675,0.07142857142857142,0.6114909495175176,0.6829029359503751
golden,phi,0.6480339887498948,0.029999999999999985,0.18,0.0,4096,4,0.28,0.2,0.82,0.0,55.0,22.0,0.7142857142857143,0.7142857142857143,0.0,0.013431013431013432,0.07272727272727272,0.6776802255883572,0.6878701212843983
golden,phi,0.6540339887498948,0.03599999999999998,0.18,0.0,4096,4,0.28,0.2,0.82,0.0,55.0,19.0,0.7432432432432432,0.7432432432432432,0.0,0.013431013431013432,0.07272727272727272,0.6320169542305676,0.6872465674663792
golden,phi,0.5820339887498948,-0.036,0.18,0.0,4096,4,0.28,0.2,0.82,0.16,58.0,18.0,0.7631578947368421,0.7631578947368421,0.0,0.014163614163614164,0.06896551724137931,0.7072559867907099,0.7165750861079665
golden,phi,0.5880339887498948,-0.03,0.18,0.0,4096,4,0.28,0.2,0.82,0.16,47.0,23.0,0.6714285714285714,0.6714285714285714,0.0,0.011477411477411478,0.0851063829787234,0.6869116387021654,0.6727284212297686
golden,phi,0.5940339887498948,-0.024,0.18,0.0,4096,4,0.28,0.2,0.82,0.16,56.0,24.0,0.7,0.7,0.0,0.013675213675213675,0.07142857142857142,0.5475184777550632,0.6453906438568879
golden,phi,0.6000339887498948,-0.018000000000000002,0.18,0.0,4096,4,0.28,0.2,0.82,0.16,55.0,21.0,0.7236842105263158,0.7236842105263158,0.0,0.013431013431013432,0.07272727272727272,0.6220516541617966,0.6762414897060138
golden,phi,0.6060339887498948,-0.012000000000000004,0.18,0.0,4096,4,0.28,0.2,0.82,0.16,60.0,18.0,0.7692307692307693,0.7692307692307693,0.0,0.014652014652014652,0.06666666666666667,0.7484855612238732,0.7306015981683256
golden,phi,0.6120339887498948,-0.006000000000000005,0.18,0.0,4096,4,0.28,0.2,0.82,0.16,58.0,18.0,0.7631578947368421,0.7631578947368421,0.0,0.014163614163614164,0.06896551724137931,0.7320537554371267,0.7235184613289631
golden,phi,0.6180339887498948,-6.938893903907228e-18,0.18,0.0,4096,4,0.28,0.2,0.82,0.16,78.0,0.0,1.0,1.0,0.0,0.01904761904761905,0.05128205128205128,0.6511209733389376,0.7996472058682358
golden,phi,0.6240339887498948,0.0059999999999999915,0.18,0.0,4096,4,0.28,0.2,0.82,0.16,50.0,17.0,0.746268656716418,0.746268656716418,0.0,0.01221001221001221,0.08,0.3844727852248049,0.6193758139744392
golden,phi,0.6300339887498948,0.01199999999999999,0.18,0.0,4096,4,0.28,0.2,0.82,0.16,54.0,20.0,0.7297297297297297,0.7297297297297297,0.0,0.013186813186813187,0.07407407407407407,0.6615978768354298,0.689887738154253
golden,phi,0.6360339887498948,0.017999999999999988,0.18,0.0,4096,4,0.28,0.2,0.82,0.16,54.0,20.0,0.7297297297297297,0.7297297297297297,0.0,0.013186813186813187,0.07407407407407407,0.721426328113099,0.7066397045120003
golden,phi,0.6420339887498948,0.023999999999999987,0.18,0.0,4096,4,0.28,0.2,0.82,0.16,56.0,19.0,0.7466666666666667,0.7466666666666667,0.0,0.013675213675213675,0.07142857142857142,0.6114909495175176,0.6829029359503751
golden,phi,0.6480339887498948,0.029999999999999985,0.18,0.0,4096,4,0.28,0.2,0.82,0.16,55.0,22.0,0.7142857142857143,0.7142857142857143,0.0,0.013431013431013432,0.07272727272727272,0.6776802255883572,0.6878701212843983
golden,phi,0.6540339887498948,0.03599999999999998,0.18,0.0,4096,4,0.28,0.2,0.82,0.16,55.0,19.0,0.7432432432432432,0.7432432432432432,0.0,0.013431013431013432,0.07272727272727272,0.6320169542305676,0.6872465674663792
golden,phi,0.5820339887498948,-0.036,0.18,0.0,4096,4,0.28,0.2,0.96,0.0,58.0,18.0,0.7631578947368421,0.7631578947368421,0.0,0.014163614163614164,0.06896551724137931,0.7072559867907099,0.7165750861079665
golden,phi,0.5880339887498948,-0.03,0.18,0.0,4096,4,0.28,0.2,0.96,0.0,47.0,23.0,0.6714285714285714,0.6714285714285714,0.0,0.011477411477411478,0.0851063829787234,0.6869116387021654,0.6727284212297686
golden,phi,0.5940339887498948,-0.024,0.18,0.0,4096,4,0.28,0.2,0.96,0.0,56.0,24.0,0.7,0.7,0.0,0.013675213675213675,0.07142857142857142,0.5475184777550632,0.6453906438568879
golden,phi,0.6000339887498948,-0.018000000000000002,0.18,0.0,4096,4,0.28,0.2,0.96,0.0,55.0,21.0,0.7236842105263158,0.7236842105263158,0.0,0.013431013431013432,0.07272727272727272,0.6220516541617966,0.6762414897060138
golden,phi,0.6060339887498948,-0.012000000000000004,0.18,0.0,4096,4,0.28,0.2,0.96,0.0,60.0,18.0,0.7692307692307693,0.7692307692307693,0.0,0.014652014652014652,0.06666666666666667,0.7484855612238732,0.7306015981683256
golden,phi,0.6120339887498948,-0.006000000000000005,0.18,0.0,4096,4,0.28,0.2,0.96,0.0,58.0,18.0,0.7631578947368421,0.7631578947368421,0.0,0.014163614163614164,0.06896551724137931,0.7320537554371267,0.7235184613289631
golden,phi,0.6180339887498948,-6.938893903907228e-18,0.18,0.0,4096,4,0.28,0.2,0.96,0.0,78.0,0.0,1.0,1.0,0.0,0.01904761904761905,0.05128205128205128,0.6511209733389376,0.7996472058682358
golden,phi,0.6240339887498948,0.0059999999999999915,0.18,0.0,4096,4,0.28,0.2,0.96,0.0,50.0,17.0,0.746268656716418,0.746268656716418,0.0,0.01221001221001221,0.08,0.3844727852248049,0.6193758139744392
golden,phi,0.6300339887498948,0.01199999999999999,0.18,0.0,4096,4,0.28,0.2,0.96,0.0,54.0,20.0,0.7297297297297297,0.7297297297297297,0.0,0.013186813186813187,0.07407407407407407,0.6615978768354298,0.689887738154253
golden,phi,0.6360339887498948,0.017999999999999988,0.18,0.0,4096,4,0.28,0.2,0.96,0.0,54.0,20.0,0.7297297297297297,0.7297297297297297,0.0,0.013186813186813187,0.07407407407407407,0.721426328113099,0.7066397045120003
golden,phi,0.6420339887498948,0.023999999999999987,0.18,0.0,4096,4,0.28,0.2,0.96,0.0,56.0,19.0,0.7466666666666667,0.7466666666666667,0.0,0.013675213675213675,0.07142857142857142,0.6114909495175176,0.6829029359503751
golden,phi,0.6480339887498948,0.029999999999999985,0.18,0.0,4096,4,0.28,0.2,0.96,0.0,55.0,22.0,0.7142857142857143,0.7142857142857143,0.0,0.013431013431013432,0.07272727272727272,0.6776802255883572,0.6878701212843983
golden,phi,0.6540339887498948,0.03599999999999998,0.18,0.0,4096,4,0.28,0.2,0.96,0.0,55.0,19.0,0.7432432432432432,0.7432432432432432,0.0,0.013431013431013432,0.07272727272727272,0.6320169542305676,0.6872465674663792
golden,phi,0.5820339887498948,-0.036,0.18,0.0,4096,4,0.28,0.2,0.96,0.16,58.0,18.0,0.7631578947368421,0.7631578947368421,0.0,0.014163614163614164,0.06896551724137931,0.7072559867907099,0.7165750861079665
golden,phi,0.5880339887498948,-0.03,0.18,0.0,4096,4,0.28,0.2,0.96,0.16,47.0,23.0,0.6714285714285714,0.6714285714285714,0.0,0.011477411477411478,0.0851063829787234,0.6869116387021654,0.6727284212297686
golden,phi,0.5940339887498948,-0.024,0.18,0.0,4096,4,0.28,0.2,0.96,0.16,56.0,24.0,0.7,0.7,0.0,0.013675213675213675,0.07142857142857142,0.5475184777550632,0.6453906438568879
golden,phi,0.6000339887498948,-0.018000000000000002,0.18,0.0,4096,4,0.28,0.2,0.96,0.16,55.0,21.0,0.7236842105263158,0.7236842105263158,0.0,0.013431013431013432,0.07272727272727272,0.6220516541617966,0.6762414897060138
golden,phi,0.6060339887498948,-0.012000000000000004,0.18,0.0,4096,4,0.28,0.2,0.96,0.16,60.0,18.0,0.7692307692307693,0.7692307692307693,0.0,0.014652014652014652,0.06666666666666667,0.7484855612238732,0.7306015981683256
golden,phi,0.6120339887498948,-0.006000000000000005,0.18,0.0,4096,4,0.28,0.2,0.96,0.16,58.0,18.0,0.7631578947368421,0.7631578947368421,0.0,0.014163614163614164,0.06896551724137931,0.7320537554371267,0.7235184613289631
golden,phi,0.6180339887498948,-6.938893903907228e-18,0.18,0.0,4096,4,0.28,0.2,0.96,0.16,78.0,0.0,1.0,1.0,0.0,0.01904761904761905,0.05128205128205128,0.6511209733389376,0.7996472058682358
golden,phi,0.6240339887498948,0.0059999999999999915,0.18,0.0,4096,4,0.28,0.2,0.96,0.16,50.0,17.0,0.746268656716418,0.746268656716418,0.0,0.01221001221001221,0.08,0.3844727852248049,0.6193758139744392
golden,phi,0.6300339887498948,0.01199999999999999,0.18,0.0,4096,4,0.28,0.2,0.96,0.16,54.0,20.0,0.7297297297297297,0.7297297297297297,0.0,0.013186813186813187,0.07407407407407407,0.6615978768354298,0.689887738154253
golden,phi,0.6360339887498948,0.017999999999999988,0.18,0.0,4096,4,0.28,0.2,0.96,0.16,54.0,20.0,0.7297297297297297,0.7297297297297297,0.0,0.013186813186813187,0.07407407407407407,0.721426328113099,0.7066397045120003
golden,phi,0.6420339887498948,0.023999999999999987,0.18,0.0,4096,4,0.28,0.2,0.96,0.16,56.0,19.0,0.7466666666666667,0.7466666666666667,0.0,0.013675213675213675,0.07142857142857142,0.6114909495175176,0.6829029359503751
golden,phi,0.6480339887498948,0.029999999999999985,0.18,0.0,4096,4,0.28,0.2,0.96,0.16,55.0,22.0,0.7142857142857143,0.7142857142857143,0.0,0.013431013431013432,0.07272727272727272,0.6776802255883572,0.6878701212843983
golden,phi,0.6540339887498948,0.03599999999999998,0.18,0.0,4096,4,0.28,0.2,0.96,0.16,55.0,19.0,0.7432432432432432,0.7432432432432432,0.0,0.013431013431013432,0.07272727272727272,0.6320169542305676,0.6872465674663792
golden,phi,0.5820339887498948,-0.036,0.18,0.0,4096,4,0.42,0.1,0.82,0.0,29.0,79.0,0.26851851851851855,0.26851851851851855,0.0,0.007081807081807082,0.13793103448275862,0.6940370995100378,0.5061167126491355
golden,phi,0.5880339887498948,-0.03,0.18,0.0,4096,4,0.42,0.1,0.82,0.0,36.0,73.0,0.3302752293577982,0.3302752293577982,0.0,0.008791208791208791,0.1111111111111111,0.664749756033965,0.5236147587890163
golden,phi,0.5940339887498948,-0.024,0.18,0.0,4096,4,0.42,0.1,0.82,0.0,31.0,81.0,0.2767857142857143,0.2767857142857143,0.0,0.00757020757020757,0.12903225806451613,0.5461671653587128,0.4681169772406106
golden,phi,0.6000339887498948,-0.018000000000000002,0.18,0.0,4096,4,0.42,0.1,0.82,0.0,30.0,79.0,0.27522935779816515,0.27522935779816515,0.0,0.007326007326007326,0.13333333333333333,0.6210247205185886,0.4884576109947932
golden,phi,0.6060339887498948,-0.012000000000000004,0.18,0.0,4096,4,0.42,0.1,0.82,0.0,32.0,77.0,0.29357798165137616,0.29357798165137616,0.0,0.007814407814407814,0.125,0.6121217785929489,0.49360283320558657
golden,phi,0.6120339887498948,-0.006000000000000005,0.18,0.0,4096,4,0.42,0.1,0.82,0.0,30.0,76.0,0.2830188679245283,0.2830188679245283,0.0,0.007326007326007326,0.13333333333333333,0.7185516687670421,0.5190367507574327
golden,phi,0.6180339887498948,-6.938893903907228e-18,0.18,0.0,4096,4,0.42,0.1,0.82,0.0,61.0,22.0,0.7349397590361446,0.7349397590361446,0.0,0.014896214896214897,0.06557377049180328,0.6501378909766913,0.6886278381831843
golden,phi,0.6240339887498948,0.0059999999999999915,0.18,0.0,4096,4,0.42,0.1,0.82,0.0,25.0,71.0,0.2604166666666667,0.2604166666666667,0.0,0.006105006105006105,0.16,0.4001902796042768,0.4205735774344967
golden,phi,0.6300339887498948,0.01199999999999999,0.18,0.0,4096,4,0.42,0.1,0.82,0.0,30.0,76.0,0.2830188679245283,0.2830188679245283,0.0,0.007326007326007326,0.13333333333333333,0.6644987237385567,0.5039019261494568
golden,phi,0.6360339887498948,0.017999999999999988,0.18,0.0,4096,4,0.42,0.1,0.82,0.0,29.0,76.0,0.2761904761904762,0.2761904761904762,0.0,0.007081807081807082,0.13793103448275862,0.7262025658232582,0.5183452654390592
golden,phi,0.6420339887498948,0.023999999999999987,0.18,0.0,4096,4,0.42,0.1,0.82,0.0,26.0,77.0,0.2524271844660194,0.2524271844660194,0.0,0.006349206349206349,0.15384615384615385,0.6150553022442615,0.4773460132152325
golden,phi,0.6480339887498948,0.029999999999999985,0.18,0.0,4096,4,0.42,0.1,0.82,0.0,28.0,79.0,0.2616822429906542,0.2616822429906542,0.0,0.006837606837606838,0.14285714285714285,0.6781052634356141,0.49881875086078176
golden,phi,0.6540339887498948,0.03599999999999998,0.18,0.0,4096,4,0.42,0.1,0.82,0.0,27.0,78.0,0.2571428571428571,0.2571428571428571,0.0,0.006593406593406593,0.14814814814814814,0.6343235820840396,0.4846875260604542
golden,phi,0.5820339887498948,-0.036,0.18,0.0,4096,4,0.42,0.1,0.82,0.16,29.0,79.0,0.26851851851851855,0.26851851851851855,0.0,0.007081807081807082,0.13793103448275862,0.6940370995100378,0.5061167126491355
