family,noise_level,wrong_variant,access_fidelity,repair_score,repair_gain,identity_restore,scene_restore,direction_restore,avg_switch_paid,score_balanced,score_repair_heavy,seed
fibonacci,0.3,cross_family,0.960084425290557,0.6953939259383065,0.5964484506966659,0.8309997275469404,0.6953939259383065,0.6954439923397812,0.0,0.7338385847240267,0.704378600172772,20260527
generic_ternary,0.3,cross_family,0.9358602999713062,0.5517274028995927,0.455200922977618,0.6843970404844706,0.5517274028995927,0.551664980679921,0.0,0.6139660926304201,0.5751550320052796,20260527
fibonacci,0.4,permuted,0.9539250467151007,0.6021005886420068,0.4548821739015019,0.7191234388733231,0.6021005886420068,0.6020257481871396,0.0,0.6479249195120171,0.6083071873547645,20260527
generic_ternary,0.4,permuted,0.9291490182909771,0.7748113920133917,0.27763069532877327,0.8959090343351482,0.7748113920133917,0.7745935108335438,0.0,0.7292337769375024,0.6808840357031469,20260527
fibonacci,0.4,cross_family,0.953961418497228,0.666220235434812,0.566957344865518,0.8180072574269038,0.666220235434812,0.6660803197374296,0.0,0.7116261044061076,0.6801475329862119,20260527
generic_ternary,0.4,cross_family,0.9289514501679998,0.5410591283675993,0.44377054563128443,0.6817629831550576,0.5410591283675993,0.5409159819980714,0.0,0.6051284115799217,0.5658869438149494,20260527
fibonacci,0.2,permuted,0.9691691181757798,0.6653160125773412,0.525600749491942,0.7513166621079258,0.6653160125773412,0.665292693454843,0.0,0.6980259437954319,0.6630787863923981,20260528
generic_ternary,0.2,permuted,0.9465045223768169,0.803102181510263,0.3070043382033459,0.9020096973761129,0.803102181510263,0.8029687555808739,0.0,0.7521840866780053,0.7050026465150078,20260528
fibonacci,0.2,cross_family,0.9691714969233182,0.7432998935171771,0.6444342098452567,0.8532546590347839,0.7432998935171771,0.7432830650925195,0.0,0.7701350522115595,0.7440460198480907,20260528
generic_ternary,0.2,cross_family,0.9465961953037936,0.5715981007932475,0.473227712997961,0.6879850660215215,0.5715981007932475,0.571450977423884,0.0,0.6292781378049004,0.591235849614572,20260528
fibonacci,0.3,permuted,0.9600722452953216,0.6280772124063396,0.47952656400958754,0.7327228975051295,0.6280772124063396,0.628072862578388,0.0,0.667889822015249,0.6298854346367675,20260528
generic_ternary,0.3,permuted,0.9358680836292922,0.7862769096513096,0.289085072851594,0.898201019097807,0.7862769096513096,0.7862319046793503,0.0,0.7383982345981295,0.6905105212580438,20260528
fibonacci,0.3,cross_family,0.9600796533828114,0.6959700433859651,0.597003285717528,0.8312981932109608,0.6959700433859651,0.6959934694687638,0.0,0.7342496881212379,0.7048387934823098,20260528
generic_ternary,0.3,cross_family,0.9355491505989023,0.5529537583531013,0.45600064598804696,0.6844531747276907,0.5529537583531013,0.5529751726173452,0.0,0.6146579945433283,0.5759475804211523,20260528
fibonacci,0.4,permuted,0.9539621019407081,0.6044271582405796,0.4539011064171249,0.7204136118451587,0.6044271582405796,0.6042400548448624,0.0,0.6491251417384164,0.6094750132485043,20260528
generic_ternary,0.4,permuted,0.9295531945191973,0.7728537694915428,0.2799910927388216,0.8943219276048947,0.7728537694915428,0.7727916067266313,0.0,0.7284751522864317,0.6802272374686409,20260528
fibonacci,0.4,cross_family,0.9540563658787592,0.6672186095666796,0.5681871283830416,0.818027062677966,0.6672186095666796,0.6672781278753103,0.0,0.7123616343645375,0.6809713497301719,20260528
generic_ternary,0.4,cross_family,0.9297199456261406,0.5404195638800943,0.44345006100063517,0.6813281179438188,0.5404195638800943,0.5403565041325107,0.0,0.6048610389448059,0.5655232106503019,20260528
fibonacci,0.2,permuted,0.9691887248413072,0.6677476243471824,0.5228470437942521,0.753013088302867,0.6677476243471824,0.6678819904591258,0.0,0.6991107318732119,0.6639930302498229,20260529
generic_ternary,0.2,permuted,0.946307635662936,0.8042651215496026,0.30739552181333846,0.9021760540707341,0.8042651215496026,0.8038835913639172,0.0,0.7527725947621465,0.7056682888356144,20260529
fibonacci,0.2,cross_family,0.9690761930043773,0.7423966428676878,0.6434426899066404,0.8530277668605855,0.7423966428676878,0.7422882590156685,0.0,0.7694678709720004,0.7433058382064638,20260529
generic_ternary,0.2,cross_family,0.9466266246697126,0.5708656105334312,0.4739565662486045,0.6886376913644341,0.5708656105334312,0.5709966440855272,0.0,0.6291669238754283,0.5911381371586731,20260529
fibonacci,0.3,permuted,0.9600582046616797,0.6252724949639173,0.48263992579547027,0.7301497704088529,0.6252724949639173,0.6251690811270648,0.0,0.6665508307694151,0.6287400920891961,20260529
generic_ternary,0.3,permuted,0.9356753068766904,0.7852337996343342,0.2902865560940671,0.8980988632090471,0.7852337996343342,0.7852530040070106,0.0,0.7380126547438738,0.6902014162622857,20260529
fibonacci,0.3,cross_family,0.9602099438892497,0.6961598100863385,0.5971261144620663,0.8314548358516495,0.6961598100863385,0.6961426121099392,0.0,0.7344064566716167,0.7049979969148517,20260529
generic_ternary,0.3,cross_family,0.9356055003190945,0.5522492157973251,0.4549910855196459,0.6847445766263118,0.5522492157973251,0.5522899290163111,0.0,0.614212164267223,0.5754086031168048,20260529
fibonacci,0.4,permuted,0.9540615876432929,0.5995028623963037,0.4577724244963869,0.7163351197081022,0.5995028623963037,0.5994102352825352,0.0,0.6466659862904185,0.6072164664002356,20260529
generic_ternary,0.4,permuted,0.928931200445866,0.7731914905648338,0.28219355060651263,0.8942847037302901,0.7731914905648338,0.7731540891738679,0.0,0.7288481133134657,0.6808100186637944,20260529
fibonacci,0.4,cross_family,0.9539933116442608,0.6657738408414935,0.5667273297601211,0.8178112258903611,0.6657738408414935,0.6656700010498835,0.0,0.7113507901284297,0.6798447948276042,20260529
generic_ternary,0.4,cross_family,0.9292312471087514,0.5403449161669689,0.4437735500366334,0.6801369966285442,0.5403449161669689,0.5404126514717253,0.0,0.6046154498007248,0.5653432401264051,20260529
fibonacci,0.2,permuted,0.9691506197883155,0.6693238147885184,0.5198522948840564,0.7545426593382657,0.6693238147885184,0.6693420906503705,0.0,0.6996540158645483,0.6643517628326623,20260530
generic_ternary,0.2,permuted,0.9464403590755828,0.803429555995689,0.3073354659367381,0.9019420538439207,0.803429555995689,0.8033882230900581,0.0,0.7523882778442151,0.7052377689604964,20260530
fibonacci,0.2,cross_family,0.9691606938874753,0.7430000414585627,0.6439311366433745,0.8530008329162955,0.7430000414585627,0.7429591243693536,0.0,0.7698658173773455,0.7437401797858525,20260530
generic_ternary,0.2,cross_family,0.9466234577536023,0.5704719541470304,0.47225825254854337,0.689930356480265,0.5704719541470304,0.570292735323263,0.0,0.6288620771549918,0.590709374672428,20260530
fibonacci,0.3,permuted,0.960097597919061,0.6316760786007188,0.4763635231350676,0.7346083791074544,0.6316760786007188,0.6317286712957209,0.0,0.6695112331248002,0.6313336800569197,20260530
generic_ternary,0.3,permuted,0.9358724591773421,0.7863731199381365,0.28711015331145695,0.8980844071024038,0.7863731199381365,0.7862642646964979,0.0,0.73812390758037,0.6901038826678053,20260530
fibonacci,0.3,cross_family,0.9601000164607035,0.696290394587946,0.59706246359634,0.8315275567031765,0.696290394587946,0.6962870379103107,0.0,0.7344532001293959,0.7050502714228922,20260530
generic_ternary,0.3,cross_family,0.9360013473147678,0.5519876734106077,0.45471875038613746,0.6838764093337104,0.5519876734106077,0.5518829018677828,0.0,0.6139676643948108,0.5751240970886754,20260530
fibonacci,0.4,permuted,0.9540844532420412,0.6057426650377092,0.4521013966161915,0.7215043010936368,0.6057426650377092,0.6057255854037444,0.0,0.6497265158786425,0.6099475216539286,20260530
generic_ternary,0.4,permuted,0.9292329336013188,0.7748241185040381,0.2777732471911912,0.895600007025352,0.7748241185040381,0.7745444879064209,0.0,0.7292226895151218,0.6808826459601077,20260530
fibonacci,0.4,cross_family,0.9540863839901942,0.6665770557524336,0.5675917335203022,0.8183191998207451,0.6665770557524336,0.6665550573539076,0.0,0.7119891449156338,0.680543104579607,20260530
generic_ternary,0.4,cross_family,0.9293794524869194,0.5403921677493339,0.44308023908022004,0.6823942703375485,0.5403921677493339,0.5403236324084232,0.0,0.6048828704835795,0.5655354584388981,20260530
